article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,337,516,"There are too many indications now that the virus has been leaked from a bioweapons lab in the United States,\u201d Dr. E. Michael Jones, writer and editor of the Culture Wars magazine"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,129,135,pundit
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,595,776,"if it\u2019s a weapon, then, they would not want to do that. If it\u2019s a weapon, then, they are going to want to use the sanctions as part of the other weapon to force Iran into submission"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,888,1100,"Currently, \u201cno one can get to the heart of the matter,\u201d he said. The reason behind the confusion, he added, might be that the virus is \u201ca form of warfare that has to remain secret in order for it to be successful"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,2e250b4e-4dca-40ff-b20c-6e3bbbefe7df,Form.2020_03txt,Quoted Sources,2,,{},2,1490,1540,"Tehran roundly rejects the claim as a \u201cbrazen\u201d lie"
CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,2e250b4e-4dca-40ff-b20c-6e3bbbefe7df,Form.2020_03txt,Quoted Sources,2,,{},2,1543,1563,The Islamic Republic
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,ce745bb8-8d75-4ff2-8aa7-6d0731b9e0a2,Form.2020_03txt,Arguments,1,,{},3,418,475,China has taken great offence at comments by US officials
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,ce745bb8-8d75-4ff2-8aa7-6d0731b9e0a2,Form.2020_03txt,Arguments,1,,{},3,1444,1539,"ministry spokesman Geng Shuang criticised US officials for ""immoral and irresponsible"" comments"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,ce745bb8-8d75-4ff2-8aa7-6d0731b9e0a2,Form.2020_03txt,Arguments,1,,{},3,1892,2067,"We wish that a few officials in the US would at this time concentrate their energy on responding to the virus and promoting cooperation, and not on shifting the blame to China"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,91022e36-c960-420c-8120-6c93dae275c8,Form.2020_03txt,Arguments,2,,{},3,463,827,"US officials accusing it of being slow to react to the virus, first detected in Wuhan late last year, and of not being sufficiently transparent.\n\nOn Wednesday, US National Security Adviser Robert O'Brien said the speed of China's reaction to the emergence of the coronavirus had probably cost the world two months when it could have been preparing for the outbreak"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,91022e36-c960-420c-8120-6c93dae275c8,Form.2020_03txt,Arguments,2,,{},3,2834,3208,"Unfortunately, rather than using best practices, this outbreak in Wuhan was covered up,"" Trump's national security advisor O'Brien said during a think-tank appearance on Wednesday.\n\n""It probably cost the world community two months to respond,"" during which ""we could have dramatically curtailed what happened both in China and what's now happening across the world"", he said"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,91022e36-c960-420c-8120-6c93dae275c8,Form.2020_03txt,Arguments,2,,{},3,3435,3596,"We have done a good job responding to it but ... the way that this started out in China, and the way it was handled from the outset, was not right,"" said O'Brien"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,d72f0003-6815-4f80-babb-65d4bdd4552f,Form.2020_03txt,Arguments,3,,{},3,1786,1888,"China's efforts to slow the spread had bought the world time to prepare against the epidemic, he added"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,d72f0003-6815-4f80-babb-65d4bdd4552f,Form.2020_03txt,Arguments,3,,{},3,2306,2528,"The Chinese authorities credit firm measures they took in January and February, including a near total shutdown of Hubei, for preventing outbreaks in other Chinese cities on the scale of Wuhan and slowing the spread abroad"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,d72f0003-6815-4f80-babb-65d4bdd4552f,Form.2020_03txt,Arguments,3,,{},3,2233,2303,in recent weeks the vast majority of new cases have been outside China
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,b151a07b-7752-4cf3-80a0-cbbd8b1d8ac5,Form.2020_03txt,Arguments,4,,{},2,2531,2723,The administration of US President Donald Trump has pointed to a decision to limit air travel from China at the end of January to fend off criticism that it responded too slowly to the disease
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,b151a07b-7752-4cf3-80a0-cbbd8b1d8ac5,Form.2020_03txt,Arguments,4,,{},2,2725,2830,Critics say Trump played down the disease in public and the federal government was slow to roll out tests
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,28b12f02-7657-4ffb-b559-9391e6046dad,Form.2020_03txt,Arguments,6,,{},1,3211,3431,"More than 119,100 people have been infected by the novel coronavirus across the world and 4,298 have died, the vast majority in China, according to a Reuters tally. The United States has 975 cases and 30 people have died"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,5728cb9a-2d0f-427f-b451-13287bde9d29,Form.2020_03txt,Assertions,1,,{},2,243,322,the US military might have brought the coronavirus to the Chinese city of Wuhan
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,5728cb9a-2d0f-427f-b451-13287bde9d29,Form.2020_03txt,Assertions,1,,{},2,1117,1170,It might be US army who brought the epidemic to Wuhan
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,7ffc165b-e57e-4fe7-935a-979476b8e9bf,Form.2020_03txt,Quoted Sources,1,,{},2,164,322,A spokesman for China's Foreign Ministry suggested on Thursday (March 12) that the US military might have brought the coronavirus to the Chinese city of Wuhan
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,7ffc165b-e57e-4fe7-935a-979476b8e9bf,Form.2020_03txt,Quoted Sources,1,,{},2,830,1248,"In a strongly worded tweet, written in English on his verified Twitter account, Chinese Foreign Ministry spokesman Zhao Lijian said it was the United States that lacked transparency.\n\n""When did patient zero begin in US? How many people are infected? What are the names of the hospitals? It might be US army who brought the epidemic to Wuhan. Be transparent! Make public your data! US owe us an explanation!"" Zhao wrote"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,463,523,US officials accusing it of being slow to react to the virus
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,565,606,and of not being sufficiently transparent
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,623,827,US National Security Adviser Robert O'Brien said the speed of China's reaction to the emergence of the coronavirus had probably cost the world two months when it could have been preparing for the outbreak
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,2834,3208,"Unfortunately, rather than using best practices, this outbreak in Wuhan was covered up,"" Trump's national security advisor O'Brien said during a think-tank appearance on Wednesday.\n\n""It probably cost the world community two months to respond,"" during which ""we could have dramatically curtailed what happened both in China and what's now happening across the world"", he said"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,3435,3596,"We have done a good job responding to it but ... the way that this started out in China, and the way it was handled from the outset, was not right,"" said O'Brien"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,be1d23c4-cde2-4af0-a9cf-0738b9d82c43,Form.2020_03txt,Quoted Sources,3,,{},2,1433,1637,"his fellow ministry spokesman Geng Shuang criticised US officials for ""immoral and irresponsible"" comments that blamed Beijing's response to the coronavirus for worsening the global impact of the pandemic"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,be1d23c4-cde2-4af0-a9cf-0738b9d82c43,Form.2020_03txt,Quoted Sources,3,,{},2,1672,2067,"Geng told a daily news briefing in Beijing that such remarks by US officials would not help US epidemic efforts.\n\nChina's efforts to slow the spread had bought the world time to prepare against the epidemic, he added.\n\n""We wish that a few officials in the US would at this time concentrate their energy on responding to the virus and promoting cooperation, and not on shifting the blame to China"
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,f7eb4c13-501b-4198-8546-e621dc88266a,Form.2020_03txt,Quoted Sources,4,,{},1,2531,2723,The administration of US President Donald Trump has pointed to a decision to limit air travel from China at the end of January to fend off criticism that it responded too slowly to the disease
CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,6478a381-a058-45df-944f-11fe5d154ced,Form.2020_03txt,Quoted Sources,5,,{},1,2725,2830,Critics say Trump played down the disease in public and the federal government was slow to roll out tests
