schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q2.A1,T1.Q2.A2,T1.Q2.A3,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q3.A7,T1.Q3.A8,T1.Q3.A9,T1.Q4,T1.Q5,T1.Q6,T1.Q7,T1.Q8,T1.Q9,T1.Q11,T1.Q12,T1.Q13,T1.Q14,T1.Q15,T1.Q16
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,9dd8ae3f-7546-492a-983e-9ec00f427313,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-02-16 02:52:38.784996,2019-02-16 02:56:19.941331,221.156335,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q14, T1.Q15, T1.Q16",1,0,0,0,0,0,0,1,0,0,0,0,,Somewhat representative,No control,,Most children were chosen because their family have autism history,Equally likely,No,,,"Yes, expicitly",3,9
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,01777167-bee2-422b-8bf6-7d69b1d9789a,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,2019-03-01 21:10:37.608760,2019-03-01 21:32:59.018036,1341.409276,"T1.Q2, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,Yes,Very Unlikely,Somewhat Likely,"Yes, implicitly",4,9
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,a888c32b-b378-42a5-be21-1fede858d6cd,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-01 21:23:31.841566,2019-03-01 21:33:59.762755,627.921189,"T1.Q2, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,Yes,Very Unlikely,Somewhat Unlikely,"Yes, implicitly",6,6
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,70cb6f4c-1729-46c5-9172-d6a299536a48,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-02 19:26:41.741354,2019-03-02 19:31:44.500986,302.759632,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,0,0,0,1,0,1,0,0,,Slightly representative,Can't tell; not enough info,,Random Chance,Much less likely,Yes,Somewhat Unlikely,Very Unlikely,"Yes, expicitly",6,7
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,1c99fe68-299e-4038-8749-ab7c0bda78d0,93b5d16a-4388-49d6-9217-d6607167f6c2,2019-03-02 22:32:42.360835,2019-03-02 23:41:14.092706,4111.731871,"T1.Q2, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,Yes,Somewhat Unlikely,Somewhat Likely,"Yes, expicitly",7,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,83a46e5f-a5bc-4cac-bee3-c58075f8c7c6,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,2019-03-05 00:34:40.461578,2019-03-05 00:42:15.345996,454.884418,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,1,0,1,0,0,1,1,0,0,0,0,,Somewhat representative,Can't tell; not enough info,,"A combination of genetic factors, in vivo/womb conditions, environmental conditions",Equally likely,Yes,Neither Likely nor Unlikely,Somewhat Likely,"Yes, expicitly",5: Middling difficulty,5: 50-50
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,fe07a984-8764-47da-976d-ffc9c0d4528c,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-05 06:51:58.673170,2019-03-05 06:57:20.806995,322.133825,"T1.Q2, T1.Q3, T1.Q5, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,1,0,1,0,0,0,0,0,0,0,0,,Slightly representative,,,They mostly considered children whose siblings were diagnosed with Autism. It might be different for those without siblings with Autism.,Equally likely,Yes,Somewhat Unlikely,Somewhat Likely,"Yes, expicitly",6,6
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,da6f37bc-4dee-44c3-9eb2-dbb448f1e439,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-05 06:40:23.990876,2019-03-05 07:31:33.170334,3069.179458,"T1.Q2, T1.Q3, T1.Q5, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,1,0,1,1,0,0,0,0,1,0,0,,Slightly representative,,,The data is based on only 150 children so the data could have occurred randomly and not be representative of the population.,Somewhat less likely,Yes,Somewhat Likely,Somewhat Unlikely,"Yes, expicitly",5: Middling difficulty,7
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f3dd757d-8edd-47ea-9ef2-888414bf241a,e1ae8875-a398-4dde-8f4e-4b21109784e3,2018-08-29 18:34:20.266939,2018-08-29 18:54:17.571153,1197.304214,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,1,0,1,1,0,0,0,0,,Somewhat representative,Questionably appropriate control,No,"The doctors who prescribed more opiates tended to get patients with more pain. They say ""the major difference between the groups was how the doctors prescribed opiates,"" but it's not clear there weren't other systematic differences, as well",Equally likely,Yes,Very Unlikely,Somewhat Likely,"Yes, implicitly",4,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,93f32f98-1693-45d4-9b61-40b1c66621b5,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-26 23:07:58.185470,2018-08-26 23:21:59.941517,841.756047,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,1,0,0,1,0,0,0,0,,Fairly representative,Can't tell; not enough info,,they did not track the other doctors after the ER visit,Much less likely,Yes,Somewhat Unlikely,Somewhat Unlikely,"No, not at all",4,6
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,99d93075-f7f4-4698-b6ea-517501cfe61a,e4a2f20b-0ee3-4d4c-a622-e392d1150ec8,2018-08-27 05:08:48.122145,2018-08-27 05:15:10.876361,382.754216,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q14, T1.Q15, T1.Q16",1,0,0,0,0,0,0,1,0,0,0,0,,Somewhat representative,Can't tell; not enough info,,Chance,Much less likely,No,,,"No, not at all",5: Middling difficulty,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,21468910-0e48-4378-aab6-5940954166fb,6ae640df-8dbc-4401-ae14-0636d2c0d086,2018-08-28 18:59:21.692659,2018-08-28 19:20:59.589449,1297.89679,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,0,0,0,0,1,0,0,0,0,,Fairly representative,Can't tell; not enough info,,"could be differences in insurance, socio-economic makeup, etc",Much less likely,Yes,Very Unlikely,Very Unlikely,"No, not at all",3,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b2f1192d-ab1c-4be3-882d-89f55d407d90,fed45769-aa61-4b8b-847e-a9c799acce15,2018-08-28 22:38:08.970744,2018-08-28 22:44:21.579702,372.608958,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,0,0,0,0,1,0,0,0,0,,Somewhat representative,Can't tell; not enough info,,Data from doctors,Much less likely,Yes,Somewhat Unlikely,Somewhat Unlikely,I can't tell,7,7
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a1d854e4-95e7-4b0b-bd15-4989ee9731f2,d55a5d06-7f8d-4450-bee1-e293f6265840,2018-08-28 22:53:01.350358,2018-08-28 22:57:01.790077,240.439719,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,1,0,0,1,0,0,1,0,1,0,0,,Fairly representative,No control,,genetics...? other unrelated illnesses? mental illness? ,Much less likely,Yes,Very Unlikely,Very Unlikely,"Yes, implicitly",2,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ca900e2-5121-44d9-b67f-3408df931220,aa967b51-e15e-4210-862a-18ffbb6aac7b,2018-08-28 22:47:41.137147,2018-08-28 23:01:18.678203,817.541056,"T1.Q2, T1.Q11, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,No,,,"No, not at all",1: Easier than anyhing I've ever done in a classroom setting,10: 100% certain about all my answers
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,483a92ae-7d6d-4754-971b-b78e5f8cb9cd,5c1e8c1e-0766-425a-a122-eabf8998349d,2018-08-29 06:56:43.060924,2018-08-29 06:58:56.683618,133.622694,"T1.Q2, T1.Q11, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,No,,,"No, not at all",3,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,feba2193-e486-410f-814b-03036955ea1f,e44f5799-6915-45fd-874e-060f6afedcb9,2018-08-28 06:45:28.207412,2018-08-28 06:54:56.358350,568.150938,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,0,1,0,1,0,0,0,0,,Fairly representative,Questionably appropriate control,No,Some doctors see worse patients than others,Somewhat more likely,Yes,Neither Likely nor Unlikely,Somewhat Likely,I can't tell,4,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,475d0e7e-5c27-4a03-925e-3aa2b65bfb7a,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-02-16 02:52:38.886262,2019-02-16 02:57:21.995308,283.109046,"T1.Q2, T1.Q11, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,No,,,"No, not at all",3,9
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,60abbe95-5384-42fe-be3b-af61261004c8,3a6b0929-a821-4616-8599-9b860526d09d,2019-02-27 00:44:59.971763,2019-02-27 00:51:59.189530,419.217767,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,0,0,1,1,1,1,0,0,,Slightly representative,Questionably appropriate control,No,"Patients who saw doctors who gave more opioids were probably in a worse condition, and not given opioids randomly.",Much more likely than author’s,Yes,Very Unlikely,Extremely Likely,I can't tell,6,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,0b99412a-f09e-4153-9a36-74674e987a79,https://pe.goodlylabs.org/project/Demo1Evi/task/1254,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ddcbc9b-aac7-4d46-b47e-480e9ffbccae,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-01 21:23:31.943864,2019-03-01 21:54:36.355353,1864.411489,"T1.Q2, T1.Q3, T1.Q5, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,0,1,1,0,0,0,0,0,,Slightly representative,,,The patients who were assigned to doctors who prescribe higher dose of opioids might have different type of injuries to begin with and the nature of their injury could be the cause of their higher chance of being addicted to opioids. ,Equally likely,Yes,Very Unlikely,Somewhat Likely,"Yes, implicitly",6,6
