,article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
9,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
33,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
7,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
8,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
10,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,9fb36658-3735-41e9-a46b-cf0d47c0ed6e,checklist,5,0.8,0.2,[],,,0.8,5,6,,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,Other misleading reasoning about probability or frequency,True
37,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,cb1390d1-9a3e-4550-a3a9-36ace1ffdca0,checklist,6,0.4,0.6,[],,,0.4,5,6,,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No misleading reasoning about probability or frequency,True
36,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,9fb36658-3735-41e9-a46b-cf0d47c0ed6e,checklist,5,0.6,0.4,[],,,0.6,5,6,,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,Other misleading reasoning about probability or frequency,True
35,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
34,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
2,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,M,0.16666666666666666,0.8333333333333334,M,M,M,0.08333333333333333,6,6,M,Does the passage contain... (check all that apply):,M,True
5,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,M,0.16666666666666666,0.8333333333333334,M,M,M,0.08333333333333333,6,6,M,Does the passage contain... (check all that apply):,M,True
4,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,L,0.0,1.0,L,L,L,0.0,6,6,L,Does the passage contain... (check all that apply):,L,True
54,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,15ef356a-f41f-404f-af06-92f099871319,9edac33c-965a-4898-9a70-a2bfa91b8d0a,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,57582307-7dbd-45d4-a725-48d3e14c27fb,checklist,6,0.75,0.25,[],,,0.75,4,6,,Does the passage contain... (check all that apply):,None of the above,True
3,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,L,0.0,1.0,L,L,L,0.0,6,6,L,Does the passage contain... (check all that apply):,L,True
31,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the passage contain... (check all that apply):,L,True
28,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the passage contain... (check all that apply):,L,True
26,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,6642213f-f85e-415a-aef3-eb64e59d4a9a,checklist,1,0.8,0.2,[],,,0.8,5,6,,Does the passage contain... (check all that apply):,"Estimates of the likelihood/probability or frequency of an event (past, present, or future)",True
27,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,M,0.2,0.8,M,M,M,0.1,5,6,M,Does the passage contain... (check all that apply):,M,True
29,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the passage contain... (check all that apply):,L,True
30,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the passage contain... (check all that apply):,L,True
109,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b761a105-e599-4438-96e9-3c10076bcbcf,3232f925-497d-4250-95bc-1184a09564d0,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,10,69646cca-7754-4054-bae7-e32fcc20b138,ordinal,5,0.7211387966248248,0.7211387966248248,[],,,0.7211387966248248,4,10,,"How confident are you about your answers, on the whole?",5: 50-50 that I had it on any given item,True
53,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,15ef356a-f41f-404f-af06-92f099871319,9edac33c-965a-4898-9a70-a2bfa91b8d0a,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,1,0,checklist,L,0.0,1.0,L,L,L,0.0,4,6,L,Does the passage contain... (check all that apply):,L,True
6,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,2,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
70,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2aab5e54-c71c-4415-b121-c7e328e56d26,a6956ed8-9a91-47ca-8df0-6d9c3fae9afb,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,6,0,checklist,L,0.0,1.0,L,L,L,0.0,7,10,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
62,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,15ef356a-f41f-404f-af06-92f099871319,9edac33c-965a-4898-9a70-a2bfa91b8d0a,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,9,37373448-ee83-497d-bbaa-9db02975ea1b,ordinal,2,0.8435164295556344,0.8435164295556344,[],,,0.8435164295556344,4,10,,"How difficult was this task for you, on the whole?",2,True
82,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2aab5e54-c71c-4415-b121-c7e328e56d26,a6956ed8-9a91-47ca-8df0-6d9c3fae9afb,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,9,8384e5bf-d0a7-4d3d-a5e6-ceb51a63faab,ordinal,5,0.8061752848319717,0.8061752848319717,[],,,0.8061752848319717,4,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
47,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,9,8384e5bf-d0a7-4d3d-a5e6-ceb51a63faab,ordinal,5,0.7418337774486428,0.7418337774486428,[],,,0.7418337774486428,5,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
108,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b761a105-e599-4438-96e9-3c10076bcbcf,3232f925-497d-4250-95bc-1184a09564d0,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,9,8384e5bf-d0a7-4d3d-a5e6-ceb51a63faab,ordinal,5,0.923998453277475,0.923998453277475,[],,,0.923998453277475,4,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
107,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b761a105-e599-4438-96e9-3c10076bcbcf,3232f925-497d-4250-95bc-1184a09564d0,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,8,XXX,0,0,0.0,0.0,0,0,0,0.0,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero,True
46,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,8,XXX,0,0,0.0,0.0,0,0,0,0.0,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero,True
23,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,8,XXX,0,0,0.0,0.0,0,0,0,0.0,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero,True
22,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,2d027c0b-59be-43d3-96c6-fad7c974d2a4,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,7,d28b26c7-4d2d-45f6-97d7-2144d4b3d371,ordinal,3,1.0,1.0,[],,,1.0,3,5,,How misleading is the argument?,Somewhat,True
45,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,1707b038-5c4a-4cac-8a1b-4d6cfe80b843,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,7,d28b26c7-4d2d-45f6-97d7-2144d4b3d371,ordinal,3,0.8479969065549501,0.8479969065549501,[],,,0.8479969065549501,2,5,,How misleading is the argument?,Somewhat,True
106,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b761a105-e599-4438-96e9-3c10076bcbcf,3232f925-497d-4250-95bc-1184a09564d0,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,7,bde68fe4-031a-471c-a587-3ff8751df954,ordinal,1,0.7853812700750918,0.7853812700750918,[],,,0.7853812700750918,3,5,,How misleading is the argument?,Extremely,True
105,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b761a105-e599-4438-96e9-3c10076bcbcf,3232f925-497d-4250-95bc-1184a09564d0,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,6,0,checklist,L,0.0,1.0,L,L,L,0.0,3,10,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
79,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2aab5e54-c71c-4415-b121-c7e328e56d26,a6956ed8-9a91-47ca-8df0-6d9c3fae9afb,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,6,0,checklist,L,0.0,1.0,L,L,L,0.0,7,10,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
78,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2aab5e54-c71c-4415-b121-c7e328e56d26,a6956ed8-9a91-47ca-8df0-6d9c3fae9afb,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,6,0,checklist,L,0.0,1.0,L,L,L,0.0,7,10,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
77,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2aab5e54-c71c-4415-b121-c7e328e56d26,a6956ed8-9a91-47ca-8df0-6d9c3fae9afb,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,6,dc1a36c6-945d-4bc0-8b41-a465b07f6a17,checklist,8,0.5714285714285714,0.4285714285714286,[],,,0.5714285714285714,7,10,,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,Before therefore because (Post hoc ergo propter hoc),True
76,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2aab5e54-c71c-4415-b121-c7e328e56d26,a6956ed8-9a91-47ca-8df0-6d9c3fae9afb,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,6,0,checklist,L,0.0,1.0,L,L,L,0.0,7,10,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
97,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b761a105-e599-4438-96e9-3c10076bcbcf,3232f925-497d-4250-95bc-1184a09564d0,Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,6,0,checklist,L,0.0,1.0,L,L,L,0.0,3,10,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L,True
