,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
4,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,4ddafbb5-c56e-470f-85e5-88fa5f09e311,ordinal,4,0.8286346099994961,0.8286346099994961,[],,,0.8286346099994961,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",True
6,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,14,9ee3d72c-5c95-40a6-9663-afcd156bcdc1,ordinal,8,1.0,1.0,[],,,1.0,3,10,,"How confident are you about your answers, on the whole?",8,True
0,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,69f3fb88-edd7-4c01-bd2c-b165743c682e,ordinal,3,0.9740917395500914,0.9740917395500914,[],,,0.9740917395500914,3,3,,Does the text make any claims with great confidence? Highlight the relevant part.,No,True
3,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,6,8ab7ae5b-336c-4c31-b76e-faa490dd9bf7,ordinal,1,1.0,1.0,[],,,1.0,3,3,,Are any numbers given?,No,True
2,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9871114450218768,0.9871114450218768,[],,,0.9871114450218768,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
15,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,69f3fb88-edd7-4c01-bd2c-b165743c682e,ordinal,3,0.9871114450218768,0.9871114450218768,[],,,0.9871114450218768,3,3,,Does the text make any claims with great confidence? Highlight the relevant part.,No,True
17,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9740917395500914,0.9740917395500914,[],,,0.9740917395500914,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
18,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,6,8ab7ae5b-336c-4c31-b76e-faa490dd9bf7,ordinal,1,1.0,1.0,[],,,1.0,3,3,,Are any numbers given?,No,True
21,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,14,56e0c4d7-467d-4eb9-b459-206a80f8191e,ordinal,7,0.9342150418290642,0.9342150418290642,[],,,0.9342150418290642,3,10,,"How confident are you about your answers, on the whole?",7,True
20,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,13,420a5e13-81e2-45e1-a99e-86d9417d78b3,ordinal,3,0.9342150418290642,0.9342150418290642,[],,,0.9342150418290642,3,10,,"How difficult was this task for you, on the whole?",3,True
19,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,4ddafbb5-c56e-470f-85e5-88fa5f09e311,ordinal,4,1.0,1.0,[],,,1.0,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",True
51,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,10,e2350f1c-a2ef-4fc3-9dd1-a0da96938bbd,ordinal,3,0.9871114450218768,0.9871114450218768,"[5419.0, 5420.0]",1.0,1.0,0.9871114450218768,3,3,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,True
48,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9740917395500914,0.9740917395500914,[],,,0.9740917395500914,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
47,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,2,e1c45989-f0aa-4490-bd2b-0836b199bc34,ordinal,3,0.8648259251435817,0.8648259251435817,"[5417.0, 5418.0, 5419.0, 5420.0, 5421.0, 5422.0, 5423.0, 5424.0, 5425.0, 5426.0, 5427.0, 5428.0, 5429.0, 5430.0, 5431.0, 5432.0, 5433.0, 5434.0, 5435.0, 5436.0, 5437.0]",0.5670662770692809,0.5670662770692809,0.8648259251435817,3,5,,To what extent does the confidence seem justified?,Somewhat justified,True
52,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,f0c46ca9-1a79-4680-9e5e-5f330830f232,ordinal,1,0.9674820326231568,0.9674820326231568,[],,,0.9674820326231568,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",True
54,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,13,0,ordinal,M,0.7067675943321089,0.7067675943321089,M,M,M,0.35338379716605445,3,10,M,"How difficult was this task for you, on the whole?",M,True
53,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,12,b659b9ed-f3e3-4048-a25e-a953aa44ae80,ordinal,5,1.0,1.0,[],,,1.0,1,5,,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,None of the above,True
46,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,234ad83d-cd43-4b6b-9bf1-66185614d37e,ordinal,1,1.0,1.0,"[5417, 5418, 5419, 5420, 5421, 5422, 5423, 5424, 5425, 5426, 5427, 5428, 5429, 5430, 5431, 5432, 5433, 5434, 5435, 5436, 5437]",0.5670662770692809,0.5670662770692809,0.7835331385346405,3,3,a 95% Anti-Trump bias,Does the text make any claims with great confidence? Highlight the relevant part.,Yes,True
55,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,14,0,ordinal,M,0.8272017054059444,0.8272017054059444,M,M,M,0.4136008527029722,3,10,M,"How confident are you about your answers, on the whole?",M,True
50,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,7,ffd1f8f3-959b-4e77-92ee-b4be08d4282f,ordinal,1,0.8648259251435817,0.8648259251435817,"[5419.0, 5420.0]",1.0,1.0,0.8648259251435817,3,5,,"Since a number is given, is a comparison number for a similar case given for context?",No numbers,True
49,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,6,879c5e8f-b505-4c07-9efe-e14765e66b43,ordinal,2,1.0,1.0,"[5419, 5420]",1.0,1.0,1.0,3,3,95,Are any numbers given?,"Yes, one number",True
56,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,0,ordinal,M,0.4756209782252112,0.4756209782252112,M,M,M,0.2378104891126056,3,3,M,Does the text make any claims with great confidence? Highlight the relevant part.,M,True
62,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,13,0,ordinal,M,0.8272017054059445,0.8272017054059445,M,M,M,0.41360085270297225,3,10,M,"How difficult was this task for you, on the whole?",M,True
63,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,14,0,ordinal,M,0.8272017054059444,0.8272017054059444,M,M,M,0.4136008527029722,3,10,M,"How confident are you about your answers, on the whole?",M,True
59,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,6,8ab7ae5b-336c-4c31-b76e-faa490dd9bf7,ordinal,1,1.0,1.0,[],,,1.0,3,3,,Are any numbers given?,No,True
60,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,f0c46ca9-1a79-4680-9e5e-5f330830f232,ordinal,1,0.9740917395500914,0.9740917395500914,[],,,0.9740917395500914,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",True
58,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,04b89d30-90b4-4fdb-8f08-6090803c9814,ordinal,1,1.0,1.0,"[565, 566, 567, 568, 569, 570, 571]",0.6333285156814569,0.1121700879765396,0.8166642578407284,3,3,appears,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True
61,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,12,dde4aa4f-219c-4020-a2cd-142108d3e44f,ordinal,1,0.9411063109464316,0.9411063109464316,[],,,0.9411063109464316,2,5,,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,Change the claim fundamentally,True
44,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,8ceb3db1-297d-43b3-a5ba-048c91d32494,d5e9e257-43ac-4b36-93b2-a5088609b5da,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,13,e052e1ad-127d-404e-8388-c0a3019ec713,ordinal,5,0.8648259251435817,0.8648259251435817,[],,,0.8648259251435817,3,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
26,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,289758b6-3c05-4974-8b94-d0014b4cda68,f3ec8674-0e5c-46b5-abd8-3e3f3986dd60,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,4ddafbb5-c56e-470f-85e5-88fa5f09e311,ordinal,4,0.8286346099994961,0.8286346099994961,[],,,0.8286346099994961,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",True
22,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,289758b6-3c05-4974-8b94-d0014b4cda68,f3ec8674-0e5c-46b5-abd8-3e3f3986dd60,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,0,ordinal,M,0.4756209782252112,0.4756209782252112,M,M,M,0.2378104891126056,3,3,M,Does the text make any claims with great confidence? Highlight the relevant part.,M,True
27,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,289758b6-3c05-4974-8b94-d0014b4cda68,f3ec8674-0e5c-46b5-abd8-3e3f3986dd60,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,13,e052e1ad-127d-404e-8388-c0a3019ec713,ordinal,5,0.9342150418290642,0.9342150418290642,[],,,0.9342150418290642,3,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
38,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,8ceb3db1-297d-43b3-a5ba-048c91d32494,d5e9e257-43ac-4b36-93b2-a5088609b5da,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9740917395500914,0.9740917395500914,[],,,0.9740917395500914,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
42,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,8ceb3db1-297d-43b3-a5ba-048c91d32494,d5e9e257-43ac-4b36-93b2-a5088609b5da,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,f0c46ca9-1a79-4680-9e5e-5f330830f232,ordinal,1,0.9674820326231568,0.9674820326231568,[],,,0.9674820326231568,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",True
