quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,namespace,topic_number,topic_name,question_number,question_text,answer_number,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,start_pos,end_pos,target_text,source_text_length
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,d3251cf1-14d3-4c94-950b-00004c1d7eaa,1c3ece38-d9ad-4645-99dc-fc35ed23311f,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,1,Yes,51a9ae1f-c8b6-4a4c-be1d-f0f88c58cdc2,d3251cf1-14d3-4c94-950b-00004c1d7eaa,Yes,1,470,511,physicists are questioning the conclusion,6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,7eb47064-8b61-4665-a2f1-0b3bc1aa80bd,1c3ece38-d9ad-4645-99dc-fc35ed23311f,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,6,What type of news article is it?,2,"Report of what some person, body, or group said",e1e576f1-c98a-4e4a-9b0a-43d1a6387a0b,7eb47064-8b61-4665-a2f1-0b3bc1aa80bd,"Report of what some person, body, or group said",1,65,79,Say Physicists,6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,7eb47064-8b61-4665-a2f1-0b3bc1aa80bd,1c3ece38-d9ad-4645-99dc-fc35ed23311f,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,6,What type of news article is it?,2,"Report of what some person, body, or group said",e1e576f1-c98a-4e4a-9b0a-43d1a6387a0b,7eb47064-8b61-4665-a2f1-0b3bc1aa80bd,"Report of what some person, body, or group said",1,462,564,"But now physicists are questioning the conclusion, and they have a much larger dataset to back them up",6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,7eb47064-8b61-4665-a2f1-0b3bc1aa80bd,1c3ece38-d9ad-4645-99dc-fc35ed23311f,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,6,What type of news article is it?,2,"Report of what some person, body, or group said",e1e576f1-c98a-4e4a-9b0a-43d1a6387a0b,7eb47064-8b61-4665-a2f1-0b3bc1aa80bd,"Report of what some person, body, or group said",1,3771,3951,"But now an international team of physicists have questioned the acceration of the Universe's expansion, and they've got a much bigger database of Type 1a supernovae to back them up",6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,23f601fc-dc54-480e-8d47-1592b3a06624,1c3ece38-d9ad-4645-99dc-fc35ed23311f,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,4,Somewhat Disagree,b87cddb9-f6bc-4811-ab40-49ef64c75b58,23f601fc-dc54-480e-8d47-1592b3a06624,Somewhat Disagree,1,470,511,physicists are questioning the conclusion,6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,cb82a84f-8efe-4572-b440-b6c1954e2ace,fca8adf4-bd3a-443e-9f1a-fad6c3b21489,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,6,What type of news article is it?,2,"Report of what some person, body, or group said",e1e576f1-c98a-4e4a-9b0a-43d1a6387a0b,cb82a84f-8efe-4572-b440-b6c1954e2ace,"Report of what some person, body, or group said",1,4759,4827,"reports lead researcher, Subir Sarkar, from the University of Oxford",6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,40f620a3-f57e-4767-a889-11d41525c3b4,fca8adf4-bd3a-443e-9f1a-fad6c3b21489,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,5,Strongly Disagree,96f49c29-591e-42b0-aa34-46a1ce200e2d,40f620a3-f57e-4767-a889-11d41525c3b4,Strongly Disagree,1,5056,5104,the Universe is expanding at a constant rate. If,6532
8bc48531-c395-43a4-9aa2-ee648c130303,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1130,SSSPETest2,1734,1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,2a75d347-5bdb-48e0-8b29-a927e4c1e114,f7a7b494-ea99-4873-b3c3-b62f92eb6ce3,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,1,Yes,51a9ae1f-c8b6-4a4c-be1d-f0f88c58cdc2,2a75d347-5bdb-48e0-8b29-a927e4c1e114,Yes,1,1325,1506,"Going to bed late is thought to contribute not only to sleepiness and reduced productivity during the day, but also more serious conditions like mood disorders, diabetes and obesity",3769
8bc48531-c395-43a4-9aa2-ee648c130303,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1130,SSSPETest2,1734,1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,283a34d8-78c3-443a-b5fe-5384bd9462dc,f7a7b494-ea99-4873-b3c3-b62f92eb6ce3,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,2,Somewhat Agree,c74c43fc-5be5-4580-a7a8-e832cd73a7ca,283a34d8-78c3-443a-b5fe-5384bd9462dc,Somewhat Agree,1,277,383,"a far simpler solution has always been at hand, and one that is, literally, all around: the great outdoors",3769
4bbbb32d-0bae-42c7-ac44-85afa94c8521,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1127,SSSPETest2,1736,1736SSSArticle.txt,f3c96735b1259b516d88bd87c030608333260e2bef8d68d2daea2b524b8d9588,5898ac6a-3ddd-427d-8420-05e66f8e8edb,1473cead-bad2-4e31-9020-784f544ad839,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,1,Yes,51a9ae1f-c8b6-4a4c-be1d-f0f88c58cdc2,5898ac6a-3ddd-427d-8420-05e66f8e8edb,Yes,1,1317,1336,researchers believe,15329
4bbbb32d-0bae-42c7-ac44-85afa94c8521,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1127,SSSPETest2,1736,1736SSSArticle.txt,f3c96735b1259b516d88bd87c030608333260e2bef8d68d2daea2b524b8d9588,5898ac6a-3ddd-427d-8420-05e66f8e8edb,1473cead-bad2-4e31-9020-784f544ad839,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,1,Yes,51a9ae1f-c8b6-4a4c-be1d-f0f88c58cdc2,5898ac6a-3ddd-427d-8420-05e66f8e8edb,Yes,1,1979,2002,Scientists are learning,15329
4bbbb32d-0bae-42c7-ac44-85afa94c8521,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1127,SSSPETest2,1736,1736SSSArticle.txt,f3c96735b1259b516d88bd87c030608333260e2bef8d68d2daea2b524b8d9588,5898ac6a-3ddd-427d-8420-05e66f8e8edb,1473cead-bad2-4e31-9020-784f544ad839,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,1,Yes,51a9ae1f-c8b6-4a4c-be1d-f0f88c58cdc2,5898ac6a-3ddd-427d-8420-05e66f8e8edb,Yes,1,2221,2238,Studies of people,15329
4bbbb32d-0bae-42c7-ac44-85afa94c8521,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1127,SSSPETest2,1736,1736SSSArticle.txt,f3c96735b1259b516d88bd87c030608333260e2bef8d68d2daea2b524b8d9588,5898ac6a-3ddd-427d-8420-05e66f8e8edb,1473cead-bad2-4e31-9020-784f544ad839,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,1,Yes,51a9ae1f-c8b6-4a4c-be1d-f0f88c58cdc2,5898ac6a-3ddd-427d-8420-05e66f8e8edb,Yes,1,3124,3169,Despite the mounting evidence of its benefits,15329
4bbbb32d-0bae-42c7-ac44-85afa94c8521,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1127,SSSPETest2,1736,1736SSSArticle.txt,f3c96735b1259b516d88bd87c030608333260e2bef8d68d2daea2b524b8d9588,be55da81-127e-41f3-a10e-236d6b5841f5,1473cead-bad2-4e31-9020-784f544ad839,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,2,Somewhat Agree,c74c43fc-5be5-4580-a7a8-e832cd73a7ca,be55da81-127e-41f3-a10e-236d6b5841f5,Somewhat Agree,1,14669,14753,sleep be a priority—as important or more than what you eat and how much you exercise,15329
baae1ea1-d67b-4def-a0bd-48a0f415de7c,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1129,SSSPETest2,1740,1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,d0df68ca-144b-4203-9f92-d05b475d1b1b,fca8adf4-bd3a-443e-9f1a-fad6c3b21489,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,3,Neither Agree nor Disagree,40c2ca9e-cb2f-43ae-8e2c-a917325ded7a,d0df68ca-144b-4203-9f92-d05b475d1b1b,Neither Agree nor Disagree,1,1695,1828,there isn’t a clear explanation as to how the Spurs defend corner 3’s so much better than other teams without actually defending them,3110
