,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0,article_num,article_sha256,quiz_task_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
10,Probability,2,,ordinal,3,-1.0,Inappropriate confidence,145,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3,0.7327594771631538,0.7327594771631538,[],nan,nan,0.7327594771631538,12,5,nan,To what extent does the confidence seem justified?,Somewhat justified,True,-0.7327594771631538,Probability
11,Probability,2,,ordinal,3,-1.0,Inappropriate confidence,10,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3,0.6774443898168746,0.6774443898168746,[],nan,nan,0.6774443898168746,12,5,nan,To what extent does the confidence seem justified?,Somewhat justified,True,-0.6774443898168746,Probability
12,Probability,5,,ordinal,2,-1.0,False precision,137,1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2,0.707518749639422,0.707518749639422,L,L,L,0.353759374819711,12,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.353759374819711,Probability
13,Probability,5,,ordinal,2,-1.0,False precision,92,1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,a518dca8-66c5-4b51-85a5-bdcc4f9da03a,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2,0.6166240708746678,0.6166240708746678,L,L,L,0.3083120354373339,11,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3083120354373339,Probability
14,Probability,5,,ordinal,2,-1.0,False precision,153,1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,d3c4ef19-4147-4d5e-9a2e-b9077308c818,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2,0.6451619113216152,0.6451619113216152,L,L,L,0.3225809556608076,12,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3225809556608076,Probability
15,Probability,5,,ordinal,2,-1.0,False precision,42,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,49af7261-174a-4ade-a2e1-8208050e50bf,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2,0.6451619113216152,0.6451619113216152,"[1314, 1315, 1316, 1317, 1318, 1540, 1541, 1542, 1888, 1889, 1890, 1891, 1892, 1893, 1894, 1895]",0.4261588081274299,0.4261588081274299,0.5356603597245225,12,3,could//may//believes,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.5356603597245225,Probability
16,Probability,5,,ordinal,2,-1.0,False precision,76,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2,0.7042530310666268,0.7042530310666268,L,L,L,0.3521265155333134,13,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3521265155333134,Probability
17,Probability,5,,ordinal,3,0.0,False precision,123,1728,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,bdc4220c-ae4b-4678-a463-b05dca7b77d2,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.9773466659180378,0.9773466659180378,L,L,L,0.4886733329590189,12,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability
18,Probability,5,,ordinal,3,0.0,False precision,130,1731,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.6879896910350257,0.6879896910350257,"[569, 570, 571, 572, 573, 574, 575, 576, 577, 578]",0.7313418579443755,0.7313418579443755,0.7096657744897006,12,3,apparently,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability
19,Probability,5,,ordinal,3,0.0,False precision,27,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.9871114450218768,0.9871114450218768,L,L,L,0.4935557225109384,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability
20,Probability,5,,ordinal,3,0.0,False precision,60,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,1.0,1.0,[],nan,nan,1.0,13,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability
21,Probability,5,,ordinal,3,0.0,False precision,11,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.5992703995259135,0.5992703995259135,L,L,L,0.2996351997629568,12,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability
22,Probability,5,,ordinal,3,0.0,False precision,146,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.6141379951385052,0.6141379951385052,L,L,L,0.3070689975692526,12,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability
23,Probability,5,,ordinal,3,0.0,False precision,69,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.6207404754010502,0.6207404754010502,L,L,L,0.3103702377005251,12,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability
