,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
133,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ed1b8b8-cdb1-4fe9-8180-5bad41b7ce1e,f0777498-67bd-499c-b6c8-d0ce3f4092c2,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.09090909090909093,0.9090909090909092,L,L,L,0.045454545454545456,11,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
134,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ed1b8b8-cdb1-4fe9-8180-5bad41b7ce1e,f0777498-67bd-499c-b6c8-d0ce3f4092c2,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.3636363636363637,0.6363636363636364,M,M,M,0.18181818181818185,11,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M,True
135,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ed1b8b8-cdb1-4fe9-8180-5bad41b7ce1e,f0777498-67bd-499c-b6c8-d0ce3f4092c2,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,11,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
371,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e7d3fde3-4d2a-41fe-bb60-fb5d0d7914c4,2048ae9f-4004-4525-9af4-66bc51fd33a3,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,10,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
136,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ed1b8b8-cdb1-4fe9-8180-5bad41b7ce1e,f0777498-67bd-499c-b6c8-d0ce3f4092c2,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.5454545454545454,0.4545454545454546,M,M,M,0.2727272727272727,11,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M,True
352,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d947ea00-67e6-4ba9-9ac2-765bc7ec2555,86364057-1277-47ec-9ad3-ad67c81254e9,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,12,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
332,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,22,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
113,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,9,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
351,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d947ea00-67e6-4ba9-9ac2-765bc7ec2555,86364057-1277-47ec-9ad3-ad67c81254e9,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,12,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
391,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f31ca0f4-7714-415e-ae0c-40dd78bd56bd,7de9b174-c088-44e1-be11-daee881ffae8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,b9e74f9d-86a9-4383-9716-d57b2e5e0e9a,checklist,1,1.0,0.0,L,L,L,0.5,4,6,,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",Spoken directly to the reporter,True
11,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,4,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
12,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,4,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
13,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.25,0.75,L,L,L,0.125,4,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
331,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,22,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
14,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,4,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
16,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.75,0.25,M,M,M,0.375,4,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M,True
116,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.4444444444444444,0.5555555555555556,M,M,M,0.2222222222222222,9,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M,True
336,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.2727272727272727,0.7272727272727273,L,L,L,0.13636363636363635,22,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
335,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,22,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
334,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0efa8efe-4926-4305-9b7d-6eea6e3f1a93,checklist,4,0.7272727272727273,0.2727272727272727,"[1032, 1033, 1034, 1035, 1036, 1037, 1038, 1039, 1040, 1041, 1042, 1043, 1044, 1045, 1046, 1047, 1048, 1049, 1050, 1051, 1052, 1053, 1054, 1055, 1056, 1057, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1068, 1069, 1070, 1071, 1072, 1073, 1074, 1075, 1076, 1077, 1078, 1079, 1080, 1081, 1082, 1083, 1084]",0.8787813904981064,0.6971367788888496,0.8030270588854169,22,6,In a new study in the New England Journal of Medicine,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:","Written public material  (e.g. book, social media, etc.)",True
333,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,22,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
15,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,4,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
115,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,9,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
356,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d947ea00-67e6-4ba9-9ac2-765bc7ec2555,86364057-1277-47ec-9ad3-ad67c81254e9,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.4166666666666667,0.5833333333333333,M,M,M,0.20833333333333331,12,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M,True
112,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,9,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
129,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ed1b8b8-cdb1-4fe9-8180-5bad41b7ce1e,f0777498-67bd-499c-b6c8-d0ce3f4092c2,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,5fe25f51-9a02-43a8-af55-661fa548b99c,checklist,1,0.6363636363636364,0.3636363636363637,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",0.8580952777734554,0.8580952777734554,0.7472294570685458,11,2,long-term use,"Using the highlight options below, indicate which portions of the bolded text are:",Direct quote,True
130,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ed1b8b8-cdb1-4fe9-8180-5bad41b7ce1e,f0777498-67bd-499c-b6c8-d0ce3f4092c2,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,M,0.5454545454545454,0.4545454545454546,M,M,M,0.2727272727272727,11,2,M,"Using the highlight options below, indicate which portions of the bolded text are:",M,True
389,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f31ca0f4-7714-415e-ae0c-40dd78bd56bd,7de9b174-c088-44e1-be11-daee881ffae8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,5fe25f51-9a02-43a8-af55-661fa548b99c,checklist,1,1.0,0.0,"[5172, 5173, 5174, 5175, 5176, 5177, 5178, 5179, 5180, 5181, 5182, 5183, 5184, 5185, 5186, 5187, 5188, 5189, 5190, 5191, 5192, 5193, 5194, 5195, 5196, 5197, 5198, 5199, 5200, 5201, 5202, 5203, 5204, 5205, 5206, 5207, 5208, 5209, 5210, 5211, 5212, 5213, 5214, 5215, 5216, 5217, 5218, 5219, 5220, 5221, 5222, 5223, 5224, 5225, 5226, 5227, 5228, 5229, 5230, 5231, 5232, 5233, 5234, 5235, 5236, 5237, 5238, 5239, 5240, 5241, 5242, 5243, 5244, 5245, 5246, 5247, 5248, 5249, 5250, 5251, 5252, 5253, 5254, 5255, 5256, 5257, 5258, 5259, 5260, 5261, 5262, 5263, 5264, 5265, 5266, 5267, 5268, 5269, 5270, 5271, 5272, 5273, 5274, 5275, 5276, 5277, 5278, 5279, 5280, 5281, 5282, 5283, 5284, 5285, 5286, 5287, 5288, 5289, 5290, 5291, 5292, 5293, 5294, 5295, 5296, 5297, 5298, 5299, 5300, 5301, 5302, 5303, 5304, 5305, 5306, 5307, 5308, 5309, 5310, 5311, 5312, 5313, 5314, 5315, 5316, 5317, 5318, 5319, 5320, 5321, 5322, 5323, 5324, 5325, 5326, 5327, 5328, 5329, 5330, 5331, 5332, 5333, 5334, 5335, 5336, 5337, 5338, 5339, 5340, 5341, 5342, 5343, 5344, 5345, 5346, 5347, 5348, 5349, 5350, 5351, 5352, 5353, 5354, 5355, 5356, 5357, 5358, 5359, 5360, 5361, 5362, 5363, 5364, 5365, 5366, 5367, 5368, 5369, 5370, 5371, 5372, 5373, 5374, 5375, 5376, 5377, 5378, 5379, 5380, 5381]",1.0,1.0,1.0,4,2,"Patients should ask their physicians, ‘What are the side effects of me taking this opioid and do you think my pain could be treated effectively [another way], because I know how dangerous these medicines can be","Using the highlight options below, indicate which portions of the bolded text are:",Direct quote,True
249,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7b49d449-72f3-4bbe-abc7-56c56b99571e,c1dae82b-f978-4268-8daa-1feaed48d03d,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.0,1.0,L,L,L,0.0,7,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L,True
270,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,999db044-5e87-4860-948c-f8789a841837,c1533f7e-18de-4501-b7e8-acf807a44c10,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.0,1.0,L,L,L,0.0,10,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L,True
350,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d947ea00-67e6-4ba9-9ac2-765bc7ec2555,86364057-1277-47ec-9ad3-ad67c81254e9,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,6dfe050f-08be-41b8-9948-ae75532c57e8,checklist,2,0.9166666666666666,0.08333333333333337,"[1354, 1355, 1356, 1357, 1358, 1359, 1360, 1361, 1362, 1363, 1364, 1365, 1366, 1367, 1368, 1369, 1370, 1371, 1372, 1373, 1374, 1375, 1376, 1377, 1378, 1379, 1380, 1381, 1382, 1383, 1384, 1385, 1386, 1387, 1388, 1389, 1390, 1391, 1392, 1393, 1394, 1395, 1396, 1397, 1398, 1399, 1400, 1401, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1412, 1413, 1414, 1415, 1416, 1417, 1418, 1419, 1420, 1421, 1422, 1423, 1424, 1425, 1426, 1427, 1428, 1429, 1430, 1431, 1432, 1433, 1434, 1435, 1436, 1437, 1438, 1439, 1440, 1441, 1442, 1443, 1444, 1445, 1446, 1447, 1448, 1449, 1450, 1451, 1452, 1453, 1454, 1455, 1456, 1457, 1458, 1459, 1460, 1461, 1462, 1463, 1464, 1465, 1466, 1467, 1468, 1469, 1470, 1471, 1472, 1473, 1474, 1475, 1476, 1477, 1478, 1479, 1480, 1481, 1482, 1483, 1484, 1485, 1486, 1487, 1488, 1489, 1490, 1491, 1492, 1493, 1494, 1495, 1496, 1497, 1498, 1499, 1500, 1501, 1502, 1503, 1504, 1505, 1506, 1507, 1508, 1509, 1510, 1511, 1512, 1513, 1514, 1515, 1516, 1517, 1518, 1519, 1520, 1521, 1522, 1523, 1524, 1525, 1526, 1527, 1528, 1529, 1530, 1531, 1532, 1533, 1534, 1535, 1536, 1537, 1538, 1539, 1540, 1541, 1542, 1543, 1544, 1545, 1546, 1547, 1548, 1549, 1550, 1551, 1552, 1553, 1554, 1555, 1556, 1557, 1558, 1559, 1560, 1561, 1562, 1563, 1564, 1565, 1566, 1567, 1568, 1569, 1570, 1571, 1572, 1573, 1574, 1575]",0.8544220865030936,0.8544220865030936,0.88554437658488,12,2,"looked at 375,000 Medicare patients who turned up in an emergency department for common reasons — such as falls, chest pain, ankle sprain, or back pain — and hadn’t used opioids in the six months before their hospital stay","Using the highlight options below, indicate which portions of the bolded text are:",Paraphrase,True
109,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,5fe25f51-9a02-43a8-af55-661fa548b99c,checklist,1,1.0,0.0,"[3993, 3994, 3995, 3996, 3997, 3998, 3999, 4000, 4001, 4002, 4003, 4004, 4005, 4006, 4007, 4008, 4009, 4010, 4011, 4012, 4013, 4014, 4015, 4016, 4017, 4018, 4019, 4020, 4021, 4022, 4023, 4024, 4025, 4026, 4027, 4028, 4029, 4030, 4031, 4032, 4033, 4034, 4035, 4036, 4037, 4038, 4039, 4040, 4041, 4042, 4043, 4044, 4045, 4046, 4047, 4048, 4049, 4050, 4051, 4052, 4053, 4054, 4055, 4056, 4057, 4058, 4059, 4060, 4061, 4062, 4063, 4064, 4065, 4066, 4067, 4068, 4069, 4070, 4071, 4072, 4073, 4074, 4075, 4076, 4077, 4078, 4079, 4080, 4081, 4082, 4083, 4084, 4085, 4086, 4087, 4088, 4089, 4090, 4091, 4092, 4093, 4094, 4095, 4096, 4097, 4098]",1.0,1.0,1.0,9,2,It could be something as simple as prescribing the way that your mentors prescribed when you were training,"Using the highlight options below, indicate which portions of the bolded text are:",Direct quote,True
349,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d947ea00-67e6-4ba9-9ac2-765bc7ec2555,86364057-1277-47ec-9ad3-ad67c81254e9,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.08333333333333333,0.9166666666666666,L,L,L,0.04166666666666666,12,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L,True
