,Unnamed: 0,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0.1,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
4,4,Language,5.0,,ordinal,1.0,-6.0,Inappropriately emotional,489.0,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,c5ded0a6-42b7-4a2e-96e7-1c29c5ee8e19,352a7135-e111-4746-ada2-91add1ee10f0,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,53c72a31-02ef-4001-9c53-5a36e947d3ae,ordinal,1.0,0.8858832505079115,0.8858832505079115,"[198.0, 199.0, 200.0, 201.0, 202.0, 203.0, 204.0, 205.0, 206.0, 207.0, 208.0, 209.0, 210.0, 211.0, 212.0, 213.0, 214.0, 215.0, 216.0, 217.0, 218.0, 219.0, 220.0, 221.0, 222.0, 223.0, 224.0, 225.0, 226.0, 227.0, 228.0, 229.0, 230.0, 231.0, 232.0, 233.0, 234.0, 235.0, 236.0, 237.0, 238.0, 239.0, 240.0, 241.0, 242.0, 243.0, 244.0, 245.0, 246.0, 247.0, 248.0, 249.0, 250.0, 251.0, 252.0, 253.0, 254.0, 255.0, 256.0, 257.0, 258.0, 259.0, 260.0, 261.0, 262.0, 263.0, 264.0, 265.0, 266.0, 267.0, 268.0, 269.0, 270.0, 271.0, 272.0, 273.0, 274.0, 275.0, 276.0, 277.0, 278.0, 279.0, 280.0, 281.0, 282.0, 283.0, 284.0, 285.0, 286.0, 287.0, 288.0, 289.0, 290.0, 291.0, 744.0, 745.0, 746.0, 747.0, 748.0, 749.0, 750.0, 751.0, 752.0, 753.0, 754.0, 755.0, 756.0, 757.0, 758.0, 759.0, 760.0, 761.0, 762.0, 763.0, 764.0, 765.0, 766.0, 767.0, 768.0, 769.0, 770.0, 771.0, 772.0, 773.0, 774.0, 775.0, 776.0, 777.0, 778.0, 779.0, 780.0, 781.0, 782.0, 783.0, 784.0, 785.0, 786.0, 787.0, 788.0, 789.0, 790.0, 791.0, 792.0, 793.0, 794.0, 795.0, 796.0, 797.0, 798.0, 799.0]",0.16667916698685936,0.16667916698685936,0.8858832505079115,4.0,5.0,,How strong is the emotional tone?,Very strong,1.0,-5.315299503047469,Language
5,5,Language,5.0,,ordinal,3.0,-3.0,Inappropriately emotional,743.0,100038.0,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,fa9f67c4-03f6-4ab1-b1ea-e8f5391144c9,ddff4d19-9fd3-4aee-9bef-fb3e673b5f09,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3c96a2f5-033f-4687-96e0-bafcbc5afde0,ordinal,3.0,1.0,1.0,[],,,1.0,1.0,5.0,,How strong is the emotional tone?,Moderate,1.0,-3.0,Language
6,6,Language,5.0,,ordinal,4.0,-1.5,Inappropriately emotional,644.0,100037.0,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,dbe270d0-60a9-4df1-b5a5-a2c29e7aa384,a09c4d6c-4586-492d-b18a-32358c156f71,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,908e5dda-1451-425c-baba-c08c4f4e068f,ordinal,4.0,1.0,1.0,[],,,1.0,1.0,5.0,,How strong is the emotional tone?,Mild,1.0,-1.5,Language
7,7,Language,9.0,,ordinal,3.0,-0.5,Inappropriate slang,550.0,100037.0,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,cce1601d-e2f0-4c08-8aed-6a905f702484,b153093e-cb37-4ea6-874c-e356039e3f0b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,a342a447-6fed-4069-8fac-b979ad44f8b0,ordinal,3.0,0.8648259251435817,0.8648259251435817,"[2374.0, 2375.0, 2376.0, 2377.0, 2378.0, 2379.0, 2380.0, 2381.0, 2382.0, 2383.0]",0.27925791400612443,0.27925791400612443,0.8648259251435817,3.0,5.0,,How appropriate is the slang?,Moderately inappropriate,1.0,-0.4324129625717909,Language
8,8,Language,9.0,,ordinal,4.0,-0.25,Inappropriate slang,450.0,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,c3247759-6acc-470c-abad-363a6ddf71cf,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,14a4bb20-dde1-498a-8e29-f80bb0f07760,ordinal,4.0,0.9025772953579524,0.9025772953579524,"[771.0, 772.0, 773.0, 774.0, 775.0, 776.0, 777.0, 778.0, 887.0, 888.0, 889.0, 890.0, 891.0, 892.0, 893.0, 894.0, 895.0, 896.0, 897.0, 898.0, 899.0, 900.0, 901.0, 902.0, 903.0, 904.0, 905.0, 906.0, 1769.0, 1770.0, 1771.0, 1772.0, 1773.0, 1774.0, 1775.0, 1776.0, 1777.0, 1778.0]",0.4430058880147142,0.4430058880147142,0.9025772953579524,5.0,5.0,,How appropriate is the slang?,Mildly inappropriate,1.0,-0.2256443238394881,Language
9,9,Language,9.0,,ordinal,4.0,-0.25,Inappropriate slang,409.0,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,a5cd74e5-0be8-4307-96dd-52a197308fdf,c4692d72-62d6-43bb-8989-0b5640098950,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,14a4bb20-dde1-498a-8e29-f80bb0f07760,ordinal,4.0,0.9025772953579524,0.9025772953579524,"[1868.0, 1869.0, 1870.0, 1871.0, 1872.0, 1873.0, 1874.0, 1875.0, 1876.0, 1877.0, 1878.0, 1879.0, 1880.0, 1881.0, 1882.0, 1883.0, 1884.0, 1885.0, 1886.0, 1887.0, 2190.0, 2191.0, 2192.0, 2193.0, 2194.0, 2195.0, 2196.0, 2197.0]",0.4792610656992177,0.4792610656992177,0.9025772953579524,5.0,5.0,,How appropriate is the slang?,Mildly inappropriate,1.0,-0.2256443238394881,Language
10,10,Language,9.0,,ordinal,5.0,0.0,Inappropriate slang,13.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,0120f692-0e1d-4943-94ce-b9d3983d35d7,744c7cbe-cf44-4cbb-bbb0-901b0d4f35a3,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3356b504-ad15-4b82-a826-499d1bcb57ee,ordinal,5.0,0.8858832505079115,0.8858832505079115,"[4278.0, 4279.0, 4280.0, 4281.0, 4282.0, 4283.0, 4284.0, 4285.0, 4286.0, 4287.0, 4288.0, 4289.0, 4290.0, 4291.0, 4292.0, 4293.0, 4294.0, 4295.0, 4296.0, 4297.0, 4298.0, 4299.0, 4300.0, 4301.0, 4302.0, 4303.0, 4304.0, 4305.0, 4306.0, 4307.0, 4308.0]",0.6603862461539698,0.6603862461539698,0.8858832505079115,4.0,5.0,,How appropriate is the slang?,Completely appropriate,1.0,0.0,Language
11,11,Language,10.0,,ordinal,3.0,-0.5,Denigration,451.0,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,c3247759-6acc-470c-abad-363a6ddf71cf,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,4a43fe27-528a-44b5-8fce-c56840850293,ordinal,3.0,0.8150120424781608,0.8150120424781608,"[771.0, 772.0, 773.0, 774.0, 775.0, 776.0, 777.0, 778.0, 887.0, 888.0, 889.0, 890.0, 891.0, 892.0, 893.0, 894.0, 895.0, 896.0, 897.0, 898.0, 899.0, 900.0, 901.0, 902.0, 903.0, 904.0, 905.0, 906.0, 1769.0, 1770.0, 1771.0, 1772.0, 1773.0, 1774.0, 1775.0, 1776.0, 1777.0, 1778.0]",0.4430058880147142,0.4430058880147142,0.8150120424781608,5.0,4.0,,Is the slang used to denigrate a group or perspective?,Maybe,1.0,-0.4075060212390804,Language
12,12,Language,10.0,,ordinal,3.0,-0.5,Denigration,410.0,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,a5cd74e5-0be8-4307-96dd-52a197308fdf,c4692d72-62d6-43bb-8989-0b5640098950,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,4a43fe27-528a-44b5-8fce-c56840850293,ordinal,3.0,0.7387138949015927,0.7387138949015927,"[1868.0, 1869.0, 1870.0, 1871.0, 1872.0, 1873.0, 1874.0, 1875.0, 1876.0, 1877.0, 1878.0, 1879.0, 1880.0, 1881.0, 1882.0, 1883.0, 1884.0, 1885.0, 1886.0, 1887.0, 2190.0, 2191.0, 2192.0, 2193.0, 2194.0, 2195.0, 2196.0, 2197.0]",0.4792610656992177,0.4792610656992177,0.7387138949015927,5.0,4.0,,Is the slang used to denigrate a group or perspective?,Maybe,1.0,-0.3693569474507963,Language
13,13,Language,10.0,,ordinal,4.0,-0.25,Denigration,36.0,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,0251a8d9-7e15-4521-8353-5ff620c8f113,9a5069d1-5b3d-4c1b-8505-9774a32647cd,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,fce07fa6-1020-4743-a12e-3c0f40f00542,ordinal,4.0,0.9707034049068496,0.9707034049068496,"[3786.0, 3787.0, 3788.0, 3789.0, 3790.0, 3791.0, 3792.0, 3793.0, 3794.0, 3795.0, 3796.0, 3797.0, 3798.0, 3799.0, 3800.0, 3801.0, 3802.0, 3803.0, 3804.0, 3805.0, 3806.0, 3807.0, 3808.0, 3809.0, 3810.0]",0.8757960242005186,0.8757960242005186,0.9707034049068496,4.0,4.0,,Is the slang used to denigrate a group or perspective?,No,1.0,-0.2426758512267124,Language
14,14,Language,10.0,,ordinal,4.0,-0.25,Denigration,707.0,100036.0,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,ee4be795-5a3f-4bdd-8527-35778d78a69f,6e5bcb91-b4fe-48a2-b731-ca3b9cee950b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,fce07fa6-1020-4743-a12e-3c0f40f00542,ordinal,4.0,1.0,1.0,"[1606.0, 1607.0, 1608.0, 1609.0, 1610.0, 1611.0, 1612.0, 1613.0, 1614.0, 1615.0, 1616.0, 1617.0, 1618.0, 1619.0, 1620.0, 1621.0, 1622.0, 1623.0, 1624.0, 1625.0, 1626.0, 1627.0]",1.0,1.0,1.0,3.0,4.0,,Is the slang used to denigrate a group or perspective?,No,1.0,-0.25,Language
15,15,Language,10.0,,ordinal,4.0,-0.25,Denigration,551.0,100037.0,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,cce1601d-e2f0-4c08-8aed-6a905f702484,b153093e-cb37-4ea6-874c-e356039e3f0b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,fce07fa6-1020-4743-a12e-3c0f40f00542,ordinal,4.0,1.0,1.0,"[2374.0, 2375.0, 2376.0, 2377.0, 2378.0, 2379.0, 2380.0, 2381.0, 2382.0, 2383.0]",0.27925791400612443,0.27925791400612443,1.0,3.0,4.0,,Is the slang used to denigrate a group or perspective?,No,1.0,-0.25,Language
16,16,Language,11.0,,ordinal,3.0,-2.5,Writing errors,220.0,100038.0,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,45309569-6882-40c3-85b2-4b25f3bfc918,86c13066-2b4b-4e60-b1df-04b205105c7a,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,00e67cc2-9d8d-495d-844d-21bc01d43a16,ordinal,3.0,1.0,1.0,[],,,1.0,1.0,5.0,,Do the errors in the writing make understanding the text more difficult?,Somewhat,1.0,-2.5,Language
17,17,Language,11.0,,ordinal,4.0,-1.25,Writing errors,369.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,8d42e8fc-8515-4e9e-bf10-43cb6b7842ae,47222edd-67a7-4d3d-9e3c-ec19bc36ba5e,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,6d78bdba-327d-485c-bad5-7bfbc73ada48,ordinal,4.0,0.8390359525563189,0.8390359525563189,"[3119.0, 3120.0, 3121.0, 3122.0, 3123.0, 3124.0, 3125.0, 3126.0, 3127.0, 3128.0, 3129.0, 3130.0, 3131.0, 3132.0, 3133.0, 3134.0, 3135.0]",0.5625753728974929,0.5625753728974929,0.8390359525563189,4.0,5.0,,Do the errors in the writing make understanding the text more difficult?,Mildly,1.0,-1.0487949406953987,Language
18,18,Language,12.0,,ordinal,1.0,0.5,Well-balanced,626.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,db54e1c8-65e5-4155-bfb8-09c8121b4850,4e569d5c-3bb7-4e68-8a0d-d6127bf0fcfb,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.8150120424781608,0.8150120424781608,"[7479, 7480, 7481, 7482, 7483, 7484, 7485, 7549, 7550, 7551, 7552, 7553, 7554, 7555, 7556, 7557, 7558, 7559, 7560, 7561, 7562, 7563, 7564, 7643, 7644, 7645, 7646, 7647, 7648, 7649, 7650, 7651, 7652]",,,,5.0,4.0,pivotal//checkered career//trumped up,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,,Language
19,19,Language,12.0,,ordinal,1.0,0.5,Well-balanced,256.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,53e6ea09-002a-4c64-857f-3e7a077f528b,c8b06e53-82b4-429f-882e-df7fad43369d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.8150120424781608,0.8150120424781608,[],,,0.8150120424781608,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.4075060212390804,Language
20,20,Language,12.0,,ordinal,1.0,0.5,Well-balanced,162.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25826f59-1fe3-440f-868d-ce59cc15b977,8390627c-c51b-46ad-a89e-05f4d03a0fee,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9765627239254796,0.9765627239254796,[],,,0.9765627239254796,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.4882813619627398,Language
21,21,Language,12.0,,ordinal,1.0,0.5,Well-balanced,278.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,54c0bd02-0a38-4390-8825-867e46e85b56,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9718981665512229,0.9718981665512229,[],,,0.9718981665512229,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.4859490832756114,Language
22,22,Language,12.0,,ordinal,1.0,0.5,Well-balanced,353.0,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,7f159a74-1dc9-4b42-b4c0-5ce25f383d86,520cf393-5869-4c79-a9da-eab42f4c3bf9,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.8764139158675059,0.8764139158675059,[],,,0.8764139158675059,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.43820695793375297,Language
23,23,Language,12.0,,ordinal,1.0,0.5,Well-balanced,494.0,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,c5ded0a6-42b7-4a2e-96e7-1c29c5ee8e19,352a7135-e111-4746-ada2-91add1ee10f0,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.8764139158675059,0.8764139158675059,[],,,0.8764139158675059,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.43820695793375297,Language
24,24,Language,12.0,,ordinal,1.0,0.5,Well-balanced,430.0,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,bc20c95d-adbe-4273-9799-88e1646cfe2f,14f181bd-f4d1-4ef9-9624-07055e7767a4,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.8150120424781608,0.8150120424781608,[],,,0.8150120424781608,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.4075060212390804,Language
25,25,Language,12.0,,ordinal,1.0,0.5,Well-balanced,334.0,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,72f98450-79e3-47a9-97a1-7055f6748e1e,d71b5b21-0e6b-42fd-a479-5032b443b7f1,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.8073549220576041,0.8073549220576041,[],,,0.8073549220576041,6.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.403677461028802,Language
26,26,Language,12.0,,ordinal,1.0,0.5,Well-balanced,512.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,cb82f1f9-9383-49c9-a244-65e044e642d7,bec3f95b-c917-42b3-9619-0c9a31132479,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.8150120424781608,0.8150120424781608,[],,,0.8150120424781608,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.4075060212390804,Language
