schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2,T1.Q3
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,955beb7d-cfd3-45d2-85b0-5c52d5aadaec,3412be43-641f-4df9-a2d3-bc24946e4640,2019-10-05 00:19:45.990101,2019-10-05 00:20:10.643022,24.652921,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,3,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ebea096d-8eae-4b73-a1dd-588cdfca3541,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-10-05 00:18:42.972667,2019-10-05 00:20:11.092182,88.119515,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,2,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,dfcd6f20-5367-496b-8008-ea4e8a964a7a,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-10-05 00:19:56.876894,2019-10-05 00:20:11.198315,14.321421,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,5: Middling difficulty,10: 100% certain about all my answers
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,9acba130-f466-4033-ae48-c7041d7b1421,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2019-10-05 00:20:16.041363,2019-10-05 00:20:16.085875,0.044512,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,3,10: 100% certain about all my answers
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,0b5cb059-5960-4458-a6c8-e5d3c32b98c0,570cd855-dfc7-4afd-9930-f45285d207bc,2019-10-05 00:18:46.541438,2019-10-05 00:20:19.217923,92.676485,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,2,10: 100% certain about all my answers
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d13d36c3-8adf-4a40-94d2-220918942785,59deb714-60fb-4368-ac51-101d628951ef,2019-10-05 00:19:45.351440,2019-10-05 00:20:20.727891,35.376451,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,3,10: 100% certain about all my answers
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c68dd67f-db5f-40b3-a228-10c20570972b,12d9718f-030a-487e-872c-46372f945e17,2019-10-05 00:22:51.441406,2019-10-05 01:48:18.258849,5126.817443,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,4,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d54c2e87-6186-40c1-a8e1-94ce03fb3309,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-10-11 10:03:24.792263,2019-10-11 10:04:12.144151,47.351888,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,1: Easier than anything I've ever done in a classroom setting,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,41ae286d-191e-4ec6-9a17-e6a87efc48de,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2221,19,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,802b406e-7c3f-44ee-998e-3ee46f3e6d02,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-10-15 07:05:49.912906,2019-10-15 07:08:35.597832,165.684926,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,3,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,02f51618-69e4-437b-b3cd-0cf176d90092,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-04 23:32:32.592974,2019-10-04 23:49:36.114140,1023.521166,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,cd0d1326-861f-480d-b9d8-445e323c9dad,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-10-04 23:52:07.276797,2019-10-04 23:55:15.919935,188.643138,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,2,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,dd9e51de-24cf-4d30-94e8-d39409742fd7,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-10-05 00:18:59.829485,2019-10-05 00:20:19.944256,80.114771,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,6,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,718be6b1-d50d-41d5-9b44-8cbf4cfc4185,3412be43-641f-4df9-a2d3-bc24946e4640,2019-10-05 00:19:46.197508,2019-10-05 00:21:00.367605,74.170097,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,3,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,97efcb31-7dbe-4a59-a691-bd23b218a90a,12d9718f-030a-487e-872c-46372f945e17,2019-10-05 00:22:51.568614,2019-10-05 01:49:11.899636,5180.331022,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,3,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c14ac97d-c6bf-4441-a6a1-52263c9fc8ed,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-10-05 23:07:44.169183,2019-10-06 01:53:49.707883,9965.5387,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,5: Middling difficulty,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6fbcd3de-443e-4048-ace2-60f988ca17ee,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-10-08 02:59:26.848034,2019-10-08 02:59:51.119442,24.271408,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,2,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a34f5094-fb82-4c96-868c-91ba2632244b,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-10-09 10:11:22.629031,2019-10-09 10:13:17.900248,115.271217,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,1: Easier than anything I've ever done in a classroom setting,10: 100% certain about all my answers
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f587a5a8-3406-41ca-a2ec-0dbb2bf45761,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-10-11 10:03:24.891456,2019-10-11 10:04:38.410422,73.518966,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,4743edd7-7fc5-4fb9-a01d-b07bd61a9544,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-10-11 20:51:50.230416,2019-10-11 20:52:26.831226,36.60081,"T1.Q1, T1.Q2, T1.Q3",1,0,0,0,0,0,1: Easier than anything I've ever done in a classroom setting,10: 100% certain about all my answers
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,9ea6df54-77eb-40d0-9886-6047c8ade3a9,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2222,11,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,31aaf340-436a-4399-95d5-4801d4b5033e,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-10-15 07:05:50.032759,2019-10-15 07:09:09.846378,199.813619,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,4,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b771d83f-faeb-4308-82b2-befaa6c10473,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-04 23:49:13.207546,2019-10-04 23:50:06.388451,53.180905,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,6,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a7e41497-1a2c-43c1-967e-76ab3c93172b,12d9718f-030a-487e-872c-46372f945e17,2019-10-05 01:48:18.865778,2019-10-05 01:50:00.122974,101.257196,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,4,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,29bb1e42-a50c-49ca-b594-4d14356cca6f,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-10-05 23:07:44.265255,2019-10-06 01:54:48.617488,10024.352233,"T1.Q1, T1.Q2, T1.Q3",0,0,0,1,0,0,5: Middling difficulty,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,3092feab-ee29-438d-86d0-626fc557fdbc,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-10-08 02:59:26.961861,2019-10-08 03:00:56.149438,89.187577,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,2,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c4e2c5ba-710b-4dc7-b49f-c7ed967ab160,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-10-09 03:09:42.127837,2019-10-09 03:21:14.141823,692.013986,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,6,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,0a890048-5391-4c01-ab75-6b3def3ac1ee,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-10-09 10:11:22.760441,2019-10-09 10:15:51.549735,268.789294,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,8,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5a9077cb-f033-4cb9-9f1b-a394d628eaa0,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-10-11 10:04:12.354841,2019-10-11 10:05:14.218478,61.863637,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,1: Easier than anything I've ever done in a classroom setting,4
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,140d0589-8fae-4e0b-a559-dabc204e64c0,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-10-11 20:51:50.437280,2019-10-11 20:52:51.735053,61.297773,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,4,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,d95d176b-641c-4b26-81ce-1f5758f29490,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2223,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e3a292a-a39e-4a95-896c-b8cbf63e321b,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-10-15 07:08:35.822936,2019-10-15 07:10:35.523039,119.700103,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,b6c8e1fe-557c-465f-9b7f-a1a9bdeed395,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2224,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,0c789884-0f8b-4ff8-bc8c-3b7f1a17e2cf,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-04 23:49:36.303638,2019-10-04 23:50:51.933945,75.630307,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,b6c8e1fe-557c-465f-9b7f-a1a9bdeed395,https://pe.goodlylabs.org/project/BETA_Argument_Relevance/task/2224,9,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,61384875-efbf-43e4-a865-fddcf78acccb,12d9718f-030a-487e-872c-46372f945e17,2019-10-05 02:03:43.879241,2019-10-05 02:04:00.626019,16.746778,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,4,9
