schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1,T1.Q2,T1.Q5,T1.Q6,T1.Q7,T1.Q10,T1.Q11,T1.Q12.A1,T1.Q12.A2,T1.Q12.A3,T1.Q12.A4,T1.Q12.A5,T1.Q13,T1.Q14
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,https://pe.goodlylabs.org/project/BETA_Probability/task/2200,23,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,00a55772-4982-4bf4-8a97-2800f36622ab,46e5521a-ef02-429c-be24-87e99725319d,2019-10-02 02:26:58.817385,2019-10-02 02:31:24.956622,266.139237,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,Slightly justified,"Yes, implicitly",No,,,"No, not at all",0,0,0,0,0,5: Middling difficulty,6
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,https://pe.goodlylabs.org/project/BETA_Probability/task/2200,23,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5101b00f-4884-4e09-b9f3-9f3c398b844c,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-10-04 03:49:07.219739,2019-10-04 04:47:08.943704,3481.723965,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,"Yes, explicitly",No,,,I can't tell,0,0,0,0,0,5: Middling difficulty,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,https://pe.goodlylabs.org/project/BETA_Probability/task/2200,23,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,385b3446-5b8f-40ec-aa93-5d59664de518,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-10-04 06:05:36.476411,2019-10-04 06:07:48.504319,132.027908,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,No,,,I can't tell,0,0,0,0,0,3,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,https://pe.goodlylabs.org/project/BETA_Probability/task/2200,23,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,3b45eb13-6ba0-4683-95e4-2dafe10d034e,805f06f2-0f4d-481e-9f0e-6bc249b27684,2019-10-04 19:33:37.254340,2019-10-04 19:36:07.195913,149.941573,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,Somewhat justified,"Yes, implicitly",No,,,"No, not at all",0,0,0,0,0,8,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,https://pe.goodlylabs.org/project/BETA_Probability/task/2200,23,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,fbad8b91-1303-43ca-a577-3ecfe9433c93,c56a533a-deab-4c1a-a516-e8994c45e84c,2019-10-04 20:01:13.176952,2019-10-04 20:05:11.885091,238.708139,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,No,,,"No, not at all",0,0,0,0,0,5: Middling difficulty,5: 50-50
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,https://pe.goodlylabs.org/project/BETA_Probability/task/2200,23,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a0c5397c-cdbe-4c44-a847-993a0a5444f6,03d36f1f-7b8a-4dd4-9ebe-246a1461a007,2019-10-04 23:47:12.538297,2019-10-04 23:48:01.447745,48.909448,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,Somewhat justified,"Yes, explicitly",No,,,"No, not at all",0,0,0,0,0,5: Middling difficulty,9
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,https://pe.goodlylabs.org/project/BETA_Probability/task/2200,23,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ab45c5e1-ad47-40a5-bb29-350b19631eab,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-05 00:15:39.206948,2019-10-05 00:18:44.436109,185.229161,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,No,,,I can't tell,0,0,0,0,0,5: Middling difficulty,6
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,70edabf2-0cdc-4e26-b14e-d07ee2a940c3,a31c365c-986b-4dbe-b752-bbb5986cc7f2,2019-09-28 00:16:21.480617,2019-09-28 00:36:34.122458,1212.641841,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Somewhat justified,"Yes, implicitly",No,,,"Yes, implicitly",0,0,1,0,0,5: Middling difficulty,8
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f5cc0550-baf8-4016-81e4-cd58991f77f5,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-09-28 00:13:36.733502,2019-09-28 01:21:18.309900,4061.576398,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,"Yes, one number","Number given, no comparison number given",Explicitly,"No, not at all",0,0,0,0,0,5: Middling difficulty,6
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,36412ba0-fd3b-493b-9560-97203c5b8577,12d9718f-030a-487e-872c-46372f945e17,2019-09-28 05:01:03.396410,2019-09-28 05:34:23.350598,1999.954188,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Maybe,Somewhat justified,"Yes, implicitly","Yes, one number","Number given, no comparison number given",No,I can't tell,0,0,0,0,0,4,6
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6c53542d-e65a-4045-9890-8c655036c9d3,46e5521a-ef02-429c-be24-87e99725319d,2019-10-02 02:26:58.968518,2019-10-02 02:37:07.320295,608.351777,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Mostly justified,"Yes, implicitly","Yes, one number",No numbers,No,"Yes, implicitly",0,0,0,0,1,6,5: 50-50
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,08ea5744-cc24-49ba-9967-dfe4cc6c1774,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-10-03 17:15:15.148570,2019-10-03 17:17:59.160745,164.012175,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Slightly justified,No,"Yes, one number",No numbers,No,"Yes, explicitly",0,0,0,1,0,3,8
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,822bc5ee-6307-4e80-a1b3-22313ac9a71c,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-10-03 19:40:39.399052,2019-10-03 19:42:10.299569,90.900517,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Mostly justified,No,"Yes, one number",No numbers,No,"No, not at all",0,0,0,0,0,5: Middling difficulty,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,95a2a300-0fc3-4e08-942f-a8d4ea3fbc1b,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-10-04 03:49:07.357482,2019-10-04 05:40:56.708810,6709.351328,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,"Yes, one number","Number given, no comparison number given",Explicitly,I can't tell,0,0,0,0,0,6,8
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,25b7eae1-d66e-4886-92a7-f88c336fca31,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-10-04 06:05:36.616440,2019-10-04 06:11:14.595224,337.978784,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Maybe,Mostly justified,No,"Yes, one number",No numbers,Implicitly,"No, not at all",0,0,0,0,0,4,6
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,aa8e6cd0-2a13-481e-ad6a-b5e3f5ac972d,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-10-04 07:14:40.527791,2019-10-04 07:16:32.432860,111.905069,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Mostly justified,No,"Yes, one number",No numbers,No,I can't tell,0,0,0,0,0,7,5: 50-50
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,4090a554-fa1b-4b59-9b51-e900971ec1f0,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-10-04 07:20:24.293105,2019-10-04 08:36:23.654205,4559.3611,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",No,Mostly justified,No,"Yes, one number","Number given, no comparison number given",No,"No, not at all",0,0,0,0,0,5: Middling difficulty,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,39987361-0f52-4e65-bf03-10feb53b80ae,https://pe.goodlylabs.org/project/BETA_Probability/task/2201,19,20,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5a70f51b-2b92-42fc-a560-328a3f932a91,bd786026-bad5-4fa8-9a3a-38ca03a16412,2019-10-04 19:11:09.386193,2019-10-04 19:15:18.747396,249.361203,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Mostly justified,No,"Yes, one number",Baseline number given,Implicitly,I can't tell,0,0,0,0,0,6,5: 50-50
