sha256,article_number,filename,generator_uuid,generator_name,quiz_task_uuid,topic_name,case_number,offsets
ec8f50de22368ebf18afc3c39d84f614d1012c8ec642c638d7b429ce92ed4d8a,4,"""4article.txt""",d96cf0ca-f1e5-45cd-baff-9da3732168f7,SpecialistLogic1,e31fb120-eaf3-4af9-a574-eefd1decdcef,Questionable Logic,1,"[[2597, 2810, ""That's because some people fill the void with sugar, white flour and empty calories. Also, some fat is important to help bodies absorb nutrients from other foods. Many have said butter has gotten a bad reputation.""], [989, 1053, ""MORE: Coconut oil is out. These are the oils you should be using""], [2978, 3051, ""\""You can put it on your body, but don’t put it in your body,\"" Sacks said.""], [1453, 1499, ""Past weight loss studies might be responsible.""], [1502, 1616, ""“The reason coconut oil is so popular for weight loss is partly due to my research on medium chain triglycerides,\""""], [2597, 2681, ""That's because some people fill the void with sugar, white flour and empty calories.""], [2813, 2975, ""Still, it might not be a bad idea to opt for vegetable oils or olive oil, Sacks said. Plus, coconut oil can still be an effective moisturizer or hair conditioner.""], [2978, 3051, ""\""You can put it on your body, but don’t put it in your body,\"" Sacks said.""], [2597, 2681, ""That's because some people fill the void with sugar, white flour and empty calories.""], [2682, 2810, ""Also, some fat is important to help bodies absorb nutrients from other foods. Many have said butter has gotten a bad reputation.""], [488, 528, ""advising against the use of coconut oil.""], [1055, 1233, ""\""Because coconut oil increases LDL cholesterol, a cause of CVD [cardiovascular disease], and has no known offsetting favorable effects, we advise against the use of coconut oil,\""""], [3195, 3245, ""foods get a bad rap, but are actually good for you""], [2820, 2886, ""it might not be a bad idea to opt for vegetable oils or olive oil,""]]"
1e6d47d2a8e1a9afec441c49c7bdf3b57ef3b1d3752a4c39d3a611271fcfb344,6,"""6article.txt""",274f5f54-c098-4935-b8b9-29e557f3a24b,SpecialistTest,c7f39231-6205-40e0-844a-a446afa72599,Questionable Logic,1,"[[109, 533, ""You can tell a lot about a person just by looking at the shape of their fingers, did you know that? It may sound a bit silly and even stupid, but you’d be surprised at how accurate it can be. Just look at the picture and then look at your fingers, are you type A, B or C? Choose your finger shape and read on if you want to find out. You can check your friends’ shape as well and find out a bit more about their personality.""], [684, 688, ""Type""], [1615, 1619, ""Type""], [2399, 2405, ""Type C""], [109, 189, ""You can tell a lot about a person just by looking at the shape of their fingers,""], [694, 1613, ""You are not very open and you don’t share your feelings easily. You always strive to present yourself much stronger and more independent than you really are\n– You are an emotional person and once you feel connected to someone you can be super fine.\n– You despise lies, hypocrisy and dishonesty because it goes against your beliefs.\n– You are reserved when it comes to showing emotions and want to appear cool and strong.\n– You are known to be a bit eccentric and arrogant. You aren’t very tolerant.\n– You have a big heart, and you like to help others. You will finish every task you are given even if you don’t like it.\n– You enjoy having a good laugh, and can laugh at anything and everything as long as you are amused, even if it’s not so funny. Your expressions reveal all of your thoughts.\n– You are generally cold with people you’re not really close to, but can even be overly emotional to your friends and family.""], [7, 56, ""How Your Finger Shape Determines Your Personality""], [853, 942, ""You are an emotional person and once you feel connected to someone you can be super fine.""], [1028, 1114, ""You are reserved when it comes to showing emotions and want to appear cool and strong.""], [1167, 1192, ""You aren’t very tolerant.""], [1195, 1216, ""You have a big heart,""], [7, 80, ""How Your Finger Shape Determines Your Personality (And Your Health Risks)""], [109, 208, ""You can tell a lot about a person just by looking at the shape of their fingers, did you know that?""]]"
1e6d47d2a8e1a9afec441c49c7bdf3b57ef3b1d3752a4c39d3a611271fcfb344,6,"""6article.txt""",5e355d63-741f-49c9-9da0-0f9353369099,SpecialistBias1,750e689a-65f2-4d4d-b272-5c91c0dc8a14,Psychological Bias,1,"[[694, 757, ""You are not very open and you don’t share your feelings easily.""], [945, 1025, ""You despise lies, hypocrisy and dishonesty because it goes against your beliefs.""], [2186, 2309, ""You’re scared of getting hurt. You want people to think that you don’t need anyone, but you dream of finding your soulmate.""], [443, 476, ""You can check your friends’ shape""], [577, 594, ""mine was spot on!""], [534, 594, ""Tell us if you agree with the description, mine was spot on!""], [577, 594, ""mine was spot on!""], [534, 594, ""Tell us if you agree with the description, mine was spot on!""], [684, 690, ""Type A""], [1615, 1621, ""Type B""], [2399, 2405, ""Type C""], [521, 594, ""personality. Tell us if you agree with the description, mine was spot on!""], [577, 590, ""mine was spot""]]"
1e6d47d2a8e1a9afec441c49c7bdf3b57ef3b1d3752a4c39d3a611271fcfb344,6,"""6article.txt""",baff720b-b567-4de6-b9ec-d45c33bd465c,SpecialistTone1,a2390f15-32ac-4a9f-9496-8c811768358a,Questionable Tone,1,"[[1849, 1942, ""Deep down inside you have a very sensitive soul, although it may not look like that at times.""], [209, 300, ""It may sound a bit silly and even stupid, but you’d be surprised at how accurate it can be.""], [109, 208, ""You can tell a lot about a person just by looking at the shape of their fingers, did you know that?""], [209, 594, ""It may sound a bit silly and even stupid, but you’d be surprised at how accurate it can be. Just look at the picture and then look at your fingers, are you type A, B or C? Choose your finger shape and read on if you want to find out. You can check your friends’ shape as well and find out a bit more about their personality. Tell us if you agree with the description, mine was spot on!""], [109, 300, ""You can tell a lot about a person just by looking at the shape of their fingers, did you know that? It may sound a bit silly and even stupid, but you’d be surprised at how accurate it can be.""], [57, 80, ""(And Your Health Risks)""], [534, 594, ""Tell us if you agree with the description, mine was spot on!""], [243, 250, ""stupid,""], [2676, 2681, ""bossy""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",274f5f54-c098-4935-b8b9-29e557f3a24b,SpecialistTest,5f55df77-004e-4886-9724-1c2772bb8b97,Questionable Logic,1,"[[4605, 4834, ""According to a new report published on March 1, 2017, by the department of health and human services of the United States, about $ 3,363,282,409.21 have been paid for vaccine adverse reactions and deaths from 1989 to 2017 so far.""], [4056, 4394, ""It’s time for Congress to rescind the “Get out of Jail Free” card for vaccine makers and stop the aggressive onslaught of the Autism Spectrum Disorder that is depriving children of a fulfilling life and ruining families emotionally, financially, and physically to the point of parents divorcing because of the stresses of ASD in a family.""], [1102, 1110, ""Caption:""], [1111, 1264, ""The FDA’s online Biologics Blood Vaccines document admits on its package insert that their vaccination can cause autism as one of many adverse reactions.""], [3390, 3593, ""“Probable cause” ingredients for adverse reactions include: casein, to which some children are allergic; MSG—an excitotoxin; thimerosal-ethyl mercury; aluminum; formaldehyde; gelatin; and polysorbate 80.""], [3687, 3832, ""That is a question that many of us, still wondering! Maybe they just is just not convenient for them that we know about the risk of these vaccine""], [3834, 4054, ""To take the vaccine debacle further, most of the mandated vaccines for infants and children, contain many of the above ingredients, which must be stopped from being injected into infants, toddlers, teens and even adults!""], [724, 944, ""Because these events are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequencies or to establish a causal relationship to components of Tripedia vaccine.""], [1609, 1691, ""Tripedia vaccine is filled, labeled, packaged, and released by Sanofi Pasteur Inc.""], [4038, 4054, ""and even adults!""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",5e355d63-741f-49c9-9da0-0f9353369099,SpecialistBias1,3ae4f448-e16f-4b56-89a8-c4ff345d1089,Psychological Bias,3,"[[3400, 3406, ""cause”""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",5e355d63-741f-49c9-9da0-0f9353369099,SpecialistBias1,61abe7d0-49d0-4858-b23c-2b6b3a8db55c,Psychological Bias,2,"[[3390, 3399, ""“Probable""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",5e355d63-741f-49c9-9da0-0f9353369099,SpecialistBias1,956526d1-7325-4ee6-8cd3-c3c42f726419,Psychological Bias,1,"[[85, 180, ""THE FDA HAS PUBLISHED CONCLUSIVE PROOF ON THEIR WEBSITE THAT THE DTAP VACCINE CAN CAUSE AUTISM.""], [3595, 3685, ""You might be wondering:\nWhy the doctors don’t say anything about the risk of DTaP Vaccine?""], [3740, 3832, ""Maybe they just is just not convenient for them that we know about the risk of these vaccine""], [984, 1036, ""word document titled “Additional Adverse Reactions”,""], [1051, 1101, ""bulleted list, with the word “autism” highlighted]""], [3619, 3685, ""Why the doctors don’t say anything about the risk of DTaP Vaccine?""], [3687, 3832, ""That is a question that many of us, still wondering! Maybe they just is just not convenient for them that we know about the risk of these vaccine""], [4094, 4121, ""“Get out of Jail Free” card""], [1071, 1101, ""the word “autism” highlighted]""], [3366, 3388, ""pertussis concentrate.""], [3746, 3832, ""they just is just not convenient for them that we know about the risk of these vaccine""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",baff720b-b567-4de6-b9ec-d45c33bd465c,SpecialistTone1,3f52582d-2870-4fed-82f9-38bfc353cdfc,Questionable Tone,5,"[[3854, 3861, ""debacle""], [3972, 3987, ""must be stopped""], [4094, 4174, ""“Get out of Jail Free” card for vaccine makers and stop the aggressive onslaught""], [4215, 4224, ""depriving""], [4239, 4254, ""fulfilling life""], [4259, 4275, ""ruining families""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",baff720b-b567-4de6-b9ec-d45c33bd465c,SpecialistTone1,9698f581-47d3-4812-adda-2a98616188ae,Questionable Tone,4,"[[3764, 3832, ""not convenient for them that we know about the risk of these vaccine""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",d0347a76-dc01-4dcd-ba12-9e8a95a9de02,SpecialistSci1,ee9d625a-6a29-4d0a-ab52-e4a18783055c,Questionable Science,1,"[[2608, 2680, ""Basically a mixture of sugar, salt, amino acids, vitamins, and minerals.""], [3010, 3130, ""but contains a trace amount of thimerosal [(mercury derivative), (≤0.3 μg mercury/dose)] from the manufacturing process.""], [4605, 4834, ""According to a new report published on March 1, 2017, by the department of health and human services of the United States, about $ 3,363,282,409.21 have been paid for vaccine adverse reactions and deaths from 1989 to 2017 so far.""], [3390, 3593, ""“Probable cause” ingredients for adverse reactions include: casein, to which some children are allergic; MSG—an excitotoxin; thimerosal-ethyl mercury; aluminum; formaldehyde; gelatin; and polysorbate 80.""], [1305, 1307, ""\n\n""], [1307, 1775, ""Acellular Pertussis Vaccine Concentrates (For Further Manufacturing Use) are produced by The Research Foundation for Microbial Diseases of Osaka University (BIKEN), Osaka, Japan, under United States (US) license, and are combined with diphtheria and tetanus toxoids manufactured by Sanofi Pasteur Inc. Tripedia vaccine is filled, labeled, packaged, and released by Sanofi Pasteur Inc.\n\nWhat’s in Tripedia that probably can interfere with brain chemistry and neurology?""], [309, 371, ""VACCINATION CAN CAUSE AUTISM AS ONE OF MANY ADVERSE REACTIONS.""]]"
459be8b5543a3931fb6af767f613acd5886965a966f215e7c59129aeb53162a1,7,"""7article.txt""",d96cf0ca-f1e5-45cd-baff-9da3732168f7,SpecialistLogic1,a4a58da7-3bed-4958-9392-7e4491d68dbc,Questionable Logic,1,"[[4605, 4834, ""According to a new report published on March 1, 2017, by the department of health and human services of the United States, about $ 3,363,282,409.21 have been paid for vaccine adverse reactions and deaths from 1989 to 2017 so far.""], [4056, 4394, ""It’s time for Congress to rescind the “Get out of Jail Free” card for vaccine makers and stop the aggressive onslaught of the Autism Spectrum Disorder that is depriving children of a fulfilling life and ruining families emotionally, financially, and physically to the point of parents divorcing because of the stresses of ASD in a family.""], [1102, 1110, ""Caption:""], [1111, 1264, ""The FDA’s online Biologics Blood Vaccines document admits on its package insert that their vaccination can cause autism as one of many adverse reactions.""], [3390, 3593, ""“Probable cause” ingredients for adverse reactions include: casein, to which some children are allergic; MSG—an excitotoxin; thimerosal-ethyl mercury; aluminum; formaldehyde; gelatin; and polysorbate 80.""], [3687, 3832, ""That is a question that many of us, still wondering! Maybe they just is just not convenient for them that we know about the risk of these vaccine""], [3834, 4054, ""To take the vaccine debacle further, most of the mandated vaccines for infants and children, contain many of the above ingredients, which must be stopped from being injected into infants, toddlers, teens and even adults!""], [724, 944, ""Because these events are reported voluntarily from a population of uncertain size, it is not always possible to reliably estimate their frequencies or to establish a causal relationship to components of Tripedia vaccine.""], [1609, 1691, ""Tripedia vaccine is filled, labeled, packaged, and released by Sanofi Pasteur Inc.""], [4038, 4054, ""and even adults!""]]"
113b1d03b9209626c40b1816aadf5d2c40a5de402bd911f61c850c5270f161ec,8,"""8article.txt""",274f5f54-c098-4935-b8b9-29e557f3a24b,SpecialistTest,e61cc205-b9ef-41af-abd4-8d5f205b6e49,Questionable Logic,1,"[[570, 617, ""The health of millions of people is on the line""], [867, 905, ""stop the poisoning of our food supply.""], [1580, 1610, ""why we all should be concerned""], [1882, 1919, ""experts say that they don’t know why.""], [3809, 3881, ""The media has been essentially silent and barely anyone heard this news!""], [4500, 4576, ""Monsanto doesn’t want the public to know these findings for obvious reasons.""], [442, 466, ""chemical is ending up in""], [3536, 3605, ""why it’s not just GMO-filled junk food that is laced with glyphosate.""], [5573, 5643, ""The EPA has a long and sordid history of doing whatever Monsanto wants""], [6313, 6356, ""they are not protecting the American public""], [2870, 2951, ""glyphosate has infiltrated every facet of our environment – our water, air, soil.""], [4162, 4354, ""There are still thousands of other brands and whole foods that have not been tested for glyphosate residues, so we can’t be so sure that our own organic, non-GMO, and unprocessed food is safe.""], [7566, 7684, ""It’s been shown that people who eat organic foods have less glyphosate and other synthetic pesticides in their system.""], [437, 569, ""This chemical is ending up in processed foods like Cheerios, Ritz Crackers, and Oreos and being consumed by humans across the world.""], [1824, 1919, ""experts. The childhood cancer rate is steadily rising and experts say that they don’t know why.""], [2297, 2449, ""Glyphosate is a broad-spectrum antibiotic killing the good bacteria in your gut. Poor gut health is linked to inflammation and a whole host of diseases.""], [2585, 2755, ""It binds with vital nutrients in the soil (like iron, calcium, manganese, zinc) and prevents plants for taking them up. Glyphosate is thereby making food less nutritious!""], [2865, 3143, ""that glyphosate has infiltrated every facet of our environment – our water, air, soil.\n\nMany GMOs were invented to be resistant to glyphosate – and since GMOs have been introduced the use of glyphosate has gone through the roof! It is now the world’s most widely used herbicide.""], [3524, 3679, ""So, that is why it’s not just GMO-filled junk food that is laced with glyphosate. It’s contaminating organic and non-GMO foods, and it’s even in our honey!""], [4271, 4354, ""so we can’t be so sure that our own organic, non-GMO, and unprocessed food is safe.""], [4928, 5025, ""They are clearly, without a doubt, using their prosperity to influence our government regulators.""], [5375, 5538, ""Instead of properly regulating, they effectively raised the “safe” level so that no one can blame the industry for poisoning us with unlawful amounts of chemicals.""], [7308, 7684, ""Remember the best way to avoid glyphosate is by choosing certified organic foods because it is prohibited on organic crops. Although contamination is a real threat, the levels on organic foods are minimal compared to what’s been found on conventional foods. It’s been shown that people who eat organic foods have less glyphosate and other synthetic pesticides in their system.""]]"
7d6d48911c418fe06961f3616db207de3ee859a9aaa76503bed1d8a28fb43266,9,"""9article.txt""",095c8919-a97c-4b97-ba34-bf7e1c946509,SpecialistBias2,6426a73b-7565-45f5-90f9-eea45163a41f,Psychological Bias,4,"[[2723, 2734, ""devastating""]]"
7d6d48911c418fe06961f3616db207de3ee859a9aaa76503bed1d8a28fb43266,9,"""9article.txt""",095c8919-a97c-4b97-ba34-bf7e1c946509,SpecialistBias2,d9d537bb-3f05-477b-a77a-e472bf25e563,Psychological Bias,3,"[[2680, 2686, ""trend.""]]"
