,Unnamed: 0,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Key Question,answer_uuid_x,Unnamed: 0.1,article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid_y,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
1749,55,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,732.0,100045.0,c668f1d99cb59e7df1f13a6a3a4f1a6a0ffdb847d9f0441ee369cd4dd62c626c,raw_30c668f1d99cb59e7df1f13a6a3a4f1a6a0ffdb847d9f0441ee369cd4dd62c626c,7fa368b0-34e3-4531-a2d0-022d06da3ca9,ff3707ca-7826-4217-9887-34a3669fb799,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1750,56,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1220.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,bd4c5fe8-4225-45cf-98f9-851d31a5efc3,f9ea15fe-88f2-4bb7-a403-fdf2f501b241,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1751,57,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,347.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,2dc4d91e-6fc6-45dc-a209-949b6500ade1,4c2b050b-efa6-4bda-828a-eee16f4d8da1,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1752,58,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,292.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,257338eb-429b-4e98-9b6c-c1492e67b94b,446f2f3c-f8de-4de9-bc74-69c484c749a4,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1753,59,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,828.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,8c919172-047f-40e8-a552-99c111f2c493,81238b33-9fc1-4735-b5f0-83ff88dccf0a,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1754,60,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,546.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,4fd12f56-e414-467f-9f39-6f382d06a1fe,7a409307-869e-4b95-a37a-77313e3f5adc,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1755,61,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,91.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,07deda72-3ed4-4bbd-b2f0-d53210f48bb5,f39127fc-f73f-461d-971d-008c24309c4f,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1756,62,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1613.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,e197f324-5b0f-4d2d-9dcb-ae6f8b4f73f9,43b8c26f-3f07-4c18-93a7-6ab7c865fc1b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1757,63,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1632.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,e9f81f5a-c74d-4aa6-9ff9-b10a46329b85,d3bce02a-41e3-45c7-b185-90699889ad83,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1758,64,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,152.0,100046.0,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,raw_30df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,12e1bef4-2f4b-4d3a-90bb-40e40f1102df,da441455-a447-499e-88ec-a66dc38ff70e,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,1.0,1.0,[],,,1.0,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1759,65,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,619.0,100048.0,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,raw_30451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,56005bb2-1a93-4935-b735-d13b8a8af4ee,f07c76ee-dd4d-4144-b7f0-b7ff1e727020,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.5039663461771443,0.5039663461771443,[],,,0.5039663461771443,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1760,66,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,904.0,100048.0,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,raw_30451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,901b5923-0273-4b6f-ae6c-79c10764c623,21c7fdf8-3ef7-46b0-9c48-7a407bbf36f3,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9781584535267784,0.9781584535267784,[],,,0.9781584535267784,4.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1761,67,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1781.0,100048.0,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,raw_30451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,fe613101-2c64-4a1c-9a62-546eb4e7b32b,3f3704de-caa1-4858-b8cd-64745a12839f,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9707034049068496,0.9707034049068496,[],,,0.9707034049068496,4.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1762,68,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1032.0,100049.0,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,9f746b4b-82d0-4311-9295-26e53e5f703e,41f0429f-aab0-41d0-904b-3fa0ce1c3116,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.5039663461771443,0.5039663461771443,[],,,0.5039663461771443,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1763,69,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1746.0,100049.0,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,fb62e1e4-0936-424f-9b08-a43f4714a999,afa237fa-a455-4909-beaa-3cdecc8f7eac,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.5039663461771443,0.5039663461771443,[],,,0.5039663461771443,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1764,70,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1165.0,100049.0,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,baca462b-88d0-4094-b3da-95b0da201e9d,d4f965a9-b781-4ae6-96b1-a4eee79168ba,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.989125230497106,0.989125230497106,[],,,0.989125230497106,4.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1765,71,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1262.0,100049.0,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,c5af4ab0-4931-47df-8377-df2528a101a4,4956cf50-b373-44df-8172-d2c34440706b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.5039663461771443,0.5039663461771443,[],,,0.5039663461771443,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1766,72,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,229.0,100049.0,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,1fcbab9e-5bf7-4a5a-8914-ec845ff4cbc7,d99eccbe-eb40-4856-94dd-3ceac619bf3d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9670398818264948,0.9670398818264948,[],,,0.9670398818264948,4.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1767,73,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,73.0,100049.0,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,0778411a-0b04-40dc-acba-2f88bebbb14a,ad596d7e-6d11-4f4f-9070-5038cf25f224,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.5039663461771443,0.5039663461771443,[],,,0.5039663461771443,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1768,74,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,748.0,100049.0,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,80a90158-667a-4543-8f35-53bd8ae733b7,0,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.5039663461771443,0.5039663461771443,[],,,0.5039663461771443,3.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1769,75,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1104.0,100050.0,f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,raw_30f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,b0b55586-1239-4fc6-8c0a-540cddec189c,c93744f1-b4ff-4ec4-bb5c-ae6d3da4636c,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9781394858317644,0.9781394858317644,[],,,0.9781394858317644,4.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1770,76,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,169.0,100050.0,f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,raw_30f2c5644fd843123eb829e81b49d5a0d1db54cb11f79d302fa6953756d5001e81,1a4ecff6-31b5-4efd-b193-efdf2479b2b7,cd4922fb-3e21-4d08-adc7-cbb5d01a1791,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9707034049068496,0.9707034049068496,[],,,0.9707034049068496,4.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1771,0,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,,,1358.0,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,raw_30dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,cb82f1f9-9383-49c9-a244-65e044e642d7,bec3f95b-c917-42b3-9619-0c9a31132479,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,eeb1946c-0054-45ae-ae67-ace18d009fa0,ordinal,3.0,0.9025772953579524,0.9025772953579524,"[2686.0, 2687.0, 2688.0, 2689.0, 2690.0, 2691.0, 2692.0, 2693.0, 2694.0, 2695.0, 2696.0, 2697.0, 2698.0, 2699.0, 2700.0, 2701.0, 2702.0, 2703.0, 2704.0, 2786.0, 2787.0, 2788.0, 2789.0, 2790.0, 2791.0, 2792.0, 2793.0, 2794.0, 2795.0, 2796.0, 2797.0, 2798.0, 2799.0, 2800.0, 2801.0, 2802.0, 2803.0]",0.7570693030218292,0.7570693030218292,0.9025772953579524,5.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,1.0,-2.2564432383948807,Language
1772,1,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,,,1415.0,100036.0,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,raw_3095e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,cd6dacb2-189a-4298-a47a-8a00645de98e,2d1f2eaf-706a-4575-ab4d-3d2a4a31d04a,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,eeb1946c-0054-45ae-ae67-ace18d009fa0,ordinal,3.0,1.0,1.0,"[301.0, 302.0, 303.0, 304.0, 305.0, 306.0, 307.0, 308.0, 309.0, 435.0, 436.0, 437.0, 438.0, 439.0, 440.0, 441.0]",0.4980534974255934,0.4980534974255934,1.0,3.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,1.0,-2.5,Language
1773,2,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,,,1686.0,100040.0,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_30ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,f9c6e1ab-249c-40ed-96b0-516053ee1d66,4051fec8-e8e4-4d7e-91de-7dcbb08a8913,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,eeb1946c-0054-45ae-ae67-ace18d009fa0,ordinal,3.0,1.0,1.0,"[3945.0, 3946.0, 3947.0, 3948.0, 3949.0, 3950.0, 3951.0, 3952.0, 3953.0, 3954.0, 3955.0, 3956.0, 3957.0, 3958.0, 3959.0, 3960.0, 3961.0, 3962.0, 3963.0, 3964.0, 3965.0, 3966.0, 3967.0, 3968.0, 3969.0, 3970.0, 3971.0, 3972.0, 3973.0, 3974.0, 3975.0, 3976.0, 3977.0, 3978.0, 3979.0, 3980.0, 3981.0, 3982.0, 3983.0, 3984.0, 3985.0, 3986.0, 3987.0, 3988.0, 3989.0, 3990.0, 3991.0, 3992.0, 3993.0, 3994.0, 3995.0, 3996.0, 3997.0, 3998.0, 3999.0, 4000.0, 4001.0, 4002.0, 4003.0, 4004.0, 4005.0, 4006.0, 4007.0, 4008.0, 4009.0, 4010.0, 4011.0, 4012.0, 4013.0, 4014.0, 4015.0, 4016.0, 4017.0, 4018.0, 4019.0, 4020.0, 4021.0, 4022.0, 4023.0]",0.7731586460026666,0.7731586460026666,1.0,3.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,1.0,-2.5,Language
1774,3,Language,9.0,,ordinal,4.0,-0.25,Inappropriate slang,,,1240.0,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,raw_30832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,c3247759-6acc-470c-abad-363a6ddf71cf,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,14a4bb20-dde1-498a-8e29-f80bb0f07760,ordinal,4.0,0.9025772953579524,0.9025772953579524,"[771.0, 772.0, 773.0, 774.0, 775.0, 776.0, 777.0, 778.0, 1769.0, 1770.0, 1771.0, 1772.0, 1773.0, 1774.0, 1775.0, 1776.0, 1777.0, 1778.0]",0.4430058880147142,0.4430058880147142,0.9025772953579524,5.0,5.0,,How appropriate is the slang?,Mildly inappropriate,1.0,-0.2256443238394881,Language
1775,4,Language,9.0,,ordinal,4.0,-0.25,Inappropriate slang,,,1067.0,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,raw_3086d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,a5cd74e5-0be8-4307-96dd-52a197308fdf,c4692d72-62d6-43bb-8989-0b5640098950,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,14a4bb20-dde1-498a-8e29-f80bb0f07760,ordinal,4.0,0.9025772953579524,0.9025772953579524,"[1868.0, 1869.0, 1870.0, 1871.0, 1872.0, 1873.0, 1874.0, 1875.0, 1876.0, 1877.0, 1878.0, 1879.0, 1880.0, 1881.0, 1882.0, 1883.0, 1884.0, 1885.0, 1886.0, 1887.0]",0.7979520066197766,0.4792610656992177,0.9025772953579524,5.0,5.0,,How appropriate is the slang?,Mildly inappropriate,1.0,-0.2256443238394881,Language
1776,5,Language,10.0,,ordinal,4.0,-0.25,Denigration,,,1650.0,100036.0,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,raw_3095e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,ee4be795-5a3f-4bdd-8527-35778d78a69f,6e5bcb91-b4fe-48a2-b731-ca3b9cee950b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,fce07fa6-1020-4743-a12e-3c0f40f00542,ordinal,4.0,1.0,1.0,"[1606.0, 1607.0, 1608.0, 1609.0, 1610.0, 1611.0, 1612.0, 1613.0, 1614.0, 1615.0, 1616.0, 1617.0, 1618.0, 1619.0, 1620.0, 1621.0, 1622.0, 1623.0, 1624.0, 1625.0, 1626.0, 1627.0]",1.0,1.0,1.0,3.0,4.0,,Is the slang used to denigrate a group or perspective?,No,1.0,-0.25,Language
1777,6,Language,10.0,,ordinal,4.0,-0.25,Denigration,,,1398.0,100037.0,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,raw_30dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,cce1601d-e2f0-4c08-8aed-6a905f702484,b153093e-cb37-4ea6-874c-e356039e3f0b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,fce07fa6-1020-4743-a12e-3c0f40f00542,ordinal,4.0,1.0,1.0,"[2374.0, 2375.0, 2376.0, 2377.0, 2378.0, 2379.0, 2380.0, 2381.0, 2382.0, 2383.0]",0.27925791400612443,0.27925791400612443,1.0,3.0,4.0,,Is the slang used to denigrate a group or perspective?,No,1.0,-0.25,Language
1778,7,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,310.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,raw_30f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25826f59-1fe3-440f-868d-ce59cc15b977,8390627c-c51b-46ad-a89e-05f4d03a0fee,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9765627239254796,0.9765627239254796,[],,,0.9765627239254796,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1779,8,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,586.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,raw_30f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,54c0bd02-0a38-4390-8825-867e46e85b56,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9718981665512229,0.9718981665512229,[],,,0.9718981665512229,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1780,9,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,564.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,raw_30f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,53e6ea09-002a-4c64-857f-3e7a077f528b,c8b06e53-82b4-429f-882e-df7fad43369d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9860803942039092,0.9860803942039092,[],,,0.9860803942039092,5.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,0.0,Language
1781,10,Language,12.0,,ordinal,1.0,0.0,Well-balanced,,,1532.0,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,raw_30f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,db54e1c8-65e5-4155-bfb8-09c8121b4850,4e569d5c-3bb7-4e68-8a0d-d6127bf0fcfb,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1.0,0.9860803942039092,0.9860803942039092,"[7479, 7480, 7481, 7482, 7483, 7484, 7485, 7549, 7550, 7551, 7552, 7553, 7554, 7555, 7556, 7557, 7558, 7559, 7560, 7561, 7562, 7563, 7564, 7643, 7644, 7645, 7646, 7647, 7648, 7649, 7650, 7651, 7652]",,,,5.0,4.0,pivotal//checkered career//trumped up,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,1.0,,Language
