,02.11.2019 18:35,Unnamed: 0,answer_uuid,article_batch_name,article_filename,article_number,article_sha256,article_text_length,case_number,end_pos,ericwimsatt,ericwimsatt-ThinkPad-T440s,extra,file:///home/ericwimsatt/.config/libreoffice/4;,highlight_count,namespace,start_pos,target_text,task_uuid,topic_name,tua_batch_final,tua_batch_name,tua_batch_uuid,tua_group_name,tua_group_uuid,tua_uuid
2,,,,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,FormerUkraineProsecutorSaysHe.txt,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477.0,3.0,4365.0,,,{},,4.0,NYU_Form,3572.0,"On July 25, Trump spoke to Zelensky by telephone from the White House. According to a declassified memorandum released by the White House last week that reconstructed the conversation, Trump asked Zelensky for a \u201cfavor\u201d and urged him to \u201clook into\u201d Biden and his son.\n\nHe linked his comments directly to Zelensky\u2019s request to buy U.S. antitank weapons to help counter Russia-backed separatists in eastern Ukraine, and the new president\u2019s hopes of securing a White House meeting.\n\nDuring the 30-minute call, Trump asked Zelensky at least five times to work with Atty. Gen. William Barr in addition to Giuliani.\n\n\u201cI will have Mr. Giuliani give you a call and I am also going to have Atty. Gen. Barr call and we will get to the bottom of it,\u201d Trump told Zelensky. \u201cI\u2019m sure you will figure it out",a9bae9b6-6b98-4423-ae0f-88f1dda23b05,Arguments,True,Adjudicator nick task 1788 article number 100028,85c4a58f-ed38-42d2-9f46-ebffff46fed2,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,4ae0e754-1bf1-46df-9c2a-18c1738219e8
3,,,,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,FormerUkraineProsecutorSaysHe.txt,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477.0,3.0,5289.0,,,{},,4.0,NYU_Form,4519.0,"Trump also asked Zelensky to look into CrowdStrike, a cybersecurity company that did work for the Democrats in the 2016 election and was the focus of conspiracy theories. The company is based in Irvine, but Trump apparently believed it operated from Ukraine.\n\nA week before the call, Trump had ordered aides to withhold disbursement of nearly $400 million in military and State Department assistance that Congress had approved for Ukraine. He gave no reason for blocking the aid.\n\nPreviously, Trump had bragged about having secured the aid, saying it showed he was more supportive of Ukraine than President Obama had been. The funds and material were finally released this month after Congress was notified of a whistleblower complaint involving Trump\u2019s call to Zelensky",a9bae9b6-6b98-4423-ae0f-88f1dda23b05,Arguments,True,Adjudicator nick task 1788 article number 100028,85c4a58f-ed38-42d2-9f46-ebffff46fed2,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,4ae0e754-1bf1-46df-9c2a-18c1738219e8
4,,,,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,FormerUkraineProsecutorSaysHe.txt,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477.0,3.0,6410.0,,,{},,4.0,NYU_Form,6320.0,Giuliani quickly raised the issue of the Ukrainian gas company that had hired Hunter Biden,a9bae9b6-6b98-4423-ae0f-88f1dda23b05,Arguments,True,Adjudicator nick task 1788 article number 100028,85c4a58f-ed38-42d2-9f46-ebffff46fed2,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,4ae0e754-1bf1-46df-9c2a-18c1738219e8
5,,,,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,FormerUkraineProsecutorSaysHe.txt,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477.0,3.0,1626.0,,,{},,4.0,NYU_Form,1431.0,Lutsenko said he met Giuliani twice in person and had numerous conversations with him on the phone. He described the former New York mayor as obsessed with possible misconduct by Biden or his son,a9bae9b6-6b98-4423-ae0f-88f1dda23b05,Arguments,True,Adjudicator nick task 1788 article number 100028,85c4a58f-ed38-42d2-9f46-ebffff46fed2,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,4ae0e754-1bf1-46df-9c2a-18c1738219e8
1,,,,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,FormerUkraineProsecutorSaysHe.txt,100028.0,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477.0,2.0,8475.0,,,{},,1.0,NYU_Form,7863.0,"The picture that is emerging of Giuliani\u2019s back-channel diplomacy suggests maneuvering that countered and ultimately undermined official U.S. foreign policy.\n\nThe U.S. Congress has voiced bipartisan support for Kyiv in its showdown with neighboring Russia, which seized the Crimea region in 2014 and has backed separatists in an armed insurgency in eastern Ukraine.\n\nTrump has been reluctant to criticize Moscow, and last week, when he met Zelensky on the sidelines of the United Nations General Assembly, the president appeared to startle the Ukrainian leader by urging him to settle his differences with Russia",a9bae9b6-6b98-4423-ae0f-88f1dda23b05,Arguments,True,Adjudicator nick task 1788 article number 100028,85c4a58f-ed38-42d2-9f46-ebffff46fed2,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,888d2981-1703-475c-bf51-f118efc0d691
45,,,,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,ExplosiveReportRepAdamSchiff.txt,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095.0,1.0,1048.0,,,{},,4.0,NYU_Form,971.0,Now we know why Schiff is lying \u2013 he\u2019s connected with a Ukrainian Arms Dealer,5c72bafd-fef5-4000-a23e-4dfad412d96d,Arguments,True,Adjudicator nick task 1789 article number 100029,c663b849-a770-4bc8-aa32-221533dcc5a1,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a7fb23dd-5b91-48f9-a276-aadf80c01f36
46,,,,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,ExplosiveReportRepAdamSchiff.txt,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095.0,1.0,252.0,,,{},,4.0,NYU_Form,131.0,Democrat Rep. Adam Schiff is connected to a Ukrainian arms dealer. Is this why he\u2019s willing to lie in front of the nation,5c72bafd-fef5-4000-a23e-4dfad412d96d,Arguments,True,Adjudicator nick task 1789 article number 100029,c663b849-a770-4bc8-aa32-221533dcc5a1,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a7fb23dd-5b91-48f9-a276-aadf80c01f36
47,,,,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,ExplosiveReportRepAdamSchiff.txt,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095.0,1.0,848.0,,,{},,4.0,NYU_Form,591.0,Schiff lied in his opening remarks and claimed numerous falsehoods about the President\u2019s call in spite of the transcript being provided the day before.\n\nHis entire description of the President\u2019s call was a lie \u2013 we have the transcript and this was not in it,5c72bafd-fef5-4000-a23e-4dfad412d96d,Arguments,True,Adjudicator nick task 1789 article number 100029,c663b849-a770-4bc8-aa32-221533dcc5a1,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a7fb23dd-5b91-48f9-a276-aadf80c01f36
48,,,,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,ExplosiveReportRepAdamSchiff.txt,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095.0,1.0,3056.0,,,{},,4.0,NYU_Form,2855.0,What the hell is going on with Shifty Lying Schiff and his Ukraine Arms Dealer \u2013 Is Schiff being paid off?  Is this why he is willing to lie on national TV about President Trump\u2019s action in the Ukraine,5c72bafd-fef5-4000-a23e-4dfad412d96d,Arguments,True,Adjudicator nick task 1789 article number 100029,c663b849-a770-4bc8-aa32-221533dcc5a1,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a7fb23dd-5b91-48f9-a276-aadf80c01f36
49,,,,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,ExplosiveReportRepAdamSchiff.txt,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095.0,2.0,2019.0,,,{},,1.0,NYU_Form,1416.0,"Pasternak, who was raised and educated in Ukraine before immigrating to the United States, is a passionate promoter of Ukrainian culture and business. He has been active in both Los Angeles and Washington, D.C. to support increased bilateral ties between the two countries and has been especially active building awareness of Ukraine\u2019s strategic economic importance among Members of Congress. Since political protests broke out across Ukraine in late 2013, Pasternak has worked to personally inform and educate Members of Congress about the geostrategic importance of Ukraine to European and US security",5c72bafd-fef5-4000-a23e-4dfad412d96d,Arguments,True,Adjudicator nick task 1789 article number 100029,c663b849-a770-4bc8-aa32-221533dcc5a1,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,7a3065b1-31a3-43c5-aa55-c6950e0df218
50,,,,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,ExplosiveReportRepAdamSchiff.txt,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095.0,3.0,2324.0,,,{},,2.0,NYU_Form,2022.0,"In late February 2014, during the final hours of the Yanukovych Presidency, Pasternak travelled to Kyiv for diplomatic reasons in response to the outbreak of violence that had started less than 48 hours earlier, and to support peaceful transitions amid the rapid changes now taking place across Ukraine",5c72bafd-fef5-4000-a23e-4dfad412d96d,Arguments,True,Adjudicator nick task 1789 article number 100029,c663b849-a770-4bc8-aa32-221533dcc5a1,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,cd9cdb16-957e-4504-97ab-63e437a40f3e
51,,,,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,ExplosiveReportRepAdamSchiff.txt,100029.0,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095.0,3.0,2851.0,,,{},,2.0,NYU_Form,2479.0,Schiff was reportedly scheduled to be in the Ukraine just last month with the Atlantic Counsel.\n\nAdam Schiff\u2019s staffer made the trip.\n\nhttps://twitter.com/sewwutnow/status/1177766806070517760\n\nThis is also the same time that Schiff tweeted that information on the Ukraine \u2013\n\nThe earlier tweet was at the exact same time Schiff was reportedly scheduled to be in the Ukraine,5c72bafd-fef5-4000-a23e-4dfad412d96d,Arguments,True,Adjudicator nick task 1789 article number 100029,c663b849-a770-4bc8-aa32-221533dcc5a1,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,cd9cdb16-957e-4504-97ab-63e437a40f3e
58,,,,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,CouldTrumpsImpeachmentPushHilary.txt,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,3181.0,1.0,1161.0,,,{},,1.0,NYU_Form,301.0,"Hillary Clinton has been one of President Trump\u2019s most consistent rivals since they campaigned against each other in the election of 2016. That election destroyed what appeared to be a longstanding friendship between the Clinton and Trump families. In fact, Donald Trump was friends with many politicians before he took office, it was only after he announced his candidacy that he became such a polarizing figure.\n\nIn many respects, the election of 2016 had a negative impact on Clinton\u2019s reputation just as much as it did on Trump\u2019s. With the many scandals surrounding the Clinton team during the election, Hillary lost much of her credibility with voters. However, she has continued to position herself against Trump since the election, and has continued to insist that she should have actually won, and that the country would have been better off if she had",93516d21-56f5-4b96-a8c4-1a51f12365f9,Arguments,True,Adjudicator nick task 1790 article number 100030,81dcb6c6-2799-48fd-8406-b1074ecd727c,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,6701cdc6-28ae-4df9-8e69-2618e0f3b374
60,,,,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,CouldTrumpsImpeachmentPushHilary.txt,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,3181.0,3.0,2535.0,,,{},,1.0,NYU_Form,2012.0,"However, for his part, President Trump says that he did nothing wrong, and that he was in fact doing his job as president by investigating possible corruption that people within the establishment were involved in.\n\nThe Trump administration does not think that this impeachment issue will negatively affect their campaign at all, and in fact, they actually think it will improve their chances of winning, because they believe the situation proves that Trump is fulfilling his promise of \u201cdraining the swamp\u201d in Washington DC",93516d21-56f5-4b96-a8c4-1a51f12365f9,Arguments,True,Adjudicator nick task 1790 article number 100030,81dcb6c6-2799-48fd-8406-b1074ecd727c,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,5bd46ef7-9efa-4fe3-8000-27ecdae5035d
59,,,,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,CouldTrumpsImpeachmentPushHilary.txt,100030.0,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,3181.0,2.0,2010.0,,,{},,1.0,NYU_Form,1721.0,conversation that took place between Donald Trump and the Ukrainian President is the subject of the impeachment movement against Trump. Democrats are accusing Donald Trump of using his position as President to dig up dirt on his political opponent Joe Biden and thus influence the election,93516d21-56f5-4b96-a8c4-1a51f12365f9,Arguments,True,Adjudicator nick task 1790 article number 100030,81dcb6c6-2799-48fd-8406-b1074ecd727c,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,ec41783a-5e89-4b51-b5d8-967e78cac56e
34,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,6.0,4488.0,,,{},,1.0,NYU_Form,4145.0,"THE PRESIDENT CAN\u2019T HAVE IT BOTH WAYS \u2014 HE CAN\u2019T BOTH PREVENT US FROM GETTING EVIDENCE ON THESE SERIOUS UNDERLYING CRIMES, OR POTENTIAL CRIMES, THIS SERIOUS BREACH OF HIS OATH OF OFFICE, AND AT THE SAME TIME OBSTRUCT OUR INVESTIGATION. EVEN AS HE TRIES TO WEAKEN OUR ABILITY TO GET FACTS ON ONE, HE\u2019S GOING TO STRENGTHEN THE FACTS ON THE OTHER",53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c8cb019b-b96e-48f4-9fe7-32ebdd60a79f
30,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,2.0,2774.0,,,{},,2.0,NYU_Form,1960.0,"the president\u2019s behavior was \u201cso egregious\u201d the Democratic House had no choice but to formalize the opening the impeachment inquiry. The reason for the hearings was due to:\n\n\u2018\u2026THE PRESIDENT USING THE POWER OF HIS OFFICE TO COERCE A FOREIGN NATION INTO HELPING HIS PRESIDENTIAL CAMPAIGN.\u2019\n\nIt appeared that the president wanted the young democracy to find or create some dirt on the man that Trump saw as his top contender in the race for president in the 2020 presidential election, former vice president Joe Biden:\n\n\u2018THE GRAVAMEN OF THE OFFENSE HERE IS THE PRESIDENT USING THE POWER OF HIS OFFICE TO COERCE A FOREIGN NATION INTO HELPING HIS PRESIDENTIAL CAMPAIGN TO ONCE AGAIN INTERFERE IN OUR ELECTION, AND AT THE SAME TIME WITHHOLDING FOREIGN AID THAT COUNTRY SO DESPERATELY NEEDS TO FIGHT OFF WHO? THE RUSSIANS",53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,43d24685-317f-43e7-b51f-4ead829b704e
31,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,2.0,3112.0,,,{},,2.0,NYU_Form,2946.0,the whistleblower alleged:\n\n\u2018[TRUMP WAS] PRESSURING A FOREIGN COUNTRY TO INVESTIGATE ONE OF THE PRESIDENT\u2019S MAIN DOMESTIC POLITICAL RIVALS [WHEN HE FROZE MILITARY AID,53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,43d24685-317f-43e7-b51f-4ead829b704e
33,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,5.0,4099.0,,,{},,1.0,NYU_Form,3567.0,"JUST THE LATEST ATTEMPT BY DEMOCRATS TO \u201cGO DOWN THIS ROAD OF IMPEACHMENT, REGARDLESS OF THE FACTS.\n\n\u2018THE CHAIRMAN SAID A LOT OF THINGS, MADE A LOT OF BASELESS ACCUSATIONS. CHAIRMAN SCHIFF WAS THE ONE WHO FOR TWO YEARS WAS RUNNING AROUND SAYING HE HAD MORE THAN CIRCUMSTANTIAL EVIDENCE THAT PRESIDENT TRUMP COLLUDED WITH RUSSIA ON THE MUELLER INVESTIGATION. AND THAT TURNED OUT NOT TO BE TRUE. THE FRAMERS DID NOT PUT THE POWER OF IMPEACHMENT IN THE CONSTITUTION SO THAT YOU CAN STOP SOMEBODY FROM BEING ELECTED WHO WAS DULY ELECTED",53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,3305c53e-fa84-4b24-980c-660281ef45aa
28,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,1.0,970.0,,,{},,2.0,NYU_Form,778.0,Congress had been considering Trump\u2019s calls with Russia\u2019s President Vladimir Putin along with other world leaders. These may have also been hidden in the top-secret stand-alone computer system,53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,14853f9a-c7a7-4f96-af3f-8be7ffe477b4
