schema_namespace,schema_sha256,quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,2945fb96-45a2-40b8-a9e1-54806cd5eea8,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1464,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,d375c6fa-09dd-40a4-8077-fa83d7c17513,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:50:21.340023,2018-11-03 00:51:47.427512,86.087489,T1.Q1,It is an argument that is irrelevant to the main argument/s of the article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,cca48212-7b0d-4e75-a981-a624022baae4,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1453,Demo2,100002,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,1c4a3064-e4e5-408b-911a-da5c0e225eaa,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:42:38.359775,2018-11-03 00:43:57.591898,79.232123,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,cca48212-7b0d-4e75-a981-a624022baae4,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1453,Demo2,100002,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,34f79931-2766-4d30-86b4-71f0e6fecf4f,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 01:01:59.218635,2018-11-03 01:07:20.607672,321.389037,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,a28cd465-35d2-4f2b-8f5f-344b9e4ff1af,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1444,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d3515ee2-611a-4801-bdaf-ec5ec5ec4f04,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:36:17.657392,2018-11-03 00:37:49.441746,91.784354,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,a28cd465-35d2-4f2b-8f5f-344b9e4ff1af,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1444,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,74339e83-d4e4-4af6-91db-11db7123baa2,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:37:13.224048,2018-11-03 00:41:07.363467,234.139419,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,a28cd465-35d2-4f2b-8f5f-344b9e4ff1af,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1444,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e81aad30-d471-4b09-81a7-15a0b5109271,03ac71da-8cfe-4503-8ada-1422a7227e45,2018-11-03 00:40:29.077579,2018-11-03 00:46:09.828685,340.751106,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,a28cd465-35d2-4f2b-8f5f-344b9e4ff1af,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1444,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,0affebcd-5564-4d3a-8d9f-06287a424378,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-11-03 00:40:23.189764,2018-11-03 00:48:18.156877,474.967113,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,390a3c0d-34ac-49ef-86fd-b8eddc84e63a,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1448,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8892ad0b-588b-40d0-b22b-0e3d3c74233b,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:38:51.763589,2018-11-03 00:40:29.414657,97.651068,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,390a3c0d-34ac-49ef-86fd-b8eddc84e63a,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1448,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,35053147-e7dc-46cd-acc7-bcdeff4f3dc3,03ac71da-8cfe-4503-8ada-1422a7227e45,2018-11-03 00:47:43.344641,2018-11-03 00:50:17.069892,153.725251,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,390a3c0d-34ac-49ef-86fd-b8eddc84e63a,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1448,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b3348079-c0a9-4b2c-931b-5d4faf07366f,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:52:38.413247,2018-11-03 00:55:39.295789,180.882542,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,45383be5-c10f-4f75-b592-9a35d78f493d,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1445,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,3c5dea42-3c9a-4a7e-8d3f-e12c65c6e488,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:36:57.442526,2018-11-03 00:38:18.253540,80.811014,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,45383be5-c10f-4f75-b592-9a35d78f493d,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1445,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,092a82ad-f388-478b-abe2-23e41a56f9df,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:39:20.366816,2018-11-03 00:42:48.022664,207.655848,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,45383be5-c10f-4f75-b592-9a35d78f493d,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1445,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,d8b8e6bc-7645-492e-8f3e-aacc7e95dad4,03ac71da-8cfe-4503-8ada-1422a7227e45,2018-11-03 00:43:18.669569,2018-11-03 00:47:09.718972,231.049403,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,45383be5-c10f-4f75-b592-9a35d78f493d,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1445,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,6b536bc1-46a1-4bea-af94-a8ce521ca694,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-11-03 00:46:27.079691,2018-11-03 01:00:41.685194,854.605503,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,609641ec-9a44-49ef-b4b6-54d5e5ad6c8a,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1451,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,e58b6997-3639-4dd1-8153-09ddde888d7c,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:41:09.832831,2018-11-03 00:42:38.121833,88.289002,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,609641ec-9a44-49ef-b4b6-54d5e5ad6c8a,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1451,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,5f888f01-270d-47c9-9ce6-e707ba74a757,03ac71da-8cfe-4503-8ada-1422a7227e45,2018-11-03 00:51:57.988125,2018-11-03 00:54:04.316606,126.328481,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,609641ec-9a44-49ef-b4b6-54d5e5ad6c8a,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1451,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,6ee27816-dd9b-45b2-a125-372e2105f539,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:58:45.349000,2018-11-03 01:01:59.013991,193.664991,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,072df47b-75cd-4108-b468-d0242c8322e1,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1465,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,cfd38926-80e4-4638-a0a6-f3c6bed6f9c0,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:51:26.809203,2018-11-03 00:52:15.755280,48.946077,T1.Q1,It is an argument that is irrelevant to the main argument/s of the article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,db264344-de27-4bbc-bdad-58809df009b5,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1449,Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,79358238-f526-4de9-9829-8f399e2f5233,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:39:51.901475,2018-11-03 00:41:09.576023,77.674548,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,db264344-de27-4bbc-bdad-58809df009b5,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1449,Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,c2a54559-1784-486d-a9b3-7250e3141f74,03ac71da-8cfe-4503-8ada-1422a7227e45,2018-11-03 00:49:32.394156,2018-11-03 00:51:57.773657,145.379501,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,db264344-de27-4bbc-bdad-58809df009b5,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1449,Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,1c197255-64e3-4374-85de-4ca91e965b6e,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:54:51.085871,2018-11-03 00:58:45.090364,234.004493,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,cc392552-ef17-4a13-bfb9-f9ec1fbc0609,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1457,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,5f934e56-b2c5-47bf-92e5-c09f4e86f3db,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:45:00.260605,2018-11-03 00:47:09.787705,129.5271,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,39594f29-7475-4ade-975d-8dd7a96586b9,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1461,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,91dc712c-6f40-4710-a026-030a9b04001a,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:48:11.953447,2018-11-03 00:49:30.709862,78.756415,T1.Q1,It is an argument that is irrelevant to the main argument/s of the article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,26b7fd1a-1be1-4150-bab7-98931839d974,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1443,Demo2,100004,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,e59642f5-88f6-45d9-8752-cd87f3d99a80,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:35:06.393106,2018-11-03 00:36:57.194895,110.801789,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,26b7fd1a-1be1-4150-bab7-98931839d974,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1443,Demo2,100004,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,3eca498a-c5d4-4c59-a909-0a0b5d1102cf,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:35:27.284211,2018-11-03 00:39:19.753619,232.469408,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,26b7fd1a-1be1-4150-bab7-98931839d974,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1443,Demo2,100004,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,4896daf2-b54b-415a-83ed-c4549a3fe1cb,03ac71da-8cfe-4503-8ada-1422a7227e45,2018-11-03 00:35:48.206007,2018-11-03 00:43:18.313256,450.107249,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,26b7fd1a-1be1-4150-bab7-98931839d974,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1443,Demo2,100004,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,65d32f24-30a8-4572-8ed7-670766950b76,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-11-03 00:34:44.173611,2018-11-03 00:46:26.864397,702.690786,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,e273fcef-f5a5-40c0-bcc2-8f240ed3469e,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1467,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,56e86090-2057-4f27-a479-906cc08a5c8b,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:52:16.019572,2018-11-03 00:53:52.014633,95.995061,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,87f1cb9f-97c1-4392-bfb7-03eaf13918d9,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1466,Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,82f8f9b1-0072-4c4e-8dbb-72556cd01512,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:51:47.719386,2018-11-03 00:53:03.772720,76.053334,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,086c7c0a-40ad-479e-bee0-6896d4ec3d33,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1446,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,df7ce2cf-2acd-48db-a98a-f60271b9f63e,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:37:49.675654,2018-11-03 00:38:51.472979,61.797325,T1.Q1,It is the main argument of the entire article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,086c7c0a-40ad-479e-bee0-6896d4ec3d33,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1446,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e5979628-1d65-403f-b57f-c1d43bd76b79,03ac71da-8cfe-4503-8ada-1422a7227e45,2018-11-03 00:46:10.786710,2018-11-03 00:47:43.004807,92.218097,T1.Q1,It is one of a few arguments the author wants the audience to agree with
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,086c7c0a-40ad-479e-bee0-6896d4ec3d33,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1446,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,597977ff-21b1-4d3e-b47d-20877764ee84,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:41:07.589940,2018-11-03 00:52:38.201383,690.611443,T1.Q1,It is an argument that successfully contradicts the author's main argument (intentionally or not)
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,20351b47-0f7a-441a-920b-905854416942,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1463,Demo2,100002,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,6e829b65-b086-4b47-abae-f1941d60844b,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:49:30.960731,2018-11-03 00:51:26.569224,115.608493,T1.Q1,It is an argument that is irrelevant to the main argument/s of the article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,fc0539f4-75ea-41af-b43c-2029d22d022d,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1442,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,f99a709e-a017-4ebf-9d9d-07b3fc1bf9db,47f10cb0-4a56-4b77-ba40-5414b1332642,2018-11-03 00:35:06.249301,2018-11-03 00:36:16.977629,70.728328,T1.Q1,It is an argument that is irrelevant to the main argument/s of the article
Pilot_ArgumentRelevance_2018_10_17,47b27e8c2e7489ef172533c4086749751761ab785f6fe1e9536228cd6df2d2ce,fc0539f4-75ea-41af-b43c-2029d22d022d,https://pe.goodlylabs.org/project/Demo3dhArgRel3/task/1442,Demo2,100001,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,400ba717-d316-4bc6-872a-2336e1525a01,e0834165-64cc-41e5-994f-9be97a16ef93,2018-11-03 00:35:27.178817,2018-11-03 00:37:13.014412,105.835595,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
