,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
35,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,cfecc271-3fc7-4fde-be29-ae3c743c2826,9f78d683-97cf-4a2b-9fe4-7c7e85039cca,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,14,56e0c4d7-467d-4eb9-b459-206a80f8191e,ordinal,7,0.8883664413454764,0.8883664413454764,[],,,0.8883664413454764,5,10,,"How confident are you about your answers, on the whole?",7,True
9,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,0f21a204-85a9-497a-89d5-3d65cfd95c75,f515fa73-0314-4e8a-b6cf-6642655c42d4,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.8308796657650243,0.8308796657650243,[],,,0.8308796657650243,5,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
29,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,cfecc271-3fc7-4fde-be29-ae3c743c2826,9f78d683-97cf-4a2b-9fe4-7c7e85039cca,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,0,ordinal,M,0.6149321633158761,0.6149321633158761,M,M,M,0.30746608165793804,5,3,M,Does the text make any claims with great confidence? Highlight the relevant part.,M,True
7,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,0f21a204-85a9-497a-89d5-3d65cfd95c75,f515fa73-0314-4e8a-b6cf-6642655c42d4,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,69f3fb88-edd7-4c01-bd2c-b165743c682e,ordinal,3,0.981345411102332,0.981345411102332,[],,,0.981345411102332,5,3,,Does the text make any claims with great confidence? Highlight the relevant part.,No,True
22,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,538be16d-6f08-44ce-bf72-36583c4e528f,99182ea4-a87a-4339-b3ac-bc29f260ab22,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,0,ordinal,M,0.6149321633158761,0.6149321633158761,M,M,M,0.30746608165793804,5,3,M,Does the text make any claims with great confidence? Highlight the relevant part.,M,True
24,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,538be16d-6f08-44ce-bf72-36583c4e528f,99182ea4-a87a-4339-b3ac-bc29f260ab22,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.8308796657650243,0.8308796657650243,[],,,0.8308796657650243,5,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
10,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,0f21a204-85a9-497a-89d5-3d65cfd95c75,f515fa73-0314-4e8a-b6cf-6642655c42d4,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,6,8ab7ae5b-336c-4c31-b76e-faa490dd9bf7,ordinal,1,1.0,1.0,[],,,1.0,5,3,,Are any numbers given?,No,True
31,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,cfecc271-3fc7-4fde-be29-ae3c743c2826,9f78d683-97cf-4a2b-9fe4-7c7e85039cca,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,1.0,1.0,[],,,1.0,5,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
6,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,14,9ee3d72c-5c95-40a6-9663-afcd156bcdc1,ordinal,8,1.0,1.0,[],,,1.0,3,10,,"How confident are you about your answers, on the whole?",8,True
5,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,13,7d051d42-19a7-4637-8bd8-47c25293e868,ordinal,2,1.0,1.0,[],,,1.0,3,10,,"How difficult was this task for you, on the whole?",2,True
0,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,69f3fb88-edd7-4c01-bd2c-b165743c682e,ordinal,3,0.9740917395500914,0.9740917395500914,[],,,0.9740917395500914,3,3,,Does the text make any claims with great confidence? Highlight the relevant part.,No,True
2,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9871114450218768,0.9871114450218768,[],,,0.9871114450218768,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
3,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,6,8ab7ae5b-336c-4c31-b76e-faa490dd9bf7,ordinal,1,1.0,1.0,[],,,1.0,3,3,,Are any numbers given?,No,True
4,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,4ddafbb5-c56e-470f-85e5-88fa5f09e311,ordinal,4,0.8286346099994961,0.8286346099994961,[],,,0.8286346099994961,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",True
19,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,11,4ddafbb5-c56e-470f-85e5-88fa5f09e311,ordinal,4,1.0,1.0,[],,,1.0,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",True
20,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,13,420a5e13-81e2-45e1-a99e-86d9417d78b3,ordinal,3,0.9342150418290642,0.9342150418290642,[],,,0.9342150418290642,3,10,,"How difficult was this task for you, on the whole?",3,True
17,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,5,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9740917395500914,0.9740917395500914,[],,,0.9740917395500914,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
18,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,6,8ab7ae5b-336c-4c31-b76e-faa490dd9bf7,ordinal,1,1.0,1.0,[],,,1.0,3,3,,Are any numbers given?,No,True
21,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,14,56e0c4d7-467d-4eb9-b459-206a80f8191e,ordinal,7,0.9342150418290642,0.9342150418290642,[],,,0.9342150418290642,3,10,,"How confident are you about your answers, on the whole?",7,True
15,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1,69f3fb88-edd7-4c01-bd2c-b165743c682e,ordinal,3,0.9871114450218768,0.9871114450218768,[],,,0.9871114450218768,3,3,,Does the text make any claims with great confidence? Highlight the relevant part.,No,True
