article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2877bb09-0a7a-4cfc-ae68-291ce2e9b74d,checklist,9,0.0,1.0,[],NA,NA,0.0,6,11,NA,What type of article is this?,Science News
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,d12884e3-65d5-41f5-9abc-18ac8b6af3e5,checklist,10,0.0,1.0,[],NA,NA,0.0,6,11,NA,What type of article is this?,Celebrity Gossip
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,44e4dd8c-f44f-4837-b45b-a677af281019,checklist,11,0.16666666666666666,0.8333333333333334,[],NA,NA,0.16666666666666666,6,11,NA,What type of article is this?,Other/Can't tell
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,26b004af-e376-4fdd-9f14-ad01e1bd8511,checklist,1,0.8,0.19999999999999996,[],NA,NA,0.8,5,5,NA,What type of news article is it?,Neutral description of a recent or ongoing event
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,bdfcfa4c-edbe-42b5-931c-c5c499fba2e0,checklist,2,0.6,0.4,"[, , , 1, , , , 2, , , , 3, ..., 1819, 1820, 1821]",-0.0800474355173435,-0.0800474355173435,0.25997628224132824,5,5,"000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Kanye West and his choir performed at Lakewood Church in Houston on Sunday night000000000000000000000000000000000000000000000000000000000000000000000000000000Kanye West attended two services at Lakewood Church on Sunday. The first was a question and answer segment during Lakewood's Sunday morning service and the second was West's ""Jesus is King: Sunday Service Experience000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000Osteen said he invited West because the rapper reaches people that church normally can’t0000We traveled all the way from College Station00000000000000000000000000000I’m actually really surprised by the mayhem. I thought people had written Kanye off. I was surprised to see so much support for him tonight0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",What type of news article is it?,"Report of what some person, body, or group said"
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,cdb7b990-476b-463f-b9c9-bff2a4f68949,checklist,3,0.0,1.0,[],NA,NA,0.0,5,5,NA,What type of news article is it?,Evaluation of a recent or ongoing event
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,6572c136-a566-40f7-9578-86bc864fa3a7,checklist,4,0.0,1.0,[],NA,NA,0.0,5,5,NA,What type of news article is it?,Proposed explanation of a phenomenon
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,892642c0-eb61-4a62-ad72-3e6ccddce406,checklist,5,0.0,1.0,[],NA,NA,0.0,5,5,NA,What type of news article is it?,Other
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,6,d7210ff0-aa4a-4d74-8682-4816668dfabc,ordinal,1,1.0,1.0,[],NA,NA,1.0,6,5,NA,Does the title match the text?,"Yes, without exaggeration"
100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,7,d14e4a43-d4ff-4424-9b0a-c5a903b3d0fe,ordinal,3,0.9154029319602457,0.9154029319602457,[],NA,NA,0.9154029319602457,6,5,NA,To what extent do you agree with the central claim of the article (regardless of the quality of this particular article)?,Neither Agree nor Disagree
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,1,fd896075-0043-4e55-8804-4d26c9f1a448,ordinal,3,0.8712287620450551,0.8712287620450551,[],NA,NA,0.8712287620450551,5,5,NA,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",Somewhat credible
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,2,0ca38e4b-7559-4aa7-ab44-868f49244d12,ordinal,2,0.625379026507187,0.625379026507187,[],NA,NA,0.625379026507187,5,5,NA,"Given everything you know about the world, how *biased* does the article seem to you, overall?",Very biased
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,e517992b-dfb3-4b01-8034-fdedbd2a883f,checklist,1,0.6,0.4,[],NA,NA,0.6,5,11,NA,What type of article is this?,News report
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,b1689186-39bb-4cc3-80b6-859d4bf0d371,checklist,2,0.2,0.8,[],NA,NA,0.2,5,11,NA,What type of article is this?,Feature article/In depth analysis
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2f47d547-9431-4fe3-8d43-631d64acb0af,checklist,3,0.2,0.8,[],NA,NA,0.2,5,11,NA,What type of article is this?,Opinion piece/Editorial/Op Ed
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,8a734c5c-a493-4780-88cd-558d6b1282da,checklist,4,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Sponsored piece
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2990b2dd-ba55-4748-b594-e38f0c820947,checklist,5,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Letter to the Editor
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0cd2d035-57f4-44da-ac37-64e57e6ae82f,checklist,6,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Interview
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0c2ec9f5-ed1d-41af-986a-2986ccf1e791,checklist,7,0.2,0.8,[],NA,NA,0.2,5,11,NA,What type of article is this?,Hyper-Partisan
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,a44bbc54-31e6-450f-8abc-67b40add9f93,checklist,8,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Health News
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2877bb09-0a7a-4cfc-ae68-291ce2e9b74d,checklist,9,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Science News
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,d12884e3-65d5-41f5-9abc-18ac8b6af3e5,checklist,10,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Celebrity Gossip
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,44e4dd8c-f44f-4837-b45b-a677af281019,checklist,11,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Other/Can't tell
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,26b004af-e376-4fdd-9f14-ad01e1bd8511,checklist,1,0.6666666666666666,0.33333333333333337,[],NA,NA,0.6666666666666666,3,5,NA,What type of news article is it?,Neutral description of a recent or ongoing event
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,bdfcfa4c-edbe-42b5-931c-c5c499fba2e0,checklist,2,0.3333333333333333,0.6666666666666667,[],NA,NA,0.3333333333333333,3,5,NA,What type of news article is it?,"Report of what some person, body, or group said"
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,cdb7b990-476b-463f-b9c9-bff2a4f68949,checklist,3,0.3333333333333333,0.6666666666666667,[],NA,NA,0.3333333333333333,3,5,NA,What type of news article is it?,Evaluation of a recent or ongoing event
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,6572c136-a566-40f7-9578-86bc864fa3a7,checklist,4,0.0,1.0,[],NA,NA,0.0,3,5,NA,What type of news article is it?,Proposed explanation of a phenomenon
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,892642c0-eb61-4a62-ad72-3e6ccddce406,checklist,5,0.0,1.0,[],NA,NA,0.0,3,5,NA,What type of news article is it?,Other
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,6,d7210ff0-aa4a-4d74-8682-4816668dfabc,ordinal,1,0.854053631314402,0.854053631314402,[],NA,NA,0.854053631314402,5,5,NA,Does the title match the text?,"Yes, without exaggeration"
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,7,cbb290c4-6e60-4696-9d07-8ff3b6a91e2f,ordinal,2,0.7705001729075187,0.7705001729075187,[],NA,NA,0.7705001729075187,5,5,NA,To what extent do you agree with the central claim of the article (regardless of the quality of this particular article)?,Somewhat Agree
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,1,1e093ed3-0216-4000-b1f5-a4424fe5c309,ordinal,5,0.6507708003026929,0.6507708003026929,[],NA,NA,0.6507708003026929,5,5,NA,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",Not at all credible
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,2,0ca38e4b-7559-4aa7-ab44-868f49244d12,ordinal,2,0.6907052692699656,0.6907052692699656,[],NA,NA,0.6907052692699656,5,5,NA,"Given everything you know about the world, how *biased* does the article seem to you, overall?",Very biased
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,e517992b-dfb3-4b01-8034-fdedbd2a883f,checklist,1,0.4,0.6,[],NA,NA,0.4,5,11,NA,What type of article is this?,News report
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,b1689186-39bb-4cc3-80b6-859d4bf0d371,checklist,2,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Feature article/In depth analysis
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2f47d547-9431-4fe3-8d43-631d64acb0af,checklist,3,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Opinion piece/Editorial/Op Ed
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,8a734c5c-a493-4780-88cd-558d6b1282da,checklist,4,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Sponsored piece
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2990b2dd-ba55-4748-b594-e38f0c820947,checklist,5,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Letter to the Editor
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0cd2d035-57f4-44da-ac37-64e57e6ae82f,checklist,6,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Interview
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0c2ec9f5-ed1d-41af-986a-2986ccf1e791,checklist,7,0.4,0.6,[],NA,NA,0.4,5,11,NA,What type of article is this?,Hyper-Partisan
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,a44bbc54-31e6-450f-8abc-67b40add9f93,checklist,8,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Health News
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2877bb09-0a7a-4cfc-ae68-291ce2e9b74d,checklist,9,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Science News
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,d12884e3-65d5-41f5-9abc-18ac8b6af3e5,checklist,10,0.8,0.19999999999999996,"[, , , 1, , , , 2, , , , 3, ..., 3467, 3468, 3469]",-0.014028934677772886,-0.014028934677772886,0.3929855326611136,5,11,000000Doctor Tells CNN Trump’s Walter Reed Medical Visit Was Fishy0000000000000000000000000000000000000000000000000000There has been speculation for awhile regarding Mr. Trump’s physical health due to the fact that he is obese and seems to live on a fast food diet0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,What type of article is this?,Celebrity Gossip
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,44e4dd8c-f44f-4837-b45b-a677af281019,checklist,11,0.0,1.0,[],NA,NA,0.0,5,11,NA,What type of article is this?,Other/Can't tell
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,26b004af-e376-4fdd-9f14-ad01e1bd8511,checklist,1,0.0,1.0,[],NA,NA,0.0,2,5,NA,What type of news article is it?,Neutral description of a recent or ongoing event
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,bdfcfa4c-edbe-42b5-931c-c5c499fba2e0,checklist,2,0.5,0.5,[],NA,NA,0.5,2,5,NA,What type of news article is it?,"Report of what some person, body, or group said"
100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,nan,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,4,cdb7b990-476b-463f-b9c9-bff2a4f68949,checklist,3,0.5,0.5,[],NA,NA,0.5,2,5,NA,What type of news article is it?,Evaluation of a recent or ongoing event
