highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,task_uuid,task_redundancy,taskrun_count,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,224c53b9-6263-472e-ae21-9974c261e50c,Probability_2018_09_04,Probability,1,265,307,"certainly unlikely, and perhaps impossible",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,224c53b9-6263-472e-ae21-9974c261e50c,Probability_2018_09_04,Probability,1,200,225,"implies that\u2019s definitely",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,224c53b9-6263-472e-ae21-9974c261e50c,Probability_2018_09_04,Probability,1,1197,1224,perhaps the highest-profile,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,224c53b9-6263-472e-ae21-9974c261e50c,Probability_2018_09_04,Probability,1,1197,1224,perhaps the highest-profile,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,52c85862-d05b-406b-bbc8-0c379ff16d31,Probability_2018_09_04,Probability,2,423,599,The study reveals a 30% greater chance that ice sheets of more than 100 square kilometers will break off of continental glaciers than ones that are 10 square kilometers or less,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,072f6ad6-6f9b-4dbe-ab5b-89b2e670de2e,Probability_2018_09_04,Probability,3,883,990,the highly-speculative nature of the simulation has some other scientists questioning the model assumptions,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,2fb452f3-ae88-4260-85dd-24b5da4e87cc,Probability_2018_09_04,Probability,4,1333,1340,so rare,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,2fb452f3-ae88-4260-85dd-24b5da4e87cc,Probability_2018_09_04,Probability,4,1537,1623,"this study is an extrapolation, on top of an extrapolation, on top of an extrapolation",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,c32b54d6-0d84-4948-b167-ea584abb5386,Probability_2018_09_04,Probability,5,1998,2098,"every simulation should be taken seriously, even if its conclusions call for a modicum of skepticism",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,623f2843-1701-40b3-82af-71fec794c112,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-19 22:42:50.829075,2019-03-19 23:53:01.186977,4210.357902,cdc15759-033f-4fa6-9cac-309281b55aac,Probability_2018_09_04,Probability,6,2138,2147,no chance,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,c6b096c8-9071-42f2-b4a9-ffb0a5bb5757,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-28 00:16:05.904457,2019-03-28 00:25:43.278675,577.374218,7103e712-2b80-49c8-96f4-b54f5315e32b,Language_2018_08_21,Language,1,265,307,"certainly unlikely, and perhaps impossible",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,c6b096c8-9071-42f2-b4a9-ffb0a5bb5757,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-28 00:16:05.904457,2019-03-28 00:25:43.278675,577.374218,7103e712-2b80-49c8-96f4-b54f5315e32b,Language_2018_08_21,Language,1,215,225,definitely,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,c6b096c8-9071-42f2-b4a9-ffb0a5bb5757,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-28 00:16:05.904457,2019-03-28 00:25:43.278675,577.374218,7103e712-2b80-49c8-96f4-b54f5315e32b,Language_2018_08_21,Language,1,1900,1918,somewhat falsified,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,c6b096c8-9071-42f2-b4a9-ffb0a5bb5757,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-28 00:16:05.904457,2019-03-28 00:25:43.278675,577.374218,4f29f9ad-9f6c-43e4-9125-8c2588afc8e9,Language_2018_08_21,Language,2,773,776,the,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,c6b096c8-9071-42f2-b4a9-ffb0a5bb5757,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-28 00:16:05.904457,2019-03-28 00:25:43.278675,577.374218,31b40fd6-6cc1-4373-8ab3-b0e5aa21fa2a,Language_2018_08_21,Language,3,887,905,highly-speculative,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,f1ded9e6-6efc-4c88-a83b-75c765011c5d,21,8,c6b096c8-9071-42f2-b4a9-ffb0a5bb5757,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-28 00:16:05.904457,2019-03-28 00:25:43.278675,577.374218,31b40fd6-6cc1-4373-8ab3-b0e5aa21fa2a,Language_2018_08_21,Language,3,1241,1250,dismissed,2681
