,20.11.2019 10:35,Unnamed: 0,answer_uuid,article_batch_name,article_filename,article_number,article_sha256,article_text_length,case_number,end_pos,ericwimsatt,ericwimsatt-ThinkPad-T440s,extra,file:///home/ericwimsatt/.config/libreoffice/4;,highlight_count,namespace,start_pos,target_text,task_uuid,topic_name,tua_batch_final,tua_batch_name,tua_batch_uuid,tua_group_name,tua_group_uuid,tua_uuid
34,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,6.0,4488.0,,,{},,1.0,NYU_Form,4145.0,"THE PRESIDENT CAN\u2019T HAVE IT BOTH WAYS \u2014 HE CAN\u2019T BOTH PREVENT US FROM GETTING EVIDENCE ON THESE SERIOUS UNDERLYING CRIMES, OR POTENTIAL CRIMES, THIS SERIOUS BREACH OF HIS OATH OF OFFICE, AND AT THE SAME TIME OBSTRUCT OUR INVESTIGATION. EVEN AS HE TRIES TO WEAKEN OUR ABILITY TO GET FACTS ON ONE, HE\u2019S GOING TO STRENGTHEN THE FACTS ON THE OTHER",53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c8cb019b-b96e-48f4-9fe7-32ebdd60a79f
33,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,5.0,4099.0,,,{},,1.0,NYU_Form,3567.0,"JUST THE LATEST ATTEMPT BY DEMOCRATS TO \u201cGO DOWN THIS ROAD OF IMPEACHMENT, REGARDLESS OF THE FACTS.\n\n\u2018THE CHAIRMAN SAID A LOT OF THINGS, MADE A LOT OF BASELESS ACCUSATIONS. CHAIRMAN SCHIFF WAS THE ONE WHO FOR TWO YEARS WAS RUNNING AROUND SAYING HE HAD MORE THAN CIRCUMSTANTIAL EVIDENCE THAT PRESIDENT TRUMP COLLUDED WITH RUSSIA ON THE MUELLER INVESTIGATION. AND THAT TURNED OUT NOT TO BE TRUE. THE FRAMERS DID NOT PUT THE POWER OF IMPEACHMENT IN THE CONSTITUTION SO THAT YOU CAN STOP SOMEBODY FROM BEING ELECTED WHO WAS DULY ELECTED",53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,3305c53e-fa84-4b24-980c-660281ef45aa
30,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,2.0,2774.0,,,{},,2.0,NYU_Form,1960.0,"the president\u2019s behavior was \u201cso egregious\u201d the Democratic House had no choice but to formalize the opening the impeachment inquiry. The reason for the hearings was due to:\n\n\u2018\u2026THE PRESIDENT USING THE POWER OF HIS OFFICE TO COERCE A FOREIGN NATION INTO HELPING HIS PRESIDENTIAL CAMPAIGN.\u2019\n\nIt appeared that the president wanted the young democracy to find or create some dirt on the man that Trump saw as his top contender in the race for president in the 2020 presidential election, former vice president Joe Biden:\n\n\u2018THE GRAVAMEN OF THE OFFENSE HERE IS THE PRESIDENT USING THE POWER OF HIS OFFICE TO COERCE A FOREIGN NATION INTO HELPING HIS PRESIDENTIAL CAMPAIGN TO ONCE AGAIN INTERFERE IN OUR ELECTION, AND AT THE SAME TIME WITHHOLDING FOREIGN AID THAT COUNTRY SO DESPERATELY NEEDS TO FIGHT OFF WHO? THE RUSSIANS",53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,43d24685-317f-43e7-b51f-4ead829b704e
31,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,2.0,3112.0,,,{},,2.0,NYU_Form,2946.0,the whistleblower alleged:\n\n\u2018[TRUMP WAS] PRESSURING A FOREIGN COUNTRY TO INVESTIGATE ONE OF THE PRESIDENT\u2019S MAIN DOMESTIC POLITICAL RIVALS [WHEN HE FROZE MILITARY AID,53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,43d24685-317f-43e7-b51f-4ead829b704e
32,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,4.0,3474.0,,,{},,1.0,NYU_Form,3248.0,PRESIDENT TRUMP WAS LOOKING INTO THE 2016 COLLUSION AND INTERFERENCE THAT RUSSIA HAD WHEN BARACK OBAMA WAS PRESIDENT. WE ALL KNOW THAT HAPPENED UNDER BARACK OBAMA\u2019S WATCH. I\u2019M GLAD TRUMP CONTINUES TO LOOK INTO THE INTERFERENCE,53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,2a6147dd-c46f-4dd9-be4b-881ac3f0d69e
28,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,1.0,970.0,,,{},,2.0,NYU_Form,778.0,Congress had been considering Trump\u2019s calls with Russia\u2019s President Vladimir Putin along with other world leaders. These may have also been hidden in the top-secret stand-alone computer system,53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,14853f9a-c7a7-4f96-af3f-8be7ffe477b4
29,,,,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,CongressAnnouncesSeizureOfTrump.txt,100031.0,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491.0,1.0,1934.0,,,{},,2.0,NYU_Form,1478.0,"SEE WHETHER, IN THE CONVERSATIONS WITH OTHER WORLD LEADERS AND, IN PARTICULAR, WITH PUTIN, THAT THE PRESIDENT WAS ALSO UNDERMINING OUR SECURITY IN A WAY THAT HE THOUGHT WOULD PERSONALLY BENEFIT HIS CAMPAIGN. IF THOSE CONVERSATIONS WITH PUTIN OR WITH OTHER WORLD LEADERS ARE SEQUESTERED IN THAT SAME ELECTRONIC FILE THAT IS MEANT FOR COVERT ACTION, NOT MEANT FOR THIS, IF THERE\u2019S AN EFFORT TO HIDE THOSE AND COVER THOSE UP, YES, WE\u2019RE DETERMINED TO FIND OUT",53944af0-7d56-4da7-830a-69bad263ef47,Arguments,True,Adjudicator nick task 1791 article number 100031,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,14853f9a-c7a7-4f96-af3f-8be7ffe477b4
67,,,,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,TIFinallyExplainsWhyHe.txt,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202.0,1.0,1266.0,,,{},,3.0,NYU_Form,334.0,"rapper T.I. has come out with some shocking accusations related to pastors participating in the event.\n\nAccording to T.I., pastor Jamal Bryant has been trying to exploit the situation created by Kanye, attempting to take the money of various wealthy guests attending the event on a regular basis.\n\nT.I. explained that he arrived at the church to support Kanye in his endeavors. Instead, he was almost immediately targeted as a potential cash cow, something which left him with a very unpleasant impression of the whole experience.\n\nHe added that Bryant took it upon himself to increase the offering, and changed the agenda completely at some point, trying to extort a lot of money out of T.I. and apparently other prominent figures at the event.\n\nIn the end, T.I. went as far as to say that he was disappointed for taking his time to attend, as his interaction with the pastor ruined the whole performance delivered by Kanye for him",8ee4618c-f1c1-480c-8b23-db1e2d22103c,Arguments,True,Adjudicator nick task 1792 article number 100032,33df6629-73b1-499e-8255-1f3118c62a3d,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,d14055e7-9184-4159-ab13-b1460e827aa2
68,,,,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,TIFinallyExplainsWhyHe.txt,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202.0,1.0,1564.0,,,{},,3.0,NYU_Form,1444.0,"ve been raised in the trenches, and I was taught to peep game. You ain\u2019t finna run no game on me. I will not be extorted",8ee4618c-f1c1-480c-8b23-db1e2d22103c,Arguments,True,Adjudicator nick task 1792 article number 100032,33df6629-73b1-499e-8255-1f3118c62a3d,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,d14055e7-9184-4159-ab13-b1460e827aa2
69,,,,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,TIFinallyExplainsWhyHe.txt,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202.0,1.0,1443.0,,,{},,3.0,NYU_Form,1432.0,It\u2019s just I,8ee4618c-f1c1-480c-8b23-db1e2d22103c,Arguments,True,Adjudicator nick task 1792 article number 100032,33df6629-73b1-499e-8255-1f3118c62a3d,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,d14055e7-9184-4159-ab13-b1460e827aa2
71,,,,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,TIFinallyExplainsWhyHe.txt,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202.0,3.0,3166.0,,,{},,1.0,NYU_Form,2526.0,"don\u2019t want Sunday to be used as further ammunition as to why people don\u2019t go to church without them knowing at this same church we gave 5000 pairs of new back to school shoes to kids of #Atlanta, or that we spearheaded 9 million campaign to support @bennett_college , or that we bailed out nonviolent offenders or that we partnered with @delta to send 4 cargo to #Bahamas for hurricane release or that we\u2019ve partnered with @_hamptonu to place 95 displaced students or that we fed the furloughed workers for two weeks while the government was shut down or that we went into housing projects to feed kids of #dekalb county during spring break",8ee4618c-f1c1-480c-8b23-db1e2d22103c,Arguments,True,Adjudicator nick task 1792 article number 100032,33df6629-73b1-499e-8255-1f3118c62a3d,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c39fa510-7f68-4f8b-bad0-02c494c59bb4
70,,,,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,TIFinallyExplainsWhyHe.txt,100032.0,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202.0,2.0,1943.0,,,{},,1.0,NYU_Form,1657.0,"he was not trying to grab anyone\u2019s money \u2013\u2013 but he did expect black people to stand up for each other, and even took a jab at the podcast by T.I., referencing it by name in his statement.\n\nHe finished his post by stating he was more interested in a person\u2019s life than their life savings",8ee4618c-f1c1-480c-8b23-db1e2d22103c,Arguments,True,Adjudicator nick task 1792 article number 100032,33df6629-73b1-499e-8255-1f3118c62a3d,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,f0ee1f13-8f59-4740-afd4-7594d5739099
113,,,,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,RogerStoneTrialEndsRick.txt,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442.0,1.0,1789.0,,,{},,1.0,NYU_Form,1595.0,"The Very Stable Genius with a better memory than anyone else left himself just enough wiggle room to sidle out of direct perjury. Those ""do not recall"" disclaimers will save him, more's the pity",fcccfcd4-62aa-4d4c-a22d-63b2c20bd99a,Arguments,True,Adjudicator nick task 1895 article number 100033,e4f72cac-1e5d-4313-b955-ff2f4267e576,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,74861b34-0c82-41fe-9315-a4a57f4bd51e
114,,,,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,RogerStoneTrialEndsRick.txt,100033.0,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442.0,2.0,1523.0,,,{},,1.0,NYU_Form,274.0,"On Tuesday, the prosecution rested in the Roger Stone trial after putting on one final witness: Rick Gates, former partner with Paul Manafort, consultant to the Trump campaign through the inaugural, and witness to the fact that Donald Trump was in on the Wikileaks dump before they made the emails public.\n\nRick Gates, who served as Trump\u2019s deputy campaign chairman, testified Tuesday that Stone began discussing Clinton leaks with the campaign in April 2016 and that from May onward Gates understood Stone to be the campaign\u2019s intermediary with WikiLeaks. By July 2016, Gates testified, Trump campaign chairman Paul Manafort said he was updating Trump and others regularly and directed Gates to keep following up with Stone. After Trump ended one phone call from Stone at the end of that month, Gates testified, the future president said to Gates that \u201cmore information would be coming.\u201d\n\nOh, my, my, my. As Rachel Maddow points out in the segment above, Donald Trump said something completely different in his written responses to Robert Mueller. \u201cI do not recall discussing WikiLeaks with him,\u201d Trump wrote under penalty of perjury. \u201cNor do I recall being aware of Mr. Stone having discussed WikiLeaks with individuals associated with my campaign",fcccfcd4-62aa-4d4c-a22d-63b2c20bd99a,Arguments,True,Adjudicator nick task 1895 article number 100033,e4f72cac-1e5d-4313-b955-ff2f4267e576,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,b1d6460c-e774-4fe6-a612-07551217e8ed
76,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,835.0,,,{},,8.0,NYU_Form,130.0,"NBC, ABC and CBS News have all now appeared to run cover for some of the world\u2019s most powerful rape rings, allegedly killing stories and firing employees who tried to expose the outlets.\n\nAs three of America\u2019s biggest networks, these outlets have each become embroiled in controversy in 2019 following multiple separate reports that they have played a part in covering up some of the world\u2019s most powerful rape and pedophile rings.\n\nThe allegations range from killing entire stories outing disgraced movie mogul Harvey Weinstein, shutting down an interview detailing accusations against alleged child sex-trafficker Jeffrey Epstein and firing an employee who might have tried to hold an outlet responsible",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
77,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,1334.0,,,{},,8.0,NYU_Form,967.0,"First, investigative reporter Ronan Farrow came out with a book on Oct. 15 titled \u201cCatch and Kill: Lies, Spies and a Conspiracy to Protect Predators.\u201d The book accused NBC News of covering up Farrow\u2019s story about the sexual assault allegations surrounding now-disgraced movie mogul Harvey Weinstein. It is based on Farrow\u2019s article published in The New Yorker in 2017",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
78,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,4014.0,,,{},,8.0,NYU_Form,3547.0,"The outlet also received pushback for refusing to allow an outside investigation into NBC News following the allegations. Journalist Megyn Kelly went after NBC News on Oct. 16, saying the network should \u201cshow us the money\u201d and come clean about any and all agreements made to former staffers. She added that there \u201cneeds to be an outside investigation into\u201d the network, mentioning that several other outlets with allegations of scandals have done the same in the past",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
79,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,4586.0,,,{},,8.0,NYU_Form,4241.0,"Just a few months later, ABC News was accused of killing a story about the late alleged child sex-trafficker Jeffrey Epstein after Project Veritas released a video of anchor Amy Robach complaining about the network. Robach was caught on camera saying ABC killed her interview with Epstein accuser Virginia Roberts Giuffre, according to the video",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
80,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,5002.0,,,{},,8.0,NYU_Form,4592.0,"ve had this story for three years,\u201d Robach said in the unearthed video. \u201cI tried for three years to get it on to no avail, and now it\u2019s all coming out and it\u2019s like these new revelations. And I freaking had all of it. I\u2019m so pissed right now.\u201d\n\nThe anchor said Buckingham Palace threatened ABC News after finding out Prince Andrew was a part of the story and added that she \u201chad all of\u201d the reporting years ago",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
81,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,5924.0,,,{},,8.0,NYU_Form,5809.0,This statement came after she said she \u201chad all of it\u201d and knew of the allegations against Epstein for \u201cthree years,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
82,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,6633.0,,,{},,8.0,NYU_Form,6481.0,CBS News is the latest to appear to have run cover for a huge rape ring when it allegedly fired a former ABC employee Wednesday who had access to Robach,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
83,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,1.0,6921.0,,,{},,8.0,NYU_Form,6709.0,"The employee who reportedly accessed the tape moved on to a job at CBS News, anonymous sources told Ali. CBS fired that employee, a woman, Wednesday after ABC executives notified CBS of the situation, a TV source",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,c9fdc229-d861-4482-926b-33950c13eec6
90,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,3.0,2313.0,,,{},,4.0,NYU_Form,2221.0,Two sources familiar with the matter tell me that CBS News has fired the staffer in question,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a2b994d7-ab11-4377-b441-711b852fd98a
91,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,3.0,1835.0,,,{},,4.0,NYU_Form,1763.0,ABC News has confirmed they're conducting an investigation into the leak,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a2b994d7-ab11-4377-b441-711b852fd98a
92,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,3.0,6127.0,,,{},,4.0,NYU_Form,6075.0,The outlet is now investigating who leaked the video,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a2b994d7-ab11-4377-b441-711b852fd98a
93,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,3.0,6342.0,,,{},,4.0,NYU_Form,6193.0,"We take violations of company policy very seriously, and we\u2019re pursuing all avenues to determine the source of the leak,\u201d a spokesperson for ABC News",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,a2b994d7-ab11-4377-b441-711b852fd98a
84,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,2.0,1462.0,,,{},,6.0,NYU_Form,1336.0,"He was allowed to publish his story in The New Yorker while still working at NBC News, the outlet said in a previous statement",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,705c8a35-a46f-45e9-b786-a845b4593c1d
85,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,2.0,2785.0,,,{},,6.0,NYU_Form,2734.0,NBC News denied killing the story to protect itself,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,705c8a35-a46f-45e9-b786-a845b4593c1d
86,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,2.0,3073.0,,,{},,6.0,NYU_Form,2958.0,NBC News agreeing to release former employees who had made sexual assault accusations against people at the network,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,705c8a35-a46f-45e9-b786-a845b4593c1d
87,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,2.0,3487.0,,,{},,6.0,NYU_Form,3184.0,"Any former NBC News employee who believes that they cannot disclose their experience with sexual harassment as a result of a confidentiality or non-disparagement provision in their separation agreement should contact NBCUniversal and we will release them from that perceived obligation,\u201d an NBCUniversal",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,705c8a35-a46f-45e9-b786-a845b4593c1d
88,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,2.0,5520.0,,,{},,6.0,NYU_Form,5004.0,"ABC News denied this, saying in a statement that it has \u201cnever stopped investigating the story.\u201d They added that it has employed a team to uncover the truth about Epstein, whom authorities arrested on accusations of child sex-trafficking in July.\n\nThe network said it plans to release extensive reports on Epstein in the new year. Robach also walked back her on-camera remarks, releasing a statement echoing the network\u2019s comments. She attributed to her previous accusations as being \u201ca private moment of frustration",7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,705c8a35-a46f-45e9-b786-a845b4593c1d
89,,,,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,NBCABCAndCBSAppear.txt,100034.0,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001.0,2.0,5806.0,,,{},,6.0,NYU_Form,5642.0,Robach added that ABC didn\u2019t run the interview \u201cbecause we could not obtain sufficient corroborating evidence to meet ABC\u2019s editorial standard about her allegations,7f300d46-59df-400f-b0ba-6727bc45292f,Arguments,True,Adjudicator nick task 1896 article number 100034,f017526a-ec44-487a-8980-d4e0436432a7,NYU_Form.adjudicated,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,705c8a35-a46f-45e9-b786-a845b4593c1d
