,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
4,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,85c4a58f-ed38-42d2-9f46-ebffff46fed2,Adjudicator nick task 1788 article number 100028,True,a9bae9b6-6b98-4423-ae0f-88f1dda23b05,4ae0e754-1bf1-46df-9c2a-18c1738219e8,NYU_Form,Arguments,3,,{},4,6320,6410,Giuliani quickly raised the issue of the Ukrainian gas company that had hired Hunter Biden
5,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,85c4a58f-ed38-42d2-9f46-ebffff46fed2,Adjudicator nick task 1788 article number 100028,True,a9bae9b6-6b98-4423-ae0f-88f1dda23b05,4ae0e754-1bf1-46df-9c2a-18c1738219e8,NYU_Form,Arguments,3,,{},4,1431,1626,Lutsenko said he met Giuliani twice in person and had numerous conversations with him on the phone. He described the former New York mayor as obsessed with possible misconduct by Biden or his son
0,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,85c4a58f-ed38-42d2-9f46-ebffff46fed2,Adjudicator nick task 1788 article number 100028,True,a9bae9b6-6b98-4423-ae0f-88f1dda23b05,94431384-457d-4f51-a053-fcf560c43067,NYU_Form,Arguments,1,,{},1,2305,2599,"Yovanovitch had pushed Ukraine\u2019s government to more aggressively crack down on corruption. But the White House considered her insufficiently loyal to Trump, apparently because she resisted pressuring Ukraine on his priorities, and she became a target of conservative critics, including Giuliani"
49,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,c663b849-a770-4bc8-aa32-221533dcc5a1,Adjudicator nick task 1789 article number 100029,True,5c72bafd-fef5-4000-a23e-4dfad412d96d,7a3065b1-31a3-43c5-aa55-c6950e0df218,NYU_Form,Arguments,2,,{},1,1416,2019,"Pasternak, who was raised and educated in Ukraine before immigrating to the United States, is a passionate promoter of Ukrainian culture and business. He has been active in both Los Angeles and Washington, D.C. to support increased bilateral ties between the two countries and has been especially active building awareness of Ukraine\u2019s strategic economic importance among Members of Congress. Since political protests broke out across Ukraine in late 2013, Pasternak has worked to personally inform and educate Members of Congress about the geostrategic importance of Ukraine to European and US security"
50,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,c663b849-a770-4bc8-aa32-221533dcc5a1,Adjudicator nick task 1789 article number 100029,True,5c72bafd-fef5-4000-a23e-4dfad412d96d,cd9cdb16-957e-4504-97ab-63e437a40f3e,NYU_Form,Arguments,3,,{},2,2022,2324,"In late February 2014, during the final hours of the Yanukovych Presidency, Pasternak travelled to Kyiv for diplomatic reasons in response to the outbreak of violence that had started less than 48 hours earlier, and to support peaceful transitions amid the rapid changes now taking place across Ukraine"
51,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,c663b849-a770-4bc8-aa32-221533dcc5a1,Adjudicator nick task 1789 article number 100029,True,5c72bafd-fef5-4000-a23e-4dfad412d96d,cd9cdb16-957e-4504-97ab-63e437a40f3e,NYU_Form,Arguments,3,,{},2,2479,2851,Schiff was reportedly scheduled to be in the Ukraine just last month with the Atlantic Counsel.\n\nAdam Schiff\u2019s staffer made the trip.\n\nhttps://twitter.com/sewwutnow/status/1177766806070517760\n\nThis is also the same time that Schiff tweeted that information on the Ukraine \u2013\n\nThe earlier tweet was at the exact same time Schiff was reportedly scheduled to be in the Ukraine
45,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,c663b849-a770-4bc8-aa32-221533dcc5a1,Adjudicator nick task 1789 article number 100029,True,5c72bafd-fef5-4000-a23e-4dfad412d96d,a7fb23dd-5b91-48f9-a276-aadf80c01f36,NYU_Form,Arguments,1,,{},4,971,1048,Now we know why Schiff is lying \u2013 he\u2019s connected with a Ukrainian Arms Dealer
46,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,c663b849-a770-4bc8-aa32-221533dcc5a1,Adjudicator nick task 1789 article number 100029,True,5c72bafd-fef5-4000-a23e-4dfad412d96d,a7fb23dd-5b91-48f9-a276-aadf80c01f36,NYU_Form,Arguments,1,,{},4,131,252,Democrat Rep. Adam Schiff is connected to a Ukrainian arms dealer. Is this why he\u2019s willing to lie in front of the nation
47,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,c663b849-a770-4bc8-aa32-221533dcc5a1,Adjudicator nick task 1789 article number 100029,True,5c72bafd-fef5-4000-a23e-4dfad412d96d,a7fb23dd-5b91-48f9-a276-aadf80c01f36,NYU_Form,Arguments,1,,{},4,591,848,Schiff lied in his opening remarks and claimed numerous falsehoods about the President\u2019s call in spite of the transcript being provided the day before.\n\nHis entire description of the President\u2019s call was a lie \u2013 we have the transcript and this was not in it
48,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3095,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,c663b849-a770-4bc8-aa32-221533dcc5a1,Adjudicator nick task 1789 article number 100029,True,5c72bafd-fef5-4000-a23e-4dfad412d96d,a7fb23dd-5b91-48f9-a276-aadf80c01f36,NYU_Form,Arguments,1,,{},4,2855,3056,What the hell is going on with Shifty Lying Schiff and his Ukraine Arms Dealer \u2013 Is Schiff being paid off?  Is this why he is willing to lie on national TV about President Trump\u2019s action in the Ukraine
58,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,100030,CouldTrumpsImpeachmentPushHilary.txt,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,3181,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,81dcb6c6-2799-48fd-8406-b1074ecd727c,Adjudicator nick task 1790 article number 100030,True,93516d21-56f5-4b96-a8c4-1a51f12365f9,6701cdc6-28ae-4df9-8e69-2618e0f3b374,NYU_Form,Arguments,1,,{},1,301,1161,"Hillary Clinton has been one of President Trump\u2019s most consistent rivals since they campaigned against each other in the election of 2016. That election destroyed what appeared to be a longstanding friendship between the Clinton and Trump families. In fact, Donald Trump was friends with many politicians before he took office, it was only after he announced his candidacy that he became such a polarizing figure.\n\nIn many respects, the election of 2016 had a negative impact on Clinton\u2019s reputation just as much as it did on Trump\u2019s. With the many scandals surrounding the Clinton team during the election, Hillary lost much of her credibility with voters. However, she has continued to position herself against Trump since the election, and has continued to insist that she should have actually won, and that the country would have been better off if she had"
60,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,100030,CouldTrumpsImpeachmentPushHilary.txt,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,3181,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,81dcb6c6-2799-48fd-8406-b1074ecd727c,Adjudicator nick task 1790 article number 100030,True,93516d21-56f5-4b96-a8c4-1a51f12365f9,5bd46ef7-9efa-4fe3-8000-27ecdae5035d,NYU_Form,Arguments,3,,{},1,2012,2535,"However, for his part, President Trump says that he did nothing wrong, and that he was in fact doing his job as president by investigating possible corruption that people within the establishment were involved in.\n\nThe Trump administration does not think that this impeachment issue will negatively affect their campaign at all, and in fact, they actually think it will improve their chances of winning, because they believe the situation proves that Trump is fulfilling his promise of \u201cdraining the swamp\u201d in Washington DC"
59,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,100030,CouldTrumpsImpeachmentPushHilary.txt,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,3181,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,81dcb6c6-2799-48fd-8406-b1074ecd727c,Adjudicator nick task 1790 article number 100030,True,93516d21-56f5-4b96-a8c4-1a51f12365f9,ec41783a-5e89-4b51-b5d8-967e78cac56e,NYU_Form,Arguments,2,,{},1,1721,2010,conversation that took place between Donald Trump and the Ukrainian President is the subject of the impeachment movement against Trump. Democrats are accusing Donald Trump of using his position as President to dig up dirt on his political opponent Joe Biden and thus influence the election
34,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,Adjudicator nick task 1791 article number 100031,True,53944af0-7d56-4da7-830a-69bad263ef47,c8cb019b-b96e-48f4-9fe7-32ebdd60a79f,NYU_Form,Arguments,6,,{},1,4145,4488,"THE PRESIDENT CAN\u2019T HAVE IT BOTH WAYS \u2014 HE CAN\u2019T BOTH PREVENT US FROM GETTING EVIDENCE ON THESE SERIOUS UNDERLYING CRIMES, OR POTENTIAL CRIMES, THIS SERIOUS BREACH OF HIS OATH OF OFFICE, AND AT THE SAME TIME OBSTRUCT OUR INVESTIGATION. EVEN AS HE TRIES TO WEAKEN OUR ABILITY TO GET FACTS ON ONE, HE\u2019S GOING TO STRENGTHEN THE FACTS ON THE OTHER"
33,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,Adjudicator nick task 1791 article number 100031,True,53944af0-7d56-4da7-830a-69bad263ef47,3305c53e-fa84-4b24-980c-660281ef45aa,NYU_Form,Arguments,5,,{},1,3567,4099,"JUST THE LATEST ATTEMPT BY DEMOCRATS TO \u201cGO DOWN THIS ROAD OF IMPEACHMENT, REGARDLESS OF THE FACTS.\n\n\u2018THE CHAIRMAN SAID A LOT OF THINGS, MADE A LOT OF BASELESS ACCUSATIONS. CHAIRMAN SCHIFF WAS THE ONE WHO FOR TWO YEARS WAS RUNNING AROUND SAYING HE HAD MORE THAN CIRCUMSTANTIAL EVIDENCE THAT PRESIDENT TRUMP COLLUDED WITH RUSSIA ON THE MUELLER INVESTIGATION. AND THAT TURNED OUT NOT TO BE TRUE. THE FRAMERS DID NOT PUT THE POWER OF IMPEACHMENT IN THE CONSTITUTION SO THAT YOU CAN STOP SOMEBODY FROM BEING ELECTED WHO WAS DULY ELECTED"
30,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,Adjudicator nick task 1791 article number 100031,True,53944af0-7d56-4da7-830a-69bad263ef47,43d24685-317f-43e7-b51f-4ead829b704e,NYU_Form,Arguments,2,,{},2,1960,2774,"the president\u2019s behavior was \u201cso egregious\u201d the Democratic House had no choice but to formalize the opening the impeachment inquiry. The reason for the hearings was due to:\n\n\u2018\u2026THE PRESIDENT USING THE POWER OF HIS OFFICE TO COERCE A FOREIGN NATION INTO HELPING HIS PRESIDENTIAL CAMPAIGN.\u2019\n\nIt appeared that the president wanted the young democracy to find or create some dirt on the man that Trump saw as his top contender in the race for president in the 2020 presidential election, former vice president Joe Biden:\n\n\u2018THE GRAVAMEN OF THE OFFENSE HERE IS THE PRESIDENT USING THE POWER OF HIS OFFICE TO COERCE A FOREIGN NATION INTO HELPING HIS PRESIDENTIAL CAMPAIGN TO ONCE AGAIN INTERFERE IN OUR ELECTION, AND AT THE SAME TIME WITHHOLDING FOREIGN AID THAT COUNTRY SO DESPERATELY NEEDS TO FIGHT OFF WHO? THE RUSSIANS"
31,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,Adjudicator nick task 1791 article number 100031,True,53944af0-7d56-4da7-830a-69bad263ef47,43d24685-317f-43e7-b51f-4ead829b704e,NYU_Form,Arguments,2,,{},2,2946,3112,the whistleblower alleged:\n\n\u2018[TRUMP WAS] PRESSURING A FOREIGN COUNTRY TO INVESTIGATE ONE OF THE PRESIDENT\u2019S MAIN DOMESTIC POLITICAL RIVALS [WHEN HE FROZE MILITARY AID
32,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,Adjudicator nick task 1791 article number 100031,True,53944af0-7d56-4da7-830a-69bad263ef47,2a6147dd-c46f-4dd9-be4b-881ac3f0d69e,NYU_Form,Arguments,4,,{},1,3248,3474,PRESIDENT TRUMP WAS LOOKING INTO THE 2016 COLLUSION AND INTERFERENCE THAT RUSSIA HAD WHEN BARACK OBAMA WAS PRESIDENT. WE ALL KNOW THAT HAPPENED UNDER BARACK OBAMA\u2019S WATCH. I\u2019M GLAD TRUMP CONTINUES TO LOOK INTO THE INTERFERENCE
28,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,Adjudicator nick task 1791 article number 100031,True,53944af0-7d56-4da7-830a-69bad263ef47,14853f9a-c7a7-4f96-af3f-8be7ffe477b4,NYU_Form,Arguments,1,,{},2,778,970,Congress had been considering Trump\u2019s calls with Russia\u2019s President Vladimir Putin along with other world leaders. These may have also been hidden in the top-secret stand-alone computer system
29,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,4491,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4140a70-34a6-40cc-a6f0-7b89bc3b2c48,Adjudicator nick task 1791 article number 100031,True,53944af0-7d56-4da7-830a-69bad263ef47,14853f9a-c7a7-4f96-af3f-8be7ffe477b4,NYU_Form,Arguments,1,,{},2,1478,1934,"SEE WHETHER, IN THE CONVERSATIONS WITH OTHER WORLD LEADERS AND, IN PARTICULAR, WITH PUTIN, THAT THE PRESIDENT WAS ALSO UNDERMINING OUR SECURITY IN A WAY THAT HE THOUGHT WOULD PERSONALLY BENEFIT HIS CAMPAIGN. IF THOSE CONVERSATIONS WITH PUTIN OR WITH OTHER WORLD LEADERS ARE SEQUESTERED IN THAT SAME ELECTRONIC FILE THAT IS MEANT FOR COVERT ACTION, NOT MEANT FOR THIS, IF THERE\u2019S AN EFFORT TO HIDE THOSE AND COVER THOSE UP, YES, WE\u2019RE DETERMINED TO FIND OUT"
67,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,33df6629-73b1-499e-8255-1f3118c62a3d,Adjudicator nick task 1792 article number 100032,True,8ee4618c-f1c1-480c-8b23-db1e2d22103c,d14055e7-9184-4159-ab13-b1460e827aa2,NYU_Form,Arguments,1,,{},3,334,1266,"rapper T.I. has come out with some shocking accusations related to pastors participating in the event.\n\nAccording to T.I., pastor Jamal Bryant has been trying to exploit the situation created by Kanye, attempting to take the money of various wealthy guests attending the event on a regular basis.\n\nT.I. explained that he arrived at the church to support Kanye in his endeavors. Instead, he was almost immediately targeted as a potential cash cow, something which left him with a very unpleasant impression of the whole experience.\n\nHe added that Bryant took it upon himself to increase the offering, and changed the agenda completely at some point, trying to extort a lot of money out of T.I. and apparently other prominent figures at the event.\n\nIn the end, T.I. went as far as to say that he was disappointed for taking his time to attend, as his interaction with the pastor ruined the whole performance delivered by Kanye for him"
