schema_namespace,schema_sha256,quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,article_text_length,quiz_taskrun_uuid,contributor_uuid,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,66a3d733-bbd2-49bb-82a3-ff3a7af11986,https://pe.goodlylabs.org/project/Demo1Lang2/task/1310,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,2342,e4c96430-9788-42e7-8cb5-ff1dcc37a32b,e0834165-64cc-41e5-994f-9be97a16ef93,Language Specialist V3,T1.Q12,"How confident are you about your answers, on the whole?",T1.Q12.A9,9,15a22f3f-85ca-4c53-b594-fcb12d362218,e4c96430-9788-42e7-8cb5-ff1dcc37a32b,9,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,aa5ede9a-50d6-495f-8a4b-00362fa60c03,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A6,Slang,5c5392dc-2638-4ffc-819e-c26b7a4b9a7b,aa5ede9a-50d6-495f-8a4b-00362fa60c03,Slang,1,1,852,858,hooked
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,cb092f57-ec4d-4867-ae67-21be20091bab,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A13,Nothing wrong with language,0cc9ecc9-b72a-4098-9015-0cce7df5597d,cb092f57-ec4d-4867-ae67-21be20091bab,Nothing wrong with language,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,8defc9b8-aa9e-414b-ad22-895d16fc9360,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A2,Exaggeration,9220ea60-e59b-453f-b2d1-fdf99c0c289f,8defc9b8-aa9e-414b-ad22-895d16fc9360,Exaggeration,1,1,2167,2173,hugely
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,beceedb1-ed1e-4cdb-aff0-b40e53dadee9,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q3,How much does the exaggeration misrepresent reality?,T1.Q3.A3,Some misrepresentation,ff2dc973-7591-42f6-887b-9417b5f8c4d2,beceedb1-ed1e-4cdb-aff0-b40e53dadee9,Some misrepresentation,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,afa08b1f-c1a7-4359-88a9-7a224d9eb452,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q7,How inappropriate is the slang?,T1.Q7.A1,Very inappropriate,332386b9-28ae-4ee8-96d4-0e76d89d54c6,afa08b1f-c1a7-4359-88a9-7a224d9eb452,Very inappropriate,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,3695f799-afe8-4575-af8a-3e4038d224c0,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q8,Is the slang used to denigrate a group or perspective?,T1.Q8.A5,Not at all,45049e96-4f36-40cb-b6c5-7d0dc94e83ed,3695f799-afe8-4575-af8a-3e4038d224c0,Not at all,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,3c366991-80ac-49a1-976e-ec479c8cacf3,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q11,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q11.A1,Nope,450384e6-f939-455f-838f-0b6de27a40bc,3c366991-80ac-49a1-976e-ec479c8cacf3,Nope,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,5b97e19e-bf71-49e5-9bbe-85605935a25d,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q12,"How confident are you about your answers, on the whole?",T1.Q12.A8,8,aab7f4b2-0ee7-4620-afbc-3ae84503a210,5b97e19e-bf71-49e5-9bbe-85605935a25d,8,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,9a893f76-7750-4210-b77f-9dcf3e989095,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A2,Exaggeration,9220ea60-e59b-453f-b2d1-fdf99c0c289f,9a893f76-7750-4210-b77f-9dcf3e989095,Exaggeration,1,1,585,603,so shockingly high
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,409d27cf-028a-465f-95d3-e681e42af198,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A5,Shock or surprise,954af8f4-c84d-4d6c-b6ff-ae1ebe6d16b9,409d27cf-028a-465f-95d3-e681e42af198,Shock or surprise,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,424edf40-3267-486c-b3b1-ae366ce140ca,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A8,Bad grammar,847b453e-e314-41d3-91d9-3c1efc8263b7,424edf40-3267-486c-b3b1-ae366ce140ca,Bad grammar,1,1,2167,2173,hugely
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,0e2fa375-bc7e-4a03-a79d-d4fa9f0cf1dc,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A6,Slang,5c5392dc-2638-4ffc-819e-c26b7a4b9a7b,0e2fa375-bc7e-4a03-a79d-d4fa9f0cf1dc,Slang,1,1,844,858,wind up hooked
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,79183925-7788-4929-be93-c3279e698ae4,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q3,How much does the exaggeration misrepresent reality?,T1.Q3.A2,Considerable misrepresentation,c66ee327-819a-4491-9510-cb98e7d8ea14,79183925-7788-4929-be93-c3279e698ae4,Considerable misrepresentation,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,a8d9f93a-3d7c-4fb6-a8f1-0ae99ffc593f,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q7,How inappropriate is the slang?,T1.Q7.A2,Somewhat inappropriate,94982c66-6329-4d30-9c41-1ec4513e6078,a8d9f93a-3d7c-4fb6-a8f1-0ae99ffc593f,Somewhat inappropriate,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,c2ee6065-ab3a-44e3-a514-ffe54cdeab75,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q8,Is the slang used to denigrate a group or perspective?,T1.Q8.A5,Not at all,45049e96-4f36-40cb-b6c5-7d0dc94e83ed,c2ee6065-ab3a-44e3-a514-ffe54cdeab75,Not at all,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,051803fa-7c17-43ed-8fc1-f103a3774bf3,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q9,Do the errors in the writing make understanding the text more difficult?,T1.Q9.A4,Slightly,b68e2d80-40fa-4e2b-ac90-d95207dfbf4a,051803fa-7c17-43ed-8fc1-f103a3774bf3,Slightly,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,1275c609-ff50-4103-866d-ff20069c0f89,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q10,How misleading or otherwise problematic is the colorful language?,T1.Q10.A2,Somewhat,e643030e-b8c1-4d8d-8b28-aa4528562ecf,1275c609-ff50-4103-866d-ff20069c0f89,Somewhat,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ff8bc587-e7f9-43fd-98dd-d10e28fb5d8a,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q11,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q11.A2,Good job!,0e8e4fc2-523f-4578-a6b9-f2f9a9b0777f,ff8bc587-e7f9-43fd-98dd-d10e28fb5d8a,Good job!,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,97e6880a-1517-44c9-99d9-e703e14f757a,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q12,"How confident are you about your answers, on the whole?",T1.Q12.A6,6,454ae799-4f7d-4d03-a13b-005553d0e1d4,97e6880a-1517-44c9-99d9-e703e14f757a,6,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,66a3d733-bbd2-49bb-82a3-ff3a7af11986,https://pe.goodlylabs.org/project/Demo1Lang2/task/1310,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,2342,414657e6-c64d-4923-9ad6-a4e86d1140e9,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A5,Shock or surprise,954af8f4-c84d-4d6c-b6ff-ae1ebe6d16b9,414657e6-c64d-4923-9ad6-a4e86d1140e9,Shock or surprise,1,1,633,641,shocking
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,66a3d733-bbd2-49bb-82a3-ff3a7af11986,https://pe.goodlylabs.org/project/Demo1Lang2/task/1310,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,2342,f1b74595-2ee7-4da8-b027-ab5cd290952c,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A10,Other unnecessary or misleading coloring of language,de570555-8a35-4250-b340-437eb2a180bc,f1b74595-2ee7-4da8-b027-ab5cd290952c,Other unnecessary or misleading coloring of language,1,1,2054,2062,dramatic
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,66a3d733-bbd2-49bb-82a3-ff3a7af11986,https://pe.goodlylabs.org/project/Demo1Lang2/task/1310,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,2342,a549c87c-5fc5-4489-84fe-62195ad9cbfa,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q10,How misleading or otherwise problematic is the colorful language?,T1.Q10.A3,Mildly,34c0a01f-623e-4005-a8db-79e891182118,a549c87c-5fc5-4489-84fe-62195ad9cbfa,Mildly,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,66a3d733-bbd2-49bb-82a3-ff3a7af11986,https://pe.goodlylabs.org/project/Demo1Lang2/task/1310,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,2342,d1c464b2-bd36-434a-a3fe-16d22d45add0,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q11,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q11.A1,Nope,450384e6-f939-455f-838f-0b6de27a40bc,d1c464b2-bd36-434a-a3fe-16d22d45add0,Nope,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,66a3d733-bbd2-49bb-82a3-ff3a7af11986,https://pe.goodlylabs.org/project/Demo1Lang2/task/1310,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,2342,eacd0450-e4e7-4178-98f5-d5a399e50c24,f9143626-bfe0-4e69-b652-6d1525ab4eb0,Language Specialist V3,T1.Q12,"How confident are you about your answers, on the whole?",T1.Q12.A9,9,15a22f3f-85ca-4c53-b594-fcb12d362218,eacd0450-e4e7-4178-98f5-d5a399e50c24,9,0,0,,,
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,2e441d70-7476-44a4-b7d6-610886c25429,e0834165-64cc-41e5-994f-9be97a16ef93,Language Specialist V3,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A2,Exaggeration,9220ea60-e59b-453f-b2d1-fdf99c0c289f,2e441d70-7476-44a4-b7d6-610886c25429,Exaggeration,1,1,2167,2173,hugely
