,article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
9,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L,True
19,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,7,d14e4a43-d4ff-4424-9b0a-c5a903b3d0fe,ordinal,3,0.9154029319602456,0.9154029319602456,[],,,0.9154029319602456,6,5,,To what extent do you agree with the central claim of the article (regardless of the quality of this particular article)?,Neither Agree nor Disagree,True
8,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L,True
7,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.16666666666666666,0.8333333333333334,L,L,L,0.08333333333333333,6,11,L,What type of article is this?,L,True
6,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L,True
5,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L,True
4,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L,True
3,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L,True
2,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,M,0.8333333333333334,0.16666666666666666,M,M,M,0.4166666666666667,6,11,M,What type of article is this?,M,True
10,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0,checklist,L,0.0,1.0,L,L,L,0.0,6,11,L,What type of article is this?,L,True
0,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,raw_30a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,1,4af1c5a5-650e-4ea3-a8dd-9274cf48016b,ordinal,2,0.8926906350375459,0.8926906350375459,[],,,0.8926906350375459,6,5,,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",Fairly credible,True
