,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
10,Probability,2,,ordinal,3,-1.0,Inappropriate confidence,38,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,61cff4bb-3a1c-4113-aabc-2466c18f8739,32855fb9-1f1a-40f9-9d7f-b201522cc3b4,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,7dff2434-b492-4089-8f8f-5da4704ce257,ordinal,3,0.713213089364642,0.713213089364642,[],nan,nan,0.713213089364642,3,5,nan,To what extent does the confidence seem justified?,Somewhat justified,True,-0.713213089364642,Probability
11,Probability,2,,ordinal,5,-3.0,Inappropriate confidence,84,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,cc4f1b2a-750b-4248-9aaf-37d99a3c0146,16e71501-d223-4497-ad8f-98f41d098653,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,78f491a7-8ccb-4582-8972-f0c9a3c8ee8b,ordinal,5,0.8648259251435817,0.8648259251435817,[],nan,nan,0.8648259251435817,3,5,nan,To what extent does the confidence seem justified?,Not at all justified,True,-2.594477775430745,Probability
12,Probability,2,,ordinal,5,-3.0,Inappropriate confidence,100,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,e725026e-e9f4-4133-a0a4-7beb83ef358e,df331ed8-23a3-4278-b6e5-79b843b29ce3,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,78f491a7-8ccb-4582-8972-f0c9a3c8ee8b,ordinal,5,0.713213089364642,0.713213089364642,[],nan,nan,0.713213089364642,3,5,nan,To what extent does the confidence seem justified?,Not at all justified,True,-2.139639268093926,Probability
13,Probability,2,,ordinal,5,-3.0,Inappropriate confidence,8,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,1a6de788-297b-4a8b-b44f-eadf550ee496,1e5069d4-d3cf-4346-aacb-6b13c590b3ea,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,78f491a7-8ccb-4582-8972-f0c9a3c8ee8b,ordinal,5,0.713213089364642,0.713213089364642,[],nan,nan,0.713213089364642,3,5,nan,To what extent does the confidence seem justified?,Not at all justified,True,-2.139639268093926,Probability
14,Probability,5,,ordinal,1,1.0,Acknowledges uncertainty,77,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,bd28227f-65ab-426b-b41b-a0b9cbecea28,0ab1b8ae-c3a5-49d7-b84c-29d8067d877b,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,da4a91ae-8875-4d8e-bcbe-64625efa27cd,ordinal,1,0.7658599725768891,0.7658599725768891,"[1175, 1176, 1177, 1178, 1179, 1180, 1181, 1182, 1183, 1243, 1244, 1245, 1246]",0.8524308240490434,0.8524308240490434,0.8091453983129662,3,3,seem like//seem,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True,0.8091453983129662,Probability
15,Probability,5,,ordinal,1,1.0,Acknowledges uncertainty,39,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,61cff4bb-3a1c-4113-aabc-2466c18f8739,32855fb9-1f1a-40f9-9d7f-b201522cc3b4,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,da4a91ae-8875-4d8e-bcbe-64625efa27cd,ordinal,1,0.7658599725768891,0.7658599725768891,"[301, 302, 303, 304, 305]",1.0,1.0,0.8829299862884445,3,3,might,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True,0.8829299862884445,Probability
16,Probability,5,,ordinal,2,0.5,Acknowledges uncertainty,46,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,71aee45d-9e92-4b79-81c0-617a45d18e9b,762b001a-45af-4cd8-84a9-3168755d2bcf,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2,0.7658599725768891,0.7658599725768891,"[1587, 1588, 1589, 1590, 1591, 1592, 1593, 1594, 1957, 1958, 1959, 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976, 1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996]",0.2993498615544564,0.2993498615544564,0.5326049170656727,3,3,possible//could be signs of a conflict of interest,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.26630245853283635,Probability
17,Probability,5,,ordinal,2,0.5,Acknowledges uncertainty,85,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,cc4f1b2a-750b-4248-9aaf-37d99a3c0146,16e71501-d223-4497-ad8f-98f41d098653,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2,0.7658599725768891,0.7658599725768891,"[2849, 2850, 2851, 2852, 2853, 2854, 2855, 2856, 2857, 2858, 2859, 2860, 2861, 2862, 2863, 2864]",0.6347175300749361,0.6347175300749361,0.7002887513259126,3,3,much more likely,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.3501443756629563,Probability
18,Probability,5,,ordinal,2,0.5,Acknowledges uncertainty,9,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,1a6de788-297b-4a8b-b44f-eadf550ee496,1e5069d4-d3cf-4346-aacb-6b13c590b3ea,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2,0.7658599725768891,0.7658599725768891,"[1499, 1500, 1501, 1502, 1503, 1504, 1605, 1606, 1607, 1608, 1609, 1610, 1611, 1612]",0.7648237107673556,0.7648237107673556,0.7653418416721223,3,3,seemed//seems to,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.38267092083606113,Probability
19,Probability,5,,ordinal,2,0.5,Acknowledges uncertainty,16,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,25d71212-797d-4a1f-9acd-5fc86d14ede4,32224b0d-85e0-4906-9f85-19c48746b091,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2,0.7658599725768891,0.7658599725768891,[],nan,nan,0.7658599725768891,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.38292998628844455,Probability
20,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,32,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,4cccdac9-e8cb-4d80-8180-15ec7eb14009,c296c8e1-dbcb-439c-99de-08772c490da7,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3,1.0,1.0,[],nan,nan,1.0,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
21,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,70,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,a6065bd7-6b98-4b54-95a8-322a80a16cc0,5bb581c4-7408-417a-8956-405c0a7298a8,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3,1.0,1.0,[],nan,nan,1.0,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
22,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,93,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,e5a95ea8-925c-430f-a1a9-15128986953d,328e6c74-02dd-4ec4-97b4-48cb3262747a,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3,1.0,1.0,[],nan,nan,1.0,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
23,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,2,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,0495a1e9-0dcf-4361-8b64-8dbe5a160a9a,ad281778-db6c-42e1-8c49-402748ffd73c,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3,1.0,1.0,[],nan,nan,1.0,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
24,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,61,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,8382977c-de75-41b9-b409-e710a79e14b6,0d1a7b45-6e09-4efc-b467-22f5e3cfd7e2,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3,1.0,1.0,[],nan,nan,1.0,4,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
25,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,54,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,82f4eb23-306c-445c-ab09-1255fb056f8a,ea707282-0420-45fc-8e22-76405b434c45,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3,1.0,1.0,[],nan,nan,1.0,4,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
26,Probability,12,,categorical,1,1.0,Open to evidence,88,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,cc4f1b2a-750b-4248-9aaf-37d99a3c0146,16e71501-d223-4497-ad8f-98f41d098653,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,f174e33b-0807-4f32-a305-8a9af0393d2c,ordinal,1,0.6226809495855694,0.6226809495855694,"[2980, 2981, 2982, 2983, 2984, 2985, 2986, 2987, 2988, 2989, 2990, 2991, 2992, 2993, 2994, 2995, 2996, 2997, 2998, 2999, 3000, 3001, 3002, 3003, 3004, 3005, 3006, 3007, 3008, 3009, 3010, 3011, 3012, 3013, 3014, 3015, 3016, 3017, 3018, 3019, 3020, 3021, 3022, 3023, 3024]",0.34378399669880333,0.34378399669880333,0.4832324731421864,2,5,It is also possible that she is attempting to,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,Change the claim fundamentally,True,0.4832324731421864,Probability
