article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,M,1.0,0.0,M,M,M,0.5,2,7,M,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,M
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,7,2e2aa6ed-1095-49a4-96c4-f6b99c944f87,ordinal,4,1.0,1.0,[],NA,NA,1.0,1,5,NA,How misleading is the argument?,Slightly
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.8648259251435817,0.8648259251435817,M,M,M,0.43241296257179085,3,10,M,"How difficult was this task for you, on the whole?",M
100049,ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,raw_30ae31e85165a70dd348fc92519e2636f96614c884c24fa490e0c729d3dbe62867,00be9f2d-728f-4747-846c-f535bea6ac9d,18389262-9eb6-423d-b6ac-aaa5806f36eb,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.8272017054059444,0.8272017054059444,M,M,M,0.4136008527029722,3,10,M,"How confident are you about your answers, on the whole?",M
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,M,0.6666666666666666,0.33333333333333337,M,M,M,0.3333333333333333,3,6,M,Does the passage contain... (check all that apply):,M
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,0,checklist,L,0.0,1.0,L,L,L,0.0,1,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,2,e9bf2dfb-f55a-46c6-bee1-6ea6db1d0f23,checklist,6,1.0,0.0,[],NA,NA,1.0,1,6,NA,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No misleading reasoning about probability or frequency
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.5,0.5,L,L,L,0.25,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,3,0,checklist,L,0.5,0.5,L,L,L,0.25,2,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,7,8024a317-97e3-43e5-8293-a58cd8713bbb,ordinal,2,1.0,1.0,[],NA,NA,1.0,1,5,NA,How misleading is the argument?,Very
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,8,XXX,0,0,0,0,0,0,0,0.0,0,0,0,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",zero
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,9,0,ordinal,M,0.8272017054059444,0.8272017054059444,M,M,M,0.4136008527029722,3,10,M,"How difficult was this task for you, on the whole?",M
100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,raw_30c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,0be4e9ac-125b-45fd-bda3-b8343d59ed8d,36bad2a6-3b32-4296-8f2b-092e25494416,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,10,0,ordinal,M,0.6704985462792765,0.6704985462792765,M,M,M,0.33524927313963826,3,10,M,"How confident are you about your answers, on the whole?",M
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_30ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,109e972d-08ac-4a74-9622-c684d4be6c61,0bb3090c-2225-48e2-8f25-c4c66bff4602,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_30ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,109e972d-08ac-4a74-9622-c684d4be6c61,0bb3090c-2225-48e2-8f25-c4c66bff4602,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,a3d7ad1c-1637-4cf8-904a-541a3dd4ed24,checklist,2,1.0,0.0,"[3057, 3058, 3059, 3060, 3061, 3062, 3063, 3064, 3065, 3066, 3067, 3068, 3069, 3070, 3071, 3072, 3073, 3074, 3075, 3076, 3077, 3078, 3079, 3080, 3081, 3082, 3083, 3084, 3085, 3086, 3087, 3088, 3089, 3090, 3091, 3092, 3093, 3094, 3095, 3096, 3097, 3098, 3099, 3100, 3101, 3102, 3103, 3104, 3105, 3106]",0.927743081213797,0.927743081213797,0.9638715406068985,3,6,"We agree. However, this is the nature of the state",Does the passage contain... (check all that apply):,An evaluative judgment (claims about something being good or bad)
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_30ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,109e972d-08ac-4a74-9622-c684d4be6c61,0bb3090c-2225-48e2-8f25-c4c66bff4602,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_30ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,109e972d-08ac-4a74-9622-c684d4be6c61,0bb3090c-2225-48e2-8f25-c4c66bff4602,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.3333333333333333,0.6666666666666667,L,L,L,0.16666666666666666,3,6,L,Does the passage contain... (check all that apply):,L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_30ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,109e972d-08ac-4a74-9622-c684d4be6c61,0bb3090c-2225-48e2-8f25-c4c66bff4602,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,raw_30ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,109e972d-08ac-4a74-9622-c684d4be6c61,0bb3090c-2225-48e2-8f25-c4c66bff4602,Reasoning Specialist V4,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,1,0,checklist,L,0.0,1.0,L,L,L,0.0,3,6,L,Does the passage contain... (check all that apply):,L
