,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text,arg_T1.Q1,source_T1.Q1,source_T1.Q2,source_T1.Q3,source_T1.Q4,source_T1.Q5,source_T1.Q6,source_T1.Q7,source_T1.Q8
69,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,5e54e949-f8a3-4ac5-b02e-3991add28296,Form.2020_03txt,Quoted Sources,8,,{},1,3294,3608,"In the scientific journal Nature Medicine for 2015, they found an article stating that American scientists artificially created a hybrid version of coronavirus in different animals, for example, bats. It is further described that back in 2013 they were studying the possibility of transmitting this virus to humans",0.0,1,3,2,0.0,L,2,L,1
68,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,4e792288-e323-40c0-bc58-821473bb1eb7,Form.2020_03txt,Quoted Sources,7,,{},1,3149,3291,"As reported by Pravda.Ru, an official spokesman for the Chinese Foreign Ministry said that the US military brought the COVID-19 virus to Wuhan",0.0,1,1,2,0.0,2,L,6,1
70,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,9051a4b0-a866-40bc-a511-64dc4d25df57,Form.2020_03txt,Quoted Sources,9,,{},1,3623,3724,the United States reported that they created an experimental coronavirus vaccine and began testing it,0.0,1,2,2,0.0,L,2,6,3
63,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,6984b33c-d6c6-48fd-b7dd-dfe463073be7,Form.2020_03txt,Quoted Sources,5,,{},4,882,1512,"They foresaw ""the emergence of a new, highly contagious, virulent respiratory disease in humans for which there is no adequate treatment and which could cause a global pandemic .""\n\n\u201cThe emergence of a pandemic depends on the natural genetic mutation, on the recombination of viral strains already in circulation, or on the emergence of a new pathogenic factor in the human population. Highly pathogenic avian influenza strains such as H5N1 are likely candidates for this type of transformation, but other pathogens, such as the severe acute respiratory syndrome coronavirus and some influenza strains will have the same properties",0.0,1,2,2,0.0,L,2,1,2
64,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,6984b33c-d6c6-48fd-b7dd-dfe463073be7,Form.2020_03txt,Quoted Sources,5,,{},4,1547,1552,Visao,0.0,1,2,2,0.0,L,2,1,2
65,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,6984b33c-d6c6-48fd-b7dd-dfe463073be7,Form.2020_03txt,Quoted Sources,5,,{},4,1624,1879,"The country of origin probably will not have adequate means of detection, so it will take a long time to detect the disease. Laboratories will need weeks to get the final results confirming the existence of the disease, which could develop into a pandemic",0.0,1,2,2,0.0,L,2,1,2
66,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,6984b33c-d6c6-48fd-b7dd-dfe463073be7,Form.2020_03txt,Quoted Sources,5,,{},4,1931,2129,"Despite restrictions on international movement, travelers with few or no symptoms can carry the virus to other continents. There will be more and more patients, and new cases will appear every month",0.0,1,2,2,0.0,L,2,1,2
61,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,12abd6bd-cb46-43bb-b3d5-5bcf823da8ea,Form.2020_03txt,Quoted Sources,4,,{},2,422,527,voiced by the Frenchman Alexander Adler in his book \u201cThe New CIA Report on What the World Will Be in 2020,0.0,2,5,2,0.0,L,L,4,3
62,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,7d1112e8-1b56-495e-b8b1-b941beef2c5c,Adjudicator Nick Adams HLTR source task 857 article number 2005 project 186,True,a6b4bf8a-e6b3-4ab7-93cc-cda717a321b8,12abd6bd-cb46-43bb-b3d5-5bcf823da8ea,Form.2020_03txt,Quoted Sources,4,,{},2,531,589,The book was published in Western countries in 2005 - 2009,0.0,2,5,2,0.0,L,L,4,3
10,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,337,516,"There are too many indications now that the virus has been leaked from a bioweapons lab in the United States,\u201d Dr. E. Michael Jones, writer and editor of the Culture Wars magazine",0.0,2,5,2,0.0,L,1,4,1
11,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,129,135,pundit,0.0,2,5,2,0.0,L,1,4,1
12,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,595,776,"if it\u2019s a weapon, then, they would not want to do that. If it\u2019s a weapon, then, they are going to want to use the sanctions as part of the other weapon to force Iran into submission",0.0,2,5,2,0.0,L,1,4,1
13,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,3017c5c6-273b-459d-88c1-a10e9aefa463,Form.2020_03txt,Quoted Sources,1,,{},4,888,1100,"Currently, \u201cno one can get to the heart of the matter,\u201d he said. The reason behind the confusion, he added, might be that the virus is \u201ca form of warfare that has to remain secret in order for it to be successful",0.0,2,5,2,0.0,L,1,4,1
14,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,2e250b4e-4dca-40ff-b20c-6e3bbbefe7df,Form.2020_03txt,Quoted Sources,2,,{},2,1490,1540,Tehran roundly rejects the claim as a \u201cbrazen\u201d lie,0.0,1,5,1,L,L,1,L,1
15,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1870,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,e52b4e75-0712-4fc6-98bf-d19cb253c381,Adjudicator Nick Adams HLTR source task 858 article number 100054 project 186,True,671d3aa2-efba-45fe-a070-dde1d67ab647,2e250b4e-4dca-40ff-b20c-6e3bbbefe7df,Form.2020_03txt,Quoted Sources,2,,{},2,1543,1563,The Islamic Republic,0.0,1,5,1,L,L,1,L,1
32,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,463,523,US officials accusing it of being slow to react to the virus,0.0,1,1,2,0.0,5,1,L,2
33,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,565,606,and of not being sufficiently transparent,0.0,1,1,2,0.0,5,1,L,2
34,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,623,827,US National Security Adviser Robert O'Brien said the speed of China's reaction to the emergence of the coronavirus had probably cost the world two months when it could have been preparing for the outbreak,0.0,1,1,2,0.0,5,1,L,2
35,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,2834,3208,"Unfortunately, rather than using best practices, this outbreak in Wuhan was covered up,"" Trump's national security advisor O'Brien said during a think-tank appearance on Wednesday.\n\n""It probably cost the world community two months to respond,"" during which ""we could have dramatically curtailed what happened both in China and what's now happening across the world"", he said",0.0,1,1,2,0.0,5,1,L,2
36,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,74ed1d39-577e-4d6d-bb9c-ac4694873e79,Form.2020_03txt,Quoted Sources,2,,{},5,3435,3596,"We have done a good job responding to it but ... the way that this started out in China, and the way it was handled from the outset, was not right,"" said O'Brien",0.0,1,1,2,0.0,5,1,L,2
40,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,6478a381-a058-45df-944f-11fe5d154ced,Form.2020_03txt,Quoted Sources,5,,{},1,2725,2830,Critics say Trump played down the disease in public and the federal government was slow to roll out tests,0.0,2,5,1,L,9,L,6,2
30,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,7ffc165b-e57e-4fe7-935a-979476b8e9bf,Form.2020_03txt,Quoted Sources,1,,{},2,164,322,A spokesman for China's Foreign Ministry suggested on Thursday (March 12) that the US military might have brought the coronavirus to the Chinese city of Wuhan,0.0,1,3,2,0.0,L,2,L,1
31,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,7ffc165b-e57e-4fe7-935a-979476b8e9bf,Form.2020_03txt,Quoted Sources,1,,{},2,830,1248,"In a strongly worded tweet, written in English on his verified Twitter account, Chinese Foreign Ministry spokesman Zhao Lijian said it was the United States that lacked transparency.\n\n""When did patient zero begin in US? How many people are infected? What are the names of the hospitals? It might be US army who brought the epidemic to Wuhan. Be transparent! Make public your data! US owe us an explanation!"" Zhao wrote",0.0,1,3,2,0.0,L,2,L,1
37,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,be1d23c4-cde2-4af0-a9cf-0738b9d82c43,Form.2020_03txt,Quoted Sources,3,,{},2,1433,1637,"his fellow ministry spokesman Geng Shuang criticised US officials for ""immoral and irresponsible"" comments that blamed Beijing's response to the coronavirus for worsening the global impact of the pandemic",0.0,2,1,2,0.0,L,1,L,2
38,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,be1d23c4-cde2-4af0-a9cf-0738b9d82c43,Form.2020_03txt,Quoted Sources,3,,{},2,1672,2067,"Geng told a daily news briefing in Beijing that such remarks by US officials would not help US epidemic efforts.\n\nChina's efforts to slow the spread had bought the world time to prepare against the epidemic, he added.\n\n""We wish that a few officials in the US would at this time concentrate their energy on responding to the virus and promoting cooperation, and not on shifting the blame to China",0.0,2,1,2,0.0,L,1,L,2
41,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,1007c9a3-51c3-45b4-9223-1b6a79323795,Form.2020_03txt,Quoted Sources,7,,{},1,3211,3431,"More than 119,100 people have been infected by the novel coronavirus across the world and 4,298 have died, the vast majority in China, according to a Reuters tally. The United States has 975 cases and 30 people have died",0.0,1,2,2,0.0,L,2,L,2
39,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,a8428c88-cd9d-4318-a5cf-3fd0f25a9ce3,Covid_Form1.0.adjudicated,83adc925-4994-4c6b-a6a0-bae227a46348,Adjudicator Nick Adams HLTR source task 859 article number 100055 project 186,True,aaabf5b1-6f5b-4eab-973e-7760f1e395c9,f7eb4c13-501b-4198-8546-e621dc88266a,Form.2020_03txt,Quoted Sources,4,,{},1,2531,2723,The administration of US President Donald Trump has pointed to a decision to limit air travel from China at the end of January to fend off criticism that it responded too slowly to the disease,0.0,1,1,2,0.0,5,2,L,2
