,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Key Question,answer_uuid_x,Unnamed: 0,article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid_y,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
10,Language,12,,ordinal,1,0.0,Well-balanced,,,1532,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,raw_70f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,db54e1c8-65e5-4155-bfb8-09c8121b4850,4e569d5c-3bb7-4e68-8a0d-d6127bf0fcfb,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,"[7479, 7480, 7481, 7482, 7483, 7484, 7485, 7549, 7550, 7551, 7552, 7553, 7554, 7555, 7556, 7557, 7558, 7559, 7560, 7561, 7562, 7563, 7564, 7643, 7644, 7645, 7646, 7647, 7648, 7649, 7650, 7651, 7652]",nan,nan,,5,4,pivotal//checkered career//trumped up,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,,Language
11,Language,12,,ordinal,1,0.0,Well-balanced,,,693,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,raw_704c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,72f98450-79e3-47a9-97a1-7055f6748e1e,d71b5b21-0e6b-42fd-a479-5032b443b7f1,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9855004303048848,0.9855004303048848,[],nan,nan,0.9855004303048848,6,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
12,Language,12,,ordinal,1,0.0,Well-balanced,,,1200,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,raw_704c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,bc20c95d-adbe-4273-9799-88e1646cfe2f,14f181bd-f4d1-4ef9-9624-07055e7767a4,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
13,Language,12,,ordinal,1,0.0,Well-balanced,,,1303,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,raw_704c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,c5ded0a6-42b7-4a2e-96e7-1c29c5ee8e19,352a7135-e111-4746-ada2-91add1ee10f0,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9907201620602256,0.9907201620602256,[],nan,nan,0.9907201620602256,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
14,Language,12,,ordinal,1,0.0,Well-balanced,,,712,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,raw_704c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,7f159a74-1dc9-4b42-b4c0-5ce25f383d86,520cf393-5869-4c79-a9da-eab42f4c3bf9,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9907201620602256,0.9907201620602256,[],nan,nan,0.9907201620602256,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
15,Language,12,,ordinal,1,0.0,Well-balanced,,,211,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,raw_70dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,1f1f4f61-9dca-442a-be51-02ed0e5f7ec8,7fef1e3e-8d18-4a0e-8f89-977c9c3ce72b,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
16,Language,12,,ordinal,1,0.0,Well-balanced,,,924,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,raw_70dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,924fddfe-5cb3-4c24-bb8c-3402a1087c2e,9337c4bd-2fa1-40c4-ab48-0c132689965f,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9907201620602256,0.9907201620602256,[],nan,nan,0.9907201620602256,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
17,Language,12,,ordinal,1,0.0,Well-balanced,,,1281,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,raw_70dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,c5d5ab67-ac06-49c8-8cb6-be6b53897584,e82b387c-eb68-4582-979b-2b9cf3d4e46e,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
18,Language,12,,ordinal,1,0.0,Well-balanced,,,846,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,raw_70dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,8d42e8fc-8515-4e9e-bf10-43cb6b7842ae,47222edd-67a7-4d3d-9e3c-ec19bc36ba5e,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
19,Language,12,,ordinal,1,0.0,Well-balanced,,,1359,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,raw_70dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,cb82f1f9-9383-49c9-a244-65e044e642d7,bec3f95b-c917-42b3-9619-0c9a31132479,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
20,Language,12,,ordinal,1,0.0,Well-balanced,,,1573,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,raw_70729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,dd66b198-cc1f-49c6-94b7-cf57aa439f18,fdc36128-449b-4699-8336-aad6ea3025dd,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
21,Language,12,,ordinal,1,0.0,Well-balanced,,,57,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,raw_70729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,0251a8d9-7e15-4521-8353-5ff620c8f113,9a5069d1-5b3d-4c1b-8505-9774a32647cd,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,1.0,1.0,[],nan,nan,1.0,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
22,Language,12,,ordinal,1,0.0,Well-balanced,,,1475,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,raw_70729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,d85013c6-3301-49e8-97a4-7fa73ac0a50e,2e028b45-2249-4efb-8a4f-87daca5cd774,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
23,Language,12,,ordinal,1,0.0,Well-balanced,,,191,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,raw_70729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,1ceb21a3-1252-44ea-ba08-38b97dc7e869,933a53ce-2735-4105-b767-d3114de7d0bf,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,1.0,1.0,[],nan,nan,1.0,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
24,Language,12,,ordinal,1,0.0,Well-balanced,,,1670,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,raw_70729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,f5c224f1-da19-41d3-951d-46945c93bd95,eda38606-a9f2-4159-941f-24b213dff056,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9907201620602256,0.9907201620602256,"[1473, 1597, 1598, 1599, 1600, 1601, 1602, 1603, 1604, 1605, 1606, 1607, 1906, 1907, 1908, 1909, 1910, 1911, 1912, 1913, 1914, 1915, 1916, 1917, 1918, 1919, 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1933]",-0.004361440393648053,-0.004361440393648053,0.4931793608332888,5,4, //UNDERMINING//WE’RE DETERMINED TO FIND OUT,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
25,Language,12,,ordinal,1,0.0,Well-balanced,,,250,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,raw_70832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,21f97050-e76d-445c-a261-df489009c51c,e8833dbe-360d-47d4-a341-a7ac1466fe03,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9907201620602256,0.9907201620602256,[],nan,nan,0.9907201620602256,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
26,Language,12,,ordinal,1,0.0,Well-balanced,,,1243,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,raw_70832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,c3247759-6acc-470c-abad-363a6ddf71cf,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,1.0,1.0,[],nan,nan,1.0,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
27,Language,12,,ordinal,1,0.0,Well-balanced,,,467,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,raw_7086d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,39aaccaa-b9d1-4c38-8913-46ad31ae5a87,918e4193-4651-4733-9113-7a07d6b53760,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9907201620602256,0.9907201620602256,[],nan,nan,0.9907201620602256,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
28,Language,12,,ordinal,1,0.0,Well-balanced,,,272,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,raw_7086d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,251a3d9b-bc13-4faa-9a8c-dc316b6de570,14156354-0cf7-48d3-ae94-db28a1c61a4f,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,1.0,1.0,[],nan,nan,1.0,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
29,Language,12,,ordinal,1,0.0,Well-balanced,,,1069,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,raw_7086d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,a5cd74e5-0be8-4307-96dd-52a197308fdf,c4692d72-62d6-43bb-8989-0b5640098950,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9907201620602256,0.9907201620602256,[],nan,nan,0.9907201620602256,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
30,Language,12,,ordinal,1,0.0,Well-balanced,,,639,100034,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,raw_703b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,5dd1205f-a9d6-4676-bd05-deda3d3b9c8d,b4bf9978-1a70-41dc-8859-0bcf2caa802e,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9860803942039092,0.9860803942039092,[],nan,nan,0.9860803942039092,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
31,Language,12,,ordinal,1,0.0,Well-balanced,,,1764,100034,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,raw_703b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,fe13a17d-96d8-4734-9c95-48f2ef0a386e,722dccbc-6454-4c2c-9b07-80692679ebd0,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3db66758-c91d-4d42-9df0-c5adcd8e1cf3,ordinal,1,0.9649041856616732,0.9649041856616732,[],nan,nan,0.9649041856616732,5,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.0,Language
