schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q1.A10,T1.Q1.A11,T1.Q1.A12,T1.Q1.A13,T1.Q2,T1.Q3,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q7,T1.Q9,T1.Q10,T1.Q11,T1.Q12,T1.Q13,T1.Q14,T1.Q15
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0120f692-0e1d-4943-94ce-b9d3983d35d7,https://pe.goodlylabs.org/project/NYU_Language2/task/2411,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,ab1dae21-71c3-46e0-8ee4-c6570a75f765,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 20:12:40.455847,2019-11-13 20:21:44.326695,543.870848,"T1.Q1, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,Completely appropriate,Maybe,,Nope,,4,5: 50-50
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0120f692-0e1d-4943-94ce-b9d3983d35d7,https://pe.goodlylabs.org/project/NYU_Language2/task/2411,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,76f75a2e-d6ff-4043-874b-988844c3bb3b,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 20:36:27.518833,2019-11-13 20:41:08.305897,280.787064,"T1.Q1, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,Mildly inappropriate,No,,Good job!,,5: Middling difficulty,9
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0120f692-0e1d-4943-94ce-b9d3983d35d7,https://pe.goodlylabs.org/project/NYU_Language2/task/2411,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,f568301b-d03e-4922-9bad-c99b41e89ba7,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-11-13 21:59:33.200986,2019-11-13 22:07:59.758827,506.557841,"T1.Q1, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,Completely appropriate,"Yes, somewhat",,Nope,,8,5: 50-50
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0120f692-0e1d-4943-94ce-b9d3983d35d7,https://pe.goodlylabs.org/project/NYU_Language2/task/2411,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,32a0915e-37c8-40a5-af8c-716f065c0471,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:22:00.473269,2019-11-13 22:22:53.548384,53.075115,"T1.Q1, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,Completely appropriate,"Yes, somewhat",,Good job!,,5: Middling difficulty,6
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,0120f692-0e1d-4943-94ce-b9d3983d35d7,https://pe.goodlylabs.org/project/NYU_Language2/task/2411,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,1ddb7903-078e-458d-b6e4-37907afd3484,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 22:32:05.179198,2019-11-13 22:35:19.473076,194.293878,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Good job!,,6,6
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,53e6ea09-002a-4c64-857f-3e7a077f528b,https://pe.goodlylabs.org/project/NYU_Language2/task/2412,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,1d854fad-d860-4cd9-9204-1466776e7f3e,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 20:16:40.496345,2019-11-13 20:22:50.627450,370.131105,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,53e6ea09-002a-4c64-857f-3e7a077f528b,https://pe.goodlylabs.org/project/NYU_Language2/task/2412,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,6c2e633c-bcd5-4bec-b57e-75af4cfc4c8e,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 20:39:50.628841,2019-11-13 20:42:20.378789,149.749948,"T1.Q1, T1.Q5, T1.Q6, T1.Q12, T1.Q14, T1.Q15",0,0,0,1,0,0,0,0,0,0,0,0,0,,,Somewhat strong,0,1,0,0,0,0,0,0,,,,,Good job!,,5: Middling difficulty,9
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,53e6ea09-002a-4c64-857f-3e7a077f528b,https://pe.goodlylabs.org/project/NYU_Language2/task/2412,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,469b1033-9bff-4e63-9d1a-816298ee8a44,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-11-13 22:02:39.552363,2019-11-13 22:10:39.751001,480.198638,"T1.Q1, T1.Q12, T1.Q13, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,Very Mildly,6,6
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,53e6ea09-002a-4c64-857f-3e7a077f528b,https://pe.goodlylabs.org/project/NYU_Language2/task/2412,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,eb68d503-2e44-4f01-ad07-b64034355acb,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:22:00.575327,2019-11-13 22:23:20.143388,79.568061,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Good job!,,5: Middling difficulty,7
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,53e6ea09-002a-4c64-857f-3e7a077f528b,https://pe.goodlylabs.org/project/NYU_Language2/task/2412,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,931662bd-a0ba-4e75-ba7e-7171b57e5288,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 22:34:24.564935,2019-11-13 22:37:47.779961,203.215026,"T1.Q1, T1.Q5, T1.Q6, T1.Q12, T1.Q14, T1.Q15",0,0,0,1,0,0,0,0,0,0,0,0,0,,,Somewhat strong,0,0,0,0,1,0,0,0,,,,,Nope,,4,7
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,db54e1c8-65e5-4155-bfb8-09c8121b4850,https://pe.goodlylabs.org/project/NYU_Language2/task/2413,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,fee9df4e-7c8d-4be5-9bc6-f8baadb996eb,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 20:21:44.958517,2019-11-13 20:24:51.823262,186.864745,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,1,0,0,0,0,0,0,0,1,0,0,,The exaggeration could not possibly mislead anyone,,0,0,0,0,0,0,0,0,,,,,Nope,,3,6
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,db54e1c8-65e5-4155-bfb8-09c8121b4850,https://pe.goodlylabs.org/project/NYU_Language2/task/2413,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,d6b37e57-a7b5-4bba-bcb7-77c6cff4270f,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 20:41:08.488215,2019-11-13 20:45:48.461432,279.973217,"T1.Q1, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,Mildly inappropriate,No,,Good job!,,5: Middling difficulty,7
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,db54e1c8-65e5-4155-bfb8-09c8121b4850,https://pe.goodlylabs.org/project/NYU_Language2/task/2413,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,1f71fecd-00de-449e-8700-fcfd8eb4341b,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-11-13 22:07:59.951499,2019-11-13 22:14:40.091078,400.139579,"T1.Q1, T1.Q3, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,0,1,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,Completely appropriate,Maybe,,Nope,,7,6
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,db54e1c8-65e5-4155-bfb8-09c8121b4850,https://pe.goodlylabs.org/project/NYU_Language2/task/2413,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,3be9e49d-0798-4ff8-8707-fce67fe2fdcd,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:22:53.981475,2019-11-13 22:25:45.385297,171.403822,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Good job!,,6,5: 50-50
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,db54e1c8-65e5-4155-bfb8-09c8121b4850,https://pe.goodlylabs.org/project/NYU_Language2/task/2413,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,07b8d406-1f8a-47a0-bf8a-b1309019c3ff,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 22:35:19.858428,2019-11-13 22:39:32.542013,252.683585,"T1.Q1, T1.Q2, T1.Q12, T1.Q13, T1.Q14, T1.Q15",1,0,0,0,0,0,0,0,0,1,0,0,0,SOMEWHAT excessive/inappropriate,,,0,0,0,0,0,0,0,0,,,,,Nope,Mildly,4,7
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,df6abdd6-a419-43d6-b862-df0bf37706aa,https://pe.goodlylabs.org/project/NYU_Language2/task/2414,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,ab66890c-66dd-49f3-8e6b-c3f961dc4aec,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 20:25:44.650022,2019-11-13 20:27:50.236521,125.586499,"T1.Q1, T1.Q12, T1.Q13, T1.Q14, T1.Q15",0,0,1,0,1,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,Mildly,4,7
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,df6abdd6-a419-43d6-b862-df0bf37706aa,https://pe.goodlylabs.org/project/NYU_Language2/task/2414,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,fd4ef205-749e-4373-ac18-7af9ce4adc06,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 20:42:20.599807,2019-11-13 20:46:59.237590,278.637783,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,1,0,0,0,0,0,0,0,0,,Minor misrepresentation,,0,0,0,0,0,0,0,0,,,,,Good job!,,5: Middling difficulty,9
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,df6abdd6-a419-43d6-b862-df0bf37706aa,https://pe.goodlylabs.org/project/NYU_Language2/task/2414,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,027524e0-955f-49c8-b037-4c5ab7fb8a05,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:23:21.206322,2019-11-13 22:33:55.203613,633.997291,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,0,0,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,Good job!,,3,9
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,df6abdd6-a419-43d6-b862-df0bf37706aa,https://pe.goodlylabs.org/project/NYU_Language2/task/2414,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,3bf62eba-04e4-413d-a442-aa7b7635811f,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 22:37:48.124088,2019-11-13 22:40:18.819396,150.695308,"T1.Q1, T1.Q5, T1.Q6, T1.Q7, T1.Q12, T1.Q14, T1.Q15",0,0,0,1,0,0,0,0,0,0,0,0,0,,,Somewhat strong,0,0,0,0,0,0,0,1,urgency,,,,Good job!,,8,4
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,df6abdd6-a419-43d6-b862-df0bf37706aa,https://pe.goodlylabs.org/project/NYU_Language2/task/2414,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,bd8d976c-2a24-47ff-b78b-8cf983f7ebce,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-11-14 20:26:00.977382,2019-11-14 20:28:00.553214,119.575832,"T1.Q1, T1.Q2, T1.Q3, T1.Q12, T1.Q14, T1.Q15",1,1,0,0,1,0,0,0,0,0,0,0,0,CONSIDERABLY excessive/inappropriate,Enormous misrepresentation,,0,0,0,0,0,0,0,0,,,,,Nope,,4,8
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,c5ded0a6-42b7-4a2e-96e7-1c29c5ee8e19,https://pe.goodlylabs.org/project/NYU_Language2/task/2415,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,5527fd83-872c-4645-a6a9-9ed929765586,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 20:25:49.488910,2019-11-13 20:35:04.996094,555.507184,"T1.Q1, T1.Q3, T1.Q5, T1.Q6, T1.Q9, T1.Q10, T1.Q11, T1.Q12, T1.Q14, T1.Q15",0,1,1,1,1,1,0,1,0,0,1,0,0,,Considerable misrepresentation,Somewhat strong,1,0,1,0,0,0,0,0,,Somewhat inappropriate,Maybe,Not at all,Nope,,5: Middling difficulty,7
