article_filename,article_sha256,namespace,start_pos,end_pos,category,case_number,target_text
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,2009,2747,Quoted Sources,1,"As the Royal Swedish Academy explained on the morning of the Nobel Prize announcement in Stockholm:

""In a Universe which is dominated by matter, one would expect gravity eventually should make the expansion slow down. Imagine then the utter astonishment when two groups of scientists ... discovered that the expansion was not slowing down, it was actually accelerating.

By comparing the brightness of distant, far-away supernovae with the brightness of nearby supernovae, the scientists discovered that the far-away supernovae were about 25 percent too faint. They were too far away. The Universe was accelerating. And so this discovery is fundamental and a milestone for cosmology. And a challenge for generations of scientists to come"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,2939,3053,Quoted Sources,2,NASA and ESA scientists found that the Universe could be expanding around 8 percent faster than originally thought
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,3316,3651,Quoted Sources,3,"As Brendan Cole reported for us in May:

""There's something pervading the Universe that physically spreads space apart faster than gravity can pull things together. The effect is small - it's only noticeable when you look at far-away galaxies - but it's there. It's become known as dark energy - 'dark', because no one knows what it is"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,4510,4827,Quoted Sources,4,"We analysed the latest catalogue of 740 Type Ia supernovae - over 10 times bigger than the original samples on which the discovery claim was based - and found that the evidence for accelerated expansion is, at most, what physicists call '3 sigma',"" reports lead researcher, Subir Sarkar, from the University of Oxford"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,4831,4932,Quoted Sources,4,This is far short of the '5 sigma' standard required to claim a discovery of fundamental significance
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,5180,5493,Quoted Sources,5,"A more sophisticated theoretical framework accounting for the observation that the Universe is not exactly homogeneous, and that its matter content may not behave as an ideal gas - two key assumptions of standard cosmology - may well be able to account for all observations without requiring dark energy,"" he says"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,6176,6522,Quoted Sources,6,"Naturally, a lot of work will be necessary to convince the physics community of this, but our work serves to demonstrate that a key pillar of the standard cosmological model is rather shaky,"" says Sarkar.

""Hopefully, this will motivate better analyses of cosmological data, as well as inspiring theorists to investigate more nuanced cosmological"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,99,221,Arguments,1,There is currently less sea ice surrounding the Antarctic continent than at any point since reliable records began in 1979
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2205,2520,Arguments,2,"Since Antarctic sea ice is basically in a ring around the continent, it is exposed to open ocean on its edges and vulnerable to rapidly changing ocean and wind conditions. Meier believes that it is the changes in winds in particular that are the main driver behind the recent collapse in sea ice cover in Antarctica"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2523,2772,Arguments,3,"I think a big factor is the Southern Annular Mode,"" Meier said, ""(which) is a cyclical oscillation in the atmospheric circulation pattern, akin to the El Niño cycle ... it's an indication of how strongly the winds blow around the Antarctic continent"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,3078,3214,Arguments,4,"Warmer ocean temperatures could also be playing a role in the lessening ice, something that scientists have been warning about for years"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,225,374,Quoted Sources,1,"As of Tuesday, it looks like we hit a new record low in the satellite era,"" Mark Serreze, the director of the National Snow and Ice Data Center, said"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1074,1126,Quoted Sources,2,"It has certainly caught our attention,"" says Serreze"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1128,1428,Quoted Sources,3,"According to Eric Rignot, a senior research scientist at the Jet Propulsion Laboratory in Pasadena, California, ""the changes in sea ice in the Antarctic are amazing."" Along with the Antarctic, we are simultaneously seeing record low sea ice in the Arctic, which Rignot characterized as ""mind-boggling"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1431,1578,Quoted Sources,4,"When you combine both of these results, he said, ""they illustrate in a spectacular manner how fast our planet has been warming up in recent decades"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1761,2044,Quoted Sources,5,"The current record minimum in sea ice on its own does not provide ""very credible evidence for global warming"" according to Walt Meier, a research scientist with the Cryospheric Sciences Laboratory at NASA's Goddard Space Flight Center, who has tracked sea ice data going back to 1979"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2111,2203,Quoted Sources,5,"It has a much higher seasonal variability (change from min to max) than the Arctic,"" he said"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2523,2772,Quoted Sources,5,"I think a big factor is the Southern Annular Mode,"" Meier said, ""(which) is a cyclical oscillation in the atmospheric circulation pattern, akin to the El Niño cycle ... it's an indication of how strongly the winds blow around the Antarctic continent"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2907,3049,Quoted Sources,6,"But towards the end of 2016, it shifted negative,"" according to Meier, which resulted in winds blowing from the north that restrict ice extent"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,3457,3551,Quoted Sources,5,Meier believes that global climate change will lead to a decrease in the sea ice in Antarctica
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,3676,3911,Quoted Sources,5,"We do expect to see Antarctic sea ice decrease over the long term in response to warming, but there is so much variation naturally that it may still be a while before a warming signal shows up outside of the noise of natural variations"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,4148,4620,Quoted Sources,7,"Athena Dinar, communications manager for the British Antarctic Survey, acknowledged this years' ice loss in the Antarctic, and said more loss is likely.
""The low levels of sea ice have been reached due to the near total loss of sea ice in Ross Sea and Amundsen Sea, which occurred in January.""
We have seen the ice continue to decrease this week, even since the minimum record was reached according to Dinar, and ""it is likely we will see further retreat over the next few"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,100,205,Arguments,1,The death rate from cervical cancer in the United States is considerably higher than previously estimated
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,210,297,Arguments,1,the disparity in death rates between black women and white women is significantly wider
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,1462,1557,Arguments,2,"the mortality rate for black women was 10.1 per 100,000. For white women, it is 4.7 per 100,000"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,3693,3890,Fact-check,1,"About 20 percent of women in the United States have a hysterectomy, often for problems unrelated to cancer, like excessive bleeding and fibroids, with prevalence higher among black women than white"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,100,358,Quoted Sources,1,"The death rate from cervical cancer in the United States is considerably higher than previously estimated and the disparity in death rates between black women and white women is significantly wider, according to a study published Monday in the journal Cancer"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,717,1207,Quoted Sources,2,"This shows that our disparities are even worse than we feared,” said Dr. Kathleen M. Schmeler, an associate professor of gynecologic oncology at the University of Texas M. D. Anderson Cancer Center. “We have screenings that are great, but many women in America are not getting them. And now I have even more concerns going forward, with the” — expected — “repeal of the Affordable Care Act, which covers screening, and the closing of family planning clinics, which do much of that screening"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,2274,2678,Quoted Sources,3,"We don’t include men in our calculation because they are not at risk for cervical cancer and by the same measure, we shouldn’t include women who don’t have a cervix,” said Anne F. Rositch, the lead author and an assistant professor of epidemiology at the Johns Hopkins Bloomberg School of Public Health. “If we want to look at how well our programs are doing, we have to look at the women we’re targeting"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,5071,5090,Quoted Sources,4,Dr. Otis W. Brawley
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,5227,5483,Quoted Sources,4,"When we look at the difference between black and white, and rich and poor, we find the same disparity,” he said. “The quality of assessment and follow-up treatment can be different. The question becomes: how do we get adequate preventive care to all people"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,5559,5639,Quoted Sources,5,Dr. Schmeler said that it implicitly raised alarms for other poor women of color
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,6008,6030,Quoted Sources,6,Dr. M. Margaret Kemeny
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,6127,6211,Quoted Sources,6,said she had treated many younger women of color with a diagnosis of cervical cancer
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,6619,6667,Quoted Sources,6,"One was 39,” Dr. Kemeny said, “and the other was"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,949,1010,Arguments,1,"Many pregnant women, particularly younger ones, seem to agree"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1673,1758,Arguments,2,Often pregnant women presume that cannabis has no consequences for developing infants
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1760,2040,Arguments,2,"But preliminary research suggests otherwise: Marijuana’s main psychoactive ingredient — tetrahydrocannabinol, or THC — can cross the placenta to reach the fetus, experts say, potentially harming brain development, cognition and birth weight. THC can also be present in breast milk"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,2402,2518,Arguments,1,"4 percent of mothers-to-be said they had used marijuana in the past month in 2014, compared with 2.4 percent in 2002"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3280,3583,Arguments,3,"In Pittsburgh, 6-year-olds born to mothers who had smoked one joint or more daily in the first trimester showed a decreased ability to understand concepts in listening and reading. At age 10, children exposed to THC in utero were more impulsive than other children and less able to focus their attention"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3602,3745,Arguments,3,"children of mothers who used marijuana heavily in the first trimester had lower scores in reading, math and spelling at age 14 than their peers"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3966,4079,Arguments,2,"Several studies have found changes in the brains of fetuses, 18 to 22 weeks old, linked to maternal marijuana use"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4129,4231,Arguments,2,"researchers have noted abnormal function of the amygdala, the part of the brain that regulates emotion"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4235,4333,Arguments,2,"Even early in development, marijuana is changing critical circuits and neurotransmitting receptors"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4609,4711,Arguments,2,"developing brains of teenagers can be altered with regular marijuana use, even eventually reducing I.Q"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6488,6607,Arguments,2,"some studies have found risks associated with marijuana use during pregnancy, such as low birth weight or preterm birth"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6925,7005,Arguments,4,prenatal cannabis exposure does not appear to be linked to obvious birth defects
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7170,7313,Arguments,4,Just because they don’t have a major birth defect or overt withdrawal symptoms doesn’t mean the baby’s neurological development is not impacted
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7889,8256,Arguments,4,"Research is often based on reports by pregnant women — instead of, say, tests of urine or the umbilical cord — and they consistently underreport their use. (Researchers know of underreporting because samples reveal discrepancies.) And pregnant women who roll joints also tend to smoke tobacco or drink alcohol; it can be hard to tease out the risks of cannabis itself"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,8259,8453,Arguments,5,"Few realize that THC is stored in fat and therefore can linger in a mother’s body for weeks, if not months. It’s not known whether the fetus’s exposure is limited to the hours a woman feels high"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1043,1148,Fact-check,1,"As states legalize marijuana or its medical use, expectant mothers are taking it up in increasing numbers"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1873,1933,Fact-check,1,"THC — can cross the placenta to reach the fetus, experts say"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,2002,2040,Fact-check,1,THC can also be present in breast milk
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3966,4231,Fact-check,2,"Several studies have found changes in the brains of fetuses, 18 to 22 weeks old, linked to maternal marijuana use. In male fetuses who were exposed, for instance, researchers have noted abnormal function of the amygdala, the part of the brain that regulates emotion"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,120,126,Quoted Sources,1,Stacey
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,179,202,Quoted Sources,1,"In moderation, it’s O.K"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,691,779,Quoted Sources,1,"I wouldn’t necessarily say, ‘Go smoke a pound of pot when you’re pregnant,’” said Stacey"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,922,945,Quoted Sources,2,"In moderation, it’s O.K"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,2044,2236,Quoted Sources,3,"There is an increased perception of the safety of cannabis use, even in pregnancy, without data to say it’s actually safe,” said Dr. Torri Metz, an obstetrician at Denver Health Medical Center"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3749,3963,Quoted Sources,4,"Prenatal exposure can affect the adolescent pretty significantly,” said Dr. Lauren M. Jansson, the director of pediatrics at the Center for Addiction and Pregnancy at the Johns Hopkins University School of Medicine"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4235,4566,Quoted Sources,5,"Even early in development, marijuana is changing critical circuits and neurotransmitting receptors,” said Dr. Yasmin Hurd, a neuroscientist and the director of the addiction center at Icahn School of Medicine at Mount Sinai in Manhattan. “Those are important for regulation of emotions and reward, even motor function and cognition"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4715,4981,Quoted Sources,6,"The effects are not dramatic, but that doesn’t mean they are not important,” said Jodi Gilman, an assistant professor of psychiatry at Harvard Medical School who studies adolescent users of cannabis. “It could make the difference between getting an A and getting a B"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4986,5109,Quoted Sources,7,"You could imagine that a similar subtle effect may be present in those who were exposed prenatally to marijuana,” she added"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,5735,6018,Quoted Sources,8,"I don’t think public health officials should be alarming people,” said Marian Jarlenski, the study’s lead author and an assistant professor at the University of Pittsburgh Graduate School of Public Health. “They just have to say, ‘There have been studies done, and there is some risk"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6312,6328,Quoted Sources,9,C.D.C. officials
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6425,6625,Quoted Sources,9,"While current evidence on health consequences is inconsistent, some studies have found risks associated with marijuana use during pregnancy, such as low birth weight or preterm birth,” the agency said"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6628,6867,Quoted Sources,10,"Dr. Marie McCormick, a pediatrician and the chairwoman of a new report on cannabis from the National Academies of Sciences, Engineering and Medicine, said smoking cannabis “does confer, in terms of birth weight, the same risk as cigarettes"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7008,7151,Quoted Sources,11,"That’s why some providers and lay people alike think there’s no effect,” said Dr. Erica Wymore, a neonatologist at Children’s Hospital Colorado"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7170,7313,Quoted Sources,11,Just because they don’t have a major birth defect or overt withdrawal symptoms doesn’t mean the baby’s neurological development is not impacted
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7516,7812,Quoted Sources,12,"All those really good earlier studies on marijuana effects aren’t telling us what we need to know now about higher concentration levels,” said Therese Grant, an epidemiologist and director of the University of Washington’s fetal alcohol and drug unit. “We need to do a whole lot more research now"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,9455,9611,Quoted Sources,13,"Women are thinking of this as medical marijuana in that they are treating some condition,” said Elizabeth Nash, a policy analyst at the Guttmacher Institute"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,9659,9777,Quoted Sources,1,"If you’re going to consider it like medicine,” she said, “then treat it like medicine and talk to your doctor about it"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,10073,10116,Quoted Sources,1,"I don’t have to smoke as much anymore,” she"
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,164,353,Arguments,1,traditional Mediterranean diet with added olive oil may be tied to a lower risk of heart disease at least in part because it helps maintain healthy blood flow and clear debris from arteries
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,1281,1569,Fact-check,1,"High levels of low density lipoproteins (LDL) or “bad” cholesterol and fats known as triglycerides are associated with an increased risk of heart and blood vessel diseases. HDL, or “good,” cholesterol is associated with a lower risk because it helps remove excess LDL from the bloodstream"
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,162,379,Quoted Sources,1,"A traditional Mediterranean diet with added olive oil may be tied to a lower risk of heart disease at least in part because it helps maintain healthy blood flow and clear debris from arteries, a Spanish study suggests"
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,383,631,Quoted Sources,2,"A Mediterranean diet rich in virgin olive oil improves the function of high-density lipoproteins, HDL, popularly known as `good’ cholesterol,” said lead study author Dr. Alvaro Hernáez of the Hospital del Mar Medical Research Institute in Barcelona"
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,909,1277,Quoted Sources,3,"Our hypothesis is that these dietary antioxidants may bind to HDL particles and protect them against different kinds of attacks,” Hernáez said by email. “As HDLs are more protected, they can perform their biological functions more efficiently and, therefore, they are able to remove cholesterol from arteries or contribute to the relaxation of blood vessels for longer"
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,2980,3046,Quoted Sources,4,Dr. Daniel Rader of the University of Pennsylvania in Philadelphia
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,3086,3352,Quoted Sources,5,"We know the Mediterranean diet reduces risk of heart disease but still don’t know exactly why,” Rader said by email. “There is probably more than one reason, and this study suggests that one mechanism might be that the Mediterranean diet improves the function of HDL"
1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,nan,3495,3787,Quoted Sources,4,"For people who are interested in reducing their risk of heart disease, the Mediterranean diet is probably the best proven diet to reduce risk,” Rader said. “I think the majority of people who don’t have other major dietary concerns should look toward the Mediterranean diet as a heart healthy"
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,921,1034,Arguments,1,every single one of them saw noticeable changes in the amount and gray matter on various sections of their brains
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,1608,1689,Arguments,1,the lack of gravity actually changed the physical shape of the astronauts’ brains
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,921,1034,Quoted Sources,1,every single one of them saw noticeable changes in the amount and gray matter on various sections of their brains
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,1252,1594,Quoted Sources,2,"We found large regions of gray matter volume decreases, which could be related to redistribution of cerebrospinal fluid in space,” Seidler explained in a post detailing the study. “Gravity is not available to pull fluids down in the body, resulting in so-called puffy face in space. This may result in a shift of brain position or compression"
1727SSSArticle.txt,cf5df376c514d71494d7e127d13617ad5b05c7e94708ba6069679711e3e685f9,nan,396,397,Quoted Sources,1, 
1727SSSArticle.txt,cf5df376c514d71494d7e127d13617ad5b05c7e94708ba6069679711e3e685f9,nan,587,1006,Quoted Sources,2,"We found dysregulated expression in a suspect gene complex which adds to evidence that PMDD is a disorder of cellular response to estrogen and progesterone,” explained Peter Schmidt, M.D. of the NIH’s National Institute of Mental Health, Behavioral Endocrinology Branch. “Learning more about the role of this gene complex holds hope for improved treatment of such prevalent reproductive endocrine-related mood disorders"
1727SSSArticle.txt,cf5df376c514d71494d7e127d13617ad5b05c7e94708ba6069679711e3e685f9,nan,1201,1461,Quoted Sources,3,"This is a big moment for women’s health, because it establishes that women with PMDD have an intrinsic difference in their molecular apparatus for response to sex hormones – not just emotional behaviors they should be able to voluntarily control,” said Goldman"
1727SSSArticle.txt,cf5df376c514d71494d7e127d13617ad5b05c7e94708ba6069679711e3e685f9,nan,3380,3614,Quoted Sources,4,"For the first time, we now have cellular evidence of abnormal signaling in cells derived from women with PMDD, and a plausible biological cause for their abnormal behavioral sensitivity to estrogen and progesterone,” explained Schmidt"
1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,nan,298,340,Arguments,1,the club’s perennially outstanding defense
1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,nan,343,424,Arguments,2,No team over the past two decades has been better at getting stops than the Spurs
1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,nan,570,675,Arguments,2,"In particular, dating back to last season, the Spurs have been fantastic at taking away corner 3-pointers"
1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,nan,1883,2060,Arguments,3,there’s an intelligent argument to be made that 3-point defense is somewhat random — a couple of things could explain how San Antonio has avoided getting burned from the corners
1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,nan,2062,2215,Arguments,3,"Last season, for example, the Spurs played in a division where the majority of the teams were among the NBA’s worst at connecting on corner 3-point tries"
1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,nan,1630,1693,Fact-check,1,where players complained about struggling with depth perception
