highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,task_redundancy,taskrun_count,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,9fa15543-9fcc-46c6-b838-761df06112aa,effb4946-a96c-448a-9b66-19782d922363,2019-04-01 21:12:07.329180,2019-04-01 21:19:17.610175,430.280995,aa3595d5-6b98-458b-9d51-b39fa66bd668,,Probability,1,2260,2270,this level,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,9fa15543-9fcc-46c6-b838-761df06112aa,effb4946-a96c-448a-9b66-19782d922363,2019-04-01 21:12:07.329180,2019-04-01 21:19:17.610175,430.280995,aa3595d5-6b98-458b-9d51-b39fa66bd668,,Probability,1,2447,2488,at least give it the benefit of the doubt,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,9fa15543-9fcc-46c6-b838-761df06112aa,effb4946-a96c-448a-9b66-19782d922363,2019-04-01 21:12:07.329180,2019-04-01 21:19:17.610175,430.280995,aa3595d5-6b98-458b-9d51-b39fa66bd668,,Probability,1,2639,2660,will rise faster than,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,98fcb3fc-3990-46bf-9a96-49ac657fdcf9,,Probability,1,173,234,"A study released yesterday implies that\u2019s definitely the case",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,4829fc2e-e3b8-494b-8d81-a6e2d0ce7ba0,,Evidence,1,423,1918,"The study reveals a 30% greater chance that ice sheets of more than 100 square kilometers will break off of continental glaciers than ones that are 10 square kilometers or less. The simulation totally upends the widely-held assumption that smaller ice sheets are significantly more vulnerable to breaks. That assumption, according to most experts at the NOAA, is responsible for every trusted model of sea level rise that gets cited in federal reports. Still, the highly-speculative nature of the simulation has some other scientists questioning the model assumptions.\n\n\u201cLook, we have no direct evidence of ice sheets that large having broken off in the last 30 years. That\u2019s when models like this became somewhat more reliable in terms of available data,\u201d said Dr. Marolf, perhaps the highest-profile NOAA member who dismissed the study. \u201cEven before that, the few examples of breaks we\u2019ve accounted for were so rare and poorly-understood that they constitute edge cases. And the simulation also ignores recent climate commitments from the OECD countries that should lower projected carbon emissions. So you see, this study is an extrapolation, on top of an extrapolation, on top of an extrapolation.\u201d\n\nDr. Marolf suggests that a follow-up simulation that incorporates most of her concerns would be worth paying attention to. However, \u201cideally [she would] want new ice core samples from at least a quarter of the sheets they\u2019ve pointed to\u201d so that the previous study could be somewhat falsified",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,4829fc2e-e3b8-494b-8d81-a6e2d0ce7ba0,,Evidence,1,2101,2562,"But according to Dr. Grant, there\u2019s \u201cno chance\u201d that the findings have zero relevance for the community as a whole. \u201cIn my book, if you dismiss simulations of this level of rigor and sophistication, you may as well dismiss the entirety of climate science,\u201d said Dr. Grant. \u201cFor every so-called expert who questions this stuff, there are five who at least give it the benefit of the doubt. I trust in this study\u2019s validity because I trust my community\u2019s judgment",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,4829fc2e-e3b8-494b-8d81-a6e2d0ce7ba0,,Evidence,1,238,420,"After these findings, it\u2019s certainly unlikely, and perhaps impossible, that I could think about the Greenland ice sheet like I did before,\u201d said Dr. Grant, a lead author on the study",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,0c8b1d60-1d76-4d67-aa0c-8e6b4961fcdc,,Language,1,238,420,"After these findings, it\u2019s certainly unlikely, and perhaps impossible, that I could think about the Greenland ice sheet like I did before,\u201d said Dr. Grant, a lead author on the study",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,0c8b1d60-1d76-4d67-aa0c-8e6b4961fcdc,,Language,1,2567,2679,"It seems to be just a hop, skip, and a jump to the idea that sea levels will rise faster than previously thought",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,80c2bcaa-144e-429d-8fce-91b8387b93bf,,Reasoning,1,64,171,Anyone under 30 knows that we should probably be even more worried about climate change than we already are,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,80c2bcaa-144e-429d-8fce-91b8387b93bf,,Reasoning,1,2218,2562,"In my book, if you dismiss simulations of this level of rigor and sophistication, you may as well dismiss the entirety of climate science,\u201d said Dr. Grant. \u201cFor every so-called expert who questions this stuff, there are five who at least give it the benefit of the doubt. I trust in this study\u2019s validity because I trust my community\u2019s judgment",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,8eca73c7-955d-4b70-ba01-6bdfe34c7d0c,3e674186-d0c8-422c-a870-f4e841b531f2,2019-04-01 22:14:34.620204,2019-04-01 22:30:01.829212,927.209008,80c2bcaa-144e-429d-8fce-91b8387b93bf,,Reasoning,1,1920,2098,"Insisting that she is \u201cnot some sort of crackpot,\u201d Dr. Marolf made clear that every simulation should be taken seriously, even if its conclusions call for a modicum of skepticism",2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,b0720f29-f070-4d6c-9369-cf1d89394360,51070825-cd78-4f02-9da1-c50bcc491cf7,2019-04-02 06:32:35.739692,2019-04-02 21:10:26.815322,52671.07563,0d2808f5-ad8d-4a0e-945c-ceec816e74ce,,Language,1,64,171,Anyone under 30 knows that we should probably be even more worried about climate change than we already are,2681
ff10e8a2-0820-44db-9c90-ebfe27c8d5ec,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1788,Articles-March-2019/Toy Articles/Probability Toy Article.txt,100006,Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,21,8,b0720f29-f070-4d6c-9369-cf1d89394360,51070825-cd78-4f02-9da1-c50bcc491cf7,2019-04-02 06:32:35.739692,2019-04-02 21:10:26.815322,52671.07563,0d2808f5-ad8d-4a0e-945c-ceec816e74ce,,Language,1,635,657,widely-held assumption,2681
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,154e8fea-af3f-4c58-8020-6d603430ff75,,Reasoning,3,2081,2103,I acted with integrity,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,154e8fea-af3f-4c58-8020-6d603430ff75,,Reasoning,3,2105,2312,"People forget that SKEPTIC actually endorsed more studies that corroborated warming global temperatures\u201d than otherwise because \u201cclimate studies are usually released in the fall, when joints aren\u2019t acting up",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,154e8fea-af3f-4c58-8020-6d603430ff75,,Reasoning,3,2314,2344,"Plus, I didn\u2019t choose the name",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,5d61641f-4704-4857-b370-3e2afb8e9a46,,Reasoning,4,3457,3562,"Indeed, after Dr. Troy\u2019s hiring, the Twitter hashtag #neveragain has been trending among the student body",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,bbe53a2b-6e09-4957-80ef-7a8b46f9b15e,,Reasoning,2,1626,1816,"Given how much more we know about ice cores, how much better our simulations are, how much more confident we can be in our projections, can you believe this crackpot was a SKEPTIC until 2015",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,b74f1577-1a8e-4cdc-bbf2-03b3f326ed26,,Language,1,661,670,bombshell,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,b74f1577-1a8e-4cdc-bbf2-03b3f326ed26,,Language,1,1413,1423,infamously,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,b74f1577-1a8e-4cdc-bbf2-03b3f326ed26,,Language,1,1558,1568,dismissive,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,b74f1577-1a8e-4cdc-bbf2-03b3f326ed26,,Language,1,3598,3630,dismissed the recent controversy,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,9ae71874-7f31-4e6b-8ee5-e3b58c3e8992,,Language,2,1235,1280,take such pronouncements with a grain of salt,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,9ae71874-7f31-4e6b-8ee5-e3b58c3e8992,,Language,2,1584,1605,"come to Jesus\u201d moment",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,9ae71874-7f31-4e6b-8ee5-e3b58c3e8992,,Language,2,1783,1791,crackpot,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,9ae71874-7f31-4e6b-8ee5-e3b58c3e8992,,Language,2,3182,3218,"semi-legendary \u201ctrials of Tessamunga",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,fcbdc0c2-25f6-4f71-a72f-83d39cdc994a,,Language,3,1818,1833,Give me a break,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,fcbdc0c2-25f6-4f71-a72f-83d39cdc994a,,Language,3,1963,1980,there goes my hip,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,fed6aefe-2026-4fbe-bf6c-d04068d95b03,,Language,4,4050,4061,did 23andMe,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,a27778aa-d0af-4eac-ac82-0f82258642c6,,Reasoning,1,725,836,"a hard choice for the institution: either fire him immediately, or admit tacit denial of modern climate science",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,a27778aa-d0af-4eac-ac82-0f82258642c6,,Reasoning,1,838,1000,"After all, if the climate isn\u2019t changing, how can we make sense of the Houston flooding, the 2018 California Wildfires, or the Chicago polar vortex just this year",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,a27778aa-d0af-4eac-ac82-0f82258642c6,,Reasoning,1,1002,1201,"While he now claims to be a believer, Dr. Troy thinks we have \u201cmet our quota\u201d for disasters already this year, \u201cunless God sees fit to rerun the 10 plagues of Egypt or give us a preview of Revelation",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,a27778aa-d0af-4eac-ac82-0f82258642c6,,Reasoning,1,3095,3097,"\n\n",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,0fa7e3c6-8432-4245-ab3e-208dd7d12120,,Reasoning,6,4102,4189,results showed a greater than 50% chance he himself held at least some Tessamunga genes,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,0fa7e3c6-8432-4245-ab3e-208dd7d12120,,Reasoning,6,4368,4454,died of a heat stroke on the Florida beach after losing his arms and legs to frostbite,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,0fa7e3c6-8432-4245-ab3e-208dd7d12120,,Reasoning,6,4480,4503,Like my ancestors I too,4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,0fa7e3c6-8432-4245-ab3e-208dd7d12120,,Reasoning,6,4619,4644,"After all, I\u2019m only human",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,0fa7e3c6-8432-4245-ab3e-208dd7d12120,,Reasoning,6,4646,4700,"Should my career be ruined to pay for yesterday\u2019s sins",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,0fa7e3c6-8432-4245-ab3e-208dd7d12120,,Reasoning,6,4703,4805,"Besides, as a new hire, Dr. Troy noted his annual salary is among the lowest of all Tessamunga faculty",4932
aa3b42a7-b492-4900-ab3a-6ec7115351b3,https://pe.goodlylabs.org:443/project/march2019SemTri/task/1789,Articles-March-2019/Toy Articles/Reasoning Toy Article.txt,100007,Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,21,7,0ef8d767-de12-45b5-b831-182a14bc2a10,1d56076f-d413-4fa5-8724-068fba04ce22,2019-03-28 00:16:06.025997,2019-03-28 01:02:51.196455,2805.170458,42993890-1e2b-4f02-9d1d-e446deed4540,,Evidence,1,657,1201,"The bombshell report that Dr. Troy was a member of SKEPTIC presents a hard choice for the institution: either fire him immediately, or admit tacit denial of modern climate science. After all, if the climate isn\u2019t changing, how can we make sense of the Houston flooding, the 2018 California Wildfires, or the Chicago polar vortex just this year? While he now claims to be a believer, Dr. Troy thinks we have \u201cmet our quota\u201d for disasters already this year, \u201cunless God sees fit to rerun the 10 plagues of Egypt or give us a preview of Revelation",4932
