,Unnamed: 0,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0.1,article_num,article_sha256,task_uuid,schema_namespace,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,Points,schema
10,21,Evidence,11.0,,ordinal,3.0,-1.0,Statistical uncertainty,129.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,983244f8-22a2-4674-8c34-b2c83e3c755e,Evidence Specialist,ordinal,3.0,0.5854527020503246,0.5854527020503246,"[4817, 4818, 4819, 4820, 4821, 4822, 4823, 4824, 4825, 4826, 4827, 4828, 4829, 4830, 4831, 4832, 4833, 4834, 4835, 4836, 4837, 4838, 4839, 4840, 4841, 4842, 4843, 4844, 4845, 4846, 4847, 4848, 4849, 4850, 4851, 4852, 4853, 4854, 4855, 4856, 4857, 4858, 4859, 4860, 4861, 4862, 4863, 4864, 4865, 4866, 4867, 4868, 4869, 4870, 4871, 4872]",0.7630540272572975,0.4377581364491667,0.6742533646538111,0.5,0.5,17.0,3.0,as you can see in this chart of prescriptions per doctor,Is data presented as evidence for a pattern (e.g. a relationship between two variables)?,No,True,-0.6742533646538111,
11,22,Evidence,12.0,,ordinal,2.0,-2.0,Systematic uncertainty,17.0,1721.0,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,025a8515-ff9b-4ce9-b56a-ab8bdf2ca8c1,Evidence Specialist,ordinal,2.0,0.6213906069395072,0.6213906069395072,[],,,0.6213906069395072,0.5,0.5,16.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Likely,True,-1.2427812138790144,
12,23,Evidence,12.0,,ordinal,4.0,-0.5,Systematic uncertainty,176.0,1721.0,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,d2de0341-c711-40d0-9790-176e94e84c67,Evidence Specialist,ordinal,4.0,0.7089324849140702,0.7089324849140702,[],,,0.7089324849140702,0.5,0.5,15.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Unlikely,True,-0.3544662424570351,
13,24,Evidence,12.0,,ordinal,4.0,-0.5,Systematic uncertainty,86.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,5257406f-8cb8-42b8-b4dd-799e0a22931f,Evidence Specialist,ordinal,4.0,0.8343166849676517,0.8343166849676517,[],,,0.8343166849676517,0.5,0.5,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Unlikely,True,-0.4171583424838258,
14,28,Evidence,13.0,,ordinal,2.0,-0.5,Open to evidence,63.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,0b99412a-f09e-4153-9a36-74674e987a79,Evidence Specialist,ordinal,2.0,0.5745058339396523,0.5745058339396523,[],,,0.5745058339396523,0.5,0.5,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Likely,True,-0.2872529169698261,
15,29,Evidence,13.0,,ordinal,4.0,-2.0,Open to evidence,18.0,1721.0,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,025a8515-ff9b-4ce9-b56a-ab8bdf2ca8c1,Evidence Specialist,ordinal,4.0,0.6602688714809197,0.6602688714809197,[],,,0.6602688714809197,0.5,0.5,16.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,True,-1.3205377429618397,
16,30,Evidence,13.0,,ordinal,4.0,-2.0,Open to evidence,177.0,1721.0,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,d2de0341-c711-40d0-9790-176e94e84c67,Evidence Specialist,ordinal,4.0,0.6806796871488889,0.6806796871488889,[],,,0.6806796871488889,0.5,0.5,15.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,True,-1.361359374297778,
17,31,Evidence,13.0,,ordinal,4.0,-2.0,Open to evidence,87.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,5257406f-8cb8-42b8-b4dd-799e0a22931f,Evidence Specialist,ordinal,4.0,0.7618930197763871,0.7618930197763871,[],,,0.7618930197763871,0.5,0.5,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,True,-1.5237860395527745,
0,1,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,136.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,Probability Specialist V4,ordinal,2.0,0.8082213927893762,0.8082213927893762,[],,,0.8082213927893762,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.4041106963946881,Probability
1,2,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,91.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,a518dca8-66c5-4b51-85a5-bdcc4f9da03a,Probability Specialist V4,ordinal,2.0,0.7882545281188738,0.7882545281188738,[],,,0.7882545281188738,0.5,0.5,11.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.3941272640594369,Probability
2,3,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,129.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,Probability Specialist V4,ordinal,2.0,0.6866879778291937,0.6866879778291937,[],,,0.6866879778291937,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.34334398891459683,Probability
3,4,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,84.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,a0676049-64a3-4b96-8a7d-a41eaaee3723,Probability Specialist V4,ordinal,2.0,0.6813488190905544,0.6813488190905544,[],,,0.6813488190905544,0.5,0.5,13.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.3406744095452772,Probability
4,5,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,41.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,49af7261-174a-4ade-a2e1-8208050e50bf,Probability Specialist V4,ordinal,2.0,0.8269227161988467,0.8269227161988467,[],,,0.8269227161988467,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.41346135809942336,Probability
5,6,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,75.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ordinal,2.0,0.5859463646430214,0.5859463646430214,[],,,0.5859463646430214,0.5,0.5,13.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.2929731823215107,Probability
6,7,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,68.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ordinal,2.0,0.7240816441744341,0.7240816441744341,[],,,0.7240816441744341,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.36204082208721705,Probability
7,8,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,122.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,bdc4220c-ae4b-4678-a463-b05dca7b77d2,Probability Specialist V4,ordinal,3.0,0.8088286353081535,0.8088286353081535,[],,,0.8088286353081535,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.8088286353081535,Probability
8,9,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,152.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,d3c4ef19-4147-4d5e-9a2e-b9077308c818,Probability Specialist V4,ordinal,3.0,0.6937809990113853,0.6937809990113853,[],,,0.6937809990113853,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.6937809990113853,Probability
9,10,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,145.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ordinal,3.0,0.7327594771631538,0.7327594771631538,[],,,0.7327594771631538,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.7327594771631538,Probability
10,11,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,10.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ordinal,3.0,0.6774443898168746,0.6774443898168746,[],,,0.6774443898168746,0.5,0.5,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.6774443898168746,Probability
11,12,Probability,5.0,,ordinal,2.0,-1.0,False precision,137.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,Probability Specialist V4,ordinal,2.0,0.707518749639422,0.707518749639422,L,L,L,0.353759374819711,0.5,0.5,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.353759374819711,Probability
12,13,Probability,5.0,,ordinal,2.0,-1.0,False precision,92.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,a518dca8-66c5-4b51-85a5-bdcc4f9da03a,Probability Specialist V4,ordinal,2.0,0.6166240708746678,0.6166240708746678,L,L,L,0.3083120354373339,0.5,0.5,11.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3083120354373339,Probability
13,14,Probability,5.0,,ordinal,2.0,-1.0,False precision,153.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,d3c4ef19-4147-4d5e-9a2e-b9077308c818,Probability Specialist V4,ordinal,2.0,0.6451619113216152,0.6451619113216152,L,L,L,0.3225809556608076,0.5,0.5,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3225809556608076,Probability
14,15,Probability,5.0,,ordinal,2.0,-1.0,False precision,42.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,49af7261-174a-4ade-a2e1-8208050e50bf,Probability Specialist V4,ordinal,2.0,0.6451619113216152,0.6451619113216152,"[1314, 1315, 1316, 1317, 1318, 1540, 1541, 1542, 1888, 1889, 1890, 1891, 1892, 1893, 1894, 1895]",0.4261588081274299,0.4261588081274299,0.5356603597245225,0.5,0.5,12.0,3.0,could//may//believes,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.5356603597245225,Probability
15,16,Probability,5.0,,ordinal,2.0,-1.0,False precision,76.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ordinal,2.0,0.7042530310666268,0.7042530310666268,L,L,L,0.3521265155333134,0.5,0.5,13.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3521265155333134,Probability
