article_filename,article_sha256,task_uuid,namespace,start_pos,end_pos,topic_name,case_number,target_text
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,e442ec7a-874c-48e2-a753-7f16ef88143c,nan,215,225,Language,1,definitely
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,a8da6eeb-61bf-435a-b0df-ac7892f597f6,nan,265,307,Language,1,"certainly unlikely, and perhaps impossible"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,a8da6eeb-61bf-435a-b0df-ac7892f597f6,nan,1943,1968,Language,2,not some sort of crackpot
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,fe4bbb1c-27fe-44ba-9248-02f55563be9f,nan,2567,2679,Language,1,"It seems to be just a hop, skip, and a jump to the idea that sea levels will rise faster than previously thought"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,3667f3f5-ed71-479a-946c-773211962a5c,nan,441,461,Probability,1,a 30% greater chance
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,bf65cc1c-eee2-46be-a58b-d90fbf555d35,nan,64,85,Reasoning,1,Anyone under 30 knows
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,bf65cc1c-eee2-46be-a58b-d90fbf555d35,nan,635,657,Reasoning,1,widely-held assumption
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,bf65cc1c-eee2-46be-a58b-d90fbf555d35,nan,1197,1236,Reasoning,2,perhaps the highest-profile NOAA member
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,8ca2a315-ef67-45b8-81d0-50b9cb822cd0,nan,1971,2098,Reasoning,1,"Dr. Marolf made clear that every simulation should be taken seriously, even if its conclusions call for a modicum of skepticism"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,c0bf8398-a589-4a64-a44d-6eeff29d05f5,nan,2218,2355,Reasoning,2,"In my book, if you dismiss simulations of this level of rigor and sophistication, you may as well dismiss the entirety of climate science"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,935c97bc-54af-46e3-aa27-97c65ac130e3,nan,2375,2488,Reasoning,2,"For every so-called expert who questions this stuff, there are five who at least give it the benefit of the doubt"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,935c97bc-54af-46e3-aa27-97c65ac130e3,nan,2490,2562,Reasoning,2,I trust in this study\u2019s validity because I trust my community\u2019s judgment
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,cb73e622-e573-4c93-8196-709d7b8fe7ca,nan,104,114,Language,1,undeniable
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,cb73e622-e573-4c93-8196-709d7b8fe7ca,nan,215,237,Language,1,wonderfully convenient
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,cb73e622-e573-4c93-8196-709d7b8fe7ca,nan,336,341,Language,2,Thats
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,ff28fda4-3ff1-48dd-9512-e7b27c27a00a,nan,363,375,Language,1,so upsetting
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,443,455,Language,1,unbelievably
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,866,875,Language,1,chastised
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,876,882,Language,1,frumpy
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,915,930,Language,2,rolled her eyes
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,1122,1125,Language,1,too
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,1193,1204,Language,1,devastating
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,1331,1365,Language,2,What am I supposed to make of this
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,1412,1421,Language,1,explosive
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,3fb431f5-a3e8-4333-b88f-28ecc3a26ed7,nan,1442,1512,Language,2,"I thought that using widgets helped make you fit as a fiddle, not sick"
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,11e7c7fa-39c4-43a9-a558-252d2ada03bb,nan,1674,1688,Language,2,we I mean they
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,11e7c7fa-39c4-43a9-a558-252d2ada03bb,nan,2037,2056,Language,1,take it to this one
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,11e7c7fa-39c4-43a9-a558-252d2ada03bb,nan,2152,2160,Language,1,down low
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,759a65cd-ac57-499f-ae3f-9cfccffcec46,nan,1224,1327,Reasoning,1,"At its root this makes you wonder what this is all really about, and there\u2019s every reason to be worried"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,1344,1521,Evidence,1,"Indeed, over two hundred peer-reviewed studies point to screen time correlating to increased\xa0ADHD,\xa0screen addiction,\xa0increased aggression,\xa0depression,\xa0anxiety\xa0and even\xa0psychosis"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,2841,3267,Evidence,2,"Yet many researchers and neuroscientists believe that this ADHD epidemic is\xa0a direct\xa0result\xa0of children being hyper-stimulated. Using hyper-stimulating digital content to \u201cengage\u201d otherwise distracted students exacerbates the problem that it endeavors to solve. It creates a vicious and addictive ADHD cycle: The more a child is stimulated, the more that child needs to keep getting stimulated in order to hold their attention"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,4262,4695,Evidence,2,"We could look to Finland, whose school system routinely\xa0ranks toward the top globally\xa0and has chosen to skip the tech and standardized testing. Instead, Finnish students are given as many as\xa0four outdoor free-play breaks per day, regardless of the weather\u2014while here, a sedentary American child sitting in front of a glowing screen playing edu-games while over-scheduled and stressed by standardized testing is seen as the Holy Grail"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,4698,4893,Evidence,3,"Dr. Kentaro Toyama, an associate professor at the University of Michigan\u2019s School of Information, once believed that technology in the classroom could solve the problems of modern urban education"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,5183,5648,Evidence,3,"Rather than finding a digital educational cure, he came to understand what he calls\xa0technology\u2019s \u201cLaw of Amplification\u201d: technology could help education where it\u2019s already doing well, but it does little for mediocre educational systems. Worse, in dysfunctional schools, it \u201ccan cause outright harm.\u201d He added: \u201cUnfortunately, there is no technological fix\u2026more technology only magnifies socioeconomic disparities, and the only way to avoid that is non-technological"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,5721,6003,Evidence,3,"The Organization for Economic Co-operation and Development said in a 2015 report that heavy users of computers in the classroom \u201cdo a lot worse in most learning outcomes\u201d and that: \u201cIn the end, technology can amplify great teaching,\xa0but great technology cannot replace poor teaching"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,6009,6318,Evidence,3,An exhaustive meta-study conducted by Durham University in 2012 that systemically reviewed 48 studies examining technology\u2019s impact on learning found that \u201ctechnology-based interventions tend to\xa0produce just slightly\xa0lower\xa0levels of improvement\xa0when compared with other researched interventions and approaches
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,6447,6636,Evidence,3,"School reform is a social challenge, not a technological problem\u2026a high-tech agenda for children seems likely to erode our most precious long-term intellectual reserves\u2014our children\u2019s minds"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d9e5b345-c851-459a-be48-c6a615160ec1,nan,6643,7059,Evidence,3,"Patricia Greenfield, distinguished professor of psychology at UCLA, analyzed more than 50 studies on learning and points out that reading for pleasure among young people has decreased in recent decades, which is problematic because \u201cstudies show that\xa0reading develops imagination, induction, reflection and critical thinking, as well as vocabulary\u2026in a way that visual media such as video games and television do not"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,d61d0fca-6375-4cbe-915d-7e307f034f50,nan,7236,7520,Evidence,3,"while she expected to find that computers in the classroom would be beneficial, now feels that \u201ctime on the computer might interfere with development\xa0of everything from the young child\u2019s motor skills to his or her ability to think logically and distinguish between reality and fantasy"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,3326f5ae-15bd-4ddd-be90-635f4744c43f,nan,7527,7793,Evidence,3,"John Vallance, a Cambridge scholar and headmaster of Australia\u2019s top K-through-12 school, Sydney Grammer, has said: \u201cI think when people come to write the history of this period in education\u2026this investment in classroom technology is going to be seen as a huge fraud"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,3326f5ae-15bd-4ddd-be90-635f4744c43f,nan,7858,8331,Evidence,1,"Students don\u2019t even prefer e-learning over traditional education. In a 2011 study, researchers found that\xa0students actually preferred \u201cordinary, real-life lessons\u201d\xa0to using technology. Those results surprised the researchers: \u201cIt is not the portrait that we expected, whereby students would embrace anything that happens on a more highly technological level. On the contrary\u2014they really seem to like access to human interaction, a smart person at the front of the classroom"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,437,446,Language,1,dutifully
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,530,537,Language,1,seismic
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,2717,2725,Language,1,exploded
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,3051,3062,Language,1,exacerbates
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,3812,3825,Language,2,students that
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,3918,3923,Language,1,na\xefve
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,8361,8377,Language,1,infatuation with
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,85d9efe3-59c6-48da-b261-6ad495adcaa4,nan,8674,8684,Language,2,Siren song
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,b03d84d2-ca0a-47df-9c21-aa0ae549023a,nan,1187,1339,Evidence,1,"colds usually take a few days to build up, while the flu comes on more abruptly. \u201cSometimes [a flu] patient goes from well to very sick in a few minutes"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,b03d84d2-ca0a-47df-9c21-aa0ae549023a,nan,1473,1571,Evidence,1,"A cold typically lasts about three to five days, while a flu tends to linger about twice that long"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,b03d84d2-ca0a-47df-9c21-aa0ae549023a,nan,1596,1705,Evidence,1,"a fever is much more common among flu patients, and the same is true of headaches, body aches and a dry cough"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,b03d84d2-ca0a-47df-9c21-aa0ae549023a,nan,2245,2375,Evidence,1,Colds are most common in early fall (usually right when students return to school) and in spring. But they\u2019re a year-round concern
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,b03d84d2-ca0a-47df-9c21-aa0ae549023a,nan,3560,3648,Evidence,1,"Influenza kills about 35,000 Americans per year, whereas colds rarely cause lasting harm"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,b03d84d2-ca0a-47df-9c21-aa0ae549023a,nan,5777,5884,Evidence,1,very young and those with weakened immune systems\u2014should tell their doctor if they\u2019re experiencing symptoms
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,684e4dca-a273-4371-8740-4fe667018369,nan,1600,2266,Evidence,1,"Meat consists of multiple components, such as haem iron. Meat can also contain chemicals that form during meat processing or cooking.\r\n\r\nFor instance, carcinogenic chemicals that form during meat processing include N-nitroso compounds and polycyclic aromatic hydrocarbons.\r\n\r\nCooking of red meat or processed meat also produces heterocyclic aromatic amines as well as other chemicals including polycyclic aromatic hydrocarbons, which are also found in other foods and in air pollution.\r\n\r\nSome of these chemicals are known or suspected carcinogens, but despite this knowledge, it is not yet fully understood how cancer risk is increased by red meat or processed meat"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,275,333,Language,1,bacon was as harmful as human health to smoking cigarettes
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,2343,2472,Language,1,but are people really so simplistic and naive to think that they need an entity called the World Health Organization to warn them
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,2477,2688,Language,1,"If you don\u2019t know processed meat is bad for you and that it causes cancer, or that most of all food we can buy nowadays is insufficient to feed us or keep us from getting sick, you don\u2019t know how the world works"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,2705,2725,Language,1,no genuine intention
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,2764,2780,Language,1,altruistic force
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,2837,2845,Language,1,naive to
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,3438,3446,Language,1,disclose
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,3491,3505,Language,1,try to justify
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,3527,3542,Language,1,little warnings
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c6fbc2ec-de6f-46a4-a22f-dde8fb9a809e,nan,4957,4978,Language,2,a ton of other things
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,a50d8327-aece-45b5-af09-623644e29942,nan,2477,2688,Reasoning,1,"If you don\u2019t know processed meat is bad for you and that it causes cancer, or that most of all food we can buy nowadays is insufficient to feed us or keep us from getting sick, you don\u2019t know how the world works"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,e9605cc5-04e9-4933-9f26-fdb3de50fa8e,nan,3688,4066,Reasoning,2,"Also, it\u2019s not a good thing when government organizations start \u201cofficially\u201d recognizing things. When the government starts \u201cofficially\u201d recognizing the danger of tobacco, they start trying to make laws that do nothing but line the pockets of politicians with new taxes, and create annoying little additional hassles for people who will not give up smoking cigarettes either way"
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,71db9998-a741-4ae8-8d27-8ec8488098af,nan,5453,5926,Evidence,1,"Since 1959, research has shown that 95 to 98 percent of attempts to lose weight fail and that two-thirds of dieters gain back more than they lost. The reasons are biological and irreversible. As early as 1969, research showed that losing just 3 percent of your body weight resulted in a 17 percent slowdown in your metabolism\u2014a body-wide starvation response that blasts you with hunger hormones and drops your internal temperature until you rise back to your highest weight"
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,71db9998-a741-4ae8-8d27-8ec8488098af,nan,6328,6881,Evidence,1,"But individuals are not averages: Studies have found that anywhere from one-third to three-quarters of people classified as obese are metabolically healthy. They show no signs of elevated blood pressure, insulin resistance or high cholesterol. Meanwhile, about a quarter of non-overweight people are what epidemiologists call \u201cthe lean unhealthy.\u201d A 2016 study that followed participants for an average of 19 years found that unfit skinny people were twice as likely to get diabetes as fit fat people. Habits, no matter your size, are what really matter"
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,1488d21a-ea3f-41fc-b70a-9e80f3dbe9cf,nan,206,226,Language,1,cruel and futile war
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,1488d21a-ea3f-41fc-b70a-9e80f3dbe9cf,nan,242,269,Language,1,poisoning public perception
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,1488d21a-ea3f-41fc-b70a-9e80f3dbe9cf,nan,274,299,Language,1,ruining millions of lives
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,1488d21a-ea3f-41fc-b70a-9e80f3dbe9cf,nan,2966,2972,Language,1,excuse
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,1488d21a-ea3f-41fc-b70a-9e80f3dbe9cf,nan,3457,3469,Language,1,incalculable
