article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,6,1.0,0.0,[],NA,NA,1.0,0.5,0.5,3,6,NA,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No misleading reasoning about probability or frequency
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,7,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,3,checklist,7,1.0,0.0,[],NA,NA,1.0,0.5,0.5,3,7,NA,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No appeals to biases
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,1,1.0,0.0,"[2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 2200, 2201, 2202, 2203, 2204, 2205, 2206, 2207, 2208, 2209, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 2219, 2220, 2221, 2222, 2223, 2224, 2225, 2226, 2227, 2228, 2229, 2230, 2231, 2232, 2233, 2234, 2235, 2236, 2237, 2238, 2239, 2240, 2241, 2242, 2243, 2244, 2245, 2246, 2247, 2248, 2249, 2250, 2251, 2252, 2253, 2254, 2255, 2256, 2257, 2258, 2259, 2260, 2261, 2262, 2263, 2264, 2265, 2266, 2267, 2268, 2269, 2270, 2271, 2272, 2273, 2274, 2275, 2276, 2277, 2278, 2279, 2280, 2281, 2282, 2283, 2284, 2285, 2286, 2287, 2288, 2289, 2290, 2291, 2292, 2293, 2294, 2295, 2296, 2297, 2298, 2299, 2300, 2301, 2302, 2303, 2304, 2305, 2306, 2307, 2308, 2309, 2310, 2311, 2312, 2313, 2314, 2315, 2316, 2317, 2318, 2319, 2320, 2321, 2322, 2323, 2324, 2325, 2326, 2327, 2328, 2329, 2330, 2331, 2332, 2333, 2334, 2335, 2336, 2337, 2338, 2339, 2340, 2341, 2342, 2343, 2344, 2345, 2346, 2347, 2348, 2349, 2350, 2351, 2352, 2353, 2354, 2355, 2356, 2357, 2358, 2359, 2360, 2361, 2362, 2363, 2364, 2365, 2366, 2367, 2368, 2369, 2370, 2371, 2372, 2373, 2374, 2375, 2376, 2377, 2378, 2379, 2380, 2381, 2382, 2383, 2384, 2546, 2547, 2548, 2549, 2550, 2551, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 2569, 2570, 2571, 2572, 2573, 2574, 2575, 2576, 2577, 2578, 2579, 2580, 2581, 2582, 2583, 2584, 2585, 2586, 2587, 2588, 2589, 2590, 2591, 2592, 2593, 2594, 2595, 2596, 2597, 2598, 2599, 2600, 2601, 2602, 2603, 2604, 2605, 2606, 2607, 2608, 2609, 2610, 2611, 2612, 2613, 2614, 2615, 2616, 2617, 2618, 2619, 2620, 2621, 2622, 2623, 2624, 2625, 2626, 2627, 2628, 2629, 2630, 2631]",1.0,1.0,1.0,0.5,0.5,3,9,The patients who saw the heavy opioid prescribers were three times more likely to receive a prescription for opioids compared with the patients who saw the more judicious opioid prescribers at the same hospital//a variation the researchers thought was likely the result of inappropriate prescribing,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,"Begging the Question (drawing a conclusion that is just a restatement of their question, without further evidence or argument)"
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,6,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,9,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,7,ordinal,3,1.0,1.0,[],NA,NA,1.0,0.5,0.5,3,6,NA,How misleading is the argument?,Somewhat
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,9,ordinal,8,1.0,1.0,[],NA,NA,1.0,0.5,0.5,3,10,NA,"How confident are you about your answers, on the whole?",8
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,10,nominal,0,1.0,1.0,[],NA,NA,1.0,0.5,0.5,3,1,NA,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,zero
