schema_namespace,schema_sha256,quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,3d666eee-e46f-431c-96f6-e921e90c1eec,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1300,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,4a3bf21e-2649-4283-b5bb-ea857e6ad752,c37ed572-0042-460d-a585-7280158e1687,2018-08-30 22:49:51.380082,2018-08-30 22:51:16.546644,85.166562,T1.Q1,It is one of a few arguments the author wants the audience to agree with
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,3d666eee-e46f-431c-96f6-e921e90c1eec,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1300,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,6cdc2874-e152-4e73-9314-6c230fcc48a0,c5fa6934-8c1c-47d0-83a9-2d93d422fca8,2018-08-31 20:15:44.140164,2018-08-31 20:27:58.539998,734.399834,T1.Q1,It is an argument that is effectively and intentionally contradicted by the main argument/s of the article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,0aacd8c9-4254-4988-b94e-e932e53f6fea,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1301,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8785de5f-d741-4795-9c2b-a48a350d42df,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:02:42.155132,2018-08-30 19:03:28.055682,45.90055,T1.Q1,It is an argument that is effectively and intentionally contradicted by the main argument/s of the article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,0aacd8c9-4254-4988-b94e-e932e53f6fea,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1301,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7f4357fe-8685-4dad-a9e6-93b3e986a12a,c37ed572-0042-460d-a585-7280158e1687,2018-08-30 22:50:22.979781,2018-08-30 22:53:31.435599,188.455818,T1.Q1,It is one of a few arguments the author wants the audience to agree with
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,0aacd8c9-4254-4988-b94e-e932e53f6fea,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1301,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8c0777b1-44d4-4bec-96e4-4e8363fc31d8,c5fa6934-8c1c-47d0-83a9-2d93d422fca8,2018-08-31 20:16:05.458279,2018-08-31 20:28:39.362147,753.903868,T1.Q1,It is an argument that is effectively and intentionally contradicted by the main argument/s of the article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,ea03f9f2-6f96-43bd-b459-cfb2b72a8eec,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1302,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,4831293d-9c4e-4d55-bd6d-852144bea18d,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:03:05.945345,2018-08-30 19:03:52.346324,46.400979,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,ea03f9f2-6f96-43bd-b459-cfb2b72a8eec,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1302,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f7adbd96-31e8-469a-8a3f-171fe6ea20a1,c37ed572-0042-460d-a585-7280158e1687,2018-08-30 22:51:16.764572,2018-08-30 22:55:12.295217,235.530645,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,ea03f9f2-6f96-43bd-b459-cfb2b72a8eec,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1302,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,717b3c5f-bca2-4ac2-9c9b-a8e9ae211eb7,c5fa6934-8c1c-47d0-83a9-2d93d422fca8,2018-08-31 20:27:59.043733,2018-08-31 20:28:59.233910,60.190177,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,cf1f7c7d-5632-4b8b-bbbe-16b8d21dd7c3,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1303,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,89d76652-fb29-4a74-97e8-2b5a1a78fb21,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:03:28.297485,2018-08-30 19:04:06.746609,38.449124,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,cf1f7c7d-5632-4b8b-bbbe-16b8d21dd7c3,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1303,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,0be27fd6-9b8c-4c94-b3c3-6f6e32738baf,c37ed572-0042-460d-a585-7280158e1687,2018-08-30 22:53:31.653404,2018-08-30 22:59:14.983315,343.329911,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,cf1f7c7d-5632-4b8b-bbbe-16b8d21dd7c3,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1303,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,89642af7-4de8-433f-b6ef-c1ed4933db43,c5fa6934-8c1c-47d0-83a9-2d93d422fca8,2018-08-31 20:28:39.639710,2018-08-31 20:34:03.063324,323.423614,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,e1ed0303-94a0-4168-a496-dd2ce9e33c3c,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1304,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c4f07803-903f-470c-9edd-5b95190a3897,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:03:52.621538,2018-08-30 19:04:42.992197,50.370659,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,e1ed0303-94a0-4168-a496-dd2ce9e33c3c,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1304,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c402635f-e6d5-4a2b-975c-2d0419674380,c5fa6934-8c1c-47d0-83a9-2d93d422fca8,2018-08-31 20:28:59.470526,2018-08-31 20:34:14.340951,314.870425,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,81778903-0c80-4aec-8863-0910ca86e576,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1305,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,9a54f7ee-c2ca-44b3-8738-ea24348a4098,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:04:06.987578,2018-08-30 19:05:14.250680,67.263102,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,a8733825-5c89-41b1-be07-b53bd4377eda,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1306,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,f2b39770-0c60-4d18-8e6b-6575e09cae6b,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:04:43.221080,2018-08-30 19:05:38.258016,55.036936,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,1d263c20-a4d2-4381-9e54-72ba47c827a7,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1307,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,fc11137b-1ca6-400b-ac54-68c0c8ead8fa,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:05:14.508087,2018-08-30 19:05:51.979728,37.471641,T1.Q1,It is the main argument of the entire article
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,3b08e48b-1a73-46d0-ab8f-43432599ff7f,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1308,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,72ef85cf-7d26-4528-be71-ab2c97ee4966,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:05:38.496733,2018-08-30 19:06:24.131823,45.63509,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
ArgumentRelevance_2018_07_05,e2dd80ff1e72cfb22b8f6b162ae90df5c58295fbea225dc2b4fdc51f292c472b,35f8759b-e3f6-4218-a2e0-b4288c9b52aa,http://pe.goodlylabs.org/project/Demo1ArgRel3/task/1309,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,07ec8654-8057-468f-bc56-2b1b6b18f3c7,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-30 19:05:52.214071,2018-08-30 19:07:03.420854,71.206783,T1.Q1,It is one of a few arguments the author wants the audience to agree with
