schema_namespace,schema_sha256,topic_uuid,topic_name,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,nohighlight,optionalhighlight,answer_options
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e128ecae-7fe0-4dc6-a96c-3d9b4f8efef3,T1.Q2,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},6,20d4f836-88b8-44c4-a99b-3ec37e8904ea,T1.Q2.A6,No misleading reasoning about probability or frequency,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,326642bb-32ff-4a76-8a36-9619c9da5633,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},7,ef6cac86-8613-4f8f-ad2c-0d6f43374859,T1.Q3.A1,Just World Fallacy (arguing that something must be just because it is the way society works/has worked,T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,326642bb-32ff-4a76-8a36-9619c9da5633,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},7,bade2f0e-a8de-408b-aa92-907e06f09b22,T1.Q3.A2,"Good Old Days Fallacy (the idea that things in the past were much better than the present in some unspecific way, or without evidence)",T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,326642bb-32ff-4a76-8a36-9619c9da5633,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},7,9cdd01cf-d88f-4b84-9e92-f882ec9d0f9a,T1.Q3.A3,Naturalistic Fallacy (infer something is good because it is natural),T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,326642bb-32ff-4a76-8a36-9619c9da5633,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},7,89800549-2ad2-477a-bbbc-b207f03482f4,T1.Q3.A4,"Sunk Cost Fallacy (arguing for continued investment because so much is already invested so much in something, even if more investment may not help)",T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,326642bb-32ff-4a76-8a36-9619c9da5633,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},7,12f33d4f-4008-4ab1-930e-862aad9d3643,T1.Q3.A5,Identifiable Victim Effect (make much of a single victim for enduring something that happens to a great many people without note),"T1.Q4, T1.Q5, T1.Q7",0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,326642bb-32ff-4a76-8a36-9619c9da5633,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},7,27b3475e-734a-4986-9b49-317506b6fb76,T1.Q3.A6,Other appeals to biases,"T1.Q7, T1.Q8",0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,326642bb-32ff-4a76-8a36-9619c9da5633,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},7,30b714b2-9c78-48e8-b511-735aba5a5bad,T1.Q3.A7,No appeals to biases,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,23067f69-71f0-4954-83f2-5b9150d42c06,T1.Q4,"Do they acknowledge that others suffer in similar ways? If yes or maybe, highlight the relevant section.",RADIO,NONE,,{},3,ae8c8f61-0fc7-4848-b664-f34ee9fcc59a,T1.Q4.A1,Yes,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,23067f69-71f0-4954-83f2-5b9150d42c06,T1.Q4,"Do they acknowledge that others suffer in similar ways? If yes or maybe, highlight the relevant section.",RADIO,NONE,,{},3,58726bfb-ffad-4427-b724-d985ee88f8e0,T1.Q4.A2,Maybe,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,23067f69-71f0-4954-83f2-5b9150d42c06,T1.Q4,"Do they acknowledge that others suffer in similar ways? If yes or maybe, highlight the relevant section.",RADIO,NONE,,{},3,88e3d8c6-b29c-4dcd-88ab-84172ffc8e15,T1.Q4.A3,Not at all,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,32c41855-68ed-491b-a5c1-44683a4c88a7,T1.Q5,"Do they use individuals as representatives of a larger suffering group to call attention to their collective plight? If yes or maybe, highlight the relevant section.",RADIO,NONE,,{},3,774290d3-1f52-4c5e-9d16-d85e4239d881,T1.Q5.A1,Yes,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,32c41855-68ed-491b-a5c1-44683a4c88a7,T1.Q5,"Do they use individuals as representatives of a larger suffering group to call attention to their collective plight? If yes or maybe, highlight the relevant section.",RADIO,NONE,,{},3,c0f7264b-bfcf-4fa0-a130-e557f878c376,T1.Q5.A2,Maybe,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,32c41855-68ed-491b-a5c1-44683a4c88a7,T1.Q5,"Do they use individuals as representatives of a larger suffering group to call attention to their collective plight? If yes or maybe, highlight the relevant section.",RADIO,NONE,,{},3,61daa105-1ebf-42ef-906d-984c3a92a2b6,T1.Q5.A3,No,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,85e2b14e-8278-4394-be96-f0b54339260a,T1.Q6.A1,"Begging the Question (drawing a conclusion that is just a restatement of their question, without further evidence or argument)",T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,f6448b3c-8a57-4f28-948e-3397c3300e2a,T1.Q6.A2,False Dilemma (presenting a complicated choice as if there were only two options),T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,033cdcba-020a-41e8-b014-e2b321720ac5,T1.Q6.A3,"Straw Man Argument (presenting a counterargument as a weaker, more foolish or more extreme version of the real counterargument)",T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,784085e5-0445-43b5-9770-7aba195852d8,T1.Q6.A4,Red Herring (addressing a different issue than originally proposed in the article),T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,cf9309d4-91b3-4772-82e7-8a9477db2d40,T1.Q6.A5,Equivocation (using a key term in more than one way without noting the change in meaning),T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,5a4c94eb-059e-4a37-8968-02570e90144b,T1.Q6.A6,Slippery Slope Argument (the worry that one small change will lead to a major change),T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,7531b285-767b-47f1-b26e-a8cac4045ad6,T1.Q6.A7,Appeal to Ignorance (arguing something is true because they haven't found evidence against it),T1.Q7,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,80cfd3d3-3e28-45b8-b174-c0b4bb66928f,T1.Q6.A8,Other logical fallacy,"T1.Q7, T1.Q8",0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,e4fa924b-9728-4d13-a850-64771e51bd88,T1.Q6,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,CHECKBOX,NONE,,{},9,6ce9d2c0-589b-4195-9c10-ccb327c7ca26,T1.Q6.A9,No logical fallacies,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,0c7d7e91-f267-4bbf-bc26-1d8009956d31,T1.Q7,How misleading is the argument?,RADIO,NONE,,{},6,e5c74409-2e21-4d4b-ad3f-7d04851f854d,T1.Q7.A1,Extremely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,0c7d7e91-f267-4bbf-bc26-1d8009956d31,T1.Q7,How misleading is the argument?,RADIO,NONE,,{},6,85b54a48-abb6-429b-b963-5b770396eb4d,T1.Q7.A2,Very,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,0c7d7e91-f267-4bbf-bc26-1d8009956d31,T1.Q7,How misleading is the argument?,RADIO,NONE,,{},6,84a28148-e5e6-4931-b87e-da94cc8abc06,T1.Q7.A3,Somewhat,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,0c7d7e91-f267-4bbf-bc26-1d8009956d31,T1.Q7,How misleading is the argument?,RADIO,NONE,,{},6,90a4560b-8398-47e7-bc37-555eff2a6f37,T1.Q7.A4,Slightly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,0c7d7e91-f267-4bbf-bc26-1d8009956d31,T1.Q7,How misleading is the argument?,RADIO,NONE,,{},6,c3dfa8c0-5263-4898-9e27-666b501debdc,T1.Q7.A5,Very Slightly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,0c7d7e91-f267-4bbf-bc26-1d8009956d31,T1.Q7,How misleading is the argument?,RADIO,NONE,,{},6,8e1a10e5-14ea-4454-864a-43de0c376330,T1.Q7.A6,Not at all,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,7901f5de-8ab4-4ce8-9cf9-808380aa33fd,T1.Q8,"You said that there was an ""Other"" form of misleading reasoning. Briefly describe what is wrong with it.",TEXT,NONE,,{},1,fd2e61ac-784c-47bb-b56f-ccbadc3b6e5e,T1.Q8.A1,placeholder answer for TEXT,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,b055edca-345d-4621-bc9a-3095ad4b5d0b,T1.Q9.A1,1: I was guessing randomly for everything,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,1ba401de-db58-45da-be17-d4d43b84b179,T1.Q9.A2,2,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,4346f7f2-caeb-4866-81aa-2568a94261df,T1.Q9.A3,3,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,c896dcf8-b9fd-4ee4-8aa1-bc9702ff30d6,T1.Q9.A4,4,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,9e89cbcf-e220-488e-a03c-4521208a30d7,T1.Q9.A5,5: 50-50 that I had it on any given item,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,136f099f-97b7-43e2-9843-a049c8294126,T1.Q9.A6,6,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,9223bee6-dd69-4fc8-9fbc-53f8c4c4e28f,T1.Q9.A7,7,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
Pilot_Reasoning_2018_10_09,9edb25f5d28f139874b562b9b968cdc6112a196f74ae04b6af3483e7cafa8c9e,141c08c1-5132-4dd8-9c93-a257cacfed48,Beginner Reasoning Specialist Structured,774de885-af04-45fc-a7e4-dadecaeca27f,T1.Q9,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,9ca72fd5-f30c-451b-9f2b-e4df58ca275d,T1.Q9.A8,8,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
