,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
10,Language,12,,ordinal,1,0.5,Well-balanced,110,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.9707034049068496,0.9707034049068496,[],nan,nan,0.9707034049068496,4,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.4853517024534248,Language
11,Language,12,,ordinal,1,0.5,Well-balanced,375,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,d6d02a8c-8016-4a3a-b8a8-91c71e53c3ca,c8b06e53-82b4-429f-882e-df7fad43369d,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
12,Language,12,,ordinal,1,0.5,Well-balanced,412,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,dd081b58-f5d9-4789-9f0b-4af0501c5dd7,8390627c-c51b-46ad-a89e-05f4d03a0fee,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.9708536543404837,0.9708536543404837,[],nan,nan,0.9708536543404837,4,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.4854268271702418,Language
13,Language,12,,ordinal,1,0.5,Well-balanced,13,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,00d107ed-7214-4aef-8811-3bfcf1e40afa,0,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.828634609999496,0.828634609999496,[],nan,nan,0.828634609999496,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.414317304999748,Language
14,Language,12,,ordinal,1,0.5,Well-balanced,89,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,5b590d30-34df-4ac8-9cbd-a616400fcf69,eb6b4683-1445-452b-82a0-fd545f579420,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
15,Language,12,,ordinal,1,0.5,Well-balanced,282,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,af17172f-d10f-4e5b-a2a1-3f656d79d951,520cf393-5869-4c79-a9da-eab42f4c3bf9,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
16,Language,12,,ordinal,1,0.5,Well-balanced,264,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,a8a46308-c6c7-4e0e-b686-09d0644ea979,14f181bd-f4d1-4ef9-9624-07055e7767a4,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
17,Language,12,,ordinal,1,0.5,Well-balanced,428,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,e63b8dbc-c79b-4bfe-8211-d28247433d97,0,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
18,Language,12,,ordinal,1,0.5,Well-balanced,247,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,a78a4aeb-5d45-4894-b6fa-66a57976841e,352a7135-e111-4746-ada2-91add1ee10f0,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
19,Language,12,,ordinal,1,0.5,Well-balanced,338,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,c40c5fbc-f57d-41b2-8919-a04417da9b78,bec3f95b-c917-42b3-9619-0c9a31132479,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
20,Language,12,,ordinal,1,0.5,Well-balanced,392,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,d9e6f11d-ca67-4c63-8e0e-6d4a3cc68e03,47222edd-67a7-4d3d-9e3c-ec19bc36ba5e,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.691800412632,0.691800412632,[],nan,nan,0.691800412632,4,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.345900206316,Language
21,Language,12,,ordinal,1,0.5,Well-balanced,226,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,95f3e6a2-307b-4508-85c5-03f9b3ef80da,9337c4bd-2fa1-40c4-ab48-0c132689965f,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.828634609999496,0.828634609999496,[],nan,nan,0.828634609999496,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.414317304999748,Language
22,Language,12,,ordinal,1,0.5,Well-balanced,131,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,68b8e84c-cf72-440f-9d71-8030705b7d6d,7fef1e3e-8d18-4a0e-8f89-977c9c3ce72b,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.828634609999496,0.828634609999496,[],nan,nan,0.828634609999496,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.414317304999748,Language
23,Language,12,,ordinal,1,0.5,Well-balanced,152,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,6f00a35e-bca1-4031-ab55-6428372e2ecb,f2f56150-fa6e-46c8-9c45-fdfc5a4e595f,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.828634609999496,0.828634609999496,[],nan,nan,0.828634609999496,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.414317304999748,Language
24,Language,12,,ordinal,1,0.5,Well-balanced,72,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,3d9c0e63-5de0-4520-b0c4-de96acb9a2bf,e82b387c-eb68-4582-979b-2b9cf3d4e46e,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,1.0,1.0,[],nan,nan,1.0,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.5,Language
25,Language,12,,ordinal,1,0.5,Well-balanced,32,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,1b847189-7231-4423-863b-767f5fd8af7c,933a53ce-2735-4105-b767-d3114de7d0bf,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.828634609999496,0.828634609999496,[],nan,nan,0.828634609999496,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.414317304999748,Language
26,Language,12,,ordinal,1,0.5,Well-balanced,449,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,fe02a30d-1e5d-446d-b0a5-b289c7adcd37,9a5069d1-5b3d-4c1b-8505-9774a32647cd,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.828634609999496,0.828634609999496,[],nan,nan,0.828634609999496,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.414317304999748,Language
27,Language,12,,ordinal,1,0.5,Well-balanced,188,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,7acb9bf7-34d7-41f6-89e7-f0604a203f92,0,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.7233083338141042,0.7233083338141042,[],nan,nan,0.7233083338141042,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.3616541669070521,Language
28,Language,12,,ordinal,1,0.5,Well-balanced,356,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,d38d9de3-a040-4e3d-8a3d-cf5f62d53f48,2e028b45-2249-4efb-8a4f-87daca5cd774,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.8552778762416621,0.8552778762416621,[],nan,nan,0.8552778762416621,4,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.42763893812083104,Language
29,Language,12,,ordinal,1,0.5,Well-balanced,321,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,bad050d1-07a8-47ba-b9b8-f09e72a5e17a,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.828634609999496,0.828634609999496,[],nan,nan,0.828634609999496,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.414317304999748,Language
30,Language,12,,ordinal,1,0.5,Well-balanced,207,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,822f0c4d-b15b-459c-b353-6e9802507287,e8833dbe-360d-47d4-a341-a7ac1466fe03,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1,0.6296562292037521,0.6296562292037521,[],nan,nan,0.6296562292037521,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.31482811460187604,Language
31,Language,12,,ordinal,2,1.0,Well-balanced,300,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,b59dd911-1ffb-4582-bab2-979df9becab9,744c7cbe-cf44-4cbb-bbb0-901b0d4f35a3,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,457d8197-e8ce-43be-8185-b35dd6725b8d,ordinal,2,0.8286346099994961,0.8286346099994961,[],nan,nan,0.8286346099994961,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Good job!,True,0.8286346099994961,Language
32,Language,12,,ordinal,2,1.0,Well-balanced,172,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,7235f2de-dba1-4488-8891-87a552a2b012,eda38606-a9f2-4159-941f-24b213dff056,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,457d8197-e8ce-43be-8185-b35dd6725b8d,ordinal,2,0.8286346099994961,0.8286346099994961,[],nan,nan,0.8286346099994961,3,4,nan,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Good job!,True,0.8286346099994961,Language
