article_filename,article_sha256,namespace,start_pos,end_pos,topic_name,case_number,target_text
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,644,1034,Evidence,1,"A total of 26 astronauts were scanned before and after their stays in space; 12 who were shuttle crew members spending two weeks in space, and 14 who resided on the International Space Station for six months at a time. After comparing the scans, the scientists discovered that every single one of them saw noticeable changes in the amount and gray matter on various sections of their brains"
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,1252,1594,Evidence,1,"We found large regions of gray matter volume decreases, which could be related to redistribution of cerebrospinal fluid in space,” Seidler explained in a post detailing the study. “Gravity is not available to pull fluids down in the body, resulting in so-called puffy face in space. This may result in a shift of brain position or compression"
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,1598,2176,Evidence,1,"In short, the lack of gravity actually changed the physical shape of the astronauts’ brains, but there’s more. The scans showed that areas that saw increases in gray matter were the sections that process movement information, and more specifically the movement of a person’s legs. The team believes that may be related to the brain working harder to learn new ways of moving related to the lack of gravity. The scans also showed that the changes were more dramatic in the astronauts who spent months aboard the ISS as opposed to those who only had brief trips aboard the shuttle"
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,633,641,Language,1,shocking
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,1628,1636,Language,1,actually
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,2054,2062,Language,2,dramatic
1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,nan,1598,1707,Reasoning,1,"In short, the lack of gravity actually changed the physical shape of the astronauts’ brains, but there’s more"
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,282,287,Confidence,1,Maybe
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,1661,1711,Confidence,2,the study is too small to be considered definitive
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,1845,1850,Confidence,3,could
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,1944,1952,Confidence,1,possibly
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,2068,2073,Confidence,1,could
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,2120,2125,Confidence,1,could
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,2178,2183,Confidence,1,could
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,2693,2696,Confidence,1,may
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,3014,3017,Confidence,1,may
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,4835,4845,Confidence,1,speculates
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,5164,5167,Confidence,1,may
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,5309,5319,Confidence,4,might have
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,5638,5643,Confidence,2,could
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,407,562,Evidence,1,evidence of autism in the brain even earlier—well before a child’s first birthday—and that the signs can be seen on a magnetic resonance imaging (MRI) scan
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,947,1382,Evidence,2,"For the study, published this week in Nature, researchers conducted MRI scans on 150 children three times: at six months old, one year and two years. Just over 100 of the children were at high risk because they had an older sibling diagnosed with autism. The faster growth rate of the surface areas of their brains correctly predicted eight times out of 10 which of the high-risk children would go on to be diagnosed with the condition"
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,1385,1780,Evidence,2,"Enlargement of the brain seemed to correlate with the arrival of symptoms, says Heather Hazlett, a psychologist at the University of North Carolina’s Carolina Institute for Developmental Disabilities (CIDD), and the paper’s lead author. Still, with only 100 at-risk children, the study is too small to be considered definitive—nor should doctors rush to use MRIs to diagnose autism, Hazlett says"
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,3513,3657,Evidence,3,"One in every 68 children is diagnosed with autism; but among the younger siblings of a child on the spectrum, the rate is as high as one in five"
1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,nan,4071,4447,Evidence,4,"To find enough children to make their study useful, the research team followed more than 500 infants, scanning many of them in the middle of the night so they would be in a deep sleep. It took years to get enough valid data on 150 of them, and the families volunteered their time. “Often we don’t keep in mind the degree of work it takes to do this kind of study,” Dawson says"
