article_filename,article_sha256,namespace,start_pos,end_pos,topic_name,case_number,target_text
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,3056,3158,Fact-check,2,"Insomnia is currently increasing in Britain, with one in two people enduring the disorder at some time"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,697,849,Quoted Sources,1,"According to a new study, just a couple of nights under canvas is enough to reset the body’s internal clock, enabling people to fall asleep more quickly"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,1510,1654,Quoted Sources,2,"If a person wants to go to bed at an earlier hour, then a weekend camping could be just the thing,” said Dr Kenneth Wright, who led the research"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,1658,1838,Quoted Sources,2,Our findings demonstrate that living in our modern environment contributes to late circadian timing regardless of season and that a weekend camping trip can reset our clock rapidly
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,2636,3053,Quoted Sources,3,"Dr Wright said that, for most city-living people, modern living reduces light exposure by a factor of 13.

""Our findings highlight an opportunity for architectural design to bring in more natural sunlight into the modern built environment and to work with lighting companies to incorporate tunable lighting that would be able to change across the day and night to enhance performance, health, and well-being,"" he said"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,3180,3349,Quoted Sources,4,"Norwegian researchers reported a link between sleepless nights and asthma, saying chronic insomnia could triple the chances of developing the potentially fatal condition"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,466,564,Arguments,1,"now physicists are questioning the conclusion, and they have a much larger dataset to back them up"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,3779,3873,Arguments,2,an international team of physicists have questioned the acceration of the Universe's expansion
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,3954,4159,Arguments,2,"By applying a different analytical model to the 740 Type Ia supernovae that have been identified so far, the team says they've been able to account for the subtle differences between them like never before"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,4162,4360,Arguments,3,"They say the statistical techniques used by the original team were too simplistic, and were based on a model devised in the 1930s, which can't reliability be applied to the growing supernova dataset"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,4363,4506,Arguments,3,"They also mention that the cosmic microwave background isn't directly affected by dark energy, so only serves as an ""indirect"" type of evidence"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,5018,5100,Arguments,3,Sarkar and his team say it looks like the Universe is expanding at a constant rate
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,5934,6043,Arguments,3,whether Sarkar's team applied their new statistical model to the data in a way that best reflects the science
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,2939,3053,Fact-check,1,NASA and ESA scientists found that the Universe could be expanding around 8 percent faster than originally thought
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,2009,2747,Quoted Sources,1,"As the Royal Swedish Academy explained on the morning of the Nobel Prize announcement in Stockholm:

""In a Universe which is dominated by matter, one would expect gravity eventually should make the expansion slow down. Imagine then the utter astonishment when two groups of scientists ... discovered that the expansion was not slowing down, it was actually accelerating.

By comparing the brightness of distant, far-away supernovae with the brightness of nearby supernovae, the scientists discovered that the far-away supernovae were about 25 percent too faint. They were too far away. The Universe was accelerating. And so this discovery is fundamental and a milestone for cosmology. And a challenge for generations of scientists to come"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,2939,3053,Quoted Sources,2,NASA and ESA scientists found that the Universe could be expanding around 8 percent faster than originally thought
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,3316,3651,Quoted Sources,3,"As Brendan Cole reported for us in May:

""There's something pervading the Universe that physically spreads space apart faster than gravity can pull things together. The effect is small - it's only noticeable when you look at far-away galaxies - but it's there. It's become known as dark energy - 'dark', because no one knows what it is"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,4510,4932,Quoted Sources,4,"We analysed the latest catalogue of 740 Type Ia supernovae - over 10 times bigger than the original samples on which the discovery claim was based - and found that the evidence for accelerated expansion is, at most, what physicists call '3 sigma',"" reports lead researcher, Subir Sarkar, from the University of Oxford.

""This is far short of the '5 sigma' standard required to claim a discovery of fundamental significance"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,5018,5041,Quoted Sources,5,Sarkar and his team say
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,5042,5100,Quoted Sources,5,it looks like the Universe is expanding at a constant rate
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,5180,5493,Quoted Sources,6,"A more sophisticated theoretical framework accounting for the observation that the Universe is not exactly homogeneous, and that its matter content may not behave as an ideal gas - two key assumptions of standard cosmology - may well be able to account for all observations without requiring dark energy,"" he says"
1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,nan,6176,6522,Quoted Sources,7,"Naturally, a lot of work will be necessary to convince the physics community of this, but our work serves to demonstrate that a key pillar of the standard cosmological model is rather shaky,"" says Sarkar.

""Hopefully, this will motivate better analyses of cosmological data, as well as inspiring theorists to investigate more nuanced cosmological"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,99,221,Arguments,1,There is currently less sea ice surrounding the Antarctic continent than at any point since reliable records began in 1979
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2205,2520,Arguments,2,"Since Antarctic sea ice is basically in a ring around the continent, it is exposed to open ocean on its edges and vulnerable to rapidly changing ocean and wind conditions. Meier believes that it is the changes in winds in particular that are the main driver behind the recent collapse in sea ice cover in Antarctica"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2523,2772,Arguments,3,"I think a big factor is the Southern Annular Mode,"" Meier said, ""(which) is a cyclical oscillation in the atmospheric circulation pattern, akin to the El Niño cycle ... it's an indication of how strongly the winds blow around the Antarctic continent"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,3078,3214,Arguments,4,"Warmer ocean temperatures could also be playing a role in the lessening ice, something that scientists have been warning about for years"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,225,374,Quoted Sources,1,"As of Tuesday, it looks like we hit a new record low in the satellite era,"" Mark Serreze, the director of the National Snow and Ice Data Center, said"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1074,1126,Quoted Sources,2,"It has certainly caught our attention,"" says Serreze"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1128,1428,Quoted Sources,3,"According to Eric Rignot, a senior research scientist at the Jet Propulsion Laboratory in Pasadena, California, ""the changes in sea ice in the Antarctic are amazing."" Along with the Antarctic, we are simultaneously seeing record low sea ice in the Arctic, which Rignot characterized as ""mind-boggling"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1431,1578,Quoted Sources,4,"When you combine both of these results, he said, ""they illustrate in a spectacular manner how fast our planet has been warming up in recent decades"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,1761,2044,Quoted Sources,5,"The current record minimum in sea ice on its own does not provide ""very credible evidence for global warming"" according to Walt Meier, a research scientist with the Cryospheric Sciences Laboratory at NASA's Goddard Space Flight Center, who has tracked sea ice data going back to 1979"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2111,2203,Quoted Sources,5,"It has a much higher seasonal variability (change from min to max) than the Arctic,"" he said"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2523,2772,Quoted Sources,5,"I think a big factor is the Southern Annular Mode,"" Meier said, ""(which) is a cyclical oscillation in the atmospheric circulation pattern, akin to the El Niño cycle ... it's an indication of how strongly the winds blow around the Antarctic continent"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,2907,3049,Quoted Sources,6,"But towards the end of 2016, it shifted negative,"" according to Meier, which resulted in winds blowing from the north that restrict ice extent"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,3457,3551,Quoted Sources,5,Meier believes that global climate change will lead to a decrease in the sea ice in Antarctica
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,3676,3911,Quoted Sources,5,"We do expect to see Antarctic sea ice decrease over the long term in response to warming, but there is so much variation naturally that it may still be a while before a warming signal shows up outside of the noise of natural variations"
1729SSSArticle.txt,639f9da102e0b9840f3d6b019739e555711c757acd383f4a9046d093a44923d2,nan,4148,4620,Quoted Sources,7,"Athena Dinar, communications manager for the British Antarctic Survey, acknowledged this years' ice loss in the Antarctic, and said more loss is likely.
""The low levels of sea ice have been reached due to the near total loss of sea ice in Ross Sea and Amundsen Sea, which occurred in January.""
We have seen the ice continue to decrease this week, even since the minimum record was reached according to Dinar, and ""it is likely we will see further retreat over the next few"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,100,358,Arguments,1,"The death rate from cervical cancer in the United States is considerably higher than previously estimated and the disparity in death rates between black women and white women is significantly wider, according to a study published Monday in the journal Cancer"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,1441,1557,Arguments,2,"In the new analysis, the mortality rate for black women was 10.1 per 100,000. For white women, it is 4.7 per 100,000"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,1560,1613,Arguments,2,Previous studies had put those figures at 5.7 and 3.2
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,2885,3145,Arguments,2,"A recent study in the journal Gynecologic Oncology that looked at 15,194 patients with advanced cervical cancer found that more than half did not receive treatment considered to be standard of care, and that those patients were more likely to be black and poor"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,3693,3890,Fact-check,1,"About 20 percent of women in the United States have a hysterectomy, often for problems unrelated to cancer, like excessive bleeding and fibroids, with prevalence higher among black women than white"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,100,358,Quoted Sources,1,"The death rate from cervical cancer in the United States is considerably higher than previously estimated and the disparity in death rates between black women and white women is significantly wider, according to a study published Monday in the journal Cancer"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,513,713,Quoted Sources,2,"What makes the findings especially disturbing, said experts not involved in the research, is that when screening guidelines and follow-up monitoring are pursued, cervical cancer is largely preventable"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,717,1207,Quoted Sources,3,"This shows that our disparities are even worse than we feared,” said Dr. Kathleen M. Schmeler, an associate professor of gynecologic oncology at the University of Texas M. D. Anderson Cancer Center. “We have screenings that are great, but many women in America are not getting them. And now I have even more concerns going forward, with the” — expected — “repeal of the Affordable Care Act, which covers screening, and the closing of family planning clinics, which do much of that screening"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,2274,2678,Quoted Sources,4,"We don’t include men in our calculation because they are not at risk for cervical cancer and by the same measure, we shouldn’t include women who don’t have a cervix,” said Anne F. Rositch, the lead author and an assistant professor of epidemiology at the Johns Hopkins Bloomberg School of Public Health. “If we want to look at how well our programs are doing, we have to look at the women we’re targeting"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,2915,2935,Quoted Sources,5,Gynecologic Oncology
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,2941,3145,Quoted Sources,5,"looked at 15,194 patients with advanced cervical cancer found that more than half did not receive treatment considered to be standard of care, and that those patients were more likely to be black and poor"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,4875,5068,Quoted Sources,6,"But given the rigor of the guidelines and screenings, Dr. Rositch said, why do American women not only still get cervical cancer but die from it? And with such pronounced racial and age divides"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,5071,5483,Quoted Sources,7,"Dr. Otis W. Brawley, the chief medical officer for the American Cancer Society, said that the new study pointed to inequity of access and good treatment.

“When we look at the difference between black and white, and rich and poor, we find the same disparity,” he said. “The quality of assessment and follow-up treatment can be different. The question becomes: how do we get adequate preventive care to all people"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,5559,5830,Quoted Sources,8,"Dr. Schmeler said that it implicitly raised alarms for other poor women of color. Along border towns in Texas, with an overwhelmingly poor, Hispanic population, she said that rates of incidence and death from cervical cancer were considerably higher than national figures"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,6008,6211,Quoted Sources,9,"Dr. M. Margaret Kemeny, the director of the Queens Cancer Center of Queens Hospital, a public institution in New York, said she had treated many younger women of color with a diagnosis of cervical cancer"
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,6340,6407,Quoted Sources,9,She recently had to perform total pelvic exenterations on two women
1738SSSArticle.txt,9b9030e7254ff2c88d4b22763f3893d83d65944a9d64e6936f5513f3bbefe242,nan,6619,6667,Quoted Sources,9,"One was 39,” Dr. Kemeny said, “and the other was"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,949,1041,Arguments,1,"Many pregnant women, particularly younger ones, seem to agree, a recent federal survey shows"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1043,1148,Arguments,1,"As states legalize marijuana or its medical use, expectant mothers are taking it up in increasing numbers"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1673,1758,Arguments,2,Often pregnant women presume that cannabis has no consequences for developing infants
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1760,2040,Arguments,2,"But preliminary research suggests otherwise: Marijuana’s main psychoactive ingredient — tetrahydrocannabinol, or THC — can cross the placenta to reach the fetus, experts say, potentially harming brain development, cognition and birth weight. THC can also be present in breast milk"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,2044,2165,Arguments,1,"There is an increased perception of the safety of cannabis use, even in pregnancy, without data to say it’s actually safe"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,2395,2633,Arguments,1,"almost 4 percent of mothers-to-be said they had used marijuana in the past month in 2014, compared with 2.4 percent in 2002. (By comparison, roughly 9 percent of pregnant women ages 18 to 44 acknowledge using alcohol in the previous month"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,2886,3025,Arguments,1,"Roughly 7.5 percent of 18- to 25-year-olds said they had used pot in the past month in 2014, compared with 2 percent of women ages 26 to 44"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3028,3122,Arguments,3,Evidence on the effects of prenatal marijuana use is still limited and sometimes contradictory
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3280,3583,Arguments,4,"In Pittsburgh, 6-year-olds born to mothers who had smoked one joint or more daily in the first trimester showed a decreased ability to understand concepts in listening and reading. At age 10, children exposed to THC in utero were more impulsive than other children and less able to focus their attention"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3586,3745,Arguments,4,"Most troubling, children of mothers who used marijuana heavily in the first trimester had lower scores in reading, math and spelling at age 14 than their peers"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3966,4231,Arguments,2,"Several studies have found changes in the brains of fetuses, 18 to 22 weeks old, linked to maternal marijuana use. In male fetuses who were exposed, for instance, researchers have noted abnormal function of the amygdala, the part of the brain that regulates emotion"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4235,4333,Arguments,2,"Even early in development, marijuana is changing critical circuits and neurotransmitting receptors"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4474,4566,Arguments,2,"Those are important for regulation of emotions and reward, even motor function and cognition"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4570,4711,Arguments,2,"It is already well documented that the developing brains of teenagers can be altered with regular marijuana use, even eventually reducing I.Q"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4715,4981,Arguments,5,"The effects are not dramatic, but that doesn’t mean they are not important,” said Jodi Gilman, an assistant professor of psychiatry at Harvard Medical School who studies adolescent users of cannabis. “It could make the difference between getting an A and getting a B"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,5112,5376,Arguments,5,The American Academy of Pediatrics and the American College of Obstetricians and Gynecologists both advise against prenatal cannabis use because of its links to cognitive impairment and academic underachievement. But many state and federal agencies avoid the topic
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6296,6421,Arguments,2,"In a statement, C.D.C. officials expressed concern about memory and attention problems among children exposed to THC in utero"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6425,6625,Arguments,2,"While current evidence on health consequences is inconsistent, some studies have found risks associated with marijuana use during pregnancy, such as low birth weight or preterm birth,” the agency said"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6783,6867,Arguments,2,"smoking cannabis “does confer, in terms of birth weight, the same risk as cigarettes"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,6917,7005,Arguments,6,"So far, prenatal cannabis exposure does not appear to be linked to obvious birth defects"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7170,7313,Arguments,3,Just because they don’t have a major birth defect or overt withdrawal symptoms doesn’t mean the baby’s neurological development is not impacted
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7816,8256,Arguments,7,"There are two additional problems with studies of maternal cannabis use. Research is often based on reports by pregnant women — instead of, say, tests of urine or the umbilical cord — and they consistently underreport their use. (Researchers know of underreporting because samples reveal discrepancies.) And pregnant women who roll joints also tend to smoke tobacco or drink alcohol; it can be hard to tease out the risks of cannabis itself"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,8259,8453,Arguments,7,"Few realize that THC is stored in fat and therefore can linger in a mother’s body for weeks, if not months. It’s not known whether the fetus’s exposure is limited to the hours a woman feels high"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,8796,8976,Arguments,3,"Medical staff were more likely to warn patients that child protective services might be called if they used marijuana, the researchers found, than to advise them of potential risks"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1043,1148,Fact-check,1,"As states legalize marijuana or its medical use, expectant mothers are taking it up in increasing numbers"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,1760,2040,Fact-check,2,"But preliminary research suggests otherwise: Marijuana’s main psychoactive ingredient — tetrahydrocannabinol, or THC — can cross the placenta to reach the fetus, experts say, potentially harming brain development, cognition and birth weight. THC can also be present in breast milk"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3966,4231,Fact-check,3,"Several studies have found changes in the brains of fetuses, 18 to 22 weeks old, linked to maternal marijuana use. In male fetuses who were exposed, for instance, researchers have noted abnormal function of the amygdala, the part of the brain that regulates emotion"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4570,4711,Fact-check,4,"It is already well documented that the developing brains of teenagers can be altered with regular marijuana use, even eventually reducing I.Q"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,5112,5323,Fact-check,5,The American Academy of Pediatrics and the American College of Obstetricians and Gynecologists both advise against prenatal cannabis use because of its links to cognitive impairment and academic underachievement
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,5325,5376,Fact-check,5,But many state and federal agencies avoid the topic
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,7889,7941,Fact-check,6,Research is often based on reports by pregnant women
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,8004,8043,Fact-check,6,they consistently underreport their use
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,120,126,Quoted Sources,1,Stacey
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,179,202,Quoted Sources,1,"In moderation, it’s O.K"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,691,779,Quoted Sources,1,"I wouldn’t necessarily say, ‘Go smoke a pound of pot when you’re pregnant,’” said Stacey"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,922,945,Quoted Sources,2,"In moderation, it’s O.K"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,2044,2236,Quoted Sources,3,"There is an increased perception of the safety of cannabis use, even in pregnancy, without data to say it’s actually safe,” said Dr. Torri Metz, an obstetrician at Denver Health Medical Center"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,3749,3963,Quoted Sources,4,"Prenatal exposure can affect the adolescent pretty significantly,” said Dr. Lauren M. Jansson, the director of pediatrics at the Center for Addiction and Pregnancy at the Johns Hopkins University School of Medicine"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4235,4566,Quoted Sources,5,"Even early in development, marijuana is changing critical circuits and neurotransmitting receptors,” said Dr. Yasmin Hurd, a neuroscientist and the director of the addiction center at Icahn School of Medicine at Mount Sinai in Manhattan. “Those are important for regulation of emotions and reward, even motor function and cognition"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4715,4981,Quoted Sources,6,"The effects are not dramatic, but that doesn’t mean they are not important,” said Jodi Gilman, an assistant professor of psychiatry at Harvard Medical School who studies adolescent users of cannabis. “It could make the difference between getting an A and getting a B"
1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,nan,4986,5109,Quoted Sources,7,"You could imagine that a similar subtle effect may be present in those who were exposed prenatally to marijuana,” she added"
