schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,02c3a392-eb70-45a0-a615-dd44b58e957d,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2811,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,1c6697fe-d09a-45d2-bab8-33af5f044cd4,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:29:07.454489,2020-03-22 20:33:06.730611,239.276122,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,02c3a392-eb70-45a0-a615-dd44b58e957d,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2811,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,a8f04817-f559-4dcf-8ced-7154e48bd248,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-22 13:20:12.350703,2020-03-22 13:24:33.272982,260.922279,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,745b10d6-b2ea-4a89-8e88-f939d8a0f112,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2812,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,a647653e-8781-4df9-a26a-71140fba3598,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 19:51:26.659547,2020-03-23 19:52:26.451075,59.791528,T1.Q1,It is the main argument of the entire article
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,745b10d6-b2ea-4a89-8e88-f939d8a0f112,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2812,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,cdd5a97d-c845-456f-af1a-846ce3e48710,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:30:07.486116,2020-03-22 20:35:20.331727,312.845611,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,745b10d6-b2ea-4a89-8e88-f939d8a0f112,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2812,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,c7d0f156-fa7c-4ad8-92dd-0b5bfd47a61a,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-22 13:23:51.330467,2020-03-22 13:27:45.182130,233.851663,T1.Q1,It is the main argument of the entire article
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,05bb340f-5d7a-49f2-a971-90b7a3d353d5,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2813,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,350021ae-1507-4cf5-b45e-9d44fa21b82d,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 19:51:41.717034,2020-03-23 19:52:38.290233,56.573199,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,05bb340f-5d7a-49f2-a971-90b7a3d353d5,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2813,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,2b721b28-0718-414c-b690-0780dcc2548f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:33:06.954061,2020-03-22 20:36:40.737473,213.783412,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,05bb340f-5d7a-49f2-a971-90b7a3d353d5,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2813,3,3,CovidArticles/USMightBeComplementingIran.txt,100054,USMightBeComplementingIran.txt,7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,8bcd46bb-1403-42d1-b741-5db30d38b9e8,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-22 13:24:33.561352,2020-03-22 13:28:49.337964,255.776612,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,ddb3964a-4d20-4245-b4c3-62dcc038a760,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2814,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,579f2582-9682-4b89-abdc-5b94ae313c08,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 19:52:26.874240,2020-03-23 19:53:00.212758,33.338518,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,ddb3964a-4d20-4245-b4c3-62dcc038a760,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2814,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,abc5d0d4-c1e8-476c-9cfa-fc0473d6717a,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:35:20.606735,2020-03-22 20:39:06.845442,226.238707,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,ddb3964a-4d20-4245-b4c3-62dcc038a760,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2814,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,aa5b7dee-bfd9-4dce-9326-bfe888eedc47,3c387871-0619-43f5-8aaf-4c1a9849c740,2020-03-22 13:27:45.471252,2020-03-22 13:29:54.456105,128.984853,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,d87f48ef-45c1-4af2-88df-25f20326749f,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2815,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,cb629861-92f7-4531-be06-0eff05c24ea4,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 20:08:04.261525,2020-03-23 20:33:19.028689,1514.767164,T1.Q1,It is the main argument of the entire article
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,d87f48ef-45c1-4af2-88df-25f20326749f,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2815,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,b27bde57-3073-4ab7-be0c-9fb2a2b03cf5,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2020-03-23 20:24:20.287593,2020-03-23 20:24:20.335287,0.047694,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,d87f48ef-45c1-4af2-88df-25f20326749f,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2815,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,e9d28506-44a1-445a-b41b-dde4e70f581d,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 19:52:38.774416,2020-03-23 19:53:30.844636,52.07022,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,d87f48ef-45c1-4af2-88df-25f20326749f,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2815,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,2bf2fd16-ffbe-4a2c-bd63-f4fa2dd1a32f,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:36:40.978814,2020-03-22 20:41:32.798527,291.819713,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,bdc50f5a-7564-412a-b00f-416e4bb60369,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2816,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,98a5ec04-ebd1-4a75-b70e-d2abd184b3fd,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 20:08:04.447267,2020-03-23 20:33:41.006527,1536.55926,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,bdc50f5a-7564-412a-b00f-416e4bb60369,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2816,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,2c9dff3d-3c9f-43ae-8b1f-2b105cba2c2a,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2020-03-23 20:24:40.085537,2020-03-23 20:24:40.131042,0.045505,T1.Q1,It is an argument that the author has only limited interest in supporting or refuting
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,bdc50f5a-7564-412a-b00f-416e4bb60369,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2816,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,eb62de56-0bda-4bac-9a02-93a24f11d215,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 19:53:00.684217,2020-03-23 19:53:50.341377,49.65716,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,bdc50f5a-7564-412a-b00f-416e4bb60369,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2816,4,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,6e446659-2a6e-4b7a-bbff-5ef3c190a853,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:39:07.078605,2020-03-22 20:43:01.264959,234.186354,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,1bca3a2f-72af-4ace-aecd-b1a026049414,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2817,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,09e20122-8b34-409e-b93d-4c48d56cd17c,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2020-03-23 20:24:20.564850,2020-03-23 20:25:08.369953,47.805103,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,1bca3a2f-72af-4ace-aecd-b1a026049414,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2817,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,456a5891-f64a-4afc-9372-3bf0f672d4af,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 19:53:31.379073,2020-03-23 19:54:12.681153,41.30208,T1.Q1,It is one of a few arguments the author wants the audience to appreciate
Covid_ArgumentRelevance_2020_03_20v2,64ba62c32ac25cc8ca25584b1cd8f8dcf0af3b967970cd206d6419b3940e4630,1bca3a2f-72af-4ace-aecd-b1a026049414,https://pe.goodlylabs.org/project/Covid_ArgumentRelevancev1.2/task/2817,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,469e0446-fb0e-405c-9400-14e20f894df8,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 20:41:33.012436,2020-03-22 20:45:39.636953,246.624517,T1.Q1,It is an argument that is irrelevant to the main argument/s of the article
