schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q2.A1,T1.Q2.A2,T1.Q2.A3,T1.Q2.A4,T1.Q2.A5,T1.Q2.A6,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q3.A7,T1.Q4,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q6.A9,T1.Q7,T1.Q8,T1.Q9,T1.Q10
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,b2276416-3ad7-43e4-a349-526a79c8315f,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1588,15,3,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,5b6ae77b-8809-4d24-9b0b-67df23c48f0b,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-12 19:43:53.729532,2019-03-12 19:45:13.182060,79.452528,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,3,6
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,b2276416-3ad7-43e4-a349-526a79c8315f,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1588,15,3,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,2b88ab78-b350-4882-bc26-9904fcda0bce,a2c02f27-95a3-4b31-9f31-bd024c0c0517,2019-03-12 05:10:03.530922,2019-03-12 21:23:33.639624,58410.108702,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2,8
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,b2276416-3ad7-43e4-a349-526a79c8315f,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1588,15,3,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,534c477f-817c-46a8-a4a3-7dfc15c9d090,a2c02f27-95a3-4b31-9f31-bd024c0c0517,2019-03-12 21:23:33.632498,2019-03-12 21:23:33.687261,0.054763,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2,8
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,b2276416-3ad7-43e4-a349-526a79c8315f,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1588,15,3,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,c8e3db2f-2ead-46bf-9c90-962d095b8e20,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2019-04-15 23:19:13.635910,2019-04-15 23:19:52.548680,38.91277,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2,10: 100% certain about all my answers
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,b2276416-3ad7-43e4-a349-526a79c8315f,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1588,15,3,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,35d3f323-f951-4977-9cb1-9e3055b856b4,e0834165-64cc-41e5-994f-9be97a16ef93,2019-05-10 16:44:31.228519,2019-05-10 17:22:17.984668,2266.756149,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,Somewhat,change is not so great,6,8
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,a1c9ecef-822f-4855-bad4-84dca1af82bc,a2c02f27-95a3-4b31-9f31-bd024c0c0517,2019-03-06 00:42:32.341909,2019-03-06 00:44:42.341398,129.999489,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,,3,5: 50-50 that I had it on any given item
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,9d5644df-ea6e-4fc9-a23e-0408aac5a952,3a6b0929-a821-4616-8599-9b860526d09d,2019-03-06 00:43:20.974693,2019-03-06 00:45:37.582836,136.608143,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,5: 50-50 that I had it on any given item
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,c5a4e8e7-c36b-45c6-a0cb-1c2c0508d1cc,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-06 00:43:41.130450,2019-03-06 00:46:52.911766,191.781316,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,7
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,aa147bea-adde-494e-8086-dea7fd443944,7ae543c3-9854-4453-962d-01eb3b9805a5,2019-03-06 00:46:30.833172,2019-03-06 00:48:53.096301,142.263129,"T1.Q1, T1.Q2, T1.Q3, T1.Q7, T1.Q9, T1.Q10",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,Slightly,,5: Middling difficulty,5: 50-50 that I had it on any given item
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,2ddfa4f5-da28-44d4-be07-16e5a6911197,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-10 02:48:54.008751,2019-03-10 03:10:25.806566,1291.797815,"T1.Q1, T1.Q2, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,Somewhat,There is no clear evidence to support the claim.,7,6
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,570a6196-050e-41ca-8185-97f73fac4fc0,d970aaa4-3cde-4e75-937b-ea73fb0ca0f1,2019-03-10 03:40:57.907514,2019-03-10 03:44:41.592163,223.684649,"T1.Q1, T1.Q3, T1.Q6, T1.Q7, T1.Q9, T1.Q10",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,1,0,0,Somewhat,,5: Middling difficulty,6
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,72dca48f-930a-4407-a0f1-dbaf66f46e43,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-10 04:29:55.683826,2019-03-10 04:30:43.302913,47.619087,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,,4,7
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,4f2bde96-2ecd-4606-bbfe-8041b3748466,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-11 18:59:35.107850,2019-03-11 19:00:39.883149,64.775299,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,Slightly,Circular reasoning,4,9
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,74c3e3bf-6aff-4dd1-970a-f07918d8f19d,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,2019-03-12 03:47:43.173846,2019-03-12 04:05:49.874191,1086.700345,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,Slightly,"Seems to be an appeal to common sense, without providing much fact in this bolded text.",4,6
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,e493e51f-e800-4756-b44d-0ce7992b7a0a,93b5d16a-4388-49d6-9217-d6607167f6c2,2019-03-12 05:01:17.478860,2019-03-12 05:07:30.218539,372.739679,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2,9
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,0c36b7c4-c0ab-41af-8919-c6fdd96dba6e,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-12 19:43:53.974942,2019-03-12 19:45:42.258360,108.283418,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,,,7,4
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,e3cf545f-f689-4520-96e2-fc7821da0626,7b50486e-3d5e-474f-a40a-09c738f19bda,2019-03-12 04:19:37.399321,2019-03-12 20:29:58.746872,58221.347551,"T1.Q1, T1.Q3, T1.Q7, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,Slightly,,4,8
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,e07de70e-2080-4219-a69c-e9061b378fce,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1589,13,3,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,29c30e3c-fade-480f-a037-56a649c6aaae,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2019-04-15 23:21:34.791804,2019-04-15 23:21:34.832931,0.041127,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,8
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,f67c7f21-da84-4187-af58-44934eebb39a,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1590,12,3,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,599a81c2-b543-47a9-a48f-6e40062502b4,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-03-05 23:37:03.981267,2019-03-06 00:39:23.866022,3739.884755,"T1.Q1, T1.Q3, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,Slightly,Appeal to intuition,5: Middling difficulty,6
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,f67c7f21-da84-4187-af58-44934eebb39a,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1590,12,3,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,4915a54c-5a8f-49e0-acab-ec53b5dc5f58,a2c02f27-95a3-4b31-9f31-bd024c0c0517,2019-03-06 00:44:42.519931,2019-03-06 00:45:24.699137,42.179206,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,2,7
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,f67c7f21-da84-4187-af58-44934eebb39a,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1590,12,3,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,84a825bd-9e5a-4d39-b49f-348754206bd1,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-06 00:46:53.134544,2019-03-06 00:48:08.888985,75.754441,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,Slightly,Appeal to intuition,4,8
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,f67c7f21-da84-4187-af58-44934eebb39a,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1590,12,3,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,c0004976-f905-4d8c-9eb0-9e5079d4a034,3a6b0929-a821-4616-8599-9b860526d09d,2019-03-06 00:45:37.801338,2019-03-06 00:48:32.439655,174.638317,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,Slightly,"It seems to be making an emotional appeal, rather than stating anything actually concrete.",7,8
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,f67c7f21-da84-4187-af58-44934eebb39a,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1590,12,3,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,4f0d787f-78de-4598-a98c-a3b31cadf49b,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-10 03:01:21.107344,2019-03-10 03:14:25.305660,784.198316,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,6,6
ReasoningSpecialist2019_03_04,501f2b86c18b3970d0e83874a03abea681d6aaa7ede113aac6b53ba770481a3b,f67c7f21-da84-4187-af58-44934eebb39a,https://pe.goodlylabs.org/project/Sp19_reasoning/task/1590,12,3,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,237cbed7-4e2c-45a7-9d98-5dd75a4bcb67,d970aaa4-3cde-4e75-937b-ea73fb0ca0f1,2019-03-10 03:40:59.437240,2019-03-10 03:45:05.975022,246.537782,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,8
