schema_namespace,schema_sha256,quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,article_text_length,quiz_taskrun_uuid,contributor_uuid,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,submitted_tua
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,3796,1f6b0750-2d15-4bd7-8499-2f7478bd2e28,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A4,"No, not at all",da4b56f5-99ed-4c9d-a337-8365fa779662,1f6b0750-2d15-4bd7-8499-2f7478bd2e28,"No, not at all",0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,3796,fa08531f-ee77-4b48-a9f3-5fc96e984b14,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A6,6,fc0224b1-ef3f-4af7-b33f-a01fe57e9540,fa08531f-ee77-4b48-a9f3-5fc96e984b14,6,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,https://pe.goodlylabs.org/project/Sp19probability_1/task/1696,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,2c96563d-19d8-4f73-86af-958136544e28,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A1,Yes,3bcd2782-28d2-4e2e-b7d7-d6f716395412,2c96563d-19d8-4f73-86af-958136544e28,Yes,1,1,"[{""case_number"": 1, ""text"": ""has apparently"", ""answer_id"": 3597, ""end"": 579, ""start"": 565}]"
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,https://pe.goodlylabs.org/project/Sp19probability_1/task/1696,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,f6f9d61c-2774-47d2-b6e9-be2a87913227,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q2,To what extent does the confidence seem justified?,T1.Q2.A5,Not at all justified,cf7e439e-6160-4fcb-b6ee-aab960ccc6bf,f6f9d61c-2774-47d2-b6e9-be2a87913227,Not at all justified,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,https://pe.goodlylabs.org/project/Sp19probability_1/task/1696,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,30584f21-7b27-4707-9b06-4f6d933c7f82,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A3,No,ee7111c1-d9df-4d98-9c42-118bcaf64d04,30584f21-7b27-4707-9b06-4f6d933c7f82,No,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,https://pe.goodlylabs.org/project/Sp19probability_1/task/1696,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,4d188135-04bf-456b-bcab-00882c952b1b,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q6,Are any numbers given?,T1.Q6.A1,No,54c3ed71-0715-4b42-af27-82b74af98706,4d188135-04bf-456b-bcab-00882c952b1b,No,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,https://pe.goodlylabs.org/project/Sp19probability_1/task/1696,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,dc4bb59f-e945-452e-ab31-755318c027ac,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A4,"No, not at all",da4b56f5-99ed-4c9d-a337-8365fa779662,dc4bb59f-e945-452e-ab31-755318c027ac,"No, not at all",0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,https://pe.goodlylabs.org/project/Sp19probability_1/task/1696,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,823171db-3173-41c0-856e-b0f58166a3dd,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A6,6,fc0224b1-ef3f-4af7-b33f-a01fe57e9540,823171db-3173-41c0-856e-b0f58166a3dd,6,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,9efd6971-6f70-447c-83a9-27de8a9f62dc,https://pe.goodlylabs.org/project/Sp19probability_1/task/1697,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,30d6f2b1-5b2d-4076-a05a-1d31bbc13d50,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A2,Maybe,b95421a6-e17a-41d8-af7d-3d639bc534dc,30d6f2b1-5b2d-4076-a05a-1d31bbc13d50,Maybe,1,1,"[{""case_number"": 1, ""text"": ""Often"", ""answer_id"": 3598, ""end"": 1678, ""start"": 1673}]"
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,9efd6971-6f70-447c-83a9-27de8a9f62dc,https://pe.goodlylabs.org/project/Sp19probability_1/task/1697,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,bc95f56b-adc0-45e4-896c-fffa80791afe,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q2,To what extent does the confidence seem justified?,T1.Q2.A5,Not at all justified,cf7e439e-6160-4fcb-b6ee-aab960ccc6bf,bc95f56b-adc0-45e4-896c-fffa80791afe,Not at all justified,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,9efd6971-6f70-447c-83a9-27de8a9f62dc,https://pe.goodlylabs.org/project/Sp19probability_1/task/1697,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,2ca24078-e5c2-41e6-ad45-7611800a6566,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A3,No,ee7111c1-d9df-4d98-9c42-118bcaf64d04,2ca24078-e5c2-41e6-ad45-7611800a6566,No,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,9efd6971-6f70-447c-83a9-27de8a9f62dc,https://pe.goodlylabs.org/project/Sp19probability_1/task/1697,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,84c3f255-19c0-44cd-8b34-fe841b0e7fd3,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q6,Are any numbers given?,T1.Q6.A1,No,54c3ed71-0715-4b42-af27-82b74af98706,84c3f255-19c0-44cd-8b34-fe841b0e7fd3,No,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,9efd6971-6f70-447c-83a9-27de8a9f62dc,https://pe.goodlylabs.org/project/Sp19probability_1/task/1697,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,064e926e-f98b-43f7-a349-c9185384cc80,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A3,I can't tell,9e097f70-8777-40ea-bb38-9a6143a15248,064e926e-f98b-43f7-a349-c9185384cc80,I can't tell,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,9efd6971-6f70-447c-83a9-27de8a9f62dc,https://pe.goodlylabs.org/project/Sp19probability_1/task/1697,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,56b35bb2-879a-46f4-8b06-d1f9423c99f3,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A5,5: 50-50,4f09aca4-57c9-40a1-a33f-a490e8ee8485,56b35bb2-879a-46f4-8b06-d1f9423c99f3,5: 50-50,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,a0676049-64a3-4b96-8a7d-a41eaaee3723,https://pe.goodlylabs.org/project/Sp19probability_1/task/1698,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,d0baa035-57d3-4198-9f10-c6c09b4e1579,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A2,Maybe,b95421a6-e17a-41d8-af7d-3d639bc534dc,d0baa035-57d3-4198-9f10-c6c09b4e1579,Maybe,1,1,"[{""case_number"": 1, ""text"": ""the possibility that we might"", ""answer_id"": 3598, ""end"": 9557, ""start"": 9528}]"
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,a0676049-64a3-4b96-8a7d-a41eaaee3723,https://pe.goodlylabs.org/project/Sp19probability_1/task/1698,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,cfa64038-2935-42ab-911d-3ad561f43ac1,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q2,To what extent does the confidence seem justified?,T1.Q2.A5,Not at all justified,cf7e439e-6160-4fcb-b6ee-aab960ccc6bf,cfa64038-2935-42ab-911d-3ad561f43ac1,Not at all justified,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,a0676049-64a3-4b96-8a7d-a41eaaee3723,https://pe.goodlylabs.org/project/Sp19probability_1/task/1698,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,bdd70b09-e83a-45ff-956d-47e6df2abfe5,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A1,"Yes, explicitly",cd72a989-eb30-4176-964c-4a025d21a92e,bdd70b09-e83a-45ff-956d-47e6df2abfe5,"Yes, explicitly",1,1,"[{""case_number"": 1, ""text"": ""we might be wrong"", ""answer_id"": 3605, ""end"": 9566, ""start"": 9549}]"
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,a0676049-64a3-4b96-8a7d-a41eaaee3723,https://pe.goodlylabs.org/project/Sp19probability_1/task/1698,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,4f00b974-1aca-455a-8739-cb2d7ff9c62a,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q6,Are any numbers given?,T1.Q6.A1,No,54c3ed71-0715-4b42-af27-82b74af98706,4f00b974-1aca-455a-8739-cb2d7ff9c62a,No,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,a0676049-64a3-4b96-8a7d-a41eaaee3723,https://pe.goodlylabs.org/project/Sp19probability_1/task/1698,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,821e11c1-3354-4747-ba44-bd476fb789c3,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A3,I can't tell,9e097f70-8777-40ea-bb38-9a6143a15248,821e11c1-3354-4747-ba44-bd476fb789c3,I can't tell,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,a0676049-64a3-4b96-8a7d-a41eaaee3723,https://pe.goodlylabs.org/project/Sp19probability_1/task/1698,SSSPETest2,1731,1731SSSArticle.txt,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,9802,f8f949d1-8647-4775-bc91-5a7a776430d6,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A5,5: 50-50,4f09aca4-57c9-40a1-a33f-a490e8ee8485,f8f949d1-8647-4775-bc91-5a7a776430d6,5: 50-50,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,https://pe.goodlylabs.org/project/Sp19probability_1/task/1699,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,e76bf2b6-befa-43c8-b8ff-44871ce94ad6,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,T1.Q1.A1,Yes,3bcd2782-28d2-4e2e-b7d7-d6f716395412,e76bf2b6-befa-43c8-b8ff-44871ce94ad6,Yes,1,1,"[{""case_number"": 1, ""text"": ""the same risk"", ""answer_id"": 3597, ""end"": 6853, ""start"": 6840}]"
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,https://pe.goodlylabs.org/project/Sp19probability_1/task/1699,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,e00a7711-dc44-4ec2-a48f-03cd7b7f16df,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q2,To what extent does the confidence seem justified?,T1.Q2.A3,Somewhat justified,46b42a03-4765-4644-a834-b6755171bc54,e00a7711-dc44-4ec2-a48f-03cd7b7f16df,Somewhat justified,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,https://pe.goodlylabs.org/project/Sp19probability_1/task/1699,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,f0cbd31c-5002-487c-b5b6-02d557084e42,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",T1.Q5.A3,No,ee7111c1-d9df-4d98-9c42-118bcaf64d04,f0cbd31c-5002-487c-b5b6-02d557084e42,No,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,https://pe.goodlylabs.org/project/Sp19probability_1/task/1699,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,90d8da6e-bf1a-400a-8a68-663599dc40fc,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q6,Are any numbers given?,T1.Q6.A1,No,54c3ed71-0715-4b42-af27-82b74af98706,90d8da6e-bf1a-400a-8a68-663599dc40fc,No,0,0,[]
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,https://pe.goodlylabs.org/project/Sp19probability_1/task/1699,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,10122,b7e3e16c-9f7c-45e4-a304-552584d2ee8c,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,Probability Specialist V4,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,T1.Q11.A3,I can't tell,9e097f70-8777-40ea-bb38-9a6143a15248,b7e3e16c-9f7c-45e4-a304-552584d2ee8c,I can't tell,0,0,[]
