,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
52,100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,44e4dd8c-f44f-4837-b45b-a677af281019,checklist,11,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Other/Can't tell,True
41,100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,2,0ca38e4b-7559-4aa7-ab44-868f49244d12,ordinal,2,0.6907052692699656,0.6907052692699656,[],,,0.6907052692699656,5,5,,"Given everything you know about the world, how *biased* does the article seem to you, overall?",Very biased,True
58,100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,6,d7210ff0-aa4a-4d74-8682-4816668dfabc,ordinal,1,0.5377050258852935,0.5377050258852935,"[, , , 1, , , , 2, , , , 3, ..., 3467, 3468, 3469]",0.14596923076923074,0.14596923076923074,0.3418371283272621,5,5,"000000Doctor Tells CNN Trump’s Walter Reed Medical Visit Was Fishy000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000WE’RE NOT GOING TO GET INTO SECURITY AND MOVEMENT PROTOCOLS WHEN IT COMES TO THE PRESIDENT, BUT AS MY STATEMENTS SAID HE’S IN GOOD HEALTH AND IT WAS A ROUTINE CHECKUP AS PART OF HIS ANNUAL PHYSICAL. I’VE GIVEN PLENTY OF ON THE RECORD STATEMENTS THAT WERE TRUTHFUL AND ACCURATE — ACTIVELY TRYING TO FIND AND REPORT CONSPIRACY THEORIES REALLY NEEDS TO STOP0000Grisham said that Trump underwent a “quick exam and labs” although several experts familiar with White House medical procedures said that routine labs can be performed at the White House’s on-site medical clinic.

On Sunday morning, Trump tweeted that he does not plan to finish his physical exam until next year000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",Does the title match the text?,"Yes, without exaggeration",True
40,100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,1,1e093ed3-0216-4000-b1f5-a4424fe5c309,ordinal,5,0.6507708003026929,0.6507708003026929,[],,,0.6507708003026929,5,5,,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",Not at all credible,True
51,100039,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,91db25cf-af96-4653-9cd0-09953983d3c4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,d12884e3-65d5-41f5-9abc-18ac8b6af3e5,checklist,10,0.8,0.2,"[, , , 1, , , , 2, , , , 3, ..., 3467, 3468, 3469]",-0.014028934677772886,-0.014028934677772886,0.3929855326611136,5,11,000000Doctor Tells CNN Trump’s Walter Reed Medical Visit Was Fishy0000000000000000000000000000000000000000000000000000There has been speculation for awhile regarding Mr. Trump’s physical health due to the fact that he is obese and seems to live on a fast food diet0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,What type of article is this?,Celebrity Gossip,True
29,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,a44bbc54-31e6-450f-8abc-67b40add9f93,checklist,8,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Health News,True
23,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,b1689186-39bb-4cc3-80b6-859d4bf0d371,checklist,2,0.2,0.8,[],,,0.2,5,11,,What type of article is this?,Feature article/In depth analysis,True
24,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2f47d547-9431-4fe3-8d43-631d64acb0af,checklist,3,0.2,0.8,[],,,0.2,5,11,,What type of article is this?,Opinion piece/Editorial/Op Ed,True
22,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,e517992b-dfb3-4b01-8034-fdedbd2a883f,checklist,1,0.6,0.4,[],,,0.6,5,11,,What type of article is this?,News report,True
38,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,6,d7210ff0-aa4a-4d74-8682-4816668dfabc,ordinal,1,0.8540536313144019,0.8540536313144019,[],,,0.8540536313144019,5,5,,Does the title match the text?,"Yes, without exaggeration",True
39,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,7,cbb290c4-6e60-4696-9d07-8ff3b6a91e2f,ordinal,2,0.7705001729075187,0.7705001729075187,[],,,0.7705001729075187,5,5,,To what extent do you agree with the central claim of the article (regardless of the quality of this particular article)?,Somewhat Agree,True
25,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,8a734c5c-a493-4780-88cd-558d6b1282da,checklist,4,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Sponsored piece,True
26,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2990b2dd-ba55-4748-b594-e38f0c820947,checklist,5,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Letter to the Editor,True
32,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,44e4dd8c-f44f-4837-b45b-a677af281019,checklist,11,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Other/Can't tell,True
31,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,d12884e3-65d5-41f5-9abc-18ac8b6af3e5,checklist,10,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Celebrity Gossip,True
30,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2877bb09-0a7a-4cfc-ae68-291ce2e9b74d,checklist,9,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Science News,True
20,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,1,fd896075-0043-4e55-8804-4d26c9f1a448,ordinal,3,0.8712287620450551,0.8712287620450551,[],,,0.8712287620450551,5,5,,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",Somewhat credible,True
21,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,2,0ca38e4b-7559-4aa7-ab44-868f49244d12,ordinal,2,0.625379026507187,0.625379026507187,[],,,0.625379026507187,5,5,,"Given everything you know about the world, how *biased* does the article seem to you, overall?",Very biased,True
27,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0cd2d035-57f4-44da-ac37-64e57e6ae82f,checklist,6,0.0,1.0,[],,,0.0,5,11,,What type of article is this?,Interview,True
28,100040,ec47eb7633cadab64fdca9e163f61b889cb53dcb7c68eeac286b8167155268ed,6375834d-682b-489b-8000-b6c6e60c45f9,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0c2ec9f5-ed1d-41af-986a-2986ccf1e791,checklist,7,0.2,0.8,[],,,0.2,5,11,,What type of article is this?,Hyper-Partisan,True
1,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,2,5e5c35ea-e965-41c3-921c-0a75f87fc648,ordinal,5,0.7890195072541117,0.7890195072541117,[],,,0.7890195072541117,6,5,,"Given everything you know about the world, how *biased* does the article seem to you, overall?",Not at all biased,True
18,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,6,d7210ff0-aa4a-4d74-8682-4816668dfabc,ordinal,1,1.0,1.0,[],,,1.0,6,5,,Does the title match the text?,"Yes, without exaggeration",True
12,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,44e4dd8c-f44f-4837-b45b-a677af281019,checklist,11,0.16666666666666666,0.8333333333333334,[],,,0.16666666666666666,6,11,,What type of article is this?,Other/Can't tell,True
11,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,d12884e3-65d5-41f5-9abc-18ac8b6af3e5,checklist,10,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Celebrity Gossip,True
9,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,a44bbc54-31e6-450f-8abc-67b40add9f93,checklist,8,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Health News,True
19,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,7,d14e4a43-d4ff-4424-9b0a-c5a903b3d0fe,ordinal,3,0.9154029319602456,0.9154029319602456,[],,,0.9154029319602456,6,5,,To what extent do you agree with the central claim of the article (regardless of the quality of this particular article)?,Neither Agree nor Disagree,True
8,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0c2ec9f5-ed1d-41af-986a-2986ccf1e791,checklist,7,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Hyper-Partisan,True
7,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,0cd2d035-57f4-44da-ac37-64e57e6ae82f,checklist,6,0.16666666666666666,0.8333333333333334,[],,,0.16666666666666666,6,11,,What type of article is this?,Interview,True
6,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2990b2dd-ba55-4748-b594-e38f0c820947,checklist,5,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Letter to the Editor,True
5,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,8a734c5c-a493-4780-88cd-558d6b1282da,checklist,4,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Sponsored piece,True
4,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2f47d547-9431-4fe3-8d43-631d64acb0af,checklist,3,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Opinion piece/Editorial/Op Ed,True
3,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,b1689186-39bb-4cc3-80b6-859d4bf0d371,checklist,2,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Feature article/In depth analysis,True
2,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,e517992b-dfb3-4b01-8034-fdedbd2a883f,checklist,1,0.8333333333333334,0.16666666666666666,[],,,0.8333333333333334,6,11,,What type of article is this?,News report,True
10,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,3,2877bb09-0a7a-4cfc-ae68-291ce2e9b74d,checklist,9,0.0,1.0,[],,,0.0,6,11,,What type of article is this?,Science News,True
0,100041,a2cbd2793021682ba8c9d0dc90f901373791b6653b8de686a304de0f07fbdcd0,34429049-6872-4f6c-b569-ef68127979a4,,Holistic Evaluation of Article,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,1,4af1c5a5-650e-4ea3-a8dd-9274cf48016b,ordinal,2,0.8926906350375459,0.8926906350375459,[],,,0.8926906350375459,6,5,,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",Fairly credible,True
