schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2,T1.Q3
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,ffe58955-c45c-4ebd-b29b-2e1db5a0513f,https://pe.goodlylabs.org/project/NYU_Arguments/task/2298,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,6314160c-8772-40af-8972-eb08aadbccc0,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-10-27 04:40:27.707253,2019-10-27 05:49:00.759880,4113.052627,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,7,4
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,ffe58955-c45c-4ebd-b29b-2e1db5a0513f,https://pe.goodlylabs.org/project/NYU_Arguments/task/2298,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,81f54ff3-afb5-4b93-8686-57627f9ff174,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-10-28 04:32:53.621988,2019-10-28 04:47:52.267699,898.645711,"T1.Q1, T1.Q2, T1.Q3",0,1,1,0,0,0,9,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,ffe58955-c45c-4ebd-b29b-2e1db5a0513f,https://pe.goodlylabs.org/project/NYU_Arguments/task/2298,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,07320c85-12c5-4c2b-94eb-2c2bdb733361,50b97722-8671-4131-8a54-409491b48a1e,2019-10-29 00:55:33.653329,2019-10-29 01:47:53.118261,3139.464932,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,ffe58955-c45c-4ebd-b29b-2e1db5a0513f,https://pe.goodlylabs.org/project/NYU_Arguments/task/2298,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,e29e0049-8d3d-49ce-a8ab-0dafd403b002,c56a533a-deab-4c1a-a516-e8994c45e84c,2019-11-13 21:14:25.633327,2019-11-13 21:18:37.044903,251.411576,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,ffe58955-c45c-4ebd-b29b-2e1db5a0513f,https://pe.goodlylabs.org/project/NYU_Arguments/task/2298,5,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,028b19ca-304e-48dc-9c5b-fbbde4fde47d,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 21:22:50.022170,2019-11-13 21:23:49.772203,59.750033,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,6c3d76d6-72ab-4fe3-b1d8-e9c67935a272,https://pe.goodlylabs.org/project/NYU_Arguments/task/2503,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,ca14cc4a-00e9-4b27-8629-ef0f1d93e5ab,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-14 23:10:35.999285,2019-11-14 23:11:22.972081,46.972796,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,8,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,6c3d76d6-72ab-4fe3-b1d8-e9c67935a272,https://pe.goodlylabs.org/project/NYU_Arguments/task/2503,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,e6bd6331-5ca6-4fbf-b049-ebeaf2fa46db,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-11-15 00:45:08.032033,2019-11-15 01:33:49.791875,2921.759842,"T1.Q1, T1.Q2, T1.Q3",0,1,1,1,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,6c3d76d6-72ab-4fe3-b1d8-e9c67935a272,https://pe.goodlylabs.org/project/NYU_Arguments/task/2503,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,6343f45f-a224-4f04-a854-d43d4138431b,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-15 01:39:44.129826,2019-11-15 01:46:53.257587,429.127761,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,4,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,13ca9899-dad9-49de-9076-8484d4d64317,https://pe.goodlylabs.org/project/NYU_Arguments/task/2501,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,5f72c770-42d1-4cf3-aa09-654eb06a8ad4,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-14 23:09:39.603172,2019-11-14 23:10:35.721457,56.118285,"T1.Q1, T1.Q2, T1.Q3",1,1,0,0,0,0,8,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,13ca9899-dad9-49de-9076-8484d4d64317,https://pe.goodlylabs.org/project/NYU_Arguments/task/2501,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,6c66ecab-786c-4e49-9dfd-f5def798452d,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-11-15 00:16:44.178589,2019-11-15 00:45:07.810453,1703.631864,"T1.Q1, T1.Q2, T1.Q3",1,1,1,1,0,0,6,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,13ca9899-dad9-49de-9076-8484d4d64317,https://pe.goodlylabs.org/project/NYU_Arguments/task/2501,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,dce18e62-2e46-44ab-a51a-c7e72dbdea1c,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-15 01:32:24.878785,2019-11-15 01:39:43.619927,438.741142,"T1.Q1, T1.Q2, T1.Q3",1,1,1,0,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,5cc47e08-67ef-4700-84b3-268a12c1069c,https://pe.goodlylabs.org/project/NYU_Arguments/task/2315,5,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,ff143f21-c9e4-43ed-8e79-0028774f043a,3c97d749-8996-4a96-97af-73ecdc5a4716,2019-10-29 04:07:37.816735,2019-10-29 04:09:27.181168,109.364433,"T1.Q1, T1.Q2, T1.Q3",0,0,0,0,1,0,5: Middling difficulty,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,5cc47e08-67ef-4700-84b3-268a12c1069c,https://pe.goodlylabs.org/project/NYU_Arguments/task/2315,5,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,2cebd34f-7fc4-487f-b978-952b61d87deb,45c40bb3-569d-4d6c-9067-bdf0cb3ce923,2019-10-29 22:19:47.128056,2019-10-29 22:21:34.384194,107.256138,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,4,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,5cc47e08-67ef-4700-84b3-268a12c1069c,https://pe.goodlylabs.org/project/NYU_Arguments/task/2315,5,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,01db5a35-9766-49f5-8825-a4a5ff1963b2,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-10-30 00:51:22.543689,2019-10-30 00:54:43.063907,200.520218,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,3,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,5cc47e08-67ef-4700-84b3-268a12c1069c,https://pe.goodlylabs.org/project/NYU_Arguments/task/2315,5,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,25f845b8-3837-4d9f-912a-6e2cb38b93fc,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 21:33:28.046824,2019-11-13 21:34:43.202286,75.155462,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,5: 50-50
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,5cc47e08-67ef-4700-84b3-268a12c1069c,https://pe.goodlylabs.org/project/NYU_Arguments/task/2315,5,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,e3ffe4c7-fa61-4f74-96c6-a469310626ec,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 22:53:56.196067,2019-11-13 22:56:49.904328,173.708261,"T1.Q1, T1.Q2, T1.Q3",0,1,1,0,0,0,5: Middling difficulty,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,2b9a64e0-f358-445b-988f-d1e081d39759,https://pe.goodlylabs.org/project/NYU_Arguments/task/2427,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,2950c48f-3a29-4d8f-89df-1f10445ebbd6,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 21:35:25.196872,2019-11-13 21:36:24.035621,58.838749,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,2b9a64e0-f358-445b-988f-d1e081d39759,https://pe.goodlylabs.org/project/NYU_Arguments/task/2427,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,04aa5993-b8b8-4f1a-a593-19711bd97e97,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 22:59:02.888315,2019-11-13 23:03:01.829630,238.941315,"T1.Q1, T1.Q2, T1.Q3",1,1,1,0,0,0,8,2
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,2b9a64e0-f358-445b-988f-d1e081d39759,https://pe.goodlylabs.org/project/NYU_Arguments/task/2427,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,2ac266d7-4fec-4e80-8c9c-891fdfd3c5e3,ba9277ba-57bf-48b8-9796-0e765c4d484d,2019-11-14 20:57:27.254856,2019-11-14 21:12:36.586448,909.331592,"T1.Q1, T1.Q2, T1.Q3",1,1,0,0,0,0,5: Middling difficulty,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,2b9a64e0-f358-445b-988f-d1e081d39759,https://pe.goodlylabs.org/project/NYU_Arguments/task/2427,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,6a2d258b-7cc0-45b1-923e-6e1d68501820,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-14 22:58:30.774593,2019-11-14 23:03:02.113636,271.339043,"T1.Q1, T1.Q2, T1.Q3",1,1,0,0,0,0,8,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,2b9a64e0-f358-445b-988f-d1e081d39759,https://pe.goodlylabs.org/project/NYU_Arguments/task/2427,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,87577d20-86bb-4f20-ba07-ce5796befbb2,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-15 00:14:00.448393,2019-11-15 00:16:59.909477,179.461084,"T1.Q1, T1.Q2, T1.Q3",1,1,1,0,0,0,2,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,4b06ae27-410c-452f-8dc2-7cf4d4c8b212,https://pe.goodlylabs.org/project/NYU_Arguments/task/2309,5,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,e1110b3b-97d1-4b8e-8edd-594369438beb,3c97d749-8996-4a96-97af-73ecdc5a4716,2019-10-29 04:03:53.553237,2019-10-29 04:05:38.710054,105.156817,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,4b06ae27-410c-452f-8dc2-7cf4d4c8b212,https://pe.goodlylabs.org/project/NYU_Arguments/task/2309,5,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,86f8a2fa-78aa-4218-a292-1a32e220b9a0,45c40bb3-569d-4d6c-9067-bdf0cb3ce923,2019-10-29 22:05:59.064811,2019-10-29 22:07:39.989075,100.924264,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,3,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,4b06ae27-410c-452f-8dc2-7cf4d4c8b212,https://pe.goodlylabs.org/project/NYU_Arguments/task/2309,5,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,6d4df78b-66b3-4efe-99bd-79958767859d,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-10-29 23:52:06.970425,2019-10-30 00:39:25.215520,2838.245095,"T1.Q1, T1.Q2, T1.Q3",1,1,0,0,0,0,7,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,4b06ae27-410c-452f-8dc2-7cf4d4c8b212,https://pe.goodlylabs.org/project/NYU_Arguments/task/2309,5,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,385366f6-9b91-48b3-bc11-bf445c367a93,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 21:31:16.847175,2019-11-13 21:31:56.516631,39.669456,"T1.Q1, T1.Q2, T1.Q3",0,1,1,0,0,0,5: Middling difficulty,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,4b06ae27-410c-452f-8dc2-7cf4d4c8b212,https://pe.goodlylabs.org/project/NYU_Arguments/task/2309,5,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,76318c17-c3ba-448f-bed5-21775f154abe,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2019-11-13 22:23:31.656828,2019-11-13 22:23:31.704127,0.047299,"T1.Q1, T1.Q2, T1.Q3",0,1,1,0,0,0,8,3
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,477e1265-2f1e-4736-9cab-3807e232f1a9,https://pe.goodlylabs.org/project/NYU_Arguments/task/2307,5,3,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,100030,CouldTrumpsImpeachmentPushHilary.txt,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,9bc5b9d6-af57-49bc-ba8c-f0b8dd25eac8,3c97d749-8996-4a96-97af-73ecdc5a4716,2019-10-29 04:02:08.496334,2019-10-29 04:03:53.149339,104.653005,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,5: Middling difficulty,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,477e1265-2f1e-4736-9cab-3807e232f1a9,https://pe.goodlylabs.org/project/NYU_Arguments/task/2307,5,3,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,100030,CouldTrumpsImpeachmentPushHilary.txt,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,13b0e451-ad37-4368-926e-d48b63e1bd69,45c40bb3-569d-4d6c-9067-bdf0cb3ce923,2019-10-29 22:04:03.503156,2019-10-29 22:05:58.799091,115.295935,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,5: 50-50
