task_pybossa_id,taskrun_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,contributor_id,created,finish_time,elapsed_seconds,anno_id,topic_namespace,topic_number,topic_name,question_number,question_text,answer_number,answer_text,case_number,start_pos,end_pos,target_text,source_text_length
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,5116,5206,American Academy of Pediatrics and the American College of Obstetricians and Gynecologists,10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,5806,5940,"Marian Jarlenski, the study’s lead author and an assistant professor at the University of Pittsburgh Graduate School of Public Health.",10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,6312,6328,C.D.C. officials,10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,6628,6777,"Dr. Marie McCormick, a pediatrician and the chairwoman of a new report on cannabis from the National Academies of Sciences, Engineering and Medicine,",10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,7086,7152,"Dr. Erica Wymore, a neonatologist at Children’s Hospital Colorado.",10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,7463,7513,according to the National Institute on Drug Abuse.,10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,7659,7767,"Therese Grant, an epidemiologist and director of the University of Washington’s fetal alcohol and drug unit.",10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,8456,8511,The American College of Obstetricians and Gynecologists,10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,8638,8715,"Dr. Judy Chang, an obstetrician-gynecologist at the University of Pittsburgh,",10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1428,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,9551,9656,"Elizabeth Nash, a policy analyst at the Guttmacher Institute who researches substance abuse in pregnancy.",10122
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1429,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,8,How representative is the sample of the population about which the claim is made?,3,Somewhat representative,0,0,0,,0
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1430,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,11,What is the best alternative explanation you can think of that could lead to the same set of evidence?,1,"The results are simply due to chance, as well as confirmation bias. In actuality, there is no causal link between marijuana use and harm to brain development, and the authors of the article only chose evidence that would support this causal link. ",0,0,0,,0
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1431,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,12,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",4,Somewhat less likely,0,0,0,,0
778,1851,http://pe.goodlylabs.org/project/SSSPECaus2/task/778,SSSPETest2,1739,1739SSSArticle.txt,45,2018-03-15 23:26:28.381394,2018-03-15 23:40:53.789482,865.408088,1432,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,13,"Last question: How credible do you find this article, as a whole?",2,Fairly credible,0,0,0,,0
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1433,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,1,"Please skim the article to the left; you will be answering questions about it.  How credible do you find this article, as a whole?",2,Fairly credible,0,0,0,,0
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1434,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,293,396,"untreated Flint River water contributed to an outbreak of Legionnaires' disease in and around the city,",2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1434,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,615,736,Legionnaires' cases may have been linked to Flint's 2014 decision to begin using the Flint River as a source of tap water,2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1434,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,800,989,"City, state, and federal officials' failures to properly treat and monitor Flint's tap water after the Flint River switch are also believed to have caused an epidemic of lead contamination.",2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1434,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,1593,1710,"both the McLaren sample and the patient sample derive from a third, original source—like untreated Flint River water.",2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1435,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),1,Correlation,0,476,560,contracted the bacterial disease in the Flint area since the outbreak began in 2014.,2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1435,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),1,Correlation,0,615,736,Legionnaires' cases may have been linked to Flint's 2014 decision to begin using the Flint River as a source of tap water,2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1436,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),2,Cause precedes effect,0,659,736,Flint's 2014 decision to begin using the Flint River as a source of tap water,2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1436,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),2,Cause precedes effect,0,527,560,since the outbreak began in 2014.,2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1437,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),3,The correlation appears across multiple independent contexts,0,1715,1786,independent study published in July found elevated levels of Legionella,2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1437,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),3,The correlation appears across multiple independent contexts,0,432,526,"100 individuals, of whom 12 have died, have contracted the bacterial disease in the Flint area",2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1437,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),3,The correlation appears across multiple independent contexts,0,1593,1710,"both the McLaren sample and the patient sample derive from a third, original source—like untreated Flint River water.",2271
779,1852,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,45,2018-03-15 23:26:28.501811,2018-03-15 23:48:32.259328,1323.757517,1438,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,214,256,Centers for Disease Control and Prevention,2271
