article_filename,article_sha256,task_uuid,namespace,start_pos,end_pos,topic_name,case_number,target_text
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,4262,4695,Evidence,2,"We could look to Finland, whose school system routinely\xa0ranks toward the top globally\xa0and has chosen to skip the tech and standardized testing. Instead, Finnish students are given as many as\xa0four outdoor free-play breaks per day, regardless of the weather\u2014while here, a sedentary American child sitting in front of a glowing screen playing edu-games while over-scheduled and stressed by standardized testing is seen as the Holy Grail"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,4698,4893,Evidence,3,"Dr. Kentaro Toyama, an associate professor at the University of Michigan\u2019s School of Information, once believed that technology in the classroom could solve the problems of modern urban education"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,5183,5648,Evidence,3,"Rather than finding a digital educational cure, he came to understand what he calls\xa0technology\u2019s \u201cLaw of Amplification\u201d: technology could help education where it\u2019s already doing well, but it does little for mediocre educational systems. Worse, in dysfunctional schools, it \u201ccan cause outright harm.\u201d He added: \u201cUnfortunately, there is no technological fix\u2026more technology only magnifies socioeconomic disparities, and the only way to avoid that is non-technological"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,5721,6003,Evidence,3,"The Organization for Economic Co-operation and Development said in a 2015 report that heavy users of computers in the classroom \u201cdo a lot worse in most learning outcomes\u201d and that: \u201cIn the end, technology can amplify great teaching,\xa0but great technology cannot replace poor teaching"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,6009,6318,Evidence,3,An exhaustive meta-study conducted by Durham University in 2012 that systemically reviewed 48 studies examining technology\u2019s impact on learning found that \u201ctechnology-based interventions tend to\xa0produce just slightly\xa0lower\xa0levels of improvement\xa0when compared with other researched interventions and approaches
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,6447,6636,Evidence,3,"School reform is a social challenge, not a technological problem\u2026a high-tech agenda for children seems likely to erode our most precious long-term intellectual reserves\u2014our children\u2019s minds"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,6643,7059,Evidence,3,"Patricia Greenfield, distinguished professor of psychology at UCLA, analyzed more than 50 studies on learning and points out that reading for pleasure among young people has decreased in recent decades, which is problematic because \u201cstudies show that\xa0reading develops imagination, induction, reflection and critical thinking, as well as vocabulary\u2026in a way that visual media such as video games and television do not"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,7236,7520,Evidence,3,"while she expected to find that computers in the classroom would be beneficial, now feels that \u201ctime on the computer might interfere with development\xa0of everything from the young child\u2019s motor skills to his or her ability to think logically and distinguish between reality and fantasy"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,7527,7793,Evidence,3,"John Vallance, a Cambridge scholar and headmaster of Australia\u2019s top K-through-12 school, Sydney Grammer, has said: \u201cI think when people come to write the history of this period in education\u2026this investment in classroom technology is going to be seen as a huge fraud"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Evidence_2018_08_21,7858,8331,Evidence,1,"Students don\u2019t even prefer e-learning over traditional education. In a 2011 study, researchers found that\xa0students actually preferred \u201cordinary, real-life lessons\u201d\xa0to using technology. Those results surprised the researchers: \u201cIt is not the portrait that we expected, whereby students would embrace anything that happens on a more highly technological level. On the contrary\u2014they really seem to like access to human interaction, a smart person at the front of the classroom"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,437,446,Language,1,dutifully
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,530,537,Language,1,seismic
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,2717,2725,Language,1,exploded
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,3051,3062,Language,1,exacerbates
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,3812,3825,Language,2,students that
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,3918,3923,Language,1,na\xefve
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,8361,8377,Language,1,infatuation with
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,531f43ca-0ea4-4c0b-8f60-c688a34c828c,Language_2018_08_21,8674,8684,Language,2,Siren song
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,1187,1339,Evidence,1,"colds usually take a few days to build up, while the flu comes on more abruptly. \u201cSometimes [a flu] patient goes from well to very sick in a few minutes"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,1473,1571,Evidence,1,"A cold typically lasts about three to five days, while a flu tends to linger about twice that long"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,1596,1705,Evidence,1,"a fever is much more common among flu patients, and the same is true of headaches, body aches and a dry cough"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,2245,2375,Evidence,1,Colds are most common in early fall (usually right when students return to school) and in spring. But they\u2019re a year-round concern
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,2745,2824,Evidence,1,The flu is spread by two families of virus known as influenza A and influenza B
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,3084,3147,Evidence,1,caused by more than 200 different subtypes of respiratory virus
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,3560,3648,Evidence,1,"Influenza kills about 35,000 Americans per year, whereas colds rarely cause lasting harm"
Here_s How to Tell if You Have a Cold or the Flu.txt,8135e0406e5b9b5509a393a30991494b5b70ad78baaab53bb56061b41ed943e1,e1c79527-0ee1-4757-bacb-5e2cd59f55ab,Evidence_2018_08_21,5777,5884,Evidence,1,very young and those with weakened immune systems\u2014should tell their doctor if they\u2019re experiencing symptoms
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Evidence_2018_08_21,1253,1435,Evidence,1,"Somehow in this hierarchy, the decision managed to be made by something called the International Agency of Research into Cancer (IARC), based on a review done on 800 studies globally"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Evidence_2018_08_21,1600,2266,Evidence,1,"Meat consists of multiple components, such as haem iron. Meat can also contain chemicals that form during meat processing or cooking.\r\n\r\nFor instance, carcinogenic chemicals that form during meat processing include N-nitroso compounds and polycyclic aromatic hydrocarbons.\r\n\r\nCooking of red meat or processed meat also produces heterocyclic aromatic amines as well as other chemicals including polycyclic aromatic hydrocarbons, which are also found in other foods and in air pollution.\r\n\r\nSome of these chemicals are known or suspected carcinogens, but despite this knowledge, it is not yet fully understood how cancer risk is increased by red meat or processed meat"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,275,333,Language,1,bacon was as harmful as human health to smoking cigarettes
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,508,519,Language,1,notoriously
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,870,880,Language,1,simplistic
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,909,916,Language,1,fallacy
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,1293,1311,Language,1,managed to be made
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,1315,1324,Language,1,something
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,2272,2302,Language,2,What\u2019s wrong with this picture
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,2304,2472,Language,2,"Sure processed meat does cause cancer, but are people really so simplistic and naive to think that they need an entity called the World Health Organization to warn them"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,2477,2688,Language,2,"If you don\u2019t know processed meat is bad for you and that it causes cancer, or that most of all food we can buy nowadays is insufficient to feed us or keep us from getting sick, you don\u2019t know how the world works"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,2705,2725,Language,1,no genuine intention
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,2759,2780,Language,2,some altruistic force
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,2837,2845,Language,1,naive to
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,c089cf8c-3093-4334-ab3b-9c6ccce04a71,Language_2018_08_21,3253,3269,Language,2,things like this
