article_filename,article_sha256,namespace,start_pos,end_pos,topic_name,case_number,target_text
Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,nan,330,343,Probability,1,at least half
Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,nan,725,836,Reasoning,1,"a hard choice for the institution: either fire him immediately, or admit tacit denial of modern climate science"
Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,nan,838,1000,Reasoning,1,"After all, if the climate isn\u2019t changing, how can we make sense of the Houston flooding, the 2018 California Wildfires, or the Chicago polar vortex just this year"
Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,nan,2105,2312,Reasoning,2,"People forget that SKEPTIC actually endorsed more studies that corroborated warming global temperatures\u201d than otherwise because \u201cclimate studies are usually released in the fall, when joints aren\u2019t acting up"
Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,nan,2314,2344,Reasoning,2,"Plus, I didn\u2019t choose the name"
Reasoning Toy Article.txt,3073e0eed56943d2b1b35c2b6ee5b4aaae464481d5257f16eb30d42f52785f95,nan,3457,3562,Reasoning,1,"Indeed, after Dr. Troy\u2019s hiring, the Twitter hashtag #neveragain has been trending among the student body"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,423,599,Evidence,1,The study reveals a 30% greater chance that ice sheets of more than 100 square kilometers will break off of continental glaciers than ones that are 10 square kilometers or less
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,727,874,Evidence,1,"That assumption, according to most experts at the NOAA, is responsible for every trusted model of sea level rise that gets cited in federal reports"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,994,1623,Evidence,1,"Look, we have no direct evidence of ice sheets that large having broken off in the last 30 years. That\u2019s when models like this became somewhat more reliable in terms of available data,\u201d said Dr. Marolf, perhaps the highest-profile NOAA member who dismissed the study. \u201cEven before that, the few examples of breaks we\u2019ve accounted for were so rare and poorly-understood that they constitute edge cases. And the simulation also ignores recent climate commitments from the OECD countries that should lower projected carbon emissions. So you see, this study is an extrapolation, on top of an extrapolation, on top of an extrapolation"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,1627,1748,Evidence,1,Dr. Marolf suggests that a follow-up simulation that incorporates most of her concerns would be worth paying attention to
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,1760,1918,Evidence,1,ideally [she would] want new ice core samples from at least a quarter of the sheets they\u2019ve pointed to\u201d so that the previous study could be somewhat falsified
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,215,225,Language,1,definitely
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,265,307,Language,1,"certainly unlikely, and perhaps impossible"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,1943,1968,Language,2,not some sort of crackpot
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,2567,2679,Language,1,"It seems to be just a hop, skip, and a jump to the idea that sea levels will rise faster than previously thought"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,441,461,Probability,1,a 30% greater chance
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,64,85,Reasoning,1,Anyone under 30 knows
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,635,657,Reasoning,1,widely-held assumption
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,1197,1236,Reasoning,2,perhaps the highest-profile NOAA member
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,1971,2098,Reasoning,1,"Dr. Marolf made clear that every simulation should be taken seriously, even if its conclusions call for a modicum of skepticism"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,2218,2355,Reasoning,2,"In my book, if you dismiss simulations of this level of rigor and sophistication, you may as well dismiss the entirety of climate science"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,2375,2488,Reasoning,2,"For every so-called expert who questions this stuff, there are five who at least give it the benefit of the doubt"
Probability Toy Article.txt,38ddcb5f7cbc3264b48af166adb0decf6411ed884c1425232d35e0798cc254be,nan,2490,2562,Reasoning,2,I trust in this study\u2019s validity because I trust my community\u2019s judgment
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,104,114,Language,1,undeniable
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,215,237,Language,1,wonderfully convenient
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,336,341,Language,2,Thats
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,363,375,Language,1,so upsetting
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,443,455,Language,1,unbelievably
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,866,875,Language,1,chastised
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,876,882,Language,1,frumpy
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,915,930,Language,2,rolled her eyes
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,1122,1125,Language,1,too
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,1193,1204,Language,1,devastating
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,1331,1365,Language,2,What am I supposed to make of this
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,1412,1421,Language,1,explosive
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,1442,1512,Language,2,"I thought that using widgets helped make you fit as a fiddle, not sick"
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,1674,1688,Language,2,we I mean they
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,2037,2056,Language,1,take it to this one
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,2152,2160,Language,1,down low
Toy Article Language.txt,4b2f1135e6d0a5a309240163eb5925d79d53cc9007e4c63ce8cab72aabf8d149,nan,1224,1327,Reasoning,1,"At its root this makes you wonder what this is all really about, and there\u2019s every reason to be worried"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,1344,1521,Evidence,1,"Indeed, over two hundred peer-reviewed studies point to screen time correlating to increased\xa0ADHD,\xa0screen addiction,\xa0increased aggression,\xa0depression,\xa0anxiety\xa0and even\xa0psychosis"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,2841,3267,Evidence,2,"Yet many researchers and neuroscientists believe that this ADHD epidemic is\xa0a direct\xa0result\xa0of children being hyper-stimulated. Using hyper-stimulating digital content to \u201cengage\u201d otherwise distracted students exacerbates the problem that it endeavors to solve. It creates a vicious and addictive ADHD cycle: The more a child is stimulated, the more that child needs to keep getting stimulated in order to hold their attention"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,4262,4695,Evidence,2,"We could look to Finland, whose school system routinely\xa0ranks toward the top globally\xa0and has chosen to skip the tech and standardized testing. Instead, Finnish students are given as many as\xa0four outdoor free-play breaks per day, regardless of the weather\u2014while here, a sedentary American child sitting in front of a glowing screen playing edu-games while over-scheduled and stressed by standardized testing is seen as the Holy Grail"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,4698,4893,Evidence,3,"Dr. Kentaro Toyama, an associate professor at the University of Michigan\u2019s School of Information, once believed that technology in the classroom could solve the problems of modern urban education"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,5183,5648,Evidence,3,"Rather than finding a digital educational cure, he came to understand what he calls\xa0technology\u2019s \u201cLaw of Amplification\u201d: technology could help education where it\u2019s already doing well, but it does little for mediocre educational systems. Worse, in dysfunctional schools, it \u201ccan cause outright harm.\u201d He added: \u201cUnfortunately, there is no technological fix\u2026more technology only magnifies socioeconomic disparities, and the only way to avoid that is non-technological"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,5721,6003,Evidence,3,"The Organization for Economic Co-operation and Development said in a 2015 report that heavy users of computers in the classroom \u201cdo a lot worse in most learning outcomes\u201d and that: \u201cIn the end, technology can amplify great teaching,\xa0but great technology cannot replace poor teaching"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,6009,6318,Evidence,3,An exhaustive meta-study conducted by Durham University in 2012 that systemically reviewed 48 studies examining technology\u2019s impact on learning found that \u201ctechnology-based interventions tend to\xa0produce just slightly\xa0lower\xa0levels of improvement\xa0when compared with other researched interventions and approaches
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,6447,6636,Evidence,3,"School reform is a social challenge, not a technological problem\u2026a high-tech agenda for children seems likely to erode our most precious long-term intellectual reserves\u2014our children\u2019s minds"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,6643,7059,Evidence,3,"Patricia Greenfield, distinguished professor of psychology at UCLA, analyzed more than 50 studies on learning and points out that reading for pleasure among young people has decreased in recent decades, which is problematic because \u201cstudies show that\xa0reading develops imagination, induction, reflection and critical thinking, as well as vocabulary\u2026in a way that visual media such as video games and television do not"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,7236,7520,Evidence,3,"while she expected to find that computers in the classroom would be beneficial, now feels that \u201ctime on the computer might interfere with development\xa0of everything from the young child\u2019s motor skills to his or her ability to think logically and distinguish between reality and fantasy"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,7527,7793,Evidence,3,"John Vallance, a Cambridge scholar and headmaster of Australia\u2019s top K-through-12 school, Sydney Grammer, has said: \u201cI think when people come to write the history of this period in education\u2026this investment in classroom technology is going to be seen as a huge fraud"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,7858,8331,Evidence,1,"Students don\u2019t even prefer e-learning over traditional education. In a 2011 study, researchers found that\xa0students actually preferred \u201cordinary, real-life lessons\u201d\xa0to using technology. Those results surprised the researchers: \u201cIt is not the portrait that we expected, whereby students would embrace anything that happens on a more highly technological level. On the contrary\u2014they really seem to like access to human interaction, a smart person at the front of the classroom"
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,437,446,Language,1,dutifully
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,530,537,Language,1,seismic
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,2717,2725,Language,1,exploded
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,3051,3062,Language,1,exacerbates
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,3812,3825,Language,2,students that
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,3918,3923,Language,1,na\xefve
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,8361,8377,Language,1,infatuation with
Screens in Schools Are a $60 Billion Hoax.txt,7b615d8acb1fb1506587551397b7c3e937fab6aef9724a5e371bf1b3a7c6549c,nan,8674,8684,Language,2,Siren song
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,1600,2266,Evidence,1,"Meat consists of multiple components, such as haem iron. Meat can also contain chemicals that form during meat processing or cooking.\r\n\r\nFor instance, carcinogenic chemicals that form during meat processing include N-nitroso compounds and polycyclic aromatic hydrocarbons.\r\n\r\nCooking of red meat or processed meat also produces heterocyclic aromatic amines as well as other chemicals including polycyclic aromatic hydrocarbons, which are also found in other foods and in air pollution.\r\n\r\nSome of these chemicals are known or suspected carcinogens, but despite this knowledge, it is not yet fully understood how cancer risk is increased by red meat or processed meat"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,275,333,Language,1,bacon was as harmful as human health to smoking cigarettes
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,2343,2472,Language,1,but are people really so simplistic and naive to think that they need an entity called the World Health Organization to warn them
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,2477,2688,Language,1,"If you don\u2019t know processed meat is bad for you and that it causes cancer, or that most of all food we can buy nowadays is insufficient to feed us or keep us from getting sick, you don\u2019t know how the world works"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,2705,2725,Language,1,no genuine intention
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,2764,2780,Language,1,altruistic force
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,2837,2845,Language,1,naive to
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,3438,3446,Language,1,disclose
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,3491,3505,Language,1,try to justify
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,3527,3542,Language,1,little warnings
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,4957,4978,Language,2,a ton of other things
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,2477,2688,Reasoning,1,"If you don\u2019t know processed meat is bad for you and that it causes cancer, or that most of all food we can buy nowadays is insufficient to feed us or keep us from getting sick, you don\u2019t know how the world works"
World Health Organization Officially Declares Bacon is as Harmful as Cigarettes.txt,82ea4e3ee5361976a43797e7c3a6e48719341b74742903e2e256c3750b259511,nan,3688,4066,Reasoning,2,"Also, it\u2019s not a good thing when government organizations start \u201cofficially\u201d recognizing things. When the government starts \u201cofficially\u201d recognizing the danger of tobacco, they start trying to make laws that do nothing but line the pockets of politicians with new taxes, and create annoying little additional hassles for people who will not give up smoking cigarettes either way"
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,5453,5926,Evidence,1,"Since 1959, research has shown that 95 to 98 percent of attempts to lose weight fail and that two-thirds of dieters gain back more than they lost. The reasons are biological and irreversible. As early as 1969, research showed that losing just 3 percent of your body weight resulted in a 17 percent slowdown in your metabolism\u2014a body-wide starvation response that blasts you with hunger hormones and drops your internal temperature until you rise back to your highest weight"
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,6328,6881,Evidence,1,"But individuals are not averages: Studies have found that anywhere from one-third to three-quarters of people classified as obese are metabolically healthy. They show no signs of elevated blood pressure, insulin resistance or high cholesterol. Meanwhile, about a quarter of non-overweight people are what epidemiologists call \u201cthe lean unhealthy.\u201d A 2016 study that followed participants for an average of 19 years found that unfit skinny people were twice as likely to get diabetes as fit fat people. Habits, no matter your size, are what really matter"
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,206,226,Language,1,cruel and futile war
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,242,269,Language,1,poisoning public perception
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,274,299,Language,1,ruining millions of lives
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,2966,2972,Language,1,excuse
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,3457,3469,Language,1,incalculable
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,nan,712,800,Reasoning,1,"for most of those 300 years, medical experts knew how to prevent it and simply failed to"
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,nan,691,900,Evidence,1,"In lab-based experiments recreating a public washroom, jet-air dryers introduced 27 times more bacteria into the air than good-old-fashioned paper towels, and these microbes circulated for 15 minutes afterward"
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,nan,1325,1829,Evidence,1,"The investigation was conducted in hospitals in three cities \u2013 Leeds, Paris, and Udine, Italy \u2013 over a 12-week period. For each location, two restrooms used by patients, staff, and visitors were selected, and each was set up to offer only a jet dryer or paper towels. Samples of the air and swabs of restroom surfaces were taken every day for four weeks, then, after a two-week pause in collections, each restroom switched to offer the alternate drying method. This process was then repeated a third time"
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,nan,1834,2260,Evidence,1,"Cultures from these samples revealed that the total amount of bacteria in the air and on surfaces was consistently much higher in all restrooms when jet dryers were being used. The most dramatic differences were seen between the surface of the jet dryer itself and the surface of the paper towel dispenser: In Udine, the dryer was covered in 100 times more bacteria, in Paris it was 33-fold higher, and in Leeds it was 22-fold"
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,nan,358,379,Language,1,anything but sanitary
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,nan,403,423,Language,2,increasingly popular
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,200,453,Evidence,1,A new study carried out by Leipzig University suggests that the IQ of first-borns increases because they have to teach their younger siblings how things work. The fact that first-borns have their parents' attention all to themselves also boosts their IQ
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,882,1188,Evidence,1,"Apart from boosted intelligence, first-born children also show a heightened perception of their brain capabilities. The data for this study was accumulated from personality and IQ tests from three different national studies, one of which was carried out in the UK and involved more than 20,000 participants"
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,1194,1450,Evidence,1,"One theory is that following children ""dilute"" the resources of their parents."", Dr. Julia Rohrer told the Daily Mail.\r\n\r\n\u201cWhile the firstborn gets full parental attention, at least for some months or years, late-borns will have to share from the beginning"
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,1457,1860,Evidence,1,"Another possible factor is described by the tutoring hypothesis: A firstborn can \u201ctutor\u201d their younger siblings, explaining to them how the world works and so on.\u201d\r\n\r\n\u201cTeaching other people has high cognitive demands \u2013 the children need to recall their own knowledge, structure it and think of a good way to explain it to younger siblings, which could provide a boost to intelligence for some firstborns"
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,598,604,Probability,1,1.5 IQ
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,678,695,Probability,1,isn't necessarily
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,740,750,Probability,1,60% chance
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,763,772,Probability,1,higher IQ
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,nan,474,571,Reasoning,1,"the variations in intelligence are a result of how a child is raised and nurtured, not of biology"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,nan,392,537,Evidence,1,"This could be making them less curious, less able to finish tasks, less emotionally stable and lowering their self-control, the DailyMail reports"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,nan,700,800,Evidence,1,But research shows 'zombie' children spend nearly five hours every day gawping at electronic devices
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,nan,971,1318,Evidence,2,"Half of mental health problems develop by adolescence,"" professors Jean Twenge and Keith Campbell said. ""There is a need to identify factors linked to mental health issues that are [able to be changed] in this population, as most are difficult or impossible to influence. How children and adolescents spend their leisure time is [easier] to change"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,nan,1806,2085,Evidence,1,"The researchers analysed data provided by the parents of more than 40,000 US children aged two to 17 for a nationwide health survey in 2016. The questionnaire asked about the youngsters' medical care, any emotional, developmental or behavioural issues and their daily screen time"
