highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,task_uuid,task_redundancy,taskrun_count,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,b8e6d994-e6f0-4b65-9217-a80f84aa36a3,e0834165-64cc-41e5-994f-9be97a16ef93,2018-10-15 00:49:12.118348,2018-10-15 01:06:08.687880,1016.569532,ae52a6de-39c8-45a7-a720-180ee68c2711,Arguments_2018_08_21,Arguments,1,2762,3511,"Weaver and Gruber both note the limitations of the study include the fact that the data are self-reported by participants and that the research does not show a causal relationship between sleep and higher risk behaviors.\nGruber advises parents to stay on top of their child's sleep schedule, as teenagers are not always able to manage their own sleep and may not know when is the best time to turn out the lights.\n\n""I think my message to parents is that it is a priority. It will make a huge difference in their children's lives and performance and mood and behavior,"" Gruber said. ""My experience, my impression, is that it's something that we still need to prioritize as parents just like what we do with other things we know are unhealthy for kids",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,b8e6d994-e6f0-4b65-9217-a80f84aa36a3,e0834165-64cc-41e5-994f-9be97a16ef93,2018-10-15 00:49:12.118348,2018-10-15 01:06:08.687880,1016.569532,e309a414-b834-4072-b4a1-52e7f3e9377f,FactCheckable_2018_08_21,Needs Fact-check,1,1174,1467,"The researchers used data from from February 2007 to May 2015 from the Youth Risk Behavior Survey, a US-based survey exploring behaviors related to health risks in youth, and found that more than 70% of high school students were getting less than\xa0the recommended\xa0eight hours of sleep per night",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,b8e6d994-e6f0-4b65-9217-a80f84aa36a3,e0834165-64cc-41e5-994f-9be97a16ef93,2018-10-15 00:49:12.118348,2018-10-15 01:06:08.687880,1016.569532,c88379a2-7ed0-4992-845a-cfb3d2c1ad04,QuotedSources_2018_07_11,Quoted Sources,3,1471,2015,"Prior reports have documented that high school students who slept less than eight hours were at increased risk of adverse self-behaviors,"" said\xa0Matthew Weaver, instructor in medicine at\xa0Harvard Medical School\xa0and associate epidemiologist in the\xa0Division of Sleep and Circadian Disorders at Brigham and Women's Hospital, who led the study. ""Our study adds to this literature by using a larger updated data set over a longer study interval and by incorporating more granular sleep information and looking at a wider array of risk taking behaviors",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,b8e6d994-e6f0-4b65-9217-a80f84aa36a3,e0834165-64cc-41e5-994f-9be97a16ef93,2018-10-15 00:49:12.118348,2018-10-15 01:06:08.687880,1016.569532,c88379a2-7ed0-4992-845a-cfb3d2c1ad04,QuotedSources_2018_07_11,Quoted Sources,3,2762,2768,Weaver,3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,b8e6d994-e6f0-4b65-9217-a80f84aa36a3,e0834165-64cc-41e5-994f-9be97a16ef93,2018-10-15 00:49:12.118348,2018-10-15 01:06:08.687880,1016.569532,c88379a2-7ed0-4992-845a-cfb3d2c1ad04,QuotedSources_2018_07_11,Quoted Sources,3,2785,2981,note the limitations of the study include the fact that the data are self-reported by participants and that the research does not show a causal relationship between sleep and higher risk behaviors,3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,b8e6d994-e6f0-4b65-9217-a80f84aa36a3,e0834165-64cc-41e5-994f-9be97a16ef93,2018-10-15 00:49:12.118348,2018-10-15 01:06:08.687880,1016.569532,ed58710b-d413-47ca-bbc0-70c73ceb0671,QuotedSources_2018_07_11,Quoted Sources,2,1174,1343,"The researchers used data from from February 2007 to May 2015 from the Youth Risk Behavior Survey, a US-based survey exploring behaviors related to health risks in youth",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,00f8c480-cc09-470f-82a3-dd9538a45dd2,QuotedSources_2018_07_11,Quoted Sources,4,2762,2981,Weaver and Gruber both note the limitations of the study include the fact that the data are self-reported by participants and that the research does not show a causal relationship between sleep and higher risk behaviors,3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,9a41e815-0658-4660-836c-b987e37993a2,QuotedSources_2018_07_11,Quoted Sources,6,3178,3328,I think my message to parents is that it is a priority. It will make a huge difference in their children's lives and performance and mood and behavior,3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,9a41e815-0658-4660-836c-b987e37993a2,QuotedSources_2018_07_11,Quoted Sources,6,3345,3511,"My experience, my impression, is that it's something that we still need to prioritize as parents just like what we do with other things we know are unhealthy for kids",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,8c674fc1-af69-40fc-b07e-2df800880524,QuotedSources_2018_07_11,Quoted Sources,5,2983,3174,"Gruber advises parents to stay on top of their child's sleep schedule, as teenagers are not always able to manage their own sleep and may not know when is the best time to turn out the lights",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,56dd7b14-92ca-464b-a4c2-3945e49885ce,Arguments_2018_08_21,Arguments,1,114,240,"The amount a teenager sleeps is associated with how likely they are to engage in risky and suicidal behavior, a new study said",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,b9a714d4-34f7-4206-88c0-b6b5f3f110ba,Arguments_2018_08_21,Arguments,2,771,846,The team found the strongest associations in relation to mood and self-harm,3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,2dbb6d20-bd20-4a88-afd7-17e5ed1e46d0,QuotedSources_2018_07_11,Quoted Sources,1,244,374,"Fewer hours of sleep on an average school night [is] associated with increased odds of all selected unsafe behaviors,"" the authors",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,d4e4e9fe-add1-4f38-86b0-2b21b9575324,QuotedSources_2018_07_11,Quoted Sources,2,1471,2015,"Prior reports have documented that high school students who slept less than eight hours were at increased risk of adverse self-behaviors,"" said\xa0Matthew Weaver, instructor in medicine at\xa0Harvard Medical School\xa0and associate epidemiologist in the\xa0Division of Sleep and Circadian Disorders at Brigham and Women's Hospital, who led the study. ""Our study adds to this literature by using a larger updated data set over a longer study interval and by incorporating more granular sleep information and looking at a wider array of risk taking behaviors",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,28835acd-4f4d-49fd-b669-7862c31f47fd,QuotedSources_2018_07_11,Quoted Sources,3,2019,2349,"The sample size and categorization of sleep duration were beneficial to the study, according to\xa0Reut Gruber, director of the\xa0Attention, Behavior and Sleep Laboratory\xa0at the Douglas Mental Health University Institute and associate professor in the\xa0Department of Psychiatry\xa0at McGill University. Gruber was not involved in the study",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,28835acd-4f4d-49fd-b669-7862c31f47fd,QuotedSources_2018_07_11,Quoted Sources,3,2353,2402,I think it reinforces what we believe is the case,3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,32b9a7b5-1609-455b-b689-a97896b2b9f6,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-04-14 00:39:19.532070,2019-04-14 01:49:20.452770,4200.9207,28835acd-4f4d-49fd-b669-7862c31f47fd,QuotedSources_2018_07_11,Quoted Sources,3,2419,2758,"I'm not sure each one of the findings is completely a surprise or new, but it does certainly validate what we think. Sometimes, the challenge with other studies, they might be much smaller, or the sample might not be selected properly, might be biased, so I think the methodology in terms of the sampling and sample size is a real strength",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,f7bc64b0-d980-4e99-b038-9fe0251c8764,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-04-14 05:06:51.125206,2019-04-14 05:22:07.681752,916.556546,a60bd626-e169-4d73-adc0-1fc473c2a0bd,FactCheckable_2018_08_21,Needs Fact-check,1,771,1171,"The team found the strongest associations in relation to mood and self-harm. Teens who slept for less than six hours per night\xa0were three times more likely to report considering suicide, planning a suicide attempt or attempting suicide, compared with teens who slept eight hours or more. They were also four times more likely to have reported a suicide attempt that resulted in them needing treatment",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,f7bc64b0-d980-4e99-b038-9fe0251c8764,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-04-14 05:06:51.125206,2019-04-14 05:22:07.681752,916.556546,341edc10-8d7f-429c-a664-a60afe9954be,Arguments_2018_08_21,Arguments,1,114,240,"The amount a teenager sleeps is associated with how likely they are to engage in risky and suicidal behavior, a new study said",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,f7bc64b0-d980-4e99-b038-9fe0251c8764,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-04-14 05:06:51.125206,2019-04-14 05:22:07.681752,916.556546,8ed56f2f-8a9d-4ec2-be6b-c2ae8d5b405c,Assertions_2018_08_21,Assertions,1,2983,3174,"Gruber advises parents to stay on top of their child's sleep schedule, as teenagers are not always able to manage their own sleep and may not know when is the best time to turn out the lights",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,f7bc64b0-d980-4e99-b038-9fe0251c8764,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-04-14 05:06:51.125206,2019-04-14 05:22:07.681752,916.556546,23ae715d-3d89-4938-bd39-fcd5b83f1612,QuotedSources_2018_07_11,Quoted Sources,1,244,543,"Fewer hours of sleep on an average school night [is] associated with increased odds of all selected unsafe behaviors,"" the authors wrote, including risk-taking while driving, such as drunken driving, potentially unsafe sexual activity, aggressive behavior and use of alcohol, tobacco and other drugs",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,f7bc64b0-d980-4e99-b038-9fe0251c8764,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-04-14 05:06:51.125206,2019-04-14 05:22:07.681752,916.556546,23ae715d-3d89-4938-bd39-fcd5b83f1612,QuotedSources_2018_07_11,Quoted Sources,1,1471,2015,"Prior reports have documented that high school students who slept less than eight hours were at increased risk of adverse self-behaviors,"" said\xa0Matthew Weaver, instructor in medicine at\xa0Harvard Medical School\xa0and associate epidemiologist in the\xa0Division of Sleep and Circadian Disorders at Brigham and Women's Hospital, who led the study. ""Our study adds to this literature by using a larger updated data set over a longer study interval and by incorporating more granular sleep information and looking at a wider array of risk taking behaviors",3515
9854ab03-99ab-4772-b806-cb37fd6033e2,https://pe.goodlylabs.org/project/Demo2FormTri/task/1325,Demo2,100000,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,542bf69f-7f7e-43c2-b2c9-58a4b984b7bc,17,10,f7bc64b0-d980-4e99-b038-9fe0251c8764,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-04-14 05:06:51.125206,2019-04-14 05:22:07.681752,916.556546,23ae715d-3d89-4938-bd39-fcd5b83f1612,QuotedSources_2018_07_11,Quoted Sources,1,2353,2758,"I think it reinforces what we believe is the case,"" Gruber said, ""I'm not sure each one of the findings is completely a surprise or new, but it does certainly validate what we think. Sometimes, the challenge with other studies, they might be much smaller, or the sample might not be selected properly, might be biased, so I think the methodology in terms of the sampling and sample size is a real strength",3515
