task_uuid,article_filename,article_sha256,namespace,start_pos,end_pos,topic_name,case_number,target_text
a4353497-6781-41e4-b9d4-dec2de40b552,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,Arguments_2018_08_21,5749,5820,Arguments,2,neuroscientists study large groups of people and report on the averages
a4353497-6781-41e4-b9d4-dec2de40b552,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,Arguments_2018_08_21,5949,5950,Arguments,2, 
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,Arguments_2018_08_21,385,579,Arguments,1,"Flake is coming off a dramatic moment Friday, when he made a deal with Democrats to call for an FBI investigation into sexual misconduct accusations against Supreme Court nominee Brett Kavanaugh"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,Arguments_2018_08_21,1667,2105,Arguments,2,"The senator has tried to build a brand as a conservative with a conscience during Trump's chaotic first term, and cast himself as a potential alternative. Flake has slammed the president's attacks on the press and his immigration and tariff policies. While he has voted against Trump's priorities more than most of his GOP colleagues, he remains a conservative, voting with his party on its tax plan and an Affordable Care Act repeal bill"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,Arguments_2018_08_21,2108,2372,Arguments,3,Flake would have a difficult task gaining any traction in a Republican primary against Trump. Republican midterm primary voters showed their loyalty to the president by punishing some candidates who bucked him and boosting others who tied themselves closely to him
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,Arguments_2018_08_21,2375,2635,Arguments,2,"Flake's stances have angered many Trump supporters, and the president himself supported a primary challenge against the senator before he announced his retirement. Last year, Trump called Flake ""toxic"" and ""WEAK on borders, crime and a non-factor in the Senate"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,Arguments_2018_08_21,2831,3101,Arguments,1,"Flake was at the center of a dramatic Senate moment on Friday. In the morning, he announced he would support Kavanaugh, only hours after the judge and his sexual assault accuser, Christine Blasey Ford, appeared before the Senate Judiciary Committee in dramatic testimony"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,143,273,Quoted Sources,1,"Jeff Flake says he wants someone to challenge President Donald Trump in 2020, but adds that ""I don't see that happening in my case"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,583,598,Quoted Sources,1,Sen. Jeff Flake
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,666,740,Quoted Sources,1,The Arizona Republican just doubts he will challenge the president himself
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,1190,1277,Quoted Sources,1,"I've said that I do hope that somebody else runs in the Republican primary,"" Flake said"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,1322,1487,Quoted Sources,1,This is \u2014 the Republican Party is the president's party right now. But it won't always be. And it can't be if we're going to be a major political force in the future
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,1492,1663,Quoted Sources,1,"I don't see that happening in my case,"" he said. ""I will give a speech in New Hampshire tonight. But just if nothing else, in memoriam of what a Republican Party should be"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,2550,2635,Quoted Sources,2,"Trump called Flake ""toxic"" and ""WEAK on borders, crime and a non-factor in the Senate"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,2689,2827,Quoted Sources,2,"Great to see that Dr. Kelli Ward is running against Flake Jeff Flake, who is WEAK on borders, crime and a non-factor in Senate. He's toxic"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,3747,3870,Quoted Sources,1,"Flake said there was ""not a chance"" he could have agreed to the compromise deal if he was running for re-election this year"
65066ba2-e1fa-45b9-a240-7501cee7c30b,politicalarticle2.txt,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,QuotedSources_2018_07_11,4024,4114,Quoted Sources,1,"Flake said, ""It has not been in my plans to run for president, but I have not ruled it out"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,Assertions_2018_08_21,2182,2229,Assertions,1,China's trade practices harm the global economy
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,154,235,Quoted Sources,1,"When countries come to the table and bargain fairly, we sign deals,"" says Navarro"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,389,457,Quoted Sources,1,It's a bullish day for America. It's a bullish day for North America
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,475,540,Quoted Sources,1,"Peter Navarro, one of President\xa0Donald Trump's top trade advisors"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,542,686,Quoted Sources,1,"told CNBC on Monday the last-minute deal to bring\xa0Canada\xa0on board to replace NAFTA shows that the U.S. won't be the world's ""piggy bank"" anymore"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,689,767,Quoted Sources,1,"It's a bullish day for America. It's a bullish day for North America,"" Navarro"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,951,1180,Quoted Sources,1,"When countries come to the table and bargain fairly, we sign deals,"" said Navarro. ""Trump has basically declared that we will no longer be the piggy bank of the world. We are free traders. All we seek is free and reciprocal trade"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,1303,1391,Quoted Sources,1,"President Donald J. Trump was the visionary on this. He was very involved,"" said Navarro"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,1393,1511,Quoted Sources,1,"He said Lighthizer and Kushner worked well as a team and ""should be congratulated for bringing this to the finish line"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,1617,1675,Quoted Sources,1,"But [it] won't be ratified for many months after,"" Navarro"
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,1999,2180,Quoted Sources,1,accuse China of intellectual property theft and appropriating U.S. technology by forcing American companies that want to do business there into joint ventures with Chinese companies
250aa13d-3473-4aa6-b5c0-4f9084b65ab1,politicalarticle1.txt,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,QuotedSources_2018_07_11,2182,2243,Quoted Sources,1,"China's trade practices harm the global economy, Navarro said"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,1035,1085,Arguments,1,a new study in the New England Journal of Medicine
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,1138,1255,Arguments,1,found doctors\u2019 prescribing habits \u2014 whether they give out opioids at a higher rate versus a lower rate \u2014 matter a lot
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,1745,2120,Arguments,1,"This was a clever study design, since the major difference between the groups was how the doctors prescribed opioids, which allowed the researchers to figure out whether the prescribing patterns influenced patients\u2019 long-term use of painkillers. (In the study, \u201clong-term use\u201d was described as six or more months of daily opioids in the 12-month period following the ER visit"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,2124,2385,Arguments,1,It turns out the doctors\u2019 actions mattered hugely. The patients who saw the heavy opioid prescribers were three times more likely to receive a prescription for opioids compared with the patients who saw the more judicious opioid prescribers at the same hospital
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,2637,2826,Arguments,1,"If our results represent a causal relationship, for every 48 patients prescribed a new opioid in the emergency department who might not otherwise use opioids, 1 will become a long-term user"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,2853,3264,Arguments,1,"What\u2019s more, the patients who, by chance, saw a doctor who more frequently prescribed the drugs were 30 percent more likely to become long-term users of painkillers. So the higher the chances of getting opioids at a single doctor visit, the higher the risk of becoming a regular user. These patients also had higher rates of opioid-related health complications like falls, fractures, constipation, and overdoses"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,3267,3614,Arguments,1,"In a separate analysis, the researchers looked at doctors who gave out high doses versus low doses of painkillers when they prescribe, and found the same effect: 30 percent higher use when patients saw higher dose prescribers, though the researchers also acknowledged this long-term use required prescriptions from other doctors after the ER visit"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,4119,4488,Arguments,1,"The research highlights the need to better educate doctors on how to safely prescribe these drugs, said lead  study author Michael  Barnett, an assistant professor of health policy and management at Harvard. There\u2019s very little guidance in training and in medical practice on how much opioids to prescribe \u2014 which is why the profession is now galvanizing to change that"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Arguments_2018_08_21,4569,5000,Arguments,1,"But other researchers have found that in terms of sheer volume, family practice and internal medicine doctors, as well as nurse practitioners and physician assistants, prescribed the most opioids. ER doctors aren\u2019t the heaviest opioid prescribers, as you can see in this chart of prescriptions per doctor. So the researchers can't say how the trend they found might be different for younger patients or those who see non-ER doctors"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Assertions_2018_08_21,474,638,Assertions,1,There\u2019s a huge amount of discussion these days about the opioid epidemic in America: how the overdose rate got so shockingly high and what should be done to stop it
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,Assertions_2018_08_21,641,858,Assertions,2,"A common belief is that opioid addiction often begins with a single prescription from a doctor: Patients seek relief from some minor problem like a toothache or back pain, leave with a prescription, and wind up hooked"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,QuotedSources_2018_07_11,2637,2850,Quoted Sources,1,"If our results represent a causal relationship, for every 48 patients prescribed a new opioid in the emergency department who might not otherwise use opioids, 1 will become a long-term user,\u201d the researchers wrote"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,QuotedSources_2018_07_11,3618,3796,Quoted Sources,2,"When it comes to opioids, it certainly seems to be the case that [the doctor] you see matters,\u201d said Anupam Jena, a professor at Harvard Medical School and an author on the study"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,QuotedSources_2018_07_11,3993,4116,Quoted Sources,2,"It could be something as simple as prescribing the way that your mentors prescribed when you were training,\u201d Jena explained"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,QuotedSources_2018_07_11,4119,4325,Quoted Sources,3,"The research highlights the need to better educate doctors on how to safely prescribe these drugs, said lead  study author Michael  Barnett, an assistant professor of health policy and management at Harvard"
23a563df-9355-4fad-8c81-327fc61d0294,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,QuotedSources_2018_07_11,5136,5382,Quoted Sources,3,"Barnett said the message is clear: \u201cPatients should ask their physicians, \u2018What are the side effects of me taking this opioid and do you think my pain could be treated effectively [another way], because I know how dangerous these medicines can be"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,191,197,Quoted Sources,1,unsafe
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,401,459,Quoted Sources,1,"to prevent a collision,"" according to US defense officials"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,463,683,Quoted Sources,2,"A (People's Republic of China) Luyang destroyer approached USS Decatur in an unsafe and unprofessional maneuver in the vicinity of Gaven Reef in the South China Sea,"" Capt. Charles Brown, a spokesman for US Pacific Fleet"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,767,881,Quoted Sources,2,conducted a series of increasingly aggressive maneuvers accompanied by warnings for the Decatur to depart the area
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,884,1036,Quoted Sources,2,"He added that the Chinese destroyer ""approached within 45 yards"" of the front of the US ship, adding that the Decatur ""maneuvered to prevent a collision"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,1043,1128,Quoted Sources,2,"Our forces will continue to fly, sail and operate anywhere international law allows,"""
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,1138,1277,Quoted Sources,3,"The close encounter would give the ship's captains just seconds to react to any course change, said Carl Schuster, a former US Navy captain"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,1307,1455,Quoted Sources,3,"This was very dangerous. Captains get very nervous when ships get closer than 1,000 yards,"" said Schuster, now a Hawaii Pacific University professor"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,1457,1593,Quoted Sources,3,Minute rudder and engine speed corrections are needed to keep ships separated and even a slight miscalculation can result in a collision
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,1819,2081,Quoted Sources,4,"CNN reported Sunday the USS Decatur sailed within 12 nautical miles of Gaven and Johnson reefs in the Spratly Islands as part of what the US Navy calls freedom of navigation operations, which are meant to enforce the right of free passage in international waters"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,2364,2577,Quoted Sources,5,"The US has been repeatedly sending warships to the islands and the adjacent waters in the South China Sea, which has seriously threatened China's sovereignty and safety,"" Chinese Defense Ministry spokesman Wu Qian"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,2578,2582,Quoted Sources,5,said
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,2594,2767,Quoted Sources,5,The Chinese military will resolutely perform its defense duties and continue to take all necessary measures to safeguard our sovereignty and the regional peace and stability
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,2794,2868,Quoted Sources,3,"China seems to be adopting ""a more aggressive response policy"" to US ships"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,3125,3153,Quoted Sources,1,"intimidate"" US ship captains"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,3817,3839,Quoted Sources,6,President Donald Trump
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,3933,4021,Quoted Sources,6,"He may not be a friend of mine anymore. But I think he probably respects me,"" Trump said"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,4182,4299,Quoted Sources,6,the Chinese government was attempting to interfere in the 2018 midterm elections to tilt them against the Republicans
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,4398,4634,Quoted Sources,6,"They do not want me or us to win because I am the first president ever to challenge China on trade,"" Trump said. ""We are winning on trade. We are winning at every level. We don't want them to meddle or interfere in our upcoming election"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,5015,5132,Quoted Sources,7,"How could you negotiate with someone when he puts a knife on your neck?"" Chinese deputy trade negotiator Wang Shouwen"
66e8c983-d96d-4b5a-b81f-143dc5b86e09,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,QuotedSources_2018_07_11,5173,5222,Quoted Sources,7,saying that resuming the talks would be difficult
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,Arguments_2018_08_21,114,543,Arguments,1,"The amount a teenager sleeps is associated with how likely they are to engage in risky and suicidal behavior, a new study said.\n\n""Fewer hours of sleep on an average school night [is] associated with increased odds of all selected unsafe behaviors,"" the authors wrote, including risk-taking while driving, such as drunken driving, potentially unsafe sexual activity, aggressive behavior and use of alcohol, tobacco and other drugs"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,Arguments_2018_08_21,546,706,Arguments,1,"Participants' sleep duration was categorized as eight hours or more, seven hours, six hours or less than six hours and then measured against high-risk behaviors"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,Arguments_2018_08_21,771,1171,Arguments,1,"The team found the strongest associations in relation to mood and self-harm. Teens who slept for less than six hours per night\xa0were three times more likely to report considering suicide, planning a suicide attempt or attempting suicide, compared with teens who slept eight hours or more. They were also four times more likely to have reported a suicide attempt that resulted in them needing treatment"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,Arguments_2018_08_21,2983,3174,Arguments,1,"Gruber advises parents to stay on top of their child's sleep schedule, as teenagers are not always able to manage their own sleep and may not know when is the best time to turn out the lights"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,244,543,Quoted Sources,1,"Fewer hours of sleep on an average school night [is] associated with increased odds of all selected unsafe behaviors,"" the authors wrote, including risk-taking while driving, such as drunken driving, potentially unsafe sexual activity, aggressive behavior and use of alcohol, tobacco and other drugs"
