article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100034,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,12ba78b8-fef2-4d36-8db8-761e4ccf9604,7e1be6ae-d0c4-451e-806d-2847170a9209,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,f621dbc4-6ffa-4fee-9fc6-f1c9d41b3f7e,ordinal,6,0.765534746362977,0.765534746362977,[],NA,NA,0.765534746362977,2,10,NA,"How confident are you about your answers, on the whole?",6
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,2,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,2,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,M,0.5,0.5,M,M,M,0.25,2,9,M,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),M
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,2,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,M,0.5,0.5,M,M,M,0.25,2,9,M,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),M
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,2,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0905ede6-d253-4ab5-a44b-b6cf2e256b5b,checklist,7,1.0,0.0,[],NA,NA,1.0,2,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Organization (e.g. ""from House Stark"" or ""of the University of Lichfield"")"
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,M,0.5,0.5,M,M,M,0.25,2,9,M,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),M
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,2,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.0,1.0,L,L,L,0.0,2,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,6dfe050f-08be-41b8-9948-ae75532c57e8,checklist,2,1.0,0.0,[],NA,NA,1.0,2,2,NA,"Using the highlight options below, indicate which portions of the bolded text are:",Paraphrase
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.5,0.5,M,M,M,0.25,2,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,2,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.5,0.5,M,M,M,0.25,2,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,d37298d1-bd6d-4426-94be-088521a37f04,ordinal,2,0.9068905956085185,0.9068905956085185,[],NA,NA,0.9068905956085185,2,8,NA,How are the quoted sources' ideas important to the article?,Provide important support to central claim of article.
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,60bb3c7a-aaba-484a-8c56-541839d4e425,ordinal,4,0.925999418556223,0.925999418556223,[],NA,NA,0.925999418556223,2,10,NA,"How difficult was this task for you, on the whole?",4
100035,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1949825f-e98c-494f-addf-d35d0c0faebd,4a82710c-c8a7-4044-8d4b-7d109f56b4d7,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,0423a277-eb46-482c-9a7a-a9ebd80a457d,ordinal,7,0.84799690655495,0.84799690655495,[],NA,NA,0.84799690655495,2,10,NA,"How confident are you about your answers, on the whole?",7
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,M,0.4,0.6,M,M,M,0.2,5,9,M,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),M
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,M,0.4,0.6,M,M,M,0.2,5,9,M,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),M
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.2,0.8,L,L,L,0.1,5,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,258f8fcc-3119-45cc-8f3f-d0e58d7bc94e,checklist,5,1.0,0.0,"[4312, 4313, 4314, 4315, 4316, 4323, 4324, 4325, 4326, 4327, 4328, 4329, 4330, 6789, 6790, 6791, 6792, 6793, 6821, 6822, 6823, 6824, 6825, 6866, 6867, 6868, 6869, 6870, 6871, 6872, 6873]",0.19914310240871502,0.19914310240871502,0.5995715512043576,5,9,Trump//Zelensky//Trump//Biden//Lutsenko,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Last name (e.g. ""Snow"")"
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0,checklist,L,0.0,1.0,L,L,L,0.0,5,9,L,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,5fe25f51-9a02-43a8-af55-661fa548b99c,checklist,1,1.0,0.0,"[4184, 4185, 4186, 4187, 4188, 4189, 4190, 4191, 4192, 4193, 4194, 4195, 4196, 4197, 4198, 4199, 4200, 4201, 4202, 4203, 4204, 4205, 4206, 4207, 4208, 4209, 4210, 4211, 4212, 4213, 4214, 4215, 4216, 4217, 4218, 4219, 4220, 4221, 4222, 4223, 4224, 4225, 4226, 4227, 4228, 4229, 4230, 4231, 4232, 4233, 4234, 4235, 4236, 4237, 4238, 4239, 4240, 4241, 4242, 4243, 4244, 4245, 4246, 4247, 4248, 4249, 4250, 4251, 4252, 4253, 4254, 4255, 4256, 4257, 4258, 4259, 4260, 4261, 4262, 4263, 4264, 4265, 4266, 4267, 4268, 4269, 4270, 4271, 4272, 4273, 4274, 4275, 4276, 4277, 4278, 4279, 4280, 4281, 4282, 4283, 4284, 4285, 4286, 4287, 4288, 4289, 4290, 4291, 4292, 4293, 4294, 4295, 4296, 4297, 4298, 4299, 4300, 4301, 4302, 4303, 4304, 4305, 4306, 4307, 4308, 4334, 4335, 4336, 4337, 4338, 4339, 4340, 4341, 4342, 4343, 4344, 4345, 4346, 4347, 4348, 4349, 4350, 4351, 4352, 4353, 4354, 4355, 4356, 4357, 4358, 4359, 4360, 4361, 4362, 4363, 4364]",0.9683435956727882,0.9683435956727882,0.9841717978363941,5,2,I will have Mr. Giuliani give you a call and I am also going to have Atty. Gen. Barr call and we will get to the bottom of it//I’m sure you will figure it out,"Using the highlight options below, indicate which portions of the bolded text are:",Direct quote
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,6dfe050f-08be-41b8-9948-ae75532c57e8,checklist,2,1.0,0.0,"[6795, 6796, 6797, 6798, 6799, 6800, 6801, 6802, 6803, 6804, 6805, 6806, 6807, 6808, 6809, 6810, 6811, 6812, 6813, 6814, 6815, 6816, 6817, 6818, 6819, 6820, 6821, 6822, 6823, 6824, 6825, 6826, 6827, 6828, 6829, 6830, 6831, 6832, 6833, 6834, 6835, 6836, 6837, 6838, 6839, 6840, 6841, 6842, 6843, 6844, 6845, 6846, 6847, 6848, 6849, 6850, 6851, 6852, 6853, 6854, 6855, 6856, 6857, 6858, 6859, 6860, 6861, 6862, 6863, 6864, 6865, 6866, 6867, 6868, 6869, 6870, 6871, 6872, 6873, 6874, 6875, 6876, 6877, 6878, 6879, 6880, 6881, 6882, 6883, 6884, 6885, 6886, 6887, 6888, 6889, 6890, 6891, 6892, 6893, 6894, 6895, 6896, 6897, 6898, 6899, 6900, 6901, 6902, 6903, 6904, 6905, 6906, 6907, 6908, 6909, 6910, 6911, 6912, 6913, 6914, 6915, 6916, 6917, 6918, 6919, 6920, 6921, 6922, 6923, 6924, 6925, 6926, 6927, 6928, 6929, 6930, 6931, 6932, 6933, 6934, 6935, 6936, 6937, 6938, 6939, 6940, 6941, 6942, 6943, 6944, 6945, 6946, 6947, 6948, 6949, 6950]",0.9602683573238061,0.9602683573238061,0.9801341786619031,5,2,"has suggested that one of Biden’s misdeeds was to demand the firing of Lutsenko’s predecessor, Viktor Shokin, to prevent him from investigating Hunter Biden","Using the highlight options below, indicate which portions of the bolded text are:",Paraphrase
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.2,0.8,L,L,L,0.1,5,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.4,0.6,M,M,M,0.2,5,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M
100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,25934017-34a6-4cb7-b135-fa360ff2de3a,d3f698d2-93d3-4ea1-9dbe-08c20a5521d8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,5,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L
