,Unnamed: 0,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0.1,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
10,10,Evidence,8.0,,ordinal,4.0,-1.0,Alternative explanation,107.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,bc8f0f3a-ee77-4252-ba8b-6d0491055a53,c2345c3e-ddab-48ad-820a-f5564adbd2c3,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,dc70d3cd-9da0-4a77-b01c-9d705864b3fe,ordinal,4.0,0.6855881636796558,0.6855881636796558,[],,,0.6855881636796558,14.0,5.0,,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Somewhat less likely,True,-0.6855881636796558,Evidence
11,11,Evidence,8.0,,ordinal,5.0,0.0,Alternative explanation,129.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c2ac5e38-3729-4c10-846e-a403a72dba97,8ddb6499-4994-47ed-82a3-2c8850543ddf,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,a4eb1418-a9cb-471d-8da1-68be6122b808,ordinal,5.0,0.7005094900890343,0.7005094900890343,[],,,0.7005094900890343,14.0,5.0,,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Much less likely,True,0.0,Evidence
12,12,Evidence,10.0,,ordinal,4.0,-0.5,Statistical uncertainty,131.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c2ac5e38-3729-4c10-846e-a403a72dba97,8ddb6499-4994-47ed-82a3-2c8850543ddf,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,f7ea2344-63a8-47d3-97ef-b494ed50d7ab,ordinal,4.0,0.5898137489555464,0.5898137489555464,[],,,0.5898137489555464,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Unlikely,True,-0.2949068744777732,Evidence
13,13,Evidence,10.0,,ordinal,4.0,-0.5,Statistical uncertainty,41.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,70b8e31e-6c75-4fa3-a5d2-b1fda8520626,b0c20524-32ae-4ba7-a923-e061aac0931b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,f7ea2344-63a8-47d3-97ef-b494ed50d7ab,ordinal,4.0,0.722763216983975,0.722763216983975,[],,,0.722763216983975,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Unlikely,True,-0.3613816084919875,Evidence
14,14,Evidence,10.0,,ordinal,4.0,-0.5,Statistical uncertainty,109.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,bc8f0f3a-ee77-4252-ba8b-6d0491055a53,c2345c3e-ddab-48ad-820a-f5564adbd2c3,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,f7ea2344-63a8-47d3-97ef-b494ed50d7ab,ordinal,4.0,0.6812876948184581,0.6812876948184581,[],,,0.6812876948184581,12.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Unlikely,True,-0.34064384740922904,Evidence
15,15,Evidence,10.0,,ordinal,5.0,0.0,Statistical uncertainty,19.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,1e6165d5-1d0a-4646-bb0c-9ceea28d6378,a4896746-3ce7-421f-9eb5-14a2e29d8b63,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2a6fd546-0916-4906-b9ee-c3b1c65e034c,ordinal,5.0,0.7037529048189548,0.7037529048189548,[],,,0.7037529048189548,17.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Very Unlikely,True,0.0,Evidence
16,16,Evidence,11.0,,ordinal,2.0,-2.0,Systematic uncertainty,20.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,1e6165d5-1d0a-4646-bb0c-9ceea28d6378,a4896746-3ce7-421f-9eb5-14a2e29d8b63,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,a4b46db5-be07-4257-bc5f-3dd6246fb449,ordinal,2.0,0.6928144254485717,0.6928144254485717,[],,,0.6928144254485717,17.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Likely,True,-1.3856288508971435,Evidence
17,17,Evidence,11.0,,ordinal,2.0,-2.0,Systematic uncertainty,132.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c2ac5e38-3729-4c10-846e-a403a72dba97,8ddb6499-4994-47ed-82a3-2c8850543ddf,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,a4b46db5-be07-4257-bc5f-3dd6246fb449,ordinal,2.0,0.6885110809668222,0.6885110809668222,[],,,0.6885110809668222,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Likely,True,-1.3770221619336445,Evidence
18,18,Evidence,11.0,,ordinal,2.0,-2.0,Systematic uncertainty,110.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,bc8f0f3a-ee77-4252-ba8b-6d0491055a53,c2345c3e-ddab-48ad-820a-f5564adbd2c3,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,a4b46db5-be07-4257-bc5f-3dd6246fb449,ordinal,2.0,0.6998361829221404,0.6998361829221404,[],,,0.6998361829221404,12.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Likely,True,-1.3996723658442811,Evidence
19,19,Evidence,11.0,,ordinal,3.0,-1.0,Systematic uncertainty,42.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,70b8e31e-6c75-4fa3-a5d2-b1fda8520626,b0c20524-32ae-4ba7-a923-e061aac0931b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,6185461f-6290-41b5-ba8b-5374115924d4,ordinal,3.0,0.7618930197763871,0.7618930197763871,[],,,0.7618930197763871,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Not Sure,True,-0.7618930197763871,Evidence
20,20,Evidence,12.0,,ordinal,2.0,-0.5,Open to evidence,195.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,fa6a64eb-a9df-459c-b06d-66166ea57d70,a754d225-9775-4b56-8b44-be803950e00d,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,cb140991-7c44-4050-a1f7-e24768baa440,ordinal,2.0,0.6378259232339526,0.6378259232339526,"[2780, 2781, 2782, 2783, 2784, 2785, 2786, 2787, 2788, 2789, 2790, 2791, 2792, 2793, 2794, 2795, 2796, 2797, 2798, 2799, 2800, 2801, 2802, 2803, 2804, 2805, 2806, 2807, 2808, 2809, 2810, 2811, 2812, 2813, 2814, 2815, 2816, 2817, 2818, 2819, 2820, 2821, 2822, 2823, 2824, 2825, 2826, 2827, 2828, 2829, 2830, 2831, 2832, 2833, 2834, 2835, 2836, 2837, 2838, 2839, 2840, 2841, 2842, 2843, 2844, 2845, 2846, 2847, 2848, 2849, 2850, 2851, 2852, 2853, 2854, 2855, 2856, 2857, 2858, 2859, 2860, 2861, 2862, 2863, 2864, 2865, 2866, 2867, 2868, 2869, 2870, 2871, 2872, 2873, 2874, 2875, 2876, 2877, 2878, 2879, 2880, 2881, 2882]",0.6034404460620054,0.4479786002561297,0.620633184647979,11.0,4.0,both note the limitations of the study include the fact that the data are self-reported by participants,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"Yes, implicitly",True,-0.3103165923239895,Evidence
21,21,Evidence,12.0,,ordinal,3.0,-1.0,Open to evidence,21.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,1e6165d5-1d0a-4646-bb0c-9ceea28d6378,a4896746-3ce7-421f-9eb5-14a2e29d8b63,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,82bd2026-9c63-4ee9-8d28-5811281407f2,ordinal,3.0,0.6792173972476253,0.6792173972476253,"[4491, 4492, 4493, 4494, 4495, 4496, 4497, 4498, 4499, 4500, 4501, 4502, 4503, 4504, 4505, 4506, 4507, 4508, 4509, 4510, 4511, 4512, 4513, 4514, 4515, 4516, 4517, 4518, 4519, 4520, 4521, 4522, 4523, 4524, 4525, 4526, 4527, 4528, 4529, 4530, 4531, 4532, 4533, 4534, 4535, 4536, 4537, 4538, 4539, 4540, 4541, 4542, 4543, 4544, 4545, 4546, 4547, 4548, 4549, 4550, 4551, 4552, 4553, 4554, 4555, 4556, 4557, 4558, 4559, 4560, 4561, 4562, 4563, 4564, 4565, 4566]",0.5147392366352654,0.2655966849728202,0.5969783169414453,19.0,4.0,The findings were specific to emergency room doctors and Medicare recipients,Does the author suggest in any way that further evidence might improve our understanding of the topic?,I can't tell,True,-0.5969783169414453,Evidence
22,22,Evidence,12.0,,ordinal,3.0,-1.0,Open to evidence,43.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,70b8e31e-6c75-4fa3-a5d2-b1fda8520626,b0c20524-32ae-4ba7-a923-e061aac0931b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,82bd2026-9c63-4ee9-8d28-5811281407f2,ordinal,3.0,0.6330138678015218,0.6330138678015218,L,L,L,0.3165069339007609,14.0,4.0,,Does the author suggest in any way that further evidence might improve our understanding of the topic?,I can't tell,True,-0.3165069339007609,Evidence
23,23,Evidence,12.0,,ordinal,3.0,-1.0,Open to evidence,111.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,bc8f0f3a-ee77-4252-ba8b-6d0491055a53,c2345c3e-ddab-48ad-820a-f5564adbd2c3,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,82bd2026-9c63-4ee9-8d28-5811281407f2,ordinal,3.0,0.7492356058587806,0.7492356058587806,[],,,0.7492356058587806,14.0,4.0,,Does the author suggest in any way that further evidence might improve our understanding of the topic?,I can't tell,True,-0.7492356058587806,Evidence
24,24,Evidence,12.0,,ordinal,4.0,-2.0,Open to evidence,133.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c2ac5e38-3729-4c10-846e-a403a72dba97,8ddb6499-4994-47ed-82a3-2c8850543ddf,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,83611ea8-cb5f-4b8f-883b-9bb5d313e9e9,ordinal,4.0,0.6321160719436829,0.6321160719436829,"[3494, 3495, 3496, 3497, 3498, 3499, 3500, 3501, 3502, 3503, 3504, 3505, 3506, 3507, 3508, 3509, 3510, 3511, 3512, 3513, 3514, 3515, 3516, 3517, 3518, 3519, 3520, 3521, 3522, 3523, 3524, 3525, 3526, 3527, 3528, 3529, 3530, 3531, 3532, 3533, 3534, 3535, 3536, 3537, 3538, 3539, 3540, 3541, 3542, 3543, 3544, 3545, 3546, 3547, 3548, 3549, 3550, 3551, 3552, 3553, 3554, 3555, 3556, 3557, 3558, 3559, 3560, 3561, 3562, 3563, 3564, 3565, 3566, 3567, 3568, 3569, 3570, 3571, 3572, 3573, 3574, 3575, 3576, 3577, 3578, 3579, 3580, 3581, 3582, 3583, 3584, 3585, 3586, 3587, 3588, 3589, 3590, 3591, 3592, 3593, 3594, 3595, 3596, 3597, 3598, 3599, 3600, 3601, 3602, 3603, 3604, 3605, 3606, 3607, 3608, 3609, 3610, 3611, 3612, 3613]",1.0,1.0,0.8160580359718415,14.0,4.0,though the researchers also acknowledged this long-term use required prescriptions from other doctors after the ER visit,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",True,-1.6321160719436831,Evidence
25,25,Evidence,12.0,,ordinal,4.0,-2.0,Open to evidence,175.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,ca07c184-4d64-4def-9bbe-52965d37d08f,8602fc89-4a9d-474d-ad1f-92eff9d07395,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,83611ea8-cb5f-4b8f-883b-9bb5d313e9e9,ordinal,4.0,0.6394215201097211,0.6394215201097211,[],,,0.6394215201097211,12.0,4.0,,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",True,-1.2788430402194422,Evidence
26,26,Evidence,12.0,,ordinal,4.0,-2.0,Open to evidence,87.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,77cefc3e-7fad-4a90-89b5-1b8e711dfddd,07125f0a-8cc5-4681-af0a-c99fe2e65047,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,83611ea8-cb5f-4b8f-883b-9bb5d313e9e9,ordinal,4.0,0.9360329621146408,0.9360329621146408,[],,,0.9360329621146408,11.0,4.0,,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",True,-1.8720659242292816,Evidence
27,27,Evidence,12.0,,ordinal,4.0,-2.0,Open to evidence,65.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,72246a64-92ae-47f7-ade7-0a0c92bf3850,7e55b72d-29ec-4c03-b47d-2d5ef2c8372b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,83611ea8-cb5f-4b8f-883b-9bb5d313e9e9,ordinal,4.0,0.9360329621146408,0.9360329621146408,[],,,0.9360329621146408,11.0,4.0,,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",True,-1.8720659242292816,Evidence
28,28,Evidence,12.0,,ordinal,4.0,-2.0,Open to evidence,153.0,100003.0,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,c6b27353-02d7-4006-9cc0-6fff3ae7af27,17a4b898-a714-4aa4-8fec-676a440efbc7,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,83611ea8-cb5f-4b8f-883b-9bb5d313e9e9,ordinal,4.0,0.8850613667171369,0.8850613667171369,[],,,0.8850613667171369,11.0,4.0,,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",True,-1.7701227334342735,Evidence
29,Quality of evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
0,0,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,26.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,39987361-0f52-4e65-bf03-10feb53b80ae,3cfd5a57-87d7-4164-a240-80d55a697517,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,be49d63d-3beb-467a-aa7c-718edc7ed4f7,ordinal,2.0,0.7500223519819913,0.7500223519819913,[],,,0.7500223519819913,19.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.3750111759909957,Probability
1,1,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,60.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,e7db7917-2cda-449f-a03a-e44713c1dce0,fa46730c-4bf4-4f2a-8deb-b362edf01391,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,be49d63d-3beb-467a-aa7c-718edc7ed4f7,ordinal,2.0,0.7214722161988634,0.7214722161988634,[],,,0.7214722161988634,17.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.3607361080994317,Probability
