schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,submitted_tua
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,3d2ef8e4-6aa6-401d-988f-40612ce49f28,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,9deb0efa-132f-4b05-ab0f-9f913f7e3a34,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.184033,2020-03-23 05:40:25.744547,27.560514,Language Specialist V4,T1.Q15,"How confident are you about your answers, on the whole?",T1.Q15.A8,8,fcb8fe36-923f-47b7-b67e-e4061e97c2f4,7aa79611-f0b7-47f5-9d01-3ce6debc6b0f,8,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,3d2ef8e4-6aa6-401d-988f-40612ce49f28,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,67d0fe2f-a471-4959-9a6b-427974d1f63e,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:43:50.515474,2020-03-23 19:45:32.701923,102.186449,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A11,Colorful but not misleading in any way,ce7dd8c8-bb22-4b03-ad52-ec8db244a7cf,95e50f3d-e5db-4412-8252-6bb61e02749c,Colorful but not misleading in any way,1,1,"[{""case_number"": 1, ""text"": ""a retelling of the 2005 CIA report"", ""answer_id"": 5892, ""end"": 198, ""start"": 164}]"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,3d2ef8e4-6aa6-401d-988f-40612ce49f28,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,67d0fe2f-a471-4959-9a6b-427974d1f63e,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:43:50.515474,2020-03-23 19:45:32.701923,102.186449,Language Specialist V4,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q12.A1,Nope,1199a2a4-c9c4-4e74-a4c6-a43535f5b7aa,4ca84b62-d3a1-4873-b243-a0315d3a7564,Nope,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,3d2ef8e4-6aa6-401d-988f-40612ce49f28,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,67d0fe2f-a471-4959-9a6b-427974d1f63e,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:43:50.515474,2020-03-23 19:45:32.701923,102.186449,Language Specialist V4,T1.Q14,"How difficult was this task for you, on the whole?",T1.Q14.A7,7,ca4d8050-83e6-4416-ac9d-40778c264980,2a95d29a-d2be-48b3-86e7-5acedeb41959,7,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,3d2ef8e4-6aa6-401d-988f-40612ce49f28,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,67d0fe2f-a471-4959-9a6b-427974d1f63e,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:43:50.515474,2020-03-23 19:45:32.701923,102.186449,Language Specialist V4,T1.Q15,"How confident are you about your answers, on the whole?",T1.Q15.A7,7,82a67310-fc33-41da-9658-a0ec596bfc31,39969ed2-af1f-47cc-99b9-792e3084c182,7,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,26ffe523-0ec7-4752-8eae-10bcfa66929a,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:36:19.706483,2020-03-22 21:39:02.859896,163.153413,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A2,Exaggeration,8a1d3be8-2887-4f4c-8347-493c0f2493c2,0ec98ee3-2b47-4b77-9468-25cd5347e22c,Exaggeration,1,2,"[{""case_number"": 1, ""text"": ""The prospects for a global pandemic are surprisingly true"", ""answer_id"": 5883, ""end"": 756, ""start"": 699}, {""case_number"": 1, ""text"": ""They foresaw"", ""answer_id"": 5883, ""end"": 894, ""start"": 882}]"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,26ffe523-0ec7-4752-8eae-10bcfa66929a,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:36:19.706483,2020-03-22 21:39:02.859896,163.153413,Language Specialist V4,T1.Q3,How much does the exaggeration misrepresent reality?,T1.Q3.A3,Some misrepresentation,8f0eadd5-9198-4193-a740-d4e672ce67c9,d5862e5e-03dd-402c-a00e-89aa3c1fc408,Some misrepresentation,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,26ffe523-0ec7-4752-8eae-10bcfa66929a,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:36:19.706483,2020-03-22 21:39:02.859896,163.153413,Language Specialist V4,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q12.A2,Good job!,22b1fe9e-bf91-41dc-a40c-b7fbe649d6f9,82b661a6-5164-402a-9cb7-067aa0a451e6,Good job!,1,1,"[{""case_number"": 1, ""text"": ""In a chapter entitled \u201cA Possible Outbreak of a Global Pandemic,\u201d CIA experts described a scenario very close to COVID-19"", ""answer_id"": 5934, ""end"": 879, ""start"": 758}]"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,26ffe523-0ec7-4752-8eae-10bcfa66929a,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:36:19.706483,2020-03-22 21:39:02.859896,163.153413,Language Specialist V4,T1.Q14,"How difficult was this task for you, on the whole?",T1.Q14.A9,9,90d1346a-2910-4350-9175-665a49e91bc4,7b5b14f2-7a17-4c6a-b247-102999af70a7,9,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,26ffe523-0ec7-4752-8eae-10bcfa66929a,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:36:19.706483,2020-03-22 21:39:02.859896,163.153413,Language Specialist V4,T1.Q15,"How confident are you about your answers, on the whole?",T1.Q15.A10,10: 100% certain about all my answers,3f131e41-3b36-4316-ae7d-98e026575a04,b44ddccd-ee03-4bf6-a3a8-2d84959ccdef,10: 100% certain about all my answers,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,71c671ed-3379-479d-80d9-e984e2543739,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.318702,2020-03-23 05:40:52.721771,54.403069,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A7,Typos,37370e76-9d95-46e3-860f-a43cfce3d008,e819d2e3-9f9c-477a-a5ab-fcaf9e75d5c9,Typos,1,2,"[{""case_number"": 1, ""text"": ""COVID19"", ""answer_id"": 5888, ""end"": 348, ""start"": 341}, {""case_number"": 1, ""text"": ""COVID-19"", ""answer_id"": 5888, ""end"": 879, ""start"": 871}]"
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,71c671ed-3379-479d-80d9-e984e2543739,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.318702,2020-03-23 05:40:52.721771,54.403069,Language Specialist V4,T1.Q11,Do the errors in the writing make understanding the text more difficult?,T1.Q11.A5,Not at all,fb7c40c5-8bb9-486f-b9c3-45c3d0860cb9,40ee5d5d-c0b9-4a65-8ee0-2e5a5b040339,Not at all,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,71c671ed-3379-479d-80d9-e984e2543739,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.318702,2020-03-23 05:40:52.721771,54.403069,Language Specialist V4,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q12.A1,Nope,1199a2a4-c9c4-4e74-a4c6-a43535f5b7aa,36a249c6-96ea-47bf-93f9-9d27b76e4d68,Nope,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,71c671ed-3379-479d-80d9-e984e2543739,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.318702,2020-03-23 05:40:52.721771,54.403069,Language Specialist V4,T1.Q14,"How difficult was this task for you, on the whole?",T1.Q14.A2,2,f8b9aa2b-b0c4-478b-a31a-eabc42101dcb,80ad1adc-81bd-4738-bf26-5d478550c73d,2,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,71c671ed-3379-479d-80d9-e984e2543739,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.318702,2020-03-23 05:40:52.721771,54.403069,Language Specialist V4,T1.Q15,"How confident are you about your answers, on the whole?",T1.Q15.A9,9,2e6d8c3f-c8e5-485e-bf50-0827f607c446,6998e26e-c242-4cc2-84c5-5ea98d87f887,9,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,c880599d-da38-449f-97ca-9e9a07dae675,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 05:25:05.633327,2020-03-23 06:22:11.727029,3426.093702,Language Specialist V4,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",T1.Q1.A13,Nothing wrong with language,f2a393ae-f059-46bc-bd39-c4eadd7bdfcc,6e15e27a-5360-4752-b734-051e946d190c,Nothing wrong with language,0,0,[]
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,090a112f-e19f-4f84-8058-28660c9f75ac,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,4,4,c880599d-da38-449f-97ca-9e9a07dae675,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 05:25:05.633327,2020-03-23 06:22:11.727029,3426.093702,Language Specialist V4,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",T1.Q12.A2,Good job!,22b1fe9e-bf91-41dc-a40c-b7fbe649d6f9,5eda5387-f34a-43fc-9c30-e720c22419b6,Good job!,1,1,"[{""case_number"": 1, ""text"": ""There, with striking accuracy, the current scenario for the development of the COVID19 pandemic is described"", ""answer_id"": 5934, ""end"": 370, ""start"": 262}]"
