schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,submitted_tua
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q1,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,T1.Q1.A1,"General Causation (In general, X causes Y.)",73d7a14a-9ec6-404c-b2b7-a55508af3b76,5e726f86-96ef-4644-a321-f64de117dc6f,"General Causation (In general, X causes Y.)",1,2,"[{""case_number"": 1, ""text"": ""More than 119,100 people have been infected by the novel coronavirus across the world and 4,298 have died"", ""answer_id"": 5569, ""end"": 3316, ""start"": 3211}, {""case_number"": 1, ""text"": ""The United States has 975 cases and 30 people have died"", ""answer_id"": 5569, ""end"": 3431, ""start"": 3376}]"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A1,Correlation,5a1fb1f4-d8b7-45c0-bce5-7d4c3b91c55f,e662dcb9-2f67-4154-aabc-691d2ca43915,Correlation,1,3,"[{""case_number"": 1, ""text"": ""119,100 people have been infected by the novel coronavirus across the world and 4,298 have died"", ""answer_id"": 5572, ""end"": 3316, ""start"": 3221}, {""case_number"": 1, ""text"": ""975 cases and 30 people have died"", ""answer_id"": 5572, ""end"": 3431, ""start"": 3398}, {""case_number"": 1, ""text"": ""119,100 people have been infected by the novel coronavirus across the world and 4,298 have died"", ""answer_id"": 5572, ""end"": 3316, ""start"": 3221}]"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A3,The correlation appears across multiple independent contexts,fee5e5ec-ce13-43e7-aca6-5babee4eb8a5,f89887c2-1cb2-4090-a8e3-391642949cc6,The correlation appears across multiple independent contexts,1,2,"[{""case_number"": 1, ""text"": ""China"", ""answer_id"": 5574, ""end"": 3344, ""start"": 3339}, {""case_number"": 1, ""text"": ""The United States"", ""answer_id"": 5574, ""end"": 3393, ""start"": 3376}]"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A6,There is a clear dose-response curve,e9c2715e-6047-4bc3-bd9b-591361023fe9,68eb1656-5bcf-49ee-96f1-d372d7c0e62c,There is a clear dose-response curve,1,2,"[{""case_number"": 1, ""text"": ""119,100 people have been infected by the novel coronavirus across the world and 4,298 have died"", ""answer_id"": 5577, ""end"": 3316, ""start"": 3221}, {""case_number"": 1, ""text"": ""975 cases and 30 people have died"", ""answer_id"": 5577, ""end"": 3431, ""start"": 3398}]"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,T1.Q2.A8,Other evidence,857d25f3-1a9c-45a3-b9dc-5cdc41e9d438,72c7f97f-59c6-44da-ace3-092b1ee03b6d,Other evidence,1,1,"[{""case_number"": 1, ""text"": ""tally"", ""answer_id"": 5579, ""end"": 3374, ""start"": 3369}]"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q3,What other evidence is given?,T1.Q3.A1,placeholder answer for TEXT,90daa627-a188-44fb-ba2f-bf88f2743701,8ab80652-3113-4f17-8d23-7f9ec5292f35,corona tests,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q4,How representative is the sample of the population that the claim is made about?,T1.Q4.A6,Can't tell; not enough info,7369a857-fd09-4a36-8e26-e64e8d5a6641,7bfffad1-037a-4006-867f-a196039a5df9,Can't tell; not enough info,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q7,What is the best alternative explanation you can think of that could lead to the same set of evidence?,T1.Q7.A1,placeholder answer for TEXT,682be4e9-7e39-45b2-82e6-9f6300bb173c,8f14e598-7ece-4284-b5b2-56bcf82a2fc2,None,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",T1.Q8.A5,Much less likely,8eab0dab-e8d4-41ea-af54-5dea4d1e6964,03deb486-c372-40df-bd36-1c1b77200943,Much less likely,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q9,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,T1.Q9.A1,Yes,2226abe4-b7a9-4ea8-acfd-13387300f3fb,33b4d45f-48e2-48e2-9330-fac7bbb0a06e,Yes,1,2,"[{""case_number"": 1, ""text"": ""119,100 people have been infected by the novel coronavirus across the world and 4,298"", ""answer_id"": 5602, ""end"": 3306, ""start"": 3221}, {""case_number"": 1, ""text"": ""975 cases and 30 people have died"", ""answer_id"": 5602, ""end"": 3431, ""start"": 3398}]"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",T1.Q10.A5,Very Unlikely,443d94fe-c0a2-4a8b-819f-9253a570f788,9f232142-27fd-4254-9ea5-291497794b20,Very Unlikely,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q11,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",T1.Q11.A5,Very Unlikely,6969582f-6eee-4c27-97c6-59b5af71ddc5,ffcc3326-28e9-49d2-99c3-3a1c4d691606,Very Unlikely,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q12,Does the author suggest in any way that further evidence might improve our understanding of the topic?,T1.Q12.A3,I can't tell,3ab5de46-c20d-468f-bc74-4738378bdc11,bc465fb2-af5d-493a-90d1-90a90b2c1b4c,I can't tell,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q13,"How difficult was this task for you, on the whole?",T1.Q13.A3,3,750aba1a-0798-429c-b73b-a12f61a74f31,16bae2ab-385c-4168-82d0-d14c3c51fced,3,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,c7230f9c-9c32-4a0f-abf2-ec7b5e74ee9f,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2849,1e247233-4e92-45ad-bd49-c53fa930cb6d,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,3598,PYBOSSA,4,1,e87b6852-9e1e-4bc5-9a7a-2a570a285bf9,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:03:28.228801,2020-03-22 15:08:33.625984,305.397183,Evidence Specialist,T1.Q14,"How confident are you about your answers, on the whole?",T1.Q14.A9,9,8193d6e2-9ccb-4993-a130-bfcc7c99dd85,ffcd5445-4753-4602-a9fb-a4f4225883ca,9,0,0,[]
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,bb5c9329-144f-4d11-b54f-ca30121028a4,https://pe.goodlylabs.org/project/Covid_Evidencev1/task/2850,6c80ed7e-0379-4901-adeb-588a5959c3e8,CovidArticles/CoronavirusCanHerdImmunityReally.txt,100056,CoronavirusCanHerdImmunityReally.txt,09a894f06d1157dd7a22a198c6ef78c2b9f4116266d2b0a177d7bb129a51f6e8,4555,PYBOSSA,4,1,c4ae96b9-da9c-4ef4-bb68-68800ee26e51,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-22 15:05:45.451582,2020-03-22 15:11:30.806926,345.355344,Evidence Specialist,T1.Q1,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,T1.Q1.A3,No causal claim made,b5c3c5d0-4c59-4e26-8996-97cd64e29b93,9ec76486-3411-4dd2-9796-be5415ef1847,No causal claim made,0,0,[]
