schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1,T1.Q2,T1.Q5,T1.Q6,T1.Q7,T1.Q10,T1.Q11,T1.Q12.A1,T1.Q12.A2,T1.Q12.A3,T1.Q12.A4,T1.Q12.A5,T1.Q13,T1.Q14
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0f21a204-85a9-497a-89d5-3d65cfd95c75,https://pe.goodlylabs.org/project/NYU_Probability2/task/2455,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,be87b656-2909-4612-b92b-cb8a9c7d2c2e,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-11-14 19:40:19.683461,2019-11-14 19:44:19.501561,239.8181,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",No,,No,No,,,"Yes, implicitly",0,1,1,0,0,3,8
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0f21a204-85a9-497a-89d5-3d65cfd95c75,https://pe.goodlylabs.org/project/NYU_Probability2/task/2455,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,97cccbfb-91ee-4206-afe3-fa19d659efe4,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 23:16:47.314282,2019-11-13 23:17:40.518269,53.203987,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,No,No,,,"No, not at all",0,0,0,0,0,3,7
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0f21a204-85a9-497a-89d5-3d65cfd95c75,https://pe.goodlylabs.org/project/NYU_Probability2/task/2455,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,eaee99ce-b4f2-4dfe-9542-70afa7353faa,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:11:10.528850,2019-11-13 22:16:03.481170,292.95232,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,No,No,,,I can't tell,0,0,0,0,0,4,8
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0f21a204-85a9-497a-89d5-3d65cfd95c75,https://pe.goodlylabs.org/project/NYU_Probability2/task/2455,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,cf52b339-889d-4224-908c-5d492238abb1,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-11-13 21:35:38.122780,2019-11-13 21:45:46.650451,608.527671,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Slightly justified,No,No,,,"No, not at all",0,0,0,0,0,4,7
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0f21a204-85a9-497a-89d5-3d65cfd95c75,https://pe.goodlylabs.org/project/NYU_Probability2/task/2455,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,597d7300-84b0-414f-b049-36b9da77f66c,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 21:26:41.791694,2019-11-13 21:27:48.894304,67.10261,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,"Yes, implicitly",No,,,I can't tell,0,0,0,0,0,5: Middling difficulty,9
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,https://pe.goodlylabs.org/project/NYU_Probability2/task/2491,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,e1489cfc-f861-47d9-a0c1-3d4ac9aaf45d,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:06:24.809226,2019-11-15 01:07:09.718606,44.90938,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,"Yes, implicitly",No,,,I can't tell,0,0,0,0,0,2,8
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,https://pe.goodlylabs.org/project/NYU_Probability2/task/2491,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,f4bf3c30-36b0-4c77-9d81-d27c89c496d5,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-14 23:50:23.966423,2019-11-14 23:51:14.758400,50.791977,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,No,,,"No, not at all",0,0,0,0,0,2,8
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,https://pe.goodlylabs.org/project/NYU_Probability2/task/2491,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,ee83992b-c7c0-4d38-856e-4aee48eb7cf4,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:40:39.464820,2019-11-14 22:43:03.421976,143.957156,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,No,No,,,"No, not at all",0,0,0,0,0,2,8
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,https://pe.goodlylabs.org/project/NYU_Probability2/task/2492,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,7febe2f9-f13b-48d8-9d2f-8d0e9f394e6c,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:06:25.250870,2019-11-15 01:09:02.941218,157.690348,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,"Yes, explicitly",No,,,"No, not at all",0,0,0,0,0,3,7
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,https://pe.goodlylabs.org/project/NYU_Probability2/task/2492,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,36395d2b-238e-4411-8db3-1bc9430477f4,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-14 23:50:24.092609,2019-11-14 23:52:20.657955,116.565346,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Maybe,Slightly justified,No,No,,,"No, not at all",0,0,0,0,0,2,7
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,https://pe.goodlylabs.org/project/NYU_Probability2/task/2492,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,573dd031-a44f-4f01-90c4-473d9899fcf6,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:40:39.609530,2019-11-14 22:44:11.614867,212.005337,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,No,No,,,"No, not at all",0,0,0,0,0,3,6
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,9ca92117-e19b-4f8f-9071-c4e197be4aad,https://pe.goodlylabs.org/project/NYU_Probability2/task/2597,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,ba5b38d7-b10e-43db-b994-9b33ea35424b,50b97722-8671-4131-8a54-409491b48a1e,2019-11-19 22:10:19.530655,2019-11-19 22:12:06.556368,107.025713,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Slightly justified,No,"Yes, one number","Number given, no comparison number given",Implicitly,"No, not at all",0,0,0,0,0,5: Middling difficulty,5: 50-50
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,9ca92117-e19b-4f8f-9071-c4e197be4aad,https://pe.goodlylabs.org/project/NYU_Probability2/task/2597,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,cb22cad6-d160-49ed-a6f0-56694f6df74c,3412be43-641f-4df9-a2d3-bc24946e4640,2019-11-19 22:07:49.338618,2019-11-19 22:11:04.110247,194.771629,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Somewhat justified,"Yes, explicitly","Yes, one number",No numbers,No,"Yes, explicitly",0,0,0,0,1,8,7
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,9ca92117-e19b-4f8f-9071-c4e197be4aad,https://pe.goodlylabs.org/project/NYU_Probability2/task/2597,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,8a6f7bf3-00ad-4a95-8938-18ecf403b6af,12d9718f-030a-487e-872c-46372f945e17,2019-11-19 21:38:55.161880,2019-11-19 21:39:49.899416,54.737536,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,"Yes, one number",No numbers,No,I can't tell,0,0,0,0,0,3,8
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,bae2d9cd-a023-4e1e-83a8-6f1d886df142,https://pe.goodlylabs.org/project/NYU_Probability2/task/2598,3,3,NYU_Articles/Day4/ShooterCommitsSuicideAfterBeing.txt,100043,ShooterCommitsSuicideAfterBeing.txt,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,9b4c5dc0-6ce4-4a41-b5b9-6be387f952f9,50b97722-8671-4131-8a54-409491b48a1e,2019-11-19 22:10:19.718556,2019-11-19 22:16:07.175361,347.456805,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Somewhat justified,"Yes, explicitly",No,,,"Yes, explicitly",1,0,0,0,0,6,6
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,bae2d9cd-a023-4e1e-83a8-6f1d886df142,https://pe.goodlylabs.org/project/NYU_Probability2/task/2598,3,3,NYU_Articles/Day4/ShooterCommitsSuicideAfterBeing.txt,100043,ShooterCommitsSuicideAfterBeing.txt,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,df6e41ee-f0a7-4f4a-8d91-48d52721ab6e,3412be43-641f-4df9-a2d3-bc24946e4640,2019-11-19 22:07:49.440068,2019-11-19 22:12:45.542948,296.10288,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",No,,"Yes, explicitly",No,,,"Yes, explicitly",0,0,0,0,1,5: Middling difficulty,9
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,bae2d9cd-a023-4e1e-83a8-6f1d886df142,https://pe.goodlylabs.org/project/NYU_Probability2/task/2598,3,3,NYU_Articles/Day4/ShooterCommitsSuicideAfterBeing.txt,100043,ShooterCommitsSuicideAfterBeing.txt,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,c72914e4-0be2-482f-9aa6-4636e36019d8,12d9718f-030a-487e-872c-46372f945e17,2019-11-19 21:38:55.295882,2019-11-19 21:40:34.414930,99.119048,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,"Yes, explicitly",No,,,I can't tell,0,0,0,0,0,3,8
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,8ceb3db1-297d-43b3-a5ba-048c91d32494,https://pe.goodlylabs.org/project/NYU_Probability2/task/2599,3,3,NYU_Articles/Day4/RudyGiulianihascompletelyberserk.txt,100044,RudyGiulianihascompletelyberserk.txt,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,246d65f3-a7e2-4bb1-86fe-5a436faec5d9,50b97722-8671-4131-8a54-409491b48a1e,2019-11-19 22:12:06.864540,2019-11-19 22:19:25.091089,438.226549,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Somewhat justified,"Yes, explicitly",No,,,"Yes, explicitly",1,0,0,0,0,5: Middling difficulty,7
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,8ceb3db1-297d-43b3-a5ba-048c91d32494,https://pe.goodlylabs.org/project/NYU_Probability2/task/2599,3,3,NYU_Articles/Day4/RudyGiulianihascompletelyberserk.txt,100044,RudyGiulianihascompletelyberserk.txt,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,ba34fc9b-eb8d-4985-8a85-c918db2c23c1,3412be43-641f-4df9-a2d3-bc24946e4640,2019-11-19 22:11:04.345606,2019-11-19 22:13:59.052165,174.706559,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,"Yes, one number",No numbers,No,"No, not at all",0,0,0,0,0,5: Middling difficulty,9
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,8ceb3db1-297d-43b3-a5ba-048c91d32494,https://pe.goodlylabs.org/project/NYU_Probability2/task/2599,3,3,NYU_Articles/Day4/RudyGiulianihascompletelyberserk.txt,100044,RudyGiulianihascompletelyberserk.txt,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,ecb442fe-1158-4393-a08c-b93fbbbd3ecd,12d9718f-030a-487e-872c-46372f945e17,2019-11-19 21:39:50.094293,2019-11-19 21:42:29.392225,159.297932,"T1.Q1, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q13, T1.Q14",No,,No,"Yes, one number",No numbers,No,I can't tell,0,0,0,0,0,3,9
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,289758b6-3c05-4974-8b94-d0014b4cda68,https://pe.goodlylabs.org/project/NYU_Probability2/task/2600,3,3,NYU_Articles/Day4/RudyGiulianihascompletelyberserk.txt,100044,RudyGiulianihascompletelyberserk.txt,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,31426b2f-d545-4aa2-9a78-1ced6a8b5efc,50b97722-8671-4131-8a54-409491b48a1e,2019-11-19 22:16:07.493281,2019-11-19 22:22:38.307951,390.81467,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,No,,,"No, not at all",0,0,0,0,0,5: Middling difficulty,5: 50-50
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,289758b6-3c05-4974-8b94-d0014b4cda68,https://pe.goodlylabs.org/project/NYU_Probability2/task/2600,3,3,NYU_Articles/Day4/RudyGiulianihascompletelyberserk.txt,100044,RudyGiulianihascompletelyberserk.txt,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,6865cd36-a1ae-4d6f-911a-d82d4c917860,3412be43-641f-4df9-a2d3-bc24946e4640,2019-11-19 22:12:45.742450,2019-11-19 22:15:57.329836,191.587386,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,No,,,"No, not at all",0,0,0,0,0,5: Middling difficulty,9
NYU_Probability2,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,289758b6-3c05-4974-8b94-d0014b4cda68,https://pe.goodlylabs.org/project/NYU_Probability2/task/2600,3,3,NYU_Articles/Day4/RudyGiulianihascompletelyberserk.txt,100044,RudyGiulianihascompletelyberserk.txt,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,2bc8872a-107e-4e0b-95fd-b0e57d6adcb2,12d9718f-030a-487e-872c-46372f945e17,2019-11-19 21:40:34.614601,2019-11-19 21:42:54.079046,139.464445,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,,No,No,,,I can't tell,0,0,0,0,0,4,9
