,article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
29,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2e08fd28-52e2-48d3-803d-d1c60bd67611,Probability Specialist,8,ordinal,1,0.8739918783357965,0.8739918783357965,"[""[2637, 2638, 2639, 2640, 2641, 2642, 2643, 2644, 2645, 2646, 2647, 2648, 2649, 2650, 2651, 2652, 2653, 2654, 2655, 2656, 2657, 2658, 2659, 2660, 2661, 2662, 2663, 2664, 2665, 2666, 2667, 2668, 2669, 2670, 2671, 2672, 2673, 2674, 2675, 2676, 2677, 2678, 2679, 2680, 2681, 2682, 2683, 2684, 2685, 2686, 2687, 2688, 2689, 2690, 2691, 2692, 2693, 2694, 2695, 2696, 2697, 2698, 2699, 2700, 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708, 2709, 2710, 2711, 2712, 2713, 2714, 2715, 2716, 2717, 2718, 2719, 2720, 2721, 2722, 2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731, 2732, 2733, 2734, 2735, 2736, 2737, 2738, 2739, 2740, 2741, 2742, 2743, 2744, 2745, 2746, 2747, 2748, 2749, 2750, 2751, 2752, 2753, 2754, 2755, 2756, 2757, 2758, 2759, 2760, 2761, 2762, 2763, 2764, 2765, 2766, 2767, 2768, 2769, 2770, 2771, 2772, 2773, 2774, 2775, 2776, 2777, 2778, 2779, 2780, 2781, 2782, 2783, 2784, 2785, 2786, 2787, 2788, 2789, 2790, 2791, 2792, 2793, 2794, 2795, 2796, 2797, 2798, 2799, 2800, 2801, 2802, 2803, 2804, 2805, 2806, 2807, 2808, 2809, 2810, 2811, 2812, 2813, 2814, 2815, 2816, 2817, 2818, 2819, 2820, 2821, 2822, 2823, 2824, 2825]""]",0.5754622642420184,0.5754622642420184,0.8739918783357965,0.5,0.5,4,5,,Could the apparent pattern be a result of a systematic error in data collection or processing?,Extremely Likely
30,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2e08fd28-52e2-48d3-803d-d1c60bd67611,Probability Specialist,9,ordinal,2,0.9510903995190536,0.9510903995190536,"[""[2637, 2638, 2639, 2640, 2641, 2642, 2643, 2644, 2645, 2646, 2647, 2648, 2649, 2650, 2651, 2652, 2653, 2654, 2655, 2656, 2657, 2658, 2659, 2660, 2661, 2662, 2663, 2664, 2665, 2666, 2667, 2668, 2669, 2670, 2671, 2672, 2673, 2674, 2675, 2676, 2677, 2678, 2679, 2680, 2681, 2682, 2683, 2684, 2685, 2686, 2687, 2688, 2689, 2690, 2691, 2692, 2693, 2694, 2695, 2696, 2697, 2698, 2699, 2700, 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708, 2709, 2710, 2711, 2712, 2713, 2714, 2715, 2716, 2717, 2718, 2719, 2720, 2721, 2722, 2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731, 2732, 2733, 2734, 2735, 2736, 2737, 2738, 2739, 2740, 2741, 2742, 2743, 2744, 2745, 2746, 2747, 2748, 2749, 2750, 2751, 2752, 2753, 2754, 2755, 2756, 2757, 2758, 2759, 2760, 2761, 2762, 2763, 2764, 2765, 2766, 2767, 2768, 2769, 2770, 2771, 2772, 2773, 2774, 2775, 2776, 2777, 2778, 2779, 2780, 2781, 2782, 2783, 2784, 2785, 2786, 2787, 2788, 2789, 2790, 2791, 2792, 2793, 2794, 2795, 2796, 2797, 2798, 2799, 2800, 2801, 2802, 2803, 2804, 2805, 2806, 2807, 2808, 2809, 2810, 2811, 2812, 2813, 2814, 2815, 2816, 2817, 2818, 2819, 2820, 2821, 2822, 2823, 2824, 2825]""]",0.5754622642420184,0.5754622642420184,0.9510903995190536,0.5,0.5,4,5,,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",Somewhat Likely
31,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2e08fd28-52e2-48d3-803d-d1c60bd67611,Probability Specialist,10,ordinal,3,0.904439363918196,0.904439363918196,"""[]""",,,0.904439363918196,0.5,0.5,5,3,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No
32,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2e08fd28-52e2-48d3-803d-d1c60bd67611,Probability Specialist,11,ordinal,3,0.9530460454090544,0.9530460454090544,"""[]""",,,0.9530460454090544,0.5,0.5,5,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,I can't tell
33,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2e08fd28-52e2-48d3-803d-d1c60bd67611,Probability Specialist,13,ordinal,3,0.8776053795926637,0.8776053795926637,"""[]""",,,0.8776053795926637,0.5,0.5,5,10,,"How difficult was this task for you, on the whole?",3
34,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2e08fd28-52e2-48d3-803d-d1c60bd67611,Probability Specialist,14,ordinal,7,0.9274370441088134,0.9274370441088134,"""[]""",,,0.9274370441088134,0.5,0.5,5,10,,"How confident are you about your answers, on the whole?",7
35,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,1,ordinal,3,1.0,1.0,"""[]""",,,1.0,0.5,0.5,3,3,,Does the text make any claims with great confidence? Highlight the relevant part.,No
36,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,2,ordinal,1,0.9336428842993904,0.9336428842993904,"""[]""",,,0.9336428842993904,0.5,0.5,3,5,,To what extent does the confidence seem justified?,Completely justified
37,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,4,ordinal,1,0.9115074083444186,0.9115074083444186,"""[]""",,,0.9115074083444186,0.5,0.5,3,3,,"Does the text take a claim less seriously because it acknowledges uncertainty? If so, highlight the relevant section.","Yes, explicitly"
38,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,5,ordinal,1,0.9115074083444186,0.9115074083444186,"""[]""",,,0.9115074083444186,0.5,0.5,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly"
39,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,6,nominal,1,1.0,1.0,"""[]""",,,1.0,0.5,0.5,3,5,,"If any numbers are given, is a comparison number for a similar case given for context?",No numbers
40,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,7,nominal,3,1.0,1.0,"""[]""",,,1.0,0.5,0.5,3,5,,Is any data presented as evidence for a pattern (e.g. a relationship between two variables)?,No
41,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,10,ordinal,3,1.0,1.0,"""[]""",,,1.0,0.5,0.5,3,3,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No
42,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,11,ordinal,1,0.9565229009958894,0.9565229009958894,"""[]""",,,0.9565229009958894,0.5,0.5,3,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly"
43,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,12,nominal,L,0.3,0.0,"""L""",L,L,0.15,0.5,0.5,3,4,L,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,L
44,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,13,ordinal,2,0.8401870246813405,0.8401870246813405,"""[]""",,,0.8401870246813405,0.5,0.5,3,10,,"How difficult was this task for you, on the whole?",2
45,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,54919edd-083b-4f17-8100-d78580294bea,Probability Specialist,14,ordinal,7,0.9115074083444183,0.9115074083444183,"""[]""",,,0.9115074083444183,0.5,0.5,3,10,,"How confident are you about your answers, on the whole?",7
46,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,1,ordinal,3,1.0,1.0,"""[]""",,,1.0,0.5,0.5,7,3,,Does the text make any claims with great confidence? Highlight the relevant part.,No
47,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,2,ordinal,1,0.891378127914003,0.891378127914003,"""[]""",,,0.891378127914003,0.5,0.5,7,5,,To what extent does the confidence seem justified?,Completely justified
48,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,4,ordinal,3,0.9270080510332016,0.9270080510332016,"""L""",L,L,0.4635040255166008,0.5,0.5,7,3,,"Does the text take a claim less seriously because it acknowledges uncertainty? If so, highlight the relevant section.",No
49,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,5,ordinal,1,0.976039472180472,0.976039472180472,"""[1787, 1788, 1789, 1790, 1791, 1792, 1793, 1794, 1795, 1796, 1797, 1798, 1799, 1800, 1801, 1802, 1803, 1804, 1805, 1806, 1807, 1808, 1809, 1810, 1811, 1812, 1813, 1814, 1815, 1816, 1817, 1818, 1819, 1820, 1821, 1822, 1823, 1824, 1825, 1826, 1827, 1828, 1829, 1830, 1831, 1832, 1833, 1834, 1835, 1836, 1837, 1838, 1839, 1840, 1841, 1842, 1843, 1844, 1845, 1846, 1847, 1848, 1849, 1850, 1851, 1852, 1853, 1854, 1855, 1856, 1857, 1858, 1859, 1860, 1861, 1862, 1863, 1864, 1865, 1866, 1867, 1868, 1869, 1870, 1871, 1872, 1873, 1874, 1875, 1876, 1877, 1878, 1879, 1880, 1881, 1882, 1883, 1884, 1885, 1886, 1887, 1888, 1889, 1890, 1891, 1892, 1893, 1894, 1895, 1896, 1897, 1898, 1899, 1900, 1901]""",0.14500642717415346,0.1758789187513896,0.5605229496773128,0.5,0.5,7,3,"if the study results are confirmed in future research, it could offer a new option for screening high-risk children","Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly"
50,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,6,nominal,1,1.0,1.0,"""[]""",,,1.0,0.5,0.5,7,5,,"If any numbers are given, is a comparison number for a similar case given for context?",No numbers
51,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,7,nominal,3,0.8571428571428571,0.7142857142857142,"""[]""",,,0.8571428571428571,0.5,0.5,7,5,,Is any data presented as evidence for a pattern (e.g. a relationship between two variables)?,No
52,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,8,ordinal,U,1.0,1.0,"""U""",U,U,0.5,0.5,0.5,1,5,U,Could the apparent pattern be a result of a systematic error in data collection or processing?,U
53,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,9,ordinal,U,1.0,1.0,"""U""",U,U,0.5,0.5,0.5,1,5,U,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",U
54,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,10,ordinal,3,0.951206192934926,0.951206192934926,"""[]""",,,0.951206192934926,0.5,0.5,7,3,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No
55,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,11,ordinal,1,0.9100112318290532,0.9100112318290532,"""[1787, 1788, 1789, 1790, 1791, 1792, 1793, 1794, 1795, 1796, 1797, 1798, 1799, 1800, 1801, 1802, 1803, 1804, 1805, 1806, 1807, 1808, 1809, 1810, 1811, 1812, 1813, 1814, 1815, 1816, 1817, 1818, 1819, 1820, 1821, 1822, 1823, 1824, 1825, 1826, 1827, 1828, 1829, 1830, 1831, 1832, 1833, 1834, 1835, 1836, 1837, 1838, 1839, 1840, 1841, 1842, 1843, 1844, 1845, 1846, 1847, 1848, 1849]""",0.12543512716822947,0.12543512716822947,0.5177231794986412,0.5,0.5,7,4,"if the study results are confirmed in future research, it could",Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly"
56,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,12,nominal,M,0.4444444444444444,0.2222222222222222,"""M""",M,M,0.2222222222222222,0.5,0.5,4,4,M,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,M
57,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,13,ordinal,3,0.9177772315384106,0.9177772315384106,"""[]""",,,0.9177772315384106,0.5,0.5,7,10,,"How difficult was this task for you, on the whole?",3
58,1721,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,ab6f246a-8c21-4bb3-9c4b-a67165984442,Probability Specialist,14,ordinal,8,0.908713333022085,0.908713333022085,"""[]""",,,0.908713333022085,0.5,0.5,7,10,,"How confident are you about your answers, on the whole?",8
