schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",078c8893-cefd-4209-a2f4-af155f46df61,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,4f162277-faca-46d2-9da6-760023182275,T1.Q5.A3,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b3acd82c-d700-4203-bd4a-31bb20835007,T1.Q6,Are any numbers given?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,T1.Q6.A1,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b3acd82c-d700-4203-bd4a-31bb20835007,T1.Q6,Are any numbers given?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,cebf597c-b0ec-4e43-b83c-5a3e1c7caf7c,T1.Q6.A2,"Yes, one number","T1.Q7, T1.Q10",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b3acd82c-d700-4203-bd4a-31bb20835007,T1.Q6,Are any numbers given?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,99e392bc-20d5-4381-9e7c-10682ee30a45,T1.Q6.A3,"Yes, multiple numbers","T1.Q7, T1.Q10",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66b26127-217c-4c14-a39e-f5f839f9f22c,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,5dea56a7-545d-41f0-a567-0608412c3653,T1.Q7.A1,No numbers given,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66b26127-217c-4c14-a39e-f5f839f9f22c,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,56db74b2-9f44-4134-880a-49deafce69e9,T1.Q7.A2,"Number given, but no baseline comparison number given",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66b26127-217c-4c14-a39e-f5f839f9f22c,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,4c2db4c0-881f-4c0b-b05b-fda0e9bebb28,T1.Q7.A3,Baseline number given,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66b26127-217c-4c14-a39e-f5f839f9f22c,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,533c75a7-2860-450e-8c2b-89d3867ad8de,T1.Q7.A4,Very different comparison number given for contrast,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",66b26127-217c-4c14-a39e-f5f839f9f22c,T1.Q7,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,657dd186-d75e-44ed-8abf-eb54f693a56c,T1.Q7.A5,Similar comparison number given for context (e.g. for previous year or nearby place),,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d1ef858a-5e4d-466d-b1a2-0daa0ca8a708,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,f6b22a9a-6305-4255-97f2-245621ac9269,T1.Q10.A1,Explicitly,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d1ef858a-5e4d-466d-b1a2-0daa0ca8a708,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,6cd9945c-7915-4271-bfb5-78bfe2bac512,T1.Q10.A2,Implicitly,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d1ef858a-5e4d-466d-b1a2-0daa0ca8a708,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,5274cf9e-6408-4966-8129-ecdfaf9d7cfc,T1.Q10.A3,No,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",e5b87cd0-e8ae-4a1b-8713-8c68b62e8bfd,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,e4d73e62-c565-44d2-899a-3117d38c101e,T1.Q11.A1,"Yes, explicitly",T1.Q12,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",e5b87cd0-e8ae-4a1b-8713-8c68b62e8bfd,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,640a1a6e-92fb-432b-9d37-3a5ae7dca7b9,T1.Q11.A2,"Yes, implicitly",T1.Q12,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",e5b87cd0-e8ae-4a1b-8713-8c68b62e8bfd,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,80a9713a-14d3-47ed-9b92-f90853e73f60,T1.Q11.A3,I can't tell,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",e5b87cd0-e8ae-4a1b-8713-8c68b62e8bfd,T1.Q11,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,5606d8e9-7ace-405f-a87e-5ef9f7c2e8eb,T1.Q11.A4,"No, not at all",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",702f6c10-944e-4ccc-b386-df567cb98fd9,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,cf7dab27-c4f3-4644-bdc1-80085d3344a9,T1.Q12.A1,Change the claim fundamentally,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",702f6c10-944e-4ccc-b386-df567cb98fd9,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,2d1ba4b2-ed66-4ecf-bf8c-ad5587b21991,T1.Q12.A2,Challenge the claim,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",702f6c10-944e-4ccc-b386-df567cb98fd9,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3cad88f8-4cb5-4242-9560-ca443542eb90,T1.Q12.A3,Add evidence to the claim,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",702f6c10-944e-4ccc-b386-df567cb98fd9,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,a398ba62-f68d-4649-89aa-acec07f61868,T1.Q12.A4,Illuminate further aspects of the claim,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",702f6c10-944e-4ccc-b386-df567cb98fd9,T1.Q12,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3bbaa8c0-ff94-4bb7-86f6-6ffa9b8cdef4,T1.Q12.A5,None of the above,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,71eb3622-6475-4217-87c7-ffe9df392270,T1.Q13.A1,1: Easier than anything I've ever done in a classroom setting,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,afbfd52c-67d5-41c9-938e-8eb8ffdb06ba,T1.Q13.A2,2,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,4b1bcfd1-d43c-4de7-af2c-3840c55330f3,T1.Q13.A3,3,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,5a04cd0b-741f-42a4-be0d-6e43707382d9,T1.Q13.A4,4,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,996f482d-49c8-430d-a9a3-5c952b217e5f,T1.Q13.A5,5: Middling difficulty,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,4bce72a5-ab32-430e-940a-f46aa1f4a42d,T1.Q13.A6,6,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,3d682fb5-5826-4095-86a1-71875d764d0d,T1.Q13.A7,7,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,ad97ca62-1a2e-41bd-9cf0-864f5981823c,Probability Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4c970f91-39cc-4509-a8d2-c488ed79001c,T1.Q13,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,6b37a908-c8c2-41d5-8c9e-e10321972ec0,T1.Q13.A8,8,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
